Site	Plot	Treatment	Year	Date	Julian	Hour	Ambient	Surface	5_cm	10_cm
2	25	OTC	2006	19/05/2006	139	21	1.6	1.17	3.31	3.74
2	25	OTC	2006	19/05/2006	139	22	1.6	0.73	3.31	3.74
2	25	OTC	2006	19/05/2006	139	23	2.03	1.6	2.89	3.74
2	25	OTC	2006	20/05/2006	140	0	2.46	2.03	2.89	3.74
2	25	OTC	2006	20/05/2006	140	1	2.03	2.03	2.89	3.74
2	25	OTC	2006	20/05/2006	140	2	0.29	0.73	2.89	3.31
2	25	OTC	2006	20/05/2006	140	3	1.6	2.03	2.89	3.31
2	25	OTC	2006	20/05/2006	140	4	-0.61	-0.16	2.89	3.31
2	25	OTC	2006	20/05/2006	140	5	-1.51	-0.61	2.46	3.31
2	25	OTC	2006	20/05/2006	140	6	-2.9	-1.51	2.46	3.31
2	25	OTC	2006	20/05/2006	140	7	-2.9	-1.51	2.03	2.89
2	25	OTC	2006	20/05/2006	140	8	0.29	-0.16	2.03	2.89
2	25	OTC	2006	20/05/2006	140	9	2.89	2.03	2.03	2.89
2	25	OTC	2006	20/05/2006	140	10	9.42	4.57	2.46	2.89
2	25	OTC	2006	20/05/2006	140	11	6.22	5.81	3.74	3.31
2	25	OTC	2006	20/05/2006	140	12	3.74	4.99	3.74	3.31
2	25	OTC	2006	20/05/2006	140	13	3.31	4.57	3.74	3.74
2	25	OTC	2006	20/05/2006	140	14	4.57	5.81	3.74	3.74
2	25	OTC	2006	20/05/2006	140	15	3.31	4.99	4.15	3.74
2	25	OTC	2006	20/05/2006	140	16	2.03	3.31	3.74	3.74
2	25	OTC	2006	20/05/2006	140	17	0.73	2.03	3.74	3.74
2	25	OTC	2006	20/05/2006	140	18	0.29	1.17	3.31	3.74
2	25	OTC	2006	20/05/2006	140	19	0.29	0.73	3.31	3.74
2	25	OTC	2006	20/05/2006	140	20	-0.16	0.29	2.89	3.74
2	25	OTC	2006	20/05/2006	140	21	-1.97	-1.06	2.89	3.31
2	25	OTC	2006	20/05/2006	140	22	-3.37	-1.06	2.46	3.31
2	25	OTC	2006	20/05/2006	140	23	-5.81	-2.44	2.03	3.31
2	25	OTC	2006	21/05/2006	141	0	-5.31	-2.44	2.03	2.89
2	25	OTC	2006	21/05/2006	141	1	-4.33	-1.97	1.6	2.89
2	25	OTC	2006	21/05/2006	141	2	-1.97	-1.51	1.6	2.89
2	25	OTC	2006	21/05/2006	141	3	-2.44	-1.51	1.6	2.89
2	25	OTC	2006	21/05/2006	141	4	-2.9	-1.51	1.6	2.46
2	25	OTC	2006	21/05/2006	141	5	-3.37	-1.97	1.17	2.46
2	25	OTC	2006	21/05/2006	141	6	-5.31	-2.44	1.17	2.46
2	25	OTC	2006	21/05/2006	141	7	-5.81	-2.44	1.17	2.46
2	25	OTC	2006	21/05/2006	141	8	-2.44	-1.51	1.17	2.46
2	25	OTC	2006	21/05/2006	141	9	2.46	-0.61	1.17	2.03
2	25	OTC	2006	21/05/2006	141	10	6.62	-0.16	1.17	2.03
2	25	OTC	2006	21/05/2006	141	11	9.82	1.17	1.6	2.03
2	25	OTC	2006	21/05/2006	141	12	10.21	4.15	2.89	2.46
2	25	OTC	2006	21/05/2006	141	13	9.82	7.43	3.74	2.89
2	25	OTC	2006	21/05/2006	141	14	8.63	6.22	4.57	2.89
2	25	OTC	2006	21/05/2006	141	15	4.57	3.74	4.57	3.31
2	25	OTC	2006	21/05/2006	141	16	4.15	2.46	4.15	3.74
2	25	OTC	2006	21/05/2006	141	17	0.29	-0.16	3.74	3.74
2	25	OTC	2006	21/05/2006	141	18	1.17	1.6	3.31	3.74
2	25	OTC	2006	21/05/2006	141	19	-0.16	0.29	2.89	3.31
2	25	OTC	2006	21/05/2006	141	20	-0.16	0.73	2.89	3.31
2	25	OTC	2006	21/05/2006	141	21	-0.61	-0.16	2.46	3.31
2	25	OTC	2006	21/05/2006	141	22	-6.31	-3.85	2.46	3.31
2	25	OTC	2006	21/05/2006	141	23	-6.31	-2.9	2.03	2.89
2	25	OTC	2006	22/05/2006	142	0	-8.91	-4.33	1.6	2.89
2	25	OTC	2006	22/05/2006	142	1	-3.85	-1.51	1.17	2.89
2	25	OTC	2006	22/05/2006	142	2	-3.85	-1.97	1.17	2.46
2	25	OTC	2006	22/05/2006	142	3	-5.31	-2.9	1.17	2.46
2	25	OTC	2006	22/05/2006	142	4	-2.9	-1.51	1.17	2.46
2	25	OTC	2006	22/05/2006	142	5	-3.37	-1.97	1.17	2.46
2	25	OTC	2006	22/05/2006	142	6	-3.85	-1.51	1.17	2.03
2	25	OTC	2006	22/05/2006	142	7	-3.37	-1.51	1.17	2.03
2	25	OTC	2006	22/05/2006	142	8	-3.37	-1.51	0.73	2.03
2	25	OTC	2006	22/05/2006	142	9	-1.51	-0.61	0.73	2.03
2	25	OTC	2006	22/05/2006	142	10	-0.61	-0.16	0.73	2.03
2	25	OTC	2006	22/05/2006	142	11	0.29	-0.16	0.73	2.03
2	25	OTC	2006	22/05/2006	142	12	0.73	0.73	1.17	2.03
2	25	OTC	2006	22/05/2006	142	13	0.73	0.73	1.17	2.03
2	25	OTC	2006	22/05/2006	142	14	0.29	1.17	1.6	2.03
2	25	OTC	2006	22/05/2006	142	15	0.73	0.29	1.6	2.03
2	25	OTC	2006	22/05/2006	142	16	-0.16	-0.16	2.03	2.03
2	25	OTC	2006	22/05/2006	142	17	-1.06	-0.61	1.6	2.46
2	25	OTC	2006	22/05/2006	142	18	-1.97	-1.06	1.6	2.03
2	25	OTC	2006	22/05/2006	142	19	-2.44	-1.06	1.6	2.03
2	25	OTC	2006	22/05/2006	142	20	-1.97	-1.06	1.17	2.03
2	25	OTC	2006	22/05/2006	142	21	-2.9	-1.06	1.17	2.03
2	25	OTC	2006	22/05/2006	142	22	-3.37	-1.51	1.17	2.03
2	25	OTC	2006	22/05/2006	142	23	-2.9	-1.06	1.17	2.03
2	25	OTC	2006	23/05/2006	143	0	-2.9	-1.06	1.17	2.03
2	25	OTC	2006	23/05/2006	143	1	-2.9	-1.06	1.17	2.03
2	25	OTC	2006	23/05/2006	143	2	-2.44	-0.61	1.17	2.03
2	25	OTC	2006	23/05/2006	143	3	-1.97	-0.61	1.17	2.03
2	25	OTC	2006	23/05/2006	143	4	-1.97	-0.61	1.17	2.03
2	25	OTC	2006	23/05/2006	143	5	-1.97	-0.61	1.17	2.03
2	25	OTC	2006	23/05/2006	143	6	-1.51	-0.61	1.17	2.03
2	25	OTC	2006	23/05/2006	143	7	-1.51	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	8	-1.51	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	9	-0.61	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	10	0.29	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	11	0.29	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	12	0.29	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	13	0.73	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	14	0.73	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	15	0.29	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	16	0.29	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	17	-0.16	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	18	0.29	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	19	0.29	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	20	0.29	-0.16	1.17	2.03
2	25	OTC	2006	23/05/2006	143	21	-0.16	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	22	-0.16	-0.16	1.17	1.6
2	25	OTC	2006	23/05/2006	143	23	-0.16	-0.16	1.17	2.03
2	25	OTC	2006	24/05/2006	144	0	-0.16	-0.16	1.17	1.6
2	25	OTC	2006	24/05/2006	144	1	-0.16	-0.16	1.17	1.6
2	25	OTC	2006	24/05/2006	144	2	0.29	-0.16	1.17	1.6
2	25	OTC	2006	24/05/2006	144	3	-0.16	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	4	0.29	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	5	0.29	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	6	-0.61	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	7	-0.16	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	8	0.29	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	9	0.73	0.29	1.17	1.6
2	25	OTC	2006	24/05/2006	144	10	2.03	0.29	1.6	2.03
2	25	OTC	2006	24/05/2006	144	11	3.31	2.89	2.03	2.03
2	25	OTC	2006	24/05/2006	144	12	3.74	4.15	2.46	2.03
2	25	OTC	2006	24/05/2006	144	13	4.57	4.99	2.89	2.46
2	25	OTC	2006	24/05/2006	144	14	3.74	4.99	3.31	2.46
2	25	OTC	2006	24/05/2006	144	15	3.74	4.15	3.31	2.89
2	25	OTC	2006	24/05/2006	144	16	2.03	2.03	3.31	2.89
2	25	OTC	2006	24/05/2006	144	17	1.17	1.6	2.89	2.89
2	25	OTC	2006	24/05/2006	144	18	0.29	1.17	2.89	2.89
2	25	OTC	2006	24/05/2006	144	19	-0.16	0.73	2.46	2.89
2	25	OTC	2006	24/05/2006	144	20	-0.61	-0.16	2.46	2.89
2	25	OTC	2006	24/05/2006	144	21	-0.61	-0.16	2.03	2.89
2	25	OTC	2006	24/05/2006	144	22	-0.61	0.29	2.03	2.46
2	25	OTC	2006	24/05/2006	144	23	-0.61	0.29	2.03	2.46
2	25	OTC	2006	25/05/2006	145	0	-1.51	-0.61	1.6	2.46
2	25	OTC	2006	25/05/2006	145	1	-2.44	-0.61	1.6	2.46
2	25	OTC	2006	25/05/2006	145	2	-3.85	-1.06	1.6	2.46
2	25	OTC	2006	25/05/2006	145	3	-4.33	-1.51	1.17	2.03
2	25	OTC	2006	25/05/2006	145	4	-4.33	-1.06	1.17	2.03
2	25	OTC	2006	25/05/2006	145	5	-1.51	-0.61	1.17	2.03
2	25	OTC	2006	25/05/2006	145	6	-1.51	-0.61	1.17	2.03
2	25	OTC	2006	25/05/2006	145	7	-1.06	-0.61	1.17	2.03
2	25	OTC	2006	25/05/2006	145	8	-0.61	-0.16	1.17	2.03
2	25	OTC	2006	25/05/2006	145	9	0.29	0.73	1.17	2.03
2	25	OTC	2006	25/05/2006	145	10	2.03	3.31	1.17	2.03
2	25	OTC	2006	25/05/2006	145	11	4.99	5.81	2.03	2.03
2	25	OTC	2006	25/05/2006	145	12	6.22	7.03	2.46	2.03
2	25	OTC	2006	25/05/2006	145	13	6.22	7.43	3.31	2.46
2	25	OTC	2006	25/05/2006	145	14	7.43	7.43	3.74	2.89
2	25	OTC	2006	25/05/2006	145	15	6.62	7.03	4.15	2.89
2	25	OTC	2006	25/05/2006	145	16	2.03	2.46	4.15	3.31
2	25	OTC	2006	25/05/2006	145	17	1.6	2.46	3.31	3.31
2	25	OTC	2006	25/05/2006	145	18	1.17	2.03	3.31	3.31
2	25	OTC	2006	25/05/2006	145	19	0.29	1.17	2.89	3.31
2	25	OTC	2006	25/05/2006	145	20	0.73	1.6	2.89	2.89
2	25	OTC	2006	25/05/2006	145	21	0.73	1.6	2.46	2.89
2	25	OTC	2006	25/05/2006	145	22	0.73	1.17	2.46	2.89
2	25	OTC	2006	25/05/2006	145	23	0.73	1.17	2.46	2.89
2	25	OTC	2006	26/05/2006	146	0	0.29	0.29	2.46	2.89
2	25	OTC	2006	26/05/2006	146	1	-0.16	0.29	2.03	2.89
2	25	OTC	2006	26/05/2006	146	2	-0.16	0.73	2.03	2.46
2	25	OTC	2006	26/05/2006	146	3	-0.16	0.73	2.03	2.46
2	25	OTC	2006	26/05/2006	146	4	-0.61	-0.16	2.03	2.46
2	25	OTC	2006	26/05/2006	146	5	-1.97	-1.06	1.6	2.46
2	25	OTC	2006	26/05/2006	146	6	-4.82	-1.97	1.6	2.46
2	25	OTC	2006	26/05/2006	146	7	-5.31	-1.97	1.17	2.46
2	25	OTC	2006	26/05/2006	146	8	-3.37	-1.06	1.17	2.03
2	25	OTC	2006	26/05/2006	146	9	-0.16	-0.16	1.17	2.03
2	25	OTC	2006	26/05/2006	146	10	4.57	1.17	1.17	2.03
2	25	OTC	2006	26/05/2006	146	11	6.22	4.99	2.03	2.03
2	25	OTC	2006	26/05/2006	146	12	7.03	4.99	2.89	2.46
2	25	OTC	2006	26/05/2006	146	13	7.43	5.81	3.31	2.46
2	25	OTC	2006	26/05/2006	146	14	6.62	5.4	3.74	2.89
2	25	OTC	2006	26/05/2006	146	15	7.03	6.62	3.74	3.31
2	25	OTC	2006	26/05/2006	146	16	3.31	3.31	3.74	3.31
2	25	OTC	2006	26/05/2006	146	17	0.73	1.6	3.31	3.31
2	25	OTC	2006	26/05/2006	146	18	-0.16	0.73	2.89	3.31
2	25	OTC	2006	26/05/2006	146	19	0.73	1.6	2.89	3.31
2	25	OTC	2006	26/05/2006	146	20	1.17	1.6	2.89	2.89
2	25	OTC	2006	26/05/2006	146	21	0.73	1.6	2.46	2.89
2	25	OTC	2006	26/05/2006	146	22	0.73	1.6	2.46	2.89
2	25	OTC	2006	26/05/2006	146	23	0.29	1.17	2.46	2.89
2	25	OTC	2006	27/05/2006	147	0	-1.51	-0.61	2.46	2.89
2	25	OTC	2006	27/05/2006	147	1	-3.37	-1.97	2.03	2.89
2	25	OTC	2006	27/05/2006	147	2	-4.82	-2.44	1.6	2.89
2	25	OTC	2006	27/05/2006	147	3	-5.81	-2.44	1.6	2.46
2	25	OTC	2006	27/05/2006	147	4	-7.33	-2.9	1.17	2.46
2	25	OTC	2006	27/05/2006	147	5	-6.82	-2.9	1.17	2.46
2	25	OTC	2006	27/05/2006	147	6	-7.85	-2.9	1.17	2.03
2	25	OTC	2006	27/05/2006	147	7	-7.85	-3.37	1.17	2.03
2	25	OTC	2006	27/05/2006	147	8	-4.82	-1.97	0.73	2.03
2	25	OTC	2006	27/05/2006	147	9	1.17	-1.06	0.73	2.03
2	25	OTC	2006	27/05/2006	147	10	4.99	-0.16	0.73	2.03
2	25	OTC	2006	27/05/2006	147	11	6.62	0.73	0.73	1.6
2	25	OTC	2006	27/05/2006	147	12	8.23	0.73	1.6	2.03
2	25	OTC	2006	27/05/2006	147	13	4.99	-0.16	2.46	2.03
2	25	OTC	2006	27/05/2006	147	14	8.63	2.89	2.89	2.46
2	25	OTC	2006	27/05/2006	147	15	5.81	3.31	3.31	2.46
2	25	OTC	2006	27/05/2006	147	16	3.31	2.89	3.31	2.89
2	25	OTC	2006	27/05/2006	147	17	2.03	2.03	2.89	2.89
2	25	OTC	2006	27/05/2006	147	18	0.29	0.73	2.89	2.89
2	25	OTC	2006	27/05/2006	147	19	-0.16	0.29	2.46	2.89
2	25	OTC	2006	27/05/2006	147	20	-0.61	0.29	2.46	2.89
2	25	OTC	2006	27/05/2006	147	21	-1.97	-0.61	2.03	2.89
2	25	OTC	2006	27/05/2006	147	22	-6.31	-2.44	2.03	2.46
2	25	OTC	2006	27/05/2006	147	23	-6.82	-2.9	1.6	2.46
2	25	OTC	2006	28/05/2006	148	0	-8.38	-2.9	1.17	2.46
2	25	OTC	2006	28/05/2006	148	1	-9.46	-3.37	1.17	2.03
2	25	OTC	2006	28/05/2006	148	2	-9.46	-3.37	1.17	2.03
2	25	OTC	2006	28/05/2006	148	3	-9.46	-4.33	0.73	2.03
2	25	OTC	2006	28/05/2006	148	4	-9.46	-3.85	0.73	2.03
2	25	OTC	2006	28/05/2006	148	5	-10.56	-4.82	0.73	1.6
2	25	OTC	2006	28/05/2006	148	6	-10.56	-4.33	0.29	1.6
2	25	OTC	2006	28/05/2006	148	7	-10.01	-4.82	0.29	1.6
2	25	OTC	2006	28/05/2006	148	8	-7.85	-3.37	0.29	1.6
2	25	OTC	2006	28/05/2006	148	9	-1.06	-1.97	0.29	1.6
2	25	OTC	2006	28/05/2006	148	10	3.74	-1.06	0.29	1.17
2	25	OTC	2006	28/05/2006	148	11	9.03	-0.16	0.29	1.17
2	25	OTC	2006	28/05/2006	148	12	9.82	0.73	0.29	1.17
2	25	OTC	2006	28/05/2006	148	13	9.42	1.17	0.29	1.17
2	25	OTC	2006	28/05/2006	148	14	8.63	1.17	0.73	1.17
2	25	OTC	2006	28/05/2006	148	15	7.03	0.29	1.17	1.6
2	25	OTC	2006	28/05/2006	148	16	3.74	-0.61	1.17	1.6
2	25	OTC	2006	28/05/2006	148	17	-2.9	-1.97	1.17	1.6
2	25	OTC	2006	28/05/2006	148	18	-5.81	-3.37	1.17	1.6
2	25	OTC	2006	28/05/2006	148	19	-2.44	-1.06	0.73	1.6
2	25	OTC	2006	28/05/2006	148	20	-2.44	-1.51	0.73	1.6
2	25	OTC	2006	28/05/2006	148	21	-5.31	-2.9	0.73	1.6
2	25	OTC	2006	28/05/2006	148	22	-4.33	-2.44	0.73	1.6
2	25	OTC	2006	28/05/2006	148	23	-1.51	-1.06	0.73	1.6
2	25	OTC	2006	29/05/2006	149	0	-1.51	-1.06	0.73	1.6
2	25	OTC	2006	29/05/2006	149	1	-1.51	-1.06	0.73	1.17
2	25	OTC	2006	29/05/2006	149	2	-3.37	-1.97	0.29	1.17
2	25	OTC	2006	29/05/2006	149	3	-6.82	-3.85	0.29	1.17
2	25	OTC	2006	29/05/2006	149	4	-8.38	-4.33	0.29	1.17
2	25	OTC	2006	29/05/2006	149	5	-8.38	-3.85	0.29	1.17
2	25	OTC	2006	29/05/2006	149	6	-7.85	-3.85	0.29	1.17
2	25	OTC	2006	29/05/2006	149	7	-7.33	-3.85	0.29	1.17
2	25	OTC	2006	29/05/2006	149	8	-5.81	-3.37	0.29	1.17
2	25	OTC	2006	29/05/2006	149	9	-2.44	-1.97	0.29	1.17
2	25	OTC	2006	29/05/2006	149	10	-0.61	-1.51	0.29	1.17
2	25	OTC	2006	29/05/2006	149	11	0.73	-0.61	0.29	1.17
2	25	OTC	2006	29/05/2006	149	12	1.17	0.29	0.29	1.17
2	25	OTC	2006	29/05/2006	149	13	1.6	0.73	0.29	1.17
2	25	OTC	2006	29/05/2006	149	14	2.03	1.17	0.29	1.17
2	25	OTC	2006	29/05/2006	149	15	-0.61	-0.16	0.29	1.17
2	25	OTC	2006	29/05/2006	149	16	-1.06	-0.61	0.29	1.17
2	25	OTC	2006	29/05/2006	149	17	-1.97	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	18	-2.44	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	19	-2.44	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	20	-1.97	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	21	-1.97	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	22	-1.97	-1.06	0.29	1.17
2	25	OTC	2006	29/05/2006	149	23	-1.51	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	0	-1.51	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	1	-1.06	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	2	-1.06	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	3	-0.61	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	4	-0.61	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	5	-0.61	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	6	-0.61	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	7	-0.61	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	8	-1.06	-0.61	0.29	1.17
2	25	OTC	2006	30/05/2006	150	9	-0.16	-0.16	0.29	1.17
2	25	OTC	2006	30/05/2006	150	10	0.73	-0.16	0.29	1.17
2	25	OTC	2006	30/05/2006	150	11	2.46	-0.16	0.73	1.17
2	25	OTC	2006	30/05/2006	150	12	3.31	1.17	1.17	1.17
2	25	OTC	2006	30/05/2006	150	13	3.31	2.46	1.6	1.17
2	25	OTC	2006	30/05/2006	150	14	3.74	3.74	2.03	1.6
2	25	OTC	2006	30/05/2006	150	15	2.89	3.31	2.03	1.6
2	25	OTC	2006	30/05/2006	150	16	2.03	2.46	2.03	2.03
2	25	OTC	2006	30/05/2006	150	17	1.6	1.6	2.03	2.03
2	25	OTC	2006	30/05/2006	150	18	1.6	1.6	2.03	2.03
2	25	OTC	2006	30/05/2006	150	19	1.17	1.6	2.03	2.03
2	25	OTC	2006	30/05/2006	150	20	1.17	1.17	1.6	2.03
2	25	OTC	2006	30/05/2006	150	21	0.73	1.17	1.6	2.03
2	25	OTC	2006	30/05/2006	150	22	0.73	1.17	1.6	2.03
2	25	OTC	2006	30/05/2006	150	23	0.29	1.17	1.6	2.03
2	25	OTC	2006	31/05/2006	151	0	0.29	0.73	1.6	2.03
2	25	OTC	2006	31/05/2006	151	1	-1.97	-1.06	1.17	2.03
2	25	OTC	2006	31/05/2006	151	2	-3.85	-1.06	1.17	1.6
2	25	OTC	2006	31/05/2006	151	3	-4.82	-1.06	1.17	1.6
2	25	OTC	2006	31/05/2006	151	4	-5.31	-1.51	0.73	1.6
2	25	OTC	2006	31/05/2006	151	5	-6.31	-1.97	0.73	1.6
2	25	OTC	2006	31/05/2006	151	6	-6.82	-1.51	0.73	1.6
2	25	OTC	2006	31/05/2006	151	7	-6.82	-1.97	0.73	1.6
2	25	OTC	2006	31/05/2006	151	8	-4.33	-1.06	0.73	1.17
2	25	OTC	2006	31/05/2006	151	9	1.17	-0.61	0.29	1.17
2	25	OTC	2006	31/05/2006	151	10	4.57	-0.16	0.29	1.17
2	25	OTC	2006	31/05/2006	151	11	6.62	0.73	0.29	1.17
2	25	OTC	2006	31/05/2006	151	12	9.82	2.03	0.73	1.17
2	25	OTC	2006	31/05/2006	151	13	12.16	5.4	2.03	1.6
2	25	OTC	2006	31/05/2006	151	14	7.83	2.46	3.31	2.03
2	25	OTC	2006	31/05/2006	151	15	8.63	4.99	3.74	2.46
2	25	OTC	2006	31/05/2006	151	16	3.31	2.46	3.31	2.46
2	25	OTC	2006	31/05/2006	151	17	-1.51	-0.61	2.89	2.46
2	25	OTC	2006	31/05/2006	151	18	-3.37	-1.06	2.46	2.46
2	25	OTC	2006	31/05/2006	151	19	-4.82	-1.97	2.03	2.46
2	25	OTC	2006	31/05/2006	151	20	-5.31	-1.51	1.6	2.46
2	25	OTC	2006	31/05/2006	151	21	-2.44	-1.06	1.17	2.03
2	25	OTC	2006	31/05/2006	151	22	-1.97	-0.61	1.17	2.03
2	25	OTC	2006	31/05/2006	151	23	-2.44	-1.06	1.17	2.03
2	25	OTC	2006	01/06/2006	152	0	-0.16	-0.16	1.17	1.6
2	25	OTC	2006	01/06/2006	152	1	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	2	-0.16	-0.61	0.73	1.6
2	25	OTC	2006	01/06/2006	152	3	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	4	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	5	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	6	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	7	-0.16	-0.16	0.73	1.6
2	25	OTC	2006	01/06/2006	152	8	-0.16	0.29	0.73	1.6
2	25	OTC	2006	01/06/2006	152	9	1.6	2.03	1.17	1.6
2	25	OTC	2006	01/06/2006	152	10	2.46	2.89	1.17	1.6
2	25	OTC	2006	01/06/2006	152	11	1.6	1.6	1.6	1.6
