Site,Plot,Treatment,Date,Time,Ambient,RH,DewPt,SURFACE,3cmBG,10cmBG
ITEX1U,1,OTC,18/04/2013,14,15.605,72.7,10.7,,0.2116,0.1499
ITEX1U,1,OTC,18/04/2013,15,12.461,75.5,8.3,,0.2124,0.1492
ITEX1U,1,OTC,18/04/2013,16,10.32,81.2,7.2,,0.2116,0.1485
ITEX1U,1,OTC,18/04/2013,17,8.369,90.2,6.9,,0.2116,0.1485
ITEX1U,1,OTC,18/04/2013,18,5.745,89.9,4.2,,0.2124,0.1477
ITEX1U,1,OTC,18/04/2013,19,4.428,90.3,3,,0.2116,0.147
ITEX1U,1,OTC,18/04/2013,20,4.818,92.9,3.8,,0.2116,0.147
ITEX1U,1,OTC,18/04/2013,21,4.35,93.7,3.4,,0.2109,0.147
ITEX1U,1,OTC,18/04/2013,22,3.485,93.2,2.5,,0.2109,0.1463
ITEX1U,1,OTC,18/04/2013,23,3.063,93.3,2.1,,0.2109,0.1463
ITEX1U,1,OTC,19/04/2013,00,2.77,93.9,1.9,,0.2109,0.1463
ITEX1U,1,OTC,19/04/2013,01,2.557,94.3,1.7,,0.2102,0.1456
ITEX1U,1,OTC,19/04/2013,02,2.209,94.2,1.4,,0.2102,0.1456
ITEX1U,1,OTC,19/04/2013,03,1.832,94.2,1,,0.2102,0.1456
ITEX1U,1,OTC,19/04/2013,04,1.778,94.7,1,,0.2102,0.1456
ITEX1U,1,OTC,19/04/2013,05,1.832,94.7,1.1,,0.2095,0.1456
ITEX1U,1,OTC,19/04/2013,06,1.208,93.9,0.3,,0.2095,0.1456
ITEX1U,1,OTC,19/04/2013,07,0.934,94.1,0.1,,0.2095,0.1448
ITEX1U,1,OTC,19/04/2013,08,1.126,94.5,0.3,,0.2095,0.1448
ITEX1U,1,OTC,19/04/2013,09,1.48,94.7,0.7,,0.2087,0.1448
ITEX1U,1,OTC,19/04/2013,10,2.37,95,1.7,,0.2095,0.1448
ITEX1U,1,OTC,19/04/2013,11,2.823,94.4,2,,0.2095,0.1448
ITEX1U,1,OTC,19/04/2013,12,3.932,94.1,3.1,,0.2095,0.1448
ITEX1U,1,OTC,19/04/2013,13,3.985,93.6,3,,0.2095,0.1456
ITEX1U,1,OTC,19/04/2013,14,3.906,93.1,2.9,,0.2102,0.1601
ITEX1U,1,OTC,19/04/2013,15,3.274,92.8,2.2,,0.2146,0.1601
ITEX1U,1,OTC,19/04/2013,16,2.664,93.5,1.7,,0.2167,0.1601
ITEX1U,1,OTC,19/04/2013,17,2.021,94.7,1.3,,0.2182,0.1601
ITEX1U,1,OTC,19/04/2013,18,1.262,95.6,0.6,,0.2189,0.1594
ITEX1U,1,OTC,19/04/2013,19,0.742,95.4,0.1,,0.2189,0.1594
ITEX1U,1,OTC,19/04/2013,20,0.962,96.1,0.4,,0.2189,0.1586
ITEX1U,1,OTC,19/04/2013,21,0.934,96.6,0.5,,0.2189,0.1586
ITEX1U,1,OTC,19/04/2013,22,1.099,97.6,0.8,,0.2189,0.1586
ITEX1U,1,OTC,19/04/2013,23,1.071,98.2,0.8,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,00,1.235,98.7,1.1,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,01,1.453,98.8,1.3,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,02,1.425,99,1.3,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,03,1.398,99.1,1.3,,0.2189,0.1572
ITEX1U,1,OTC,20/04/2013,04,1.453,99,1.3,,0.2189,0.1572
ITEX1U,1,OTC,20/04/2013,05,1.48,99,1.3,,0.2189,0.1572
ITEX1U,1,OTC,20/04/2013,06,1.588,99.1,1.5,,0.2182,0.1572
ITEX1U,1,OTC,20/04/2013,07,1.588,99.1,1.5,,0.2189,0.1572
ITEX1U,1,OTC,20/04/2013,08,2.101,99.1,2,,0.2182,0.1572
ITEX1U,1,OTC,20/04/2013,09,2.69,98.9,2.5,,0.2189,0.1572
ITEX1U,1,OTC,20/04/2013,10,3.221,98.4,3,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,11,4.688,97.6,4.3,,0.2189,0.1579
ITEX1U,1,OTC,20/04/2013,12,6.102,94.9,5.4,,0.2189,0.1586
ITEX1U,1,OTC,20/04/2013,13,6.661,91.3,5.3,,0.2196,0.1586
ITEX1U,1,OTC,20/04/2013,14,7.619,90.7,6.2,,0.2204,0.1594
ITEX1U,1,OTC,20/04/2013,15,6.94,88.6,5.2,,0.2211,0.1594
ITEX1U,1,OTC,20/04/2013,16,5.898,89.5,4.3,,0.2218,0.1601
ITEX1U,1,OTC,20/04/2013,17,4.766,91.4,3.5,,0.2225,0.1594
ITEX1U,1,OTC,20/04/2013,18,3.958,92.7,2.9,,0.2225,0.1594
ITEX1U,1,OTC,20/04/2013,19,3.485,94,2.6,,0.2225,0.1594
ITEX1U,1,OTC,20/04/2013,20,3.063,94.7,2.3,,0.2233,0.1601
ITEX1U,1,OTC,20/04/2013,21,2.744,95.2,2.1,,0.2233,0.1601
ITEX1U,1,OTC,20/04/2013,22,2.744,95.4,2.1,,0.2233,0.1601
ITEX1U,1,OTC,20/04/2013,23,2.797,95.7,2.2,,0.224,0.1601
ITEX1U,1,OTC,21/04/2013,00,3.036,96.5,2.5,,0.224,0.1601
ITEX1U,1,OTC,21/04/2013,01,1.859,95.5,1.2,,0.2247,0.1601
ITEX1U,1,OTC,21/04/2013,02,0.495,92.6,-0.6,,0.2247,0.1601
ITEX1U,1,OTC,21/04/2013,03,0.852,94.9,0.1,,0.2247,0.1594
ITEX1U,1,OTC,21/04/2013,04,0.934,96.3,0.4,,0.2247,0.1594
ITEX1U,1,OTC,21/04/2013,05,1.017,97.5,0.7,,0.2247,0.1594
ITEX1U,1,OTC,21/04/2013,06,0.495,96.1,-0.1,,0.2247,0.1594
ITEX1U,1,OTC,21/04/2013,07,0.632,96.6,0.2,,0.224,0.1586
ITEX1U,1,OTC,21/04/2013,08,2.074,96.9,1.6,,0.224,0.1586
ITEX1U,1,OTC,21/04/2013,09,3.512,98.4,3.3,,0.224,0.1586
ITEX1U,1,OTC,21/04/2013,10,4.376,95.9,3.8,,0.224,0.1594
ITEX1U,1,OTC,21/04/2013,11,5.411,92.7,4.3,,0.224,0.1594
ITEX1U,1,OTC,21/04/2013,12,6.102,89.2,4.5,,0.224,0.1601
ITEX1U,1,OTC,21/04/2013,13,7.72,86.1,5.6,,0.224,0.1594
ITEX1U,1,OTC,21/04/2013,14,6.737,83,4.1,,0.224,0.1594
ITEX1U,1,OTC,21/04/2013,15,5.642,87.9,3.8,,0.2233,0.1594
ITEX1U,1,OTC,21/04/2013,16,6.051,88.8,4.3,,0.2233,0.1586
ITEX1U,1,OTC,21/04/2013,17,4.272,89.3,2.7,,0.2233,0.1586
ITEX1U,1,OTC,21/04/2013,18,3.301,94.1,2.4,,0.2225,0.1579
ITEX1U,1,OTC,21/04/2013,19,3.433,96.3,2.9,,0.2225,0.1579
ITEX1U,1,OTC,21/04/2013,20,3.354,94.6,2.6,,0.2225,0.1572
ITEX1U,1,OTC,21/04/2013,21,3.538,93.2,2.5,,0.2218,0.1572
ITEX1U,1,OTC,21/04/2013,22,3.827,93.3,2.8,,0.2218,0.1572
ITEX1U,1,OTC,21/04/2013,23,3.221,97.1,2.8,,0.2225,0.1579
ITEX1U,1,OTC,22/04/2013,00,3.248,99.9,3.2,,0.224,0.1681
ITEX1U,1,OTC,22/04/2013,01,2.744,100,2.7,,0.2865,0.1724
ITEX1U,1,OTC,22/04/2013,02,2.396,100,2.4,,0.338,0.1746
ITEX1U,1,OTC,22/04/2013,03,2.557,100,2.6,,0.3388,0.1739
ITEX1U,1,OTC,22/04/2013,04,2.664,100,2.7,,0.3257,0.1724
ITEX1U,1,OTC,22/04/2013,05,2.664,100,2.7,,0.322,0.1717
ITEX1U,1,OTC,22/04/2013,06,2.53,100,2.5,,0.3199,0.1724
ITEX1U,1,OTC,22/04/2013,07,2.503,100,2.5,,0.309,0.1702
ITEX1U,1,OTC,22/04/2013,08,2.93,100,2.9,,0.2966,0.1688
ITEX1U,1,OTC,22/04/2013,09,3.38,100,3.4,,0.2886,0.1688
ITEX1U,1,OTC,22/04/2013,10,4.089,100,4.1,,0.2836,0.1688
ITEX1U,1,OTC,22/04/2013,11,4.662,100,4.7,,0.2792,0.1681
ITEX1U,1,OTC,22/04/2013,12,4.869,100,4.9,,0.2763,0.1681
ITEX1U,1,OTC,22/04/2013,13,4.844,100,4.8,,0.2741,0.1681
ITEX1U,1,OTC,22/04/2013,14,5.539,100,5.5,,0.2712,0.1681
ITEX1U,1,OTC,22/04/2013,15,5.488,100,5.5,,0.269,0.1673
ITEX1U,1,OTC,22/04/2013,16,4.402,100,4.4,,0.2668,0.1673
ITEX1U,1,OTC,22/04/2013,17,3.827,100,3.8,,0.2647,0.1666
ITEX1U,1,OTC,22/04/2013,18,3.38,100,3.4,,0.2618,0.1666
ITEX1U,1,OTC,22/04/2013,19,2.503,100,2.5,,0.2603,0.1659
ITEX1U,1,OTC,22/04/2013,20,2.93,100,2.9,,0.2589,0.1659
ITEX1U,1,OTC,22/04/2013,21,2.823,100,2.8,,0.2574,0.1659
ITEX1U,1,OTC,22/04/2013,22,2.396,100,2.4,,0.256,0.1652
ITEX1U,1,OTC,22/04/2013,23,3.274,100,3.3,,0.2545,0.1652
ITEX1U,1,OTC,23/04/2013,00,3.221,100,3.2,,0.253,0.1652
ITEX1U,1,OTC,23/04/2013,01,3.67,100,3.7,,0.2523,0.1644
ITEX1U,1,OTC,23/04/2013,02,3.643,100,3.6,,0.2516,0.1652
ITEX1U,1,OTC,23/04/2013,03,3.801,100,3.8,,0.2538,0.1681
ITEX1U,1,OTC,23/04/2013,04,3.932,100,3.9,,0.2821,0.1739
ITEX1U,1,OTC,23/04/2013,05,4.063,100,4.1,,0.3119,0.1761
ITEX1U,1,OTC,23/04/2013,06,4.376,100,4.4,,0.3308,0.1768
ITEX1U,1,OTC,23/04/2013,07,4.428,100,4.4,,0.3235,0.1753
ITEX1U,1,OTC,23/04/2013,08,4.818,100,4.8,,0.309,0.1739
ITEX1U,1,OTC,23/04/2013,09,6.535,100,6.5,,0.2981,0.1732
ITEX1U,1,OTC,23/04/2013,10,6.788,99.9,6.8,,0.2901,0.1724
ITEX1U,1,OTC,23/04/2013,11,8.02,99.4,7.9,,0.2828,0.1717
ITEX1U,1,OTC,23/04/2013,12,8.618,95.4,7.9,,0.277,0.171
ITEX1U,1,OTC,23/04/2013,13,8.866,90.3,7.4,,0.2719,0.1702
ITEX1U,1,OTC,23/04/2013,14,9.903,88.2,8.1,,0.2683,0.1702
ITEX1U,1,OTC,23/04/2013,15,7.268,85.3,5,,0.2647,0.1695
ITEX1U,1,OTC,23/04/2013,16,6.23,91.3,4.9,,0.2618,0.1688
ITEX1U,1,OTC,23/04/2013,17,5.282,93,4.2,,0.2603,0.1681
ITEX1U,1,OTC,23/04/2013,18,4.454,94.9,3.7,,0.2581,0.1673
ITEX1U,1,OTC,23/04/2013,19,3.749,95.6,3.1,,0.256,0.1666
ITEX1U,1,OTC,23/04/2013,20,2.744,96.1,2.2,,0.2545,0.1666
ITEX1U,1,OTC,23/04/2013,21,2.209,96.7,1.7,,0.2523,0.1666
ITEX1U,1,OTC,23/04/2013,22,1.913,96.9,1.5,,0.2509,0.1659
ITEX1U,1,OTC,23/04/2013,23,1.859,97.3,1.5,,0.2494,0.1652
ITEX1U,1,OTC,24/04/2013,00,1.453,96.1,0.9,,0.2487,0.1652
ITEX1U,1,OTC,24/04/2013,01,1.208,95.7,0.6,,0.2472,0.1652
ITEX1U,1,OTC,24/04/2013,02,1.153,95.6,0.5,,0.2465,0.1644
ITEX1U,1,OTC,24/04/2013,03,0.962,96.1,0.4,,0.2451,0.1644
ITEX1U,1,OTC,24/04/2013,04,0.605,96.4,0.1,,0.2443,0.1644
ITEX1U,1,OTC,24/04/2013,05,0.079,96.1,-0.5,,0.2436,0.1637
ITEX1U,1,OTC,24/04/2013,06,-0.143,96.5,-0.6,,0.2429,0.1637
ITEX1U,1,OTC,24/04/2013,07,-0.311,96.6,-0.8,,0.2414,0.1637
ITEX1U,1,OTC,24/04/2013,08,0.989,96.6,0.5,,0.2414,0.1637
ITEX1U,1,OTC,24/04/2013,09,1.697,94.9,1,,0.2407,0.163
ITEX1U,1,OTC,24/04/2013,10,4.428,91.7,3.2,,0.2392,0.1637
ITEX1U,1,OTC,24/04/2013,11,4.532,87.8,2.7,,0.2392,0.1637
ITEX1U,1,OTC,24/04/2013,12,6.128,85.5,3.9,,0.2378,0.1637
ITEX1U,1,OTC,24/04/2013,13,5.257,81.8,2.4,,0.2371,0.163
ITEX1U,1,OTC,24/04/2013,14,6.382,83.8,3.8,,0.2363,0.163
ITEX1U,1,OTC,24/04/2013,15,6.535,81.2,3.6,,0.2356,0.163
ITEX1U,1,OTC,24/04/2013,16,6.23,82.1,3.4,,0.2349,0.1623
ITEX1U,1,OTC,24/04/2013,17,4.089,85.7,1.9,,0.2349,0.1623
ITEX1U,1,OTC,24/04/2013,18,2.37,89.9,0.9,,0.2342,0.1623
ITEX1U,1,OTC,24/04/2013,19,1.071,90.1,-0.4,,0.2334,0.1615
ITEX1U,1,OTC,24/04/2013,20,0.577,90.9,-0.7,,0.2327,0.1615
ITEX1U,1,OTC,24/04/2013,21,0.66,93,-0.3,,0.232,0.1615
ITEX1U,1,OTC,24/04/2013,22,2.182,96.7,1.7,,0.232,0.1608
ITEX1U,1,OTC,24/04/2013,23,2.85,97.9,2.6,,0.232,0.1608
ITEX1U,1,OTC,25/04/2013,00,3.274,98.7,3.1,,0.2313,0.1608
ITEX1U,1,OTC,25/04/2013,01,3.116,98.5,2.9,,0.2313,0.1608
ITEX1U,1,OTC,25/04/2013,02,2.155,97.8,1.8,,0.2305,0.1608
ITEX1U,1,OTC,25/04/2013,03,2.289,98.2,2,,0.2305,0.1608
ITEX1U,1,OTC,25/04/2013,04,2.182,98.2,1.9,,0.2298,0.1608
ITEX1U,1,OTC,25/04/2013,05,2.37,98.5,2.2,,0.2298,0.1608
ITEX1U,1,OTC,25/04/2013,06,2.584,99.1,2.5,,0.2291,0.1601
ITEX1U,1,OTC,25/04/2013,07,2.85,99.6,2.8,,0.2291,0.1601
ITEX1U,1,OTC,25/04/2013,08,3.433,99.4,3.3,,0.2291,0.1601
ITEX1U,1,OTC,25/04/2013,09,4.766,96.4,4.2,,0.2284,0.1601
ITEX1U,1,OTC,25/04/2013,10,5.385,93.5,4.4,,0.2276,0.1601
ITEX1U,1,OTC,25/04/2013,11,6.306,91,5,,0.2269,0.1601
ITEX1U,1,OTC,25/04/2013,12,6.56,87.5,4.6,,0.2262,0.1601
ITEX1U,1,OTC,25/04/2013,13,7.619,83.6,5,,0.2262,0.1601
ITEX1U,1,OTC,25/04/2013,14,7.619,77.6,4,,0.2254,0.1594
ITEX1U,1,OTC,25/04/2013,15,7.845,78.8,4.4,,0.2247,0.1594
ITEX1U,1,OTC,25/04/2013,16,6.281,82.6,3.5,,0.224,0.1586
ITEX1U,1,OTC,25/04/2013,17,4.011,88.7,2.3,,0.224,0.1586
ITEX1U,1,OTC,25/04/2013,18,3.248,94.5,2.5,,0.2233,0.1579
ITEX1U,1,OTC,25/04/2013,19,2.956,96.3,2.4,,0.2233,0.1579
ITEX1U,1,OTC,25/04/2013,20,3.063,97.2,2.7,,0.2233,0.1579
ITEX1U,1,OTC,25/04/2013,21,3.512,97.3,3.1,,0.2225,0.1572
ITEX1U,1,OTC,25/04/2013,22,4.324,97.9,4,,0.2225,0.1579
ITEX1U,1,OTC,25/04/2013,23,4.48,97.4,4.1,,0.2225,0.1579
ITEX1U,1,OTC,26/04/2013,00,4.48,97.1,4.1,,0.2225,0.1572
ITEX1U,1,OTC,26/04/2013,01,4.428,97,4,,0.2218,0.1572
ITEX1U,1,OTC,26/04/2013,02,4.35,97.3,4,,0.2218,0.1572
ITEX1U,1,OTC,26/04/2013,03,4.35,97.7,4,,0.2218,0.1572
ITEX1U,1,OTC,26/04/2013,04,4.246,97.3,3.9,,0.2211,0.1572
ITEX1U,1,OTC,26/04/2013,05,4.402,99.3,4.3,,0.2211,0.1572
ITEX1U,1,OTC,26/04/2013,06,4.454,100,4.5,,0.2211,0.1572
ITEX1U,1,OTC,26/04/2013,07,3.722,100,3.7,,0.2211,0.1572
ITEX1U,1,OTC,26/04/2013,08,4.428,100,4.4,,0.2211,0.1572
ITEX1U,1,OTC,26/04/2013,09,5.257,100,5.3,,0.2204,0.1572
ITEX1U,1,OTC,26/04/2013,10,6.56,99.6,6.5,,0.2204,0.1572
ITEX1U,1,OTC,26/04/2013,11,7.393,95,6.7,,0.2196,0.1572
ITEX1U,1,OTC,26/04/2013,12,8.742,89.1,7.1,,0.2196,0.1572
ITEX1U,1,OTC,26/04/2013,13,9.78,85.1,7.4,,0.2189,0.1572
ITEX1U,1,OTC,26/04/2013,14,9.928,85.3,7.6,,0.2182,0.1572
ITEX1U,1,OTC,26/04/2013,15,9.632,84.8,7.2,,0.2175,0.1572
ITEX1U,1,OTC,26/04/2013,16,8.02,86.4,5.9,,0.2175,0.1564
ITEX1U,1,OTC,26/04/2013,17,6.408,91.4,5.1,,0.2175,0.1564
ITEX1U,1,OTC,26/04/2013,18,5.565,95.3,4.9,,0.2182,0.1557
ITEX1U,1,OTC,26/04/2013,19,4.844,96.8,4.4,,0.2175,0.1557
ITEX1U,1,OTC,26/04/2013,20,4.61,97.9,4.3,,0.2175,0.155
ITEX1U,1,OTC,26/04/2013,21,4.636,98.3,4.4,,0.2167,0.155
ITEX1U,1,OTC,26/04/2013,22,4.532,97.7,4.2,,0.2167,0.1543
ITEX1U,1,OTC,26/04/2013,23,1.994,92.3,0.9,,0.2167,0.155
ITEX1U,1,OTC,27/04/2013,00,3.512,97.7,3.2,,0.2167,0.1543
ITEX1U,1,OTC,27/04/2013,01,3.617,98.7,3.4,,0.2167,0.1543
ITEX1U,1,OTC,27/04/2013,02,3.221,99.1,3.1,,0.216,0.1543
ITEX1U,1,OTC,27/04/2013,03,2.903,99.5,2.8,,0.216,0.1543
ITEX1U,1,OTC,27/04/2013,04,2.983,99.6,2.9,,0.216,0.1543
ITEX1U,1,OTC,27/04/2013,05,2.128,98.7,1.9,,0.216,0.1543
ITEX1U,1,OTC,27/04/2013,06,1.967,98.7,1.8,,0.2153,0.1543
ITEX1U,1,OTC,27/04/2013,07,2.047,98.2,1.8,,0.216,0.1535
ITEX1U,1,OTC,27/04/2013,08,4.558,99.6,4.5,,0.2153,0.1535
ITEX1U,1,OTC,27/04/2013,09,6.56,100,6.6,,0.2146,0.1543
ITEX1U,1,OTC,27/04/2013,10,8.02,94.3,7.2,,0.2153,0.1543
ITEX1U,1,OTC,27/04/2013,11,9.78,86.4,7.6,,0.2153,0.1543
ITEX1U,1,OTC,27/04/2013,12,10.443,82.9,7.7,,0.2146,0.155
ITEX1U,1,OTC,27/04/2013,13,12.654,79.5,9.2,,0.2138,0.1543
ITEX1U,1,OTC,27/04/2013,14,9.657,84.1,7.1,,0.2131,0.1543
ITEX1U,1,OTC,27/04/2013,15,8.99,86.4,6.9,,0.2124,0.1535
ITEX1U,1,OTC,27/04/2013,16,8.668,86.8,6.6,,0.2124,0.1535
ITEX1U,1,OTC,27/04/2013,17,6.687,91,5.3,,0.2124,0.1528
ITEX1U,1,OTC,27/04/2013,18,6.179,95.8,5.6,,0.2116,0.1528
ITEX1U,1,OTC,27/04/2013,19,6.331,98.5,6.1,,0.2116,0.1528
ITEX1U,1,OTC,27/04/2013,20,6.382,99.1,6.3,,0.2116,0.1521
ITEX1U,1,OTC,27/04/2013,21,6.23,98.5,6,,0.2116,0.1521
ITEX1U,1,OTC,27/04/2013,22,6.102,97.7,5.8,,0.2116,0.1521
ITEX1U,1,OTC,27/04/2013,23,5.898,96.9,5.4,,0.2116,0.1521
ITEX1U,1,OTC,28/04/2013,00,5.693,96.9,5.2,,0.2116,0.1521
ITEX1U,1,OTC,28/04/2013,01,5.616,96.3,5.1,,0.2116,0.1521
ITEX1U,1,OTC,28/04/2013,02,5.642,94.8,4.9,,0.2116,0.1521
ITEX1U,1,OTC,28/04/2013,03,5.719,91.8,4.5,,0.2109,0.1514
ITEX1U,1,OTC,28/04/2013,04,5.693,86.1,3.6,,0.2109,0.1514
ITEX1U,1,OTC,28/04/2013,05,5.642,81.7,2.8,,0.2109,0.1514
ITEX1U,1,OTC,28/04/2013,06,5.616,80.1,2.5,,0.2109,0.1514
ITEX1U,1,OTC,28/04/2013,07,5.591,76.6,1.8,,0.2102,0.1506
ITEX1U,1,OTC,28/04/2013,08,6.661,74.7,2.5,,0.2102,0.1499
ITEX1U,1,OTC,28/04/2013,09,7.444,72.3,2.8,,0.2095,0.1506
ITEX1U,1,OTC,28/04/2013,10,8.369,72.4,3.7,,0.2087,0.1506
ITEX1U,1,OTC,28/04/2013,11,9.41,71.6,4.5,,0.2087,0.1499
ITEX1U,1,OTC,28/04/2013,12,10.296,70.1,5.1,,0.208,0.1499
ITEX1U,1,OTC,28/04/2013,13,8.568,72.6,3.9,,0.2073,0.1499
ITEX1U,1,OTC,28/04/2013,14,7.97,78.2,4.4,,0.2073,0.1492
ITEX1U,1,OTC,28/04/2013,15,7.494,78,3.9,,0.2066,0.1485
ITEX1U,1,OTC,28/04/2013,16,6.965,80.7,3.9,,0.2066,0.1485
ITEX1U,1,OTC,28/04/2013,18,6.509,81,3.5,,0.2058,0.1485
ITEX1U,1,OTC,28/04/2013,19,6.255,82.7,3.5,,0.2058,0.1477
ITEX1U,1,OTC,28/04/2013,20,5.975,85.3,3.7,,0.2058,0.1477
ITEX1U,1,OTC,28/04/2013,21,6.687,89.3,5.1,,0.2058,0.1477
ITEX1U,1,OTC,28/04/2013,22,6.813,92.1,5.6,,0.2058,0.1477
ITEX1U,1,OTC,28/04/2013,23,6.914,93.2,5.9,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,00,6.763,93.9,5.9,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,01,6.102,93.6,5.2,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,02,5.616,94.5,4.8,,0.2066,0.147
ITEX1U,1,OTC,29/04/2013,03,5.591,96.3,5.1,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,04,5.437,96.8,5,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,05,4.61,96.3,4.1,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,06,5.076,96.6,4.6,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,07,4.999,96.7,4.5,,0.2066,0.147
ITEX1U,1,OTC,29/04/2013,08,5.231,96.6,4.7,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,09,6.153,95.7,5.5,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,10,6.763,94.8,6,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,11,6.153,97.9,5.9,,0.2051,0.147
ITEX1U,1,OTC,29/04/2013,12,6.712,99.8,6.7,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,13,8.245,100,8.3,,0.2051,0.1477
ITEX1U,1,OTC,29/04/2013,14,6.23,98.5,6,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,15,6.813,99.8,6.8,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,16,6.585,99.7,6.5,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,17,6,98.3,5.8,,0.2058,0.1477
ITEX1U,1,OTC,29/04/2013,18,5.539,96.3,5,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,19,4.272,96.5,3.8,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,20,3.564,96,3,,0.2058,0.1463
ITEX1U,1,OTC,29/04/2013,21,4.22,96.3,3.7,,0.2058,0.147
ITEX1U,1,OTC,29/04/2013,22,4.662,99.4,4.6,,0.2058,0.1463
ITEX1U,1,OTC,29/04/2013,23,4.921,99.7,4.9,,0.2058,0.147
ITEX1U,1,OTC,30/04/2013,00,4.818,99.5,4.7,,0.2058,0.147
ITEX1U,1,OTC,30/04/2013,01,4.688,99.3,4.6,,0.2058,0.147
ITEX1U,1,OTC,30/04/2013,02,4.298,98.9,4.1,,0.2058,0.147
ITEX1U,1,OTC,30/04/2013,03,4.168,98.7,4,,0.2058,0.1463
ITEX1U,1,OTC,30/04/2013,04,2.664,96.7,2.2,,0.2051,0.147
ITEX1U,1,OTC,30/04/2013,05,1.967,96.1,1.4,,0.2051,0.1463
ITEX1U,1,OTC,30/04/2013,06,0.384,92.7,-0.7,,0.2051,0.1463
ITEX1U,1,OTC,30/04/2013,07,0.19,92.9,-0.8,,0.2051,0.1463
ITEX1U,1,OTC,30/04/2013,08,0.577,93,-0.4,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,09,3.274,93.2,2.3,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,10,5.282,89.4,3.7,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,11,6.535,86.5,4.5,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,12,8.145,83.3,5.5,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,13,8.22,76.9,4.4,,0.2044,0.1463
ITEX1U,1,OTC,30/04/2013,14,10.467,71.9,5.6,,0.2037,0.1463
ITEX1U,1,OTC,30/04/2013,15,11.127,68.8,5.6,,0.2029,0.1456
ITEX1U,1,OTC,30/04/2013,16,9.657,71.6,4.8,,0.2029,0.1456
ITEX1U,1,OTC,30/04/2013,17,7.268,82.2,4.4,,0.2022,0.1456
ITEX1U,1,OTC,30/04/2013,18,6,86.5,3.9,,0.2022,0.1448
ITEX1U,1,OTC,30/04/2013,19,4.792,92.7,3.7,,0.2022,0.1448
ITEX1U,1,OTC,30/04/2013,20,4.298,92.5,3.2,,0.2022,0.1448
ITEX1U,1,OTC,30/04/2013,21,4.532,95.4,3.9,,0.2022,0.1448
ITEX1U,1,OTC,30/04/2013,22,4.089,97.3,3.7,,0.2022,0.1441
ITEX1U,1,OTC,30/04/2013,23,3.749,98,3.5,,0.2022,0.1441
ITEX1U,1,OTC,1/05/2013,00,4.246,98.9,4.1,,0.2022,0.1441
ITEX1U,1,OTC,1/05/2013,01,3.301,96.6,2.8,,0.2022,0.1441
ITEX1U,1,OTC,1/05/2013,02,2.69,96,2.1,,0.2022,0.1441
ITEX1U,1,OTC,1/05/2013,03,1.913,95,1.2,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,04,1.398,94.3,0.6,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,05,0.934,92.6,-0.1,,0.2022,0.1434
ITEX1U,1,OTC,1/05/2013,06,1.126,91.3,-0.1,,0.2015,0.1434
ITEX1U,1,OTC,1/05/2013,07,1.643,87.7,-0.2,,0.2015,0.1434
ITEX1U,1,OTC,1/05/2013,08,1.94,87.3,0.1,,0.2015,0.1434
ITEX1U,1,OTC,1/05/2013,09,3.512,88.4,1.8,,0.2015,0.1434
ITEX1U,1,OTC,1/05/2013,10,5.231,86.5,3.2,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,11,6.026,82.5,3.3,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,12,6.128,81.1,3.1,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,13,6,80.3,2.9,,0.2015,0.1441
ITEX1U,1,OTC,1/05/2013,14,6.204,84.1,3.7,,0.2008,0.1434
ITEX1U,1,OTC,1/05/2013,15,5.975,82.9,3.3,,0.2008,0.1441
ITEX1U,1,OTC,1/05/2013,16,6.077,81.9,3.2,,0.2008,0.1434
