Site,Plot,Treatment,Date,Time,Ambient,RH,DewPt,SURFACE,3cmBG,10cmBG
ITEX1U,6,OTC,12/07/2013,03,-0.423,99.1,-0.6,,0.2683,0.2712
ITEX1U,6,OTC,12/07/2013,04,-0.367,99.5,-0.4,,0.2683,0.2705
ITEX1U,6,OTC,12/07/2013,05,-0.535,99,-0.7,,0.2676,0.2705
ITEX1U,6,OTC,12/07/2013,06,-0.591,98.3,-0.8,,0.2676,0.2705
ITEX1U,6,OTC,12/07/2013,07,-1.27,96.3,-1.8,,0.2668,0.2705
ITEX1U,6,OTC,12/07/2013,08,-1.384,95.1,-2.1,,0.2668,0.2698
ITEX1U,6,OTC,12/07/2013,09,-1.071,96.9,-1.5,,0.2668,0.2698
ITEX1U,6,OTC,12/07/2013,10,-0.902,97.8,-1.2,,0.2661,0.269
ITEX1U,6,OTC,12/07/2013,11,-0.535,98.7,-0.7,,0.2661,0.2683
ITEX1U,6,OTC,12/07/2013,12,-0.199,99.5,-0.3,,0.2661,0.2683
ITEX1U,6,OTC,12/07/2013,13,0.246,99.8,0.2,,0.2676,0.269
ITEX1U,6,OTC,12/07/2013,14,0.88,100,0.9,,0.2676,0.2705
ITEX1U,6,OTC,12/07/2013,15,1.18,100,1.2,,0.2676,0.2719
ITEX1U,6,OTC,12/07/2013,16,1.289,100,1.3,,0.2683,0.2799
ITEX1U,6,OTC,12/07/2013,17,1.344,100,1.3,,0.2683,0.2886
ITEX1U,6,OTC,12/07/2013,18,1.371,100,1.4,,0.2683,0.2923
ITEX1U,6,OTC,12/07/2013,19,1.18,100,1.2,,0.2683,0.2937
ITEX1U,6,OTC,12/07/2013,20,0.907,100,0.9,,0.269,0.2937
ITEX1U,6,OTC,12/07/2013,21,0.356,99.2,0.2,,0.269,0.2937
ITEX1U,6,OTC,12/07/2013,22,0.495,99.3,0.4,,0.269,0.2937
ITEX1U,6,OTC,12/07/2013,23,0.934,100,0.9,,0.2698,0.2937
ITEX1U,6,OTC,13/07/2013,00,1.153,100,1.1,,0.269,0.293
ITEX1U,6,OTC,13/07/2013,01,1.235,100,1.2,,0.2698,0.293
ITEX1U,6,OTC,13/07/2013,02,1.289,100,1.3,,0.2705,0.2923
ITEX1U,6,OTC,13/07/2013,03,1.289,100,1.3,,0.2705,0.2923
ITEX1U,6,OTC,13/07/2013,04,1.317,100,1.3,,0.2705,0.2915
ITEX1U,6,OTC,13/07/2013,05,1.289,100,1.3,,0.2712,0.2908
ITEX1U,6,OTC,13/07/2013,06,1.289,100,1.3,,0.2705,0.2908
ITEX1U,6,OTC,13/07/2013,07,1.289,100,1.3,,0.2705,0.2901
ITEX1U,6,OTC,13/07/2013,08,1.262,100,1.3,,0.2712,0.2901
ITEX1U,6,OTC,13/07/2013,09,1.208,100,1.2,,0.2712,0.2894
ITEX1U,6,OTC,13/07/2013,10,1.208,100,1.2,,0.2712,0.2894
ITEX1U,6,OTC,13/07/2013,11,1.235,100,1.2,,0.2712,0.2894
ITEX1U,6,OTC,13/07/2013,12,1.289,100,1.3,,0.2712,0.2894
ITEX1U,6,OTC,13/07/2013,13,1.344,100,1.3,,0.2712,0.2894
ITEX1U,6,OTC,13/07/2013,14,1.371,100,1.4,,0.2719,0.2915
ITEX1U,6,OTC,13/07/2013,15,1.398,100,1.4,,0.2727,0.2995
ITEX1U,6,OTC,13/07/2013,16,1.398,100,1.4,,0.2727,0.309
ITEX1U,6,OTC,13/07/2013,17,1.398,100,1.4,,0.2785,0.3155
ITEX1U,6,OTC,13/07/2013,18,1.425,100,1.4,,0.2959,0.317
ITEX1U,6,OTC,13/07/2013,19,1.425,100,1.4,,0.3017,0.317
ITEX1U,6,OTC,13/07/2013,20,1.425,100,1.4,,0.3053,0.3155
ITEX1U,6,OTC,13/07/2013,21,1.425,100,1.4,,0.3068,0.3148
ITEX1U,6,OTC,13/07/2013,22,1.425,100,1.4,,0.3075,0.3148
ITEX1U,6,OTC,13/07/2013,23,1.425,100,1.4,,0.3082,0.3133
ITEX1U,6,OTC,14/07/2013,00,1.453,100,1.5,,0.3075,0.3126
ITEX1U,6,OTC,14/07/2013,01,1.453,100,1.5,,0.3075,0.3119
ITEX1U,6,OTC,14/07/2013,02,1.453,100,1.5,,0.3075,0.3112
ITEX1U,6,OTC,14/07/2013,03,1.453,100,1.5,,0.3068,0.3104
ITEX1U,6,OTC,14/07/2013,04,1.453,100,1.5,,0.3061,0.3104
ITEX1U,6,OTC,14/07/2013,05,1.453,100,1.5,,0.3068,0.3184
ITEX1U,6,OTC,14/07/2013,06,1.507,100,1.5,,0.3794,0.3373
ITEX1U,6,OTC,14/07/2013,07,1.588,100,1.6,,0.4056,0.3395
ITEX1U,6,OTC,14/07/2013,08,1.724,100,1.7,,0.423,0.3446
ITEX1U,6,OTC,14/07/2013,09,1.832,100,1.8,,0.4339,0.3475
ITEX1U,6,OTC,14/07/2013,10,1.94,100,1.9,,0.4368,0.3482
ITEX1U,6,OTC,14/07/2013,11,2.047,100,2,,0.4346,0.3475
ITEX1U,6,OTC,14/07/2013,12,1.994,100,2,,0.4245,0.3446
ITEX1U,6,OTC,14/07/2013,13,2.209,100,2.2,,0.4303,0.3475
ITEX1U,6,OTC,14/07/2013,14,2.316,100,2.3,,0.4237,0.3438
ITEX1U,6,OTC,14/07/2013,15,2.61,100,2.6,,0.439,0.3562
ITEX1U,6,OTC,14/07/2013,16,2.93,100,2.9,,0.4521,0.3584
ITEX1U,6,OTC,14/07/2013,17,3.036,100,3,,0.4513,0.3584
ITEX1U,6,OTC,14/07/2013,18,3.327,100,3.3,,0.4463,0.3584
ITEX1U,6,OTC,14/07/2013,19,3.248,100,3.2,,0.4463,0.3584
ITEX1U,6,OTC,14/07/2013,20,3.538,100,3.5,,0.4492,0.3584
ITEX1U,6,OTC,14/07/2013,21,3.722,100,3.7,,0.4521,0.3576
ITEX1U,6,OTC,14/07/2013,22,3.801,100,3.8,,0.4477,0.3547
ITEX1U,6,OTC,14/07/2013,23,3.67,100,3.7,,0.4375,0.3584
ITEX1U,6,OTC,15/07/2013,00,3.827,100,3.8,,0.4484,0.3627
ITEX1U,6,OTC,15/07/2013,01,3.932,100,3.9,,0.4455,0.3649
ITEX1U,6,OTC,15/07/2013,02,3.958,100,4,,0.4448,0.362
ITEX1U,6,OTC,15/07/2013,03,4.011,100,4,,0.4448,0.3613
ITEX1U,6,OTC,15/07/2013,04,4.35,100,4.4,,0.4542,0.362
ITEX1U,6,OTC,15/07/2013,05,4.324,100,4.3,,0.455,0.3664
ITEX1U,6,OTC,15/07/2013,06,4.454,100,4.5,,0.4506,0.3635
ITEX1U,6,OTC,15/07/2013,07,4.324,100,4.3,,0.447,0.3642
ITEX1U,6,OTC,15/07/2013,08,4.402,100,4.4,,0.447,0.3649
ITEX1U,6,OTC,15/07/2013,09,4.428,100,4.4,,0.4375,0.3576
ITEX1U,6,OTC,15/07/2013,10,4.454,100,4.5,,0.4099,0.3562
ITEX1U,6,OTC,15/07/2013,11,4.141,100,4.1,,0.4187,0.3627
ITEX1U,6,OTC,15/07/2013,12,4.532,100,4.5,,0.4092,0.3562
ITEX1U,6,OTC,15/07/2013,13,4.558,100,4.6,,0.3998,0.3518
ITEX1U,6,OTC,15/07/2013,14,4.298,100,4.3,,0.3903,0.3518
ITEX1U,6,OTC,15/07/2013,15,4.402,100,4.4,,0.3903,0.3504
ITEX1U,6,OTC,15/07/2013,16,4.115,100,4.1,,0.3831,0.3388
ITEX1U,6,OTC,15/07/2013,17,4.011,100,4,,0.3722,0.3322
ITEX1U,6,OTC,15/07/2013,18,3.827,100,3.8,,0.3649,0.3344
ITEX1U,6,OTC,15/07/2013,19,3.749,100,3.8,,0.3613,0.3308
ITEX1U,6,OTC,15/07/2013,20,3.591,100,3.6,,0.3562,0.3271
ITEX1U,6,OTC,15/07/2013,21,3.433,100,3.4,,0.3526,0.3242
ITEX1U,6,OTC,15/07/2013,22,3.591,100,3.6,,0.3496,0.322
ITEX1U,6,OTC,15/07/2013,23,3.512,100,3.5,,0.346,0.3206
ITEX1U,6,OTC,16/07/2013,00,3.433,100,3.4,,0.3438,0.3191
ITEX1U,6,OTC,16/07/2013,01,3.354,100,3.4,,0.3417,0.3177
ITEX1U,6,OTC,16/07/2013,02,3.327,100,3.3,,0.3388,0.3162
ITEX1U,6,OTC,16/07/2013,03,3.248,100,3.2,,0.3373,0.3148
ITEX1U,6,OTC,16/07/2013,04,2.77,100,2.8,,0.3351,0.3133
ITEX1U,6,OTC,16/07/2013,05,2.77,100,2.8,,0.3329,0.3126
ITEX1U,6,OTC,16/07/2013,06,2.074,100,2.1,,0.3315,0.3119
ITEX1U,6,OTC,16/07/2013,07,1.967,100,2,,0.3293,0.3112
ITEX1U,6,OTC,16/07/2013,08,1.859,100,1.9,,0.3271,0.3104
ITEX1U,6,OTC,16/07/2013,09,1.859,100,1.9,,0.3264,0.309
ITEX1U,6,OTC,16/07/2013,10,3.512,100,3.5,,0.325,0.3082
ITEX1U,6,OTC,16/07/2013,11,4.428,100,4.4,,0.3235,0.3075
ITEX1U,6,OTC,16/07/2013,12,5.024,100,5,,0.322,0.3068
ITEX1U,6,OTC,16/07/2013,13,4.844,100,4.8,,0.3206,0.3061
ITEX1U,6,OTC,16/07/2013,14,4.844,100,4.8,,0.3191,0.3061
ITEX1U,6,OTC,16/07/2013,15,4.61,100,4.6,,0.3184,0.3053
ITEX1U,6,OTC,16/07/2013,16,4.428,100,4.4,,0.317,0.3046
ITEX1U,6,OTC,16/07/2013,17,4.168,100,4.2,,0.3162,0.3039
ITEX1U,6,OTC,16/07/2013,18,3.827,100,3.8,,0.3155,0.3032
ITEX1U,6,OTC,16/07/2013,19,4.115,100,4.1,,0.3141,0.3024
ITEX1U,6,OTC,16/07/2013,20,3.958,100,4,,0.3133,0.3024
ITEX1U,6,OTC,16/07/2013,21,4.063,100,4.1,,0.3126,0.3032
ITEX1U,6,OTC,16/07/2013,22,4.194,100,4.2,,0.3119,0.3032
ITEX1U,6,OTC,16/07/2013,23,4.35,100,4.4,,0.3112,0.3024
ITEX1U,6,OTC,17/07/2013,00,4.298,100,4.3,,0.3112,0.3061
ITEX1U,6,OTC,17/07/2013,01,4.324,100,4.3,,0.3126,0.3199
ITEX1U,6,OTC,17/07/2013,02,4.48,100,4.5,,0.3257,0.3329
ITEX1U,6,OTC,17/07/2013,03,4.558,100,4.6,,0.338,0.3344
ITEX1U,6,OTC,17/07/2013,04,4.792,100,4.8,,0.3453,0.3344
ITEX1U,6,OTC,17/07/2013,05,4.74,100,4.7,,0.3489,0.3322
ITEX1U,6,OTC,17/07/2013,06,4.402,100,4.4,,0.3496,0.3308
ITEX1U,6,OTC,17/07/2013,07,4.168,100,4.2,,0.3504,0.3308
ITEX1U,6,OTC,17/07/2013,08,4.011,100,4,,0.3496,0.3286
ITEX1U,6,OTC,17/07/2013,09,3.932,100,3.9,,0.3475,0.3264
ITEX1U,6,OTC,17/07/2013,10,4.194,100,4.2,,0.3453,0.3235
ITEX1U,6,OTC,17/07/2013,11,4.558,100,4.6,,0.3424,0.3213
ITEX1U,6,OTC,17/07/2013,12,5.308,100,5.3,,0.3402,0.3191
ITEX1U,6,OTC,17/07/2013,13,4.921,100,4.9,,0.3373,0.3177
ITEX1U,6,OTC,17/07/2013,14,5.128,100,5.1,,0.3351,0.3162
ITEX1U,6,OTC,17/07/2013,15,5.334,100,5.3,,0.3329,0.3141
ITEX1U,6,OTC,17/07/2013,16,5.565,100,5.6,,0.3315,0.3133
ITEX1U,6,OTC,17/07/2013,17,5.36,100,5.4,,0.33,0.3119
ITEX1U,6,OTC,17/07/2013,18,5.231,100,5.2,,0.3279,0.3104
ITEX1U,6,OTC,17/07/2013,19,5.334,100,5.3,,0.3264,0.3097
ITEX1U,6,OTC,17/07/2013,20,5.488,100,5.5,,0.325,0.309
ITEX1U,6,OTC,17/07/2013,21,5.282,100,5.3,,0.3235,0.3075
ITEX1U,6,OTC,17/07/2013,22,5.462,100,5.5,,0.322,0.3075
ITEX1U,6,OTC,17/07/2013,23,5.796,100,5.8,,0.3213,0.3068
ITEX1U,6,OTC,18/07/2013,00,6.128,100,6.1,,0.3199,0.3053
ITEX1U,6,OTC,18/07/2013,01,6.281,100,6.3,,0.3191,0.3046
ITEX1U,6,OTC,18/07/2013,02,6.535,100,6.5,,0.3184,0.3053
ITEX1U,6,OTC,18/07/2013,03,6.611,100,6.6,,0.317,0.3053
ITEX1U,6,OTC,18/07/2013,04,6.914,100,6.9,,0.317,0.3046
ITEX1U,6,OTC,18/07/2013,05,6.661,100,6.7,,0.3155,0.3046
ITEX1U,6,OTC,18/07/2013,06,6.813,100,6.8,,0.3155,0.3046
ITEX1U,6,OTC,18/07/2013,07,6.661,100,6.7,,0.3148,0.3046
ITEX1U,6,OTC,18/07/2013,08,6.636,100,6.6,,0.3141,0.3046
ITEX1U,6,OTC,18/07/2013,09,6.509,100,6.5,,0.3141,0.3039
ITEX1U,6,OTC,18/07/2013,10,6.585,100,6.6,,0.3126,0.3039
ITEX1U,6,OTC,18/07/2013,11,6.611,100,6.6,,0.3126,0.3032
ITEX1U,6,OTC,18/07/2013,12,6.864,100,6.9,,0.3119,0.3017
ITEX1U,6,OTC,18/07/2013,13,7.091,100,7.1,,0.3112,0.3017
ITEX1U,6,OTC,18/07/2013,14,6.889,100,6.9,,0.3112,0.3017
ITEX1U,6,OTC,18/07/2013,15,7.167,100,7.2,,0.3104,0.3017
ITEX1U,6,OTC,18/07/2013,16,7.192,100,7.2,,0.3097,0.301
ITEX1U,6,OTC,18/07/2013,17,7.368,100,7.4,,0.3097,0.301
ITEX1U,6,OTC,18/07/2013,18,6.99,100,7,,0.309,0.3003
ITEX1U,6,OTC,18/07/2013,19,6.914,100,6.9,,0.3082,0.2995
ITEX1U,6,OTC,18/07/2013,20,7.116,100,7.1,,0.3075,0.2988
ITEX1U,6,OTC,18/07/2013,21,7.041,100,7,,0.3075,0.2988
ITEX1U,6,OTC,18/07/2013,22,6.914,100,6.9,,0.3068,0.2988
ITEX1U,6,OTC,18/07/2013,23,7.015,100,7,,0.3075,0.3162
ITEX1U,6,OTC,19/07/2013,00,5.514,100,5.5,,0.4303,0.362
ITEX1U,6,OTC,19/07/2013,01,5.847,100,5.9,,0.4383,0.3598
ITEX1U,6,OTC,19/07/2013,02,6.128,100,6.1,,0.4412,0.3598
ITEX1U,6,OTC,19/07/2013,03,5.77,100,5.8,,0.4426,0.3613
ITEX1U,6,OTC,19/07/2013,04,6.204,100,6.2,,0.4317,0.3591
ITEX1U,6,OTC,19/07/2013,05,6.281,100,6.3,,0.4288,0.3584
ITEX1U,6,OTC,19/07/2013,06,6.306,100,6.3,,0.4172,0.3576
ITEX1U,6,OTC,19/07/2013,07,5.898,100,5.9,,0.3954,0.3489
ITEX1U,6,OTC,19/07/2013,08,5.668,100,5.7,,0.3954,0.3518
ITEX1U,6,OTC,19/07/2013,09,4.818,100,4.8,,0.3838,0.3489
ITEX1U,6,OTC,19/07/2013,10,4.74,100,4.7,,0.3773,0.3409
ITEX1U,6,OTC,19/07/2013,11,3.459,100,3.5,,0.3678,0.3366
ITEX1U,6,OTC,19/07/2013,12,4.506,100,4.5,,0.362,0.3351
ITEX1U,6,OTC,19/07/2013,13,4.818,100,4.8,,0.3569,0.3315
ITEX1U,6,OTC,19/07/2013,14,2.93,100,2.9,,0.3598,0.3511
ITEX1U,6,OTC,19/07/2013,15,3.168,100,3.2,,0.4012,0.3642
ITEX1U,6,OTC,19/07/2013,16,3.142,100,3.1,,0.3976,0.3627
ITEX1U,6,OTC,19/07/2013,17,3.327,100,3.3,,0.3911,0.3584
ITEX1U,6,OTC,19/07/2013,18,2.182,100,2.2,,0.3969,0.3664
ITEX1U,6,OTC,19/07/2013,19,2.316,100,2.3,,0.4005,0.3642
ITEX1U,6,OTC,19/07/2013,20,1.967,100,2,,0.4019,0.3656
ITEX1U,6,OTC,19/07/2013,21,1.94,100,1.9,,0.3954,0.362
ITEX1U,6,OTC,19/07/2013,22,1.615,100,1.6,,0.3867,0.3555
ITEX1U,6,OTC,19/07/2013,23,1.67,100,1.7,,0.3845,0.3562
ITEX1U,6,OTC,20/07/2013,00,1.643,100,1.6,,0.3852,0.3591
ITEX1U,6,OTC,20/07/2013,01,1.615,100,1.6,,0.3852,0.3584
ITEX1U,6,OTC,20/07/2013,02,1.588,100,1.6,,0.3809,0.3526
ITEX1U,6,OTC,20/07/2013,03,1.561,100,1.6,,0.3729,0.3438
ITEX1U,6,OTC,20/07/2013,04,1.588,100,1.6,,0.3649,0.3395
ITEX1U,6,OTC,20/07/2013,05,1.615,100,1.6,,0.3598,0.3366
ITEX1U,6,OTC,20/07/2013,06,1.588,100,1.6,,0.3547,0.3329
ITEX1U,6,OTC,20/07/2013,07,1.697,100,1.7,,0.3496,0.3286
ITEX1U,6,OTC,20/07/2013,08,1.805,100,1.8,,0.346,0.3257
ITEX1U,6,OTC,20/07/2013,09,1.832,100,1.8,,0.3431,0.3235
ITEX1U,6,OTC,20/07/2013,10,1.886,100,1.9,,0.3402,0.3213
ITEX1U,6,OTC,20/07/2013,11,1.913,100,1.9,,0.338,0.3199
ITEX1U,6,OTC,20/07/2013,12,1.94,100,1.9,,0.3358,0.3184
ITEX1U,6,OTC,20/07/2013,13,1.94,100,1.9,,0.3337,0.317
ITEX1U,6,OTC,20/07/2013,14,1.967,100,2,,0.3315,0.3162
ITEX1U,6,OTC,20/07/2013,15,2.021,100,2,,0.33,0.3155
ITEX1U,6,OTC,20/07/2013,16,2.047,100,2,,0.3286,0.3141
ITEX1U,6,OTC,20/07/2013,17,2.074,100,2.1,,0.3271,0.3133
ITEX1U,6,OTC,20/07/2013,18,2.101,100,2.1,,0.3257,0.3126
ITEX1U,6,OTC,20/07/2013,19,2.101,100,2.1,,0.3235,0.3119
ITEX1U,6,OTC,20/07/2013,20,2.128,100,2.1,,0.3228,0.3112
ITEX1U,6,OTC,20/07/2013,21,2.155,100,2.2,,0.3213,0.3112
ITEX1U,6,OTC,20/07/2013,22,2.128,100,2.1,,0.3199,0.3104
ITEX1U,6,OTC,20/07/2013,23,2.128,100,2.1,,0.3191,0.3097
ITEX1U,6,OTC,21/07/2013,00,2.155,100,2.2,,0.3177,0.3097
ITEX1U,6,OTC,21/07/2013,01,2.155,100,2.2,,0.317,0.3097
ITEX1U,6,OTC,21/07/2013,02,2.182,100,2.2,,0.3162,0.309
ITEX1U,6,OTC,21/07/2013,03,2.182,100,2.2,,0.3148,0.309
ITEX1U,6,OTC,21/07/2013,04,2.155,100,2.2,,0.3148,0.3082
ITEX1U,6,OTC,21/07/2013,05,2.074,100,2.1,,0.3141,0.3082
ITEX1U,6,OTC,21/07/2013,06,2.101,100,2.1,,0.3133,0.3075
ITEX1U,6,OTC,21/07/2013,07,2.074,100,2.1,,0.3126,0.3075
ITEX1U,6,OTC,21/07/2013,08,2.074,100,2.1,,0.3112,0.3068
ITEX1U,6,OTC,21/07/2013,09,1.994,100,2,,0.3104,0.3061
ITEX1U,6,OTC,21/07/2013,10,2.021,100,2,,0.3104,0.3061
ITEX1U,6,OTC,21/07/2013,11,2.074,100,2.1,,0.3097,0.3053
ITEX1U,6,OTC,21/07/2013,12,2.074,100,2.1,,0.309,0.3046
ITEX1U,6,OTC,21/07/2013,13,2.101,100,2.1,,0.309,0.3046
ITEX1U,6,OTC,21/07/2013,14,2.128,100,2.1,,0.3075,0.3046
ITEX1U,6,OTC,21/07/2013,15,2.155,100,2.2,,0.3075,0.3039
ITEX1U,6,OTC,21/07/2013,16,2.209,100,2.2,,0.3068,0.3032
ITEX1U,6,OTC,21/07/2013,17,2.209,100,2.2,,0.3061,0.3032
ITEX1U,6,OTC,21/07/2013,18,2.209,100,2.2,,0.3061,0.3032
ITEX1U,6,OTC,21/07/2013,19,2.236,100,2.2,,0.3053,0.3024
ITEX1U,6,OTC,21/07/2013,20,2.236,100,2.2,,0.3053,0.3024
ITEX1U,6,OTC,21/07/2013,21,2.236,100,2.2,,0.3039,0.3024
ITEX1U,6,OTC,21/07/2013,22,2.236,100,2.2,,0.3039,0.3017
ITEX1U,6,OTC,21/07/2013,23,2.236,100,2.2,,0.3039,0.3017
ITEX1U,6,OTC,22/07/2013,00,2.236,100,2.2,,0.3032,0.3017
ITEX1U,6,OTC,22/07/2013,01,2.236,100,2.2,,0.3032,0.301
ITEX1U,6,OTC,22/07/2013,02,2.262,100,2.3,,0.3024,0.301
ITEX1U,6,OTC,22/07/2013,03,2.236,100,2.2,,0.3017,0.301
ITEX1U,6,OTC,22/07/2013,04,2.236,100,2.2,,0.301,0.3003
ITEX1U,6,OTC,22/07/2013,05,2.262,100,2.3,,0.301,0.3003
ITEX1U,6,OTC,22/07/2013,06,2.289,100,2.3,,0.3003,0.3003
ITEX1U,6,OTC,22/07/2013,07,2.262,100,2.3,,0.3003,0.2995
ITEX1U,6,OTC,22/07/2013,08,2.289,100,2.3,,0.3003,0.2995
ITEX1U,6,OTC,22/07/2013,09,2.316,100,2.3,,0.2995,0.2995
ITEX1U,6,OTC,22/07/2013,10,2.289,100,2.3,,0.2988,0.2988
ITEX1U,6,OTC,22/07/2013,11,2.289,100,2.3,,0.2988,0.2981
ITEX1U,6,OTC,22/07/2013,12,2.289,100,2.3,,0.2988,0.2981
ITEX1U,6,OTC,22/07/2013,13,2.289,100,2.3,,0.2981,0.2974
ITEX1U,6,OTC,22/07/2013,14,2.289,100,2.3,,0.2981,0.2974
ITEX1U,6,OTC,22/07/2013,15,2.289,100,2.3,,0.2974,0.2966
ITEX1U,6,OTC,22/07/2013,16,2.289,100,2.3,,0.2974,0.2966
ITEX1U,6,OTC,22/07/2013,17,2.262,100,2.3,,0.2966,0.2966
ITEX1U,6,OTC,22/07/2013,18,2.289,100,2.3,,0.2966,0.2966
ITEX1U,6,OTC,22/07/2013,19,2.262,100,2.3,,0.2966,0.2966
ITEX1U,6,OTC,22/07/2013,20,2.289,100,2.3,,0.2959,0.2959
ITEX1U,6,OTC,22/07/2013,21,2.289,100,2.3,,0.2959,0.2959
ITEX1U,6,OTC,22/07/2013,22,2.289,100,2.3,,0.2959,0.2959
ITEX1U,6,OTC,22/07/2013,23,2.262,100,2.3,,0.2952,0.2952
ITEX1U,6,OTC,23/07/2013,00,2.262,100,2.3,,0.2952,0.2952
ITEX1U,6,OTC,23/07/2013,01,2.262,100,2.3,,0.2944,0.2952
ITEX1U,6,OTC,23/07/2013,02,2.262,100,2.3,,0.2944,0.2952
ITEX1U,6,OTC,23/07/2013,03,2.262,100,2.3,,0.2944,0.2944
ITEX1U,6,OTC,23/07/2013,04,2.236,100,2.2,,0.2944,0.2944
ITEX1U,6,OTC,23/07/2013,05,2.262,100,2.3,,0.2937,0.2944
ITEX1U,6,OTC,23/07/2013,06,2.236,100,2.2,,0.2937,0.2944
ITEX1U,6,OTC,23/07/2013,07,2.236,100,2.2,,0.293,0.2944
ITEX1U,6,OTC,23/07/2013,08,2.236,100,2.2,,0.293,0.2944
ITEX1U,6,OTC,23/07/2013,09,2.236,100,2.2,,0.293,0.2937
ITEX1U,6,OTC,23/07/2013,10,2.236,100,2.2,,0.293,0.2944
ITEX1U,6,OTC,23/07/2013,11,2.262,100,2.3,,0.2923,0.2937
ITEX1U,6,OTC,23/07/2013,12,2.236,100,2.2,,0.2923,0.2937
ITEX1U,6,OTC,23/07/2013,13,2.236,100,2.2,,0.2915,0.2937
ITEX1U,6,OTC,23/07/2013,14,2.236,100,2.2,,0.2915,0.2937
ITEX1U,6,OTC,23/07/2013,15,2.236,100,2.2,,0.2915,0.2937
ITEX1U,6,OTC,23/07/2013,16,2.236,100,2.2,,0.2915,0.2937
ITEX1U,6,OTC,23/07/2013,17,2.236,100,2.2,,0.2908,0.2937
ITEX1U,6,OTC,23/07/2013,18,2.236,100,2.2,,0.2908,0.293
ITEX1U,6,OTC,23/07/2013,19,2.236,100,2.2,,0.2901,0.293
ITEX1U,6,OTC,23/07/2013,20,2.236,100,2.2,,0.2908,0.2923
ITEX1U,6,OTC,23/07/2013,21,2.236,100,2.2,,0.2901,0.2923
ITEX1U,6,OTC,23/07/2013,22,2.236,100,2.2,,0.2901,0.2923
ITEX1U,6,OTC,23/07/2013,23,2.262,100,2.3,,0.2894,0.2915
ITEX1U,6,OTC,24/07/2013,00,2.262,100,2.3,,0.2894,0.2915
ITEX1U,6,OTC,24/07/2013,01,2.262,100,2.3,,0.2894,0.2915
ITEX1U,6,OTC,24/07/2013,02,2.262,100,2.3,,0.2894,0.2915
ITEX1U,6,OTC,24/07/2013,03,2.262,100,2.3,,0.2886,0.2915
ITEX1U,6,OTC,24/07/2013,04,2.262,100,2.3,,0.2886,0.2908
ITEX1U,6,OTC,24/07/2013,05,2.289,100,2.3,,0.2886,0.2908
ITEX1U,6,OTC,24/07/2013,06,2.289,100,2.3,,0.2886,0.2908
ITEX1U,6,OTC,24/07/2013,07,2.289,100,2.3,,0.2886,0.2908
ITEX1U,6,OTC,24/07/2013,08,2.289,100,2.3,,0.2886,0.2908
ITEX1U,6,OTC,24/07/2013,09,2.289,100,2.3,,0.2879,0.2908
ITEX1U,6,OTC,24/07/2013,10,2.289,100,2.3,,0.2879,0.2908
ITEX1U,6,OTC,24/07/2013,11,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,12,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,13,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,14,2.289,100,2.3,,0.2872,0.2915
ITEX1U,6,OTC,24/07/2013,15,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,16,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,17,2.289,100,2.3,,0.2872,0.2908
ITEX1U,6,OTC,24/07/2013,18,2.316,100,2.3,,0.2908,0.2937
ITEX1U,6,OTC,24/07/2013,19,2.289,100,2.3,,0.293,0.2966
ITEX1U,6,OTC,24/07/2013,20,2.289,100,2.3,,0.2995,0.3039
ITEX1U,6,OTC,24/07/2013,21,2.155,100,2.2,,0.3264,0.2894
ITEX1U,6,OTC,24/07/2013,22,2.155,100,2.2,,0.261,0.2363
ITEX1U,6,OTC,24/07/2013,23,2.155,100,2.2,,0.2363,0.1978
ITEX1U,6,OTC,25/07/2013,00,2.074,100,2.1,,0.224,0.2124
ITEX1U,6,OTC,25/07/2013,01,1.994,100,2,,0.3293,0.2923
ITEX1U,6,OTC,25/07/2013,02,1.859,100,1.9,,0.3286,0.3024
ITEX1U,6,OTC,25/07/2013,03,1.67,100,1.7,,0.3039,0.2683
ITEX1U,6,OTC,25/07/2013,04,1.507,100,1.5,,0.2821,0.2487
ITEX1U,6,OTC,25/07/2013,05,1.453,100,1.5,,0.2741,0.2429
ITEX1U,6,OTC,25/07/2013,06,1.398,100,1.4,,0.2661,0.24
ITEX1U,6,OTC,25/07/2013,07,1.208,100,1.2,,0.2429,0.2269
ITEX1U,6,OTC,25/07/2013,08,1.099,100,1.1,,0.2806,0.248
ITEX1U,6,OTC,25/07/2013,09,1.044,100,1,,0.2654,0.24
ITEX1U,6,OTC,25/07/2013,10,1.044,100,1,,0.3119,0.2748
ITEX1U,6,OTC,25/07/2013,11,1.126,100,1.1,,0.2944,0.2596
ITEX1U,6,OTC,25/07/2013,12,1.289,100,1.3,,0.3133,0.3191
ITEX1U,6,OTC,25/07/2013,13,1.398,100,1.4,,0.309,0.3155
ITEX1U,6,OTC,25/07/2013,14,1.453,100,1.5,,0.3024,0.3075
ITEX1U,6,OTC,25/07/2013,15,1.507,100,1.5,,0.2988,0.3039
