"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","Temp, °C (LGR S/N: 9832561, SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)"
07/05/17,16:47:58,3.301,86.100,9.854,0.2037,0.2378,1.2
07/05/17,17:47:59,1.588,83.300,9.706,0.2029,0.2414,-0.9
07/05/17,18:48:00,-0.116,85.000,8.095,0.2015,0.2407,-2.3
07/05/17,19:48:01,-0.902,88.400,6.940,0.2008,0.2414,-2.6
07/05/17,20:48:02,-1.470,90.700,6.687,0.2008,0.2407,-2.8
07/05/17,21:48:03,-1.670,90.000,6.179,0.2000,0.2407,-3.1
07/05/17,22:48:04,-1.470,90.000,5.462,0.1993,0.2400,-2.9
07/05/17,23:48:05,-1.900,91.000,5.257,0.1986,0.2400,-3.2
08/05/17,00:48:06,-1.727,93.500,5.514,0.1978,0.2400,-2.6
08/05/17,01:48:07,-2.073,92.400,5.488,0.1971,0.2400,-3.1
08/05/17,02:48:08,-2.102,93.800,5.437,0.1964,0.2400,-3.0
08/05/17,03:48:09,-2.015,95.000,5.488,0.1957,0.2400,-2.7
08/05/17,04:48:10,-2.015,95.600,5.539,0.1957,0.2400,-2.6
08/05/17,05:48:11,-1.413,97.900,5.975,0.1949,0.2400,-1.7
08/05/17,06:48:12,-1.043,99.300,6.611,0.1949,0.2400,-1.1
08/05/17,07:48:13,-0.620,100.000,7.242,0.1942,0.2400,-0.6
08/05/17,08:48:14,-0.171,100.000,7.820,0.1942,0.2400,-0.2
08/05/17,09:48:15,0.190,100.000,8.444,0.1942,0.2400,0.2
08/05/17,10:48:16,1.643,100.000,9.460,0.1942,0.2400,1.6
08/05/17,11:48:17,1.859,100.000,10.541,0.1949,0.2400,1.9
08/05/17,12:48:18,5.179,100.000,11.637,0.1957,0.2400,5.2
08/05/17,13:48:19,5.024,94.600,13.088,0.1964,0.2407,4.2
08/05/17,14:48:20,4.973,89.300,13.353,0.1978,0.2407,3.4
08/05/17,15:48:21,4.011,88.100,13.088,0.1978,0.2407,2.2
08/05/17,16:48:22,2.557,90.600,12.485,0.1978,0.2414,1.2
08/05/17,17:48:23,1.940,93.800,11.880,0.1964,0.2414,1.0
08/05/17,18:48:24,1.180,95.900,11.394,0.1957,0.2414,0.6
08/05/17,19:48:25,1.180,97.500,11.151,0.1949,0.2414,0.8
08/05/17,20:48:26,1.317,98.900,11.419,0.1949,0.2407,1.2
08/05/17,21:48:27,0.825,99.100,11.297,0.1949,0.2414,0.7
08/05/17,22:48:28,0.770,99.800,11.102,0.1949,0.2407,0.7
08/05/17,23:48:29,0.051,99.400,10.687,0.1942,0.2407,-0.0
09/05/17,00:48:30,-0.591,97.100,9.854,0.1942,0.2407,-1.0
09/05/17,01:48:31,-1.015,95.700,8.419,0.1935,0.2407,-1.6
09/05/17,02:48:32,-1.043,97.200,8.369,0.1928,0.2400,-1.4
09/05/17,03:48:33,-1.384,94.300,8.469,0.1928,0.2400,-2.2
09/05/17,04:48:34,-1.814,91.400,8.095,0.1920,0.2400,-3.0
