"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832557, SEN S/N: 9818216, LBL: Ambient)","RH, % (LGR S/N: 9832557, SEN S/N: 9818216)","Temp, °C (LGR S/N: 9832557, SEN S/N: 9824739, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832557, SEN S/N: 9827501, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832557, SEN S/N: 9833759, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832557, SEN S/N: 9818216)"
07/05/17,16:47:58,10.394,51.800,7.920,0.2378,0.2356,0.9
07/05/17,17:47:59,3.512,59.900,7.469,0.2392,0.2349,-3.5
07/05/17,18:48:00,-0.873,75.600,6.179,0.2392,0.2342,-4.6
07/05/17,19:48:01,-1.299,85.200,4.740,0.2392,0.2342,-3.5
07/05/17,20:48:02,-1.242,88.900,3.854,0.2400,0.2334,-2.8
07/05/17,21:48:03,-3.035,88.400,3.274,0.2400,0.2342,-4.7
07/05/17,22:48:04,-2.712,90.000,2.877,0.2400,0.2342,-4.1
07/05/17,23:48:05,-1.814,91.500,2.584,0.2400,0.2334,-3.0
08/05/17,00:48:06,-1.986,93.400,2.370,0.2400,0.2334,-2.9
08/05/17,01:48:07,-2.189,92.800,2.182,0.2392,0.2327,-3.2
08/05/17,02:48:08,-2.363,93.900,2.047,0.2392,0.2320,-3.2
08/05/17,03:48:09,-2.044,94.700,1.913,0.2392,0.2313,-2.8
08/05/17,04:48:10,-1.900,95.100,1.805,0.2392,0.2313,-2.6
08/05/17,05:48:11,-1.043,96.600,1.724,0.2392,0.2305,-1.5
08/05/17,06:48:12,-0.648,97.500,1.697,0.2385,0.2298,-1.0
08/05/17,07:48:13,-0.339,98.300,1.643,0.2385,0.2284,-0.6
08/05/17,08:48:14,0.163,99.000,1.643,0.2385,0.2284,0.0
08/05/17,09:48:15,1.153,99.300,1.615,0.2378,0.2276,1.1
08/05/17,10:48:16,2.717,99.600,1.670,0.2371,0.2284,2.7
08/05/17,11:48:17,3.670,99.100,1.940,0.2371,0.2291,3.5
08/05/17,12:48:18,8.394,98.400,2.877,0.2378,0.2291,8.2
08/05/17,13:48:19,14.337,79.500,5.282,0.2378,0.2298,10.9
08/05/17,14:48:20,14.721,65.300,7.770,0.2378,0.2298,8.3
08/05/17,15:48:21,9.213,65.900,8.568,0.2378,0.2298,3.2
