"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832567, SEN S/N: 9818210, LBL: Ambient)","RH, % (LGR S/N: 9832567, SEN S/N: 9818210)","Temp, °C (LGR S/N: 9832567, SEN S/N: 9824742, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832567, SEN S/N: 9833751, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832567, SEN S/N: 9833767, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832567, SEN S/N: 9818210)"
24/10/15,15:03:33,16.511,62.900,16.249,0.1419,0.2342,9.4
24/10/15,16:03:34,13.690,64.800,16.820,0.1376,0.2342,7.2
24/10/15,17:03:35,13.257,64.800,15.986,0.1325,0.2334,6.8
24/10/15,18:03:36,9.706,73.200,12.122,0.1281,0.2327,5.2
24/10/15,19:03:37,7.393,80.500,10.173,0.1259,0.2313,4.3
24/10/15,20:03:38,3.880,87.400,7.142,0.1238,0.2305,2.0
24/10/15,21:03:39,3.564,89.600,6.128,0.1223,0.2291,2.0
24/10/15,22:03:40,1.670,90.300,5.128,0.1216,0.2291,0.3
24/10/15,23:03:41,0.605,90.900,3.722,0.1201,0.2276,-0.7
25/10/15,00:03:42,2.343,91.500,2.877,0.1201,0.2276,1.1
25/10/15,01:03:43,4.895,91.300,4.506,0.1209,0.2269,3.6
25/10/15,02:03:44,3.827,90.200,4.714,0.1209,0.2269,2.4
25/10/15,03:03:45,2.664,90.900,4.011,0.1209,0.2269,1.3
25/10/15,04:03:46,-0.479,91.200,2.850,0.1194,0.2262,-1.7
25/10/15,05:03:47,-0.283,91.700,2.047,0.1194,0.2254,-1.5
25/10/15,06:03:48,-1.641,91.800,1.697,0.1180,0.2254,-2.8
25/10/15,07:03:49,4.921,90.300,2.236,0.1187,0.2254,3.5
25/10/15,08:03:50,13.305,72.000,5.282,0.1216,0.2247,8.4
25/10/15,09:03:51,14.745,57.600,8.120,0.1238,0.2254,6.5
25/10/15,10:03:52,17.534,53.600,11.662,0.1245,0.2262,8.0
25/10/15,11:03:53,19.127,52.100,15.318,0.1245,0.2269,9.1
25/10/15,12:03:54,19.865,47.800,17.558,0.1230,0.2276,8.5
25/10/15,13:03:55,20.674,46.800,19.032,0.1216,0.2291,8.9
25/10/15,14:03:56,22.106,46.400,19.341,0.1194,0.2298,10.1
25/10/15,15:03:57,16.034,47.600,17.653,0.1129,0.2305,4.9
25/10/15,16:03:58,13.425,59.900,15.294,0.1092,0.2291,5.8
