"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)","Temp, °C (LGR S/N: 9832561, SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)"
02/11/2013,19:15:13,10.883,59.900,3.4,12.292,0.0976,0.2334
02/11/2013,20:15:14,8.990,67.700,3.3,9.780,0.0962,0.2334
02/11/2013,21:15:15,8.170,66.500,2.3,8.494,0.0940,0.2327
02/11/2013,22:15:16,8.295,66.000,2.3,7.995,0.0940,0.2320
02/11/2013,23:15:17,8.070,68.800,2.7,7.870,0.0933,0.2320
03/11/2013,00:15:18,8.170,69.500,2.9,7.594,0.0933,0.2320
03/11/2013,01:15:19,8.419,68.900,3.1,7.820,0.0933,0.2320
03/11/2013,02:15:20,8.344,66.700,2.5,7.845,0.0925,0.2313
03/11/2013,03:15:21,8.145,65.400,2.1,7.795,0.0918,0.2313
03/11/2013,04:15:22,7.995,66.700,2.2,7.695,0.0933,0.2320
03/11/2013,05:15:23,7.594,70.600,2.6,7.343,0.0911,0.2313
03/11/2013,06:15:24,7.720,73.100,3.2,7.419,0.0911,0.2305
03/11/2013,07:15:25,8.020,71.900,3.3,7.895,0.0911,0.2298
03/11/2013,08:15:26,9.731,55.000,1.1,8.643,0.0911,0.2305
03/11/2013,09:15:27,13.137,40.600,0.1,11.637,0.0896,0.2305
03/11/2013,10:15:28,13.570,39.300,-0.0,16.249,0.0889,0.2298
03/11/2013,11:15:29,15.008,41.700,2.1,19.555,0.0904,0.2291
03/11/2013,12:15:30,16.820,51.100,6.7,28.543,0.0911,0.2298
03/11/2013,13:15:31,17.582,49.100,6.8,29.140,0.0911,0.2291
03/11/2013,14:15:32,16.249,38.800,2.2,32.484,0.0925,0.2298
03/11/2013,15:15:33,18.247,46.000,6.4,25.987,0.0882,0.2298
03/11/2013,16:15:34,16.368,49.700,5.8,19.841,0.0860,0.2291
03/11/2013,17:15:35,14.601,47.900,3.7,15.986,0.0845,0.2284
03/11/2013,18:15:36,10.075,50.400,0.2,12.050,0.0824,0.2276
03/11/2013,19:15:37,5.719,59.500,-1.5,7.870,0.0824,0.2291
03/11/2013,20:15:38,3.195,68.400,-2.1,4.480,0.0802,0.2291
03/11/2013,21:15:39,2.128,74.900,-1.9,2.877,0.0802,0.2291
03/11/2013,22:15:40,2.021,77.900,-1.4,2.503,0.0795,0.2284
03/11/2013,23:15:41,2.423,78.300,-1.0,3.248,0.0795,0.2298
04/11/2013,00:15:42,1.859,80.100,-1.2,2.797,0.0795,0.2298
04/11/2013,01:15:43,0.632,80.800,-2.3,1.724,0.0787,0.2298
04/11/2013,02:15:44,0.051,81.500,-2.7,0.934,0.0795,0.2298
04/11/2013,03:15:45,-0.283,84.300,-2.6,0.467,0.0787,0.2291
04/11/2013,04:15:46,-0.817,86.400,-2.8,0.329,0.0795,0.2291
04/11/2013,05:15:47,-1.043,87.800,-2.8,0.329,0.0787,0.2291
04/11/2013,06:15:48,-1.327,87.700,-3.1,0.190,0.0787,0.2284
04/11/2013,07:15:49,-0.817,87.600,-2.6,0.632,0.0795,0.2284
04/11/2013,08:15:50,1.615,80.600,-1.4,3.036,0.0795,0.2276
04/11/2013,09:15:51,4.947,73.200,0.6,6.763,0.0787,0.2269
04/11/2013,10:15:52,9.312,63.100,2.7,13.425,0.0787,0.2276
04/11/2013,11:15:53,11.880,56.400,3.5,19.555,0.0795,0.2269
04/11/2013,12:15:54,16.034,53.900,6.7,32.975,0.0809,0.2269
04/11/2013,13:15:55,19.698,49.000,8.7,35.985,0.0831,0.2269
04/11/2013,14:15:56,20.674,45.600,8.5,36.960,0.0860,0.2269
04/11/2013,15:15:57,19.674,45.100,7.5,35.022,0.0860,0.2276
04/11/2013,16:15:58,17.177,43.000,4.5,24.992,0.0824,0.2276
04/11/2013,17:15:59,15.199,43.300,2.8,18.295,0.0787,0.2269
04/11/2013,18:16:00,10.149,52.300,0.8,13.497,0.0751,0.2276
04/11/2013,19:16:01,5.796,62.500,-0.8,9.829,0.0729,0.2269
04/11/2013,20:16:02,3.406,76.500,-0.3,6.306,0.0700,0.2262
04/11/2013,21:16:03,2.610,82.300,-0.1,4.506,0.0693,0.2254
04/11/2013,22:16:04,2.289,83.000,-0.3,3.274,0.0693,0.2247
04/11/2013,23:16:05,1.044,80.700,-1.9,2.101,0.0686,0.2240
05/11/2013,00:16:06,0.715,78.500,-2.6,1.832,0.0678,0.2240
05/11/2013,01:16:07,0.577,73.100,-3.7,1.180,0.0678,0.2233
05/11/2013,02:16:08,-0.032,70.700,-4.7,0.163,0.0678,0.2233
05/11/2013,03:16:09,-0.648,71.800,-5.1,-0.676,0.0671,0.2233
05/11/2013,04:16:10,-1.157,73.500,-5.3,-1.213,0.0671,0.2225
05/11/2013,05:16:11,-0.648,70.600,-5.3,-1.356,0.0671,0.2225
05/11/2013,06:16:12,-1.270,71.600,-5.7,-1.584,0.0678,0.2225
05/11/2013,07:16:13,3.433,57.800,-4.1,0.439,0.0686,0.2225
05/11/2013,08:16:14,11.224,43.600,-0.7,6.204,0.0686,0.2225
05/11/2013,09:16:15,15.414,39.500,1.7,12.703,0.0678,0.2218
05/11/2013,10:16:16,20.865,42.000,7.5,21.891,0.0693,0.2211
05/11/2013,11:16:17,22.992,43.600,10.0,28.320,0.0722,0.2211
05/11/2013,12:16:18,24.243,43.900,11.2,42.833,0.0744,0.2211
05/11/2013,13:16:19,28.791,41.100,14.3,42.803,0.0751,0.2204
05/11/2013,14:16:20,29.439,39.000,14.1,43.374,0.0787,0.2218
05/11/2013,15:16:21,28.345,33.700,10.9,40.717,0.0758,0.2218
05/11/2013,16:16:22,27.382,34.400,10.3,30.495,0.0715,0.2218
05/11/2013,17:16:23,25.307,33.100,7.9,23.857,0.0657,0.2225
05/11/2013,18:16:24,18.842,39.600,4.8,18.366,0.0628,0.2233
05/11/2013,19:16:25,14.457,48.900,3.9,14.649,0.0584,0.2225
05/11/2013,20:16:26,8.866,60.600,1.7,9.632,0.0562,0.2218
05/11/2013,21:16:27,6.281,69.000,1.0,6.535,0.0540,0.2218
05/11/2013,22:16:28,4.350,71.600,-0.3,4.636,0.0533,0.2211
05/11/2013,23:16:29,3.827,75.500,-0.1,3.722,0.0533,0.2204
06/11/2013,00:16:30,3.801,79.400,0.6,3.564,0.0533,0.2196
06/11/2013,01:16:31,3.301,80.200,0.2,3.168,0.0533,0.2196
06/11/2013,02:16:32,2.744,80.700,-0.2,2.557,0.0526,0.2189
06/11/2013,03:16:33,3.036,83.900,0.6,2.770,0.0526,0.2182
06/11/2013,04:16:34,3.195,85.500,1.0,2.903,0.0526,0.2182
06/11/2013,05:16:35,3.327,85.000,1.0,2.396,0.0533,0.2175
06/11/2013,06:16:36,4.246,82.200,1.5,3.354,0.0533,0.2175
06/11/2013,07:16:37,7.544,70.600,2.6,5.231,0.0540,0.2175
06/11/2013,08:16:38,10.516,58.100,2.6,7.970,0.0548,0.2175
06/11/2013,09:16:39,13.040,50.600,3.0,11.856,0.0548,0.2175
06/11/2013,10:16:40,15.461,43.900,3.2,17.677,0.0555,0.2175
06/11/2013,11:16:41,16.749,40.100,3.1,22.250,0.0577,0.2175
06/11/2013,12:16:42,18.129,39.900,4.3,35.315,0.0598,0.2182
06/11/2013,13:16:43,19.960,36.000,4.5,35.985,0.0606,0.2182
06/11/2013,14:16:44,20.484,33.900,4.1,37.700,0.0642,0.2182
06/11/2013,15:16:45,20.031,34.000,3.7,33.105,0.0628,0.2189
06/11/2013,16:16:46,19.508,36.300,4.2,25.210,0.0598,0.2189
06/11/2013,17:16:47,18.509,36.000,3.2,20.507,0.0598,0.2189
06/11/2013,18:16:48,14.577,40.500,1.3,16.010,0.0540,0.2189
06/11/2013,19:16:49,11.297,45.900,0.1,12.920,0.0519,0.2182
06/11/2013,20:16:50,8.319,55.000,-0.2,9.188,0.0526,0.2182
06/11/2013,21:16:51,7.544,61.700,0.7,7.594,0.0511,0.2175
06/11/2013,22:16:52,8.295,55.400,-0.1,7.519,0.0490,0.2167
06/11/2013,23:16:53,8.270,44.900,-3.0,7.619,0.0468,0.2167
07/11/2013,00:16:54,8.020,41.400,-4.3,7.444,0.0475,0.2160
07/11/2013,01:16:55,8.319,41.600,-4.0,7.268,0.0482,0.2167
07/11/2013,02:16:56,8.643,40.600,-4.0,7.594,0.0482,0.2153
07/11/2013,03:16:57,8.220,41.100,-4.2,7.619,0.0475,0.2153
07/11/2013,04:16:58,8.170,44.000,-3.3,7.192,0.0475,0.2175
07/11/2013,05:16:59,8.593,46.200,-2.3,7.368,0.0482,0.2189
07/11/2013,06:17:00,8.817,50.000,-1.0,7.670,0.0482,0.2189
07/11/2013,07:17:01,11.102,51.600,1.5,9.163,0.0490,0.2167
07/11/2013,08:17:02,13.762,51.700,4.0,11.613,0.0482,0.2146
07/11/2013,09:17:03,15.819,53.300,6.4,14.888,0.0490,0.2138
07/11/2013,10:17:04,14.697,52.400,5.1,18.723,0.0504,0.2146
07/11/2013,11:17:05,18.533,52.900,8.8,21.056,0.0519,0.2138
07/11/2013,12:17:06,16.749,51.700,6.8,25.623,0.0540,0.2138
07/11/2013,13:17:07,16.296,56.800,7.7,20.817,0.0548,0.2138
07/11/2013,14:17:08,15.605,56.200,6.9,21.342,0.0555,0.2138
07/11/2013,15:17:09,14.960,61.900,7.7,17.106,0.0533,0.2138
07/11/2013,16:17:10,16.558,58.800,8.5,18.033,0.0548,0.2131
07/11/2013,17:17:11,14.816,60.500,7.3,17.011,0.0569,0.2124
07/11/2013,18:17:12,14.290,61.600,7.0,15.199,0.0519,0.2116
07/11/2013,19:17:13,13.305,62.800,6.4,13.834,0.0519,0.2124
07/11/2013,20:17:14,12.847,61.700,5.7,12.558,0.0504,0.2109
07/11/2013,21:17:15,12.268,67.100,6.4,11.832,0.0504,0.2109
07/11/2013,22:17:16,12.122,68.300,6.5,11.589,0.0497,0.2109
07/11/2013,23:17:17,10.907,79.800,7.6,10.980,0.0497,0.2109
08/11/2013,00:17:18,11.078,85.100,8.7,10.736,0.0497,0.2102
08/11/2013,01:17:19,10.198,92.400,9.0,10.222,0.0497,0.2095
08/11/2013,02:17:20,10.198,91.800,8.9,9.682,0.0497,0.2102
08/11/2013,03:17:21,10.614,84.700,8.2,9.829,0.0511,0.2087
08/11/2013,04:17:22,10.663,77.900,7.0,9.410,0.0490,0.2087
08/11/2013,05:17:23,10.907,74.800,6.6,9.262,0.0490,0.2080
08/11/2013,06:17:24,10.980,74.300,6.6,9.460,0.0497,0.2080
08/11/2013,07:17:25,12.920,72.200,8.0,10.614,0.0497,0.2087
08/11/2013,08:17:26,13.353,68.600,7.7,12.582,0.0511,0.2087
08/11/2013,09:17:27,14.745,66.300,8.5,14.936,0.0519,0.2087
08/11/2013,10:17:28,15.055,63.200,8.1,17.582,0.0540,0.2073
08/11/2013,11:17:29,17.701,63.100,10.6,19.603,0.0555,0.2073
08/11/2013,12:17:30,16.534,59.200,8.6,24.315,0.0577,0.2073
08/11/2013,13:17:31,15.700,62.700,8.6,21.628,0.0584,0.2073
08/11/2013,14:17:32,17.368,63.000,10.3,19.960,0.0577,0.2080
08/11/2013,15:17:33,17.701,51.000,7.5,22.753,0.0584,0.2058
08/11/2013,16:17:34,14.840,59.600,7.1,18.675,0.0591,0.2066
08/11/2013,17:17:35,12.461,77.800,8.7,14.361,0.0562,0.2058
08/11/2013,18:17:36,11.273,83.300,8.6,12.727,0.0562,0.2058
08/11/2013,19:17:37,10.051,92.400,8.9,10.736,0.0548,0.2058
08/11/2013,20:17:38,9.682,89.900,8.1,9.977,0.0533,0.2058
08/11/2013,21:17:39,9.386,89.000,7.7,9.657,0.0526,0.2051
08/11/2013,22:17:40,8.519,92.000,7.3,9.163,0.0519,0.2051
08/11/2013,23:17:41,7.870,91.900,6.6,8.419,0.0511,0.2051
09/11/2013,00:17:42,7.318,93.600,6.4,7.920,0.0519,0.2044
09/11/2013,01:17:43,6.535,95.900,5.9,7.444,0.0519,0.2037
09/11/2013,02:17:44,5.770,96.300,5.2,6.687,0.0504,0.2044
09/11/2013,03:17:45,5.179,95.300,4.5,5.872,0.0504,0.2044
09/11/2013,04:17:46,5.024,95.100,4.3,5.668,0.0504,0.2037
09/11/2013,05:17:47,4.298,93.900,3.4,5.154,0.0504,0.2051
09/11/2013,06:17:48,4.298,93.800,3.4,4.818,0.0504,0.2044
09/11/2013,07:17:49,5.642,91.700,4.4,5.796,0.0504,0.2037
09/11/2013,08:17:50,9.509,84.500,7.0,8.941,0.0511,0.2037
09/11/2013,09:17:51,12.920,72.500,8.1,12.461,0.0511,0.2037
09/11/2013,10:17:52,16.320,61.100,8.8,19.103,0.0526,0.2029
09/11/2013,11:17:53,17.986,56.800,9.3,23.809,0.0562,0.2037
09/11/2013,12:17:54,19.555,53.200,9.8,37.893,0.0562,0.2029
09/11/2013,13:17:55,16.058,55.000,7.0,27.727,0.0584,0.2029
09/11/2013,14:17:56,16.773,50.000,6.3,27.949,0.0598,0.2029
09/11/2013,15:17:57,12.703,56.700,4.3,23.160,0.0598,0.2029
09/11/2013,16:17:58,9.756,82.700,7.0,13.858,0.0577,0.2029
09/11/2013,17:17:59,8.767,84.200,6.3,11.613,0.0555,0.2022
09/11/2013,18:18:00,6.153,86.200,4.0,9.534,0.0533,0.2022
09/11/2013,19:18:01,4.194,89.200,2.6,7.419,0.0519,0.2022
09/11/2013,20:18:02,3.009,90.900,1.7,4.895,0.0511,0.2022
09/11/2013,21:18:03,2.370,92.900,1.3,4.089,0.0519,0.2008
09/11/2013,22:18:04,2.262,93.300,1.3,3.985,0.0511,0.2008
09/11/2013,23:18:05,1.751,93.600,0.8,3.485,0.0519,0.2008
10/11/2013,00:18:06,1.425,92.700,0.4,3.221,0.0511,0.2008
10/11/2013,01:18:07,1.126,92.700,0.1,2.877,0.0504,0.2008
10/11/2013,02:18:08,0.989,93.500,0.1,2.717,0.0504,0.2008
10/11/2013,03:18:09,1.017,93.700,0.1,2.744,0.0519,0.2008
10/11/2013,04:18:10,0.825,94.400,0.0,2.690,0.0511,0.2008
10/11/2013,05:18:11,1.044,94.600,0.3,2.557,0.0511,0.1993
10/11/2013,06:18:12,0.962,94.600,0.2,2.155,0.0511,0.1993
10/11/2013,07:18:13,1.561,95.100,0.9,2.717,0.0519,0.1993
10/11/2013,08:18:14,1.615,95.100,0.9,3.195,0.0526,0.1993
10/11/2013,09:18:15,2.823,95.000,2.1,4.141,0.0519,0.1986
10/11/2013,10:18:16,3.380,93.500,2.4,5.949,0.0526,0.1993
10/11/2013,11:18:17,4.376,93.100,3.4,6.864,0.0526,0.1993
10/11/2013,12:18:18,6.408,92.600,5.3,9.213,0.0526,0.1993
10/11/2013,13:18:19,7.469,89.100,5.8,11.540,0.0533,0.1993
10/11/2013,14:18:20,9.756,86.400,7.6,12.871,0.0548,0.2000
10/11/2013,15:18:21,11.467,81.400,8.4,15.485,0.0577,0.2000
10/11/2013,16:18:22,10.320,81.200,7.2,13.088,0.0577,0.2008
10/11/2013,17:18:23,7.091,84.000,4.6,11.200,0.0584,0.2008
10/11/2013,18:18:24,4.610,89.300,3.0,7.995,0.0569,0.2015
10/11/2013,19:18:25,3.459,93.200,2.5,6.051,0.0555,0.2008
10/11/2013,20:18:26,2.423,94.400,1.6,4.844,0.0548,0.2008
10/11/2013,21:18:27,2.155,95.100,1.5,4.037,0.0548,0.2008
10/11/2013,22:18:28,1.913,96.100,1.4,3.722,0.0548,0.2008
10/11/2013,23:18:29,1.832,96.400,1.3,3.354,0.0540,0.2008
11/11/2013,00:18:30,1.561,96.500,1.1,2.983,0.0540,0.2008
11/11/2013,01:18:31,1.317,96.600,0.8,2.664,0.0540,0.2000
11/11/2013,02:18:32,1.453,97.000,1.0,2.637,0.0540,0.2000
11/11/2013,03:18:33,1.398,97.000,1.0,2.557,0.0540,0.2000
11/11/2013,04:18:34,1.262,96.900,0.8,2.503,0.0540,0.2000
11/11/2013,05:18:35,1.180,97.500,0.8,2.584,0.0540,0.2000
11/11/2013,06:18:36,1.235,97.900,0.9,2.557,0.0540,0.1993
11/11/2013,07:18:37,1.480,98.100,1.2,2.530,0.0540,0.2000
11/11/2013,08:18:38,1.697,98.000,1.4,3.063,0.0548,0.1993
11/11/2013,09:18:39,2.610,97.700,2.3,4.688,0.0548,0.1993
11/11/2013,10:18:40,3.116,96.000,2.5,5.693,0.0555,0.2008
11/11/2013,11:18:41,3.354,94.600,2.6,6.509,0.0555,0.1993
11/11/2013,12:18:42,3.958,93.400,3.0,6.585,0.0555,0.2000
11/11/2013,13:18:43,3.168,92.800,2.1,5.462,0.0555,0.2000
11/11/2013,14:18:44,2.450,93.600,1.5,5.024,0.0555,0.2008
11/11/2013,15:18:45,2.343,95.200,1.7,4.558,0.0562,0.2000
11/11/2013,16:18:46,2.047,95.900,1.5,4.115,0.0562,0.2000
11/11/2013,17:18:47,2.209,96.500,1.7,3.670,0.0577,0.2000
11/11/2013,18:18:48,1.940,96.500,1.4,3.564,0.0591,0.2000
11/11/2013,19:18:49,1.778,97.300,1.4,3.142,0.0606,0.2000
11/11/2013,20:18:50,1.778,98.200,1.5,3.036,0.0620,0.2000
11/11/2013,21:18:51,1.670,98.500,1.5,2.877,0.0628,0.2000
11/11/2013,22:18:52,1.697,98.700,1.5,2.717,0.0642,0.2000
11/11/2013,23:18:53,1.724,99.200,1.6,2.770,0.0657,0.2008
12/11/2013,00:18:54,1.805,99.500,1.7,2.850,0.0671,0.2000
12/11/2013,01:18:55,1.940,99.500,1.9,2.956,0.0693,0.2000
12/11/2013,02:18:56,2.021,99.600,2.0,3.063,0.0736,0.2008
12/11/2013,03:18:57,2.047,99.700,2.0,3.063,0.0809,0.2000
12/11/2013,04:18:58,2.155,99.700,2.1,3.116,0.0882,0.2008
12/11/2013,05:18:59,2.289,99.600,2.2,3.168,0.0983,0.2000
12/11/2013,06:19:00,2.450,99.700,2.4,3.248,0.1071,0.2008
12/11/2013,07:19:01,2.690,99.900,2.7,3.538,0.1129,0.2000
12/11/2013,08:19:02,3.009,100.000,3.0,4.115,0.1180,0.2000
12/11/2013,09:19:03,3.195,100.000,3.2,4.947,0.1223,0.2008
12/11/2013,10:19:04,3.749,100.000,3.8,5.565,0.1267,0.2015
12/11/2013,11:19:05,4.973,99.400,4.9,7.820,0.1303,0.2029
12/11/2013,12:19:06,7.116,95.900,6.5,11.151,0.1332,0.2080
12/11/2013,13:19:07,10.883,91.700,9.6,13.329,0.1361,0.2138
12/11/2013,14:19:08,7.569,88.300,5.8,13.570,0.1339,0.2189
12/11/2013,15:19:09,7.268,92.500,6.1,11.127,0.1339,0.2240
12/11/2013,16:19:10,7.066,94.000,6.2,10.100,0.1347,0.2269
12/11/2013,17:19:11,8.369,93.700,7.4,10.418,0.1354,0.2291
12/11/2013,18:19:12,8.792,93.100,7.7,10.247,0.1376,0.2320
12/11/2013,19:19:13,5.102,92.900,4.1,6.230,0.1710,0.2334
12/11/2013,20:19:14,4.376,97.500,4.0,5.565,0.1702,0.2385
12/11/2013,21:19:15,3.591,99.400,3.5,4.714,0.1746,0.2451
12/11/2013,22:19:16,3.538,99.900,3.5,4.532,0.1673,0.2501
12/11/2013,23:19:17,3.327,100.000,3.3,4.246,0.1637,0.2516
13/11/2013,00:19:18,3.116,100.000,3.1,4.037,0.1623,0.2523
13/11/2013,01:19:19,2.797,100.000,2.8,3.749,0.1623,0.2530
13/11/2013,02:19:20,2.557,100.000,2.6,3.406,0.1608,0.2530
13/11/2013,03:19:21,2.101,100.000,2.1,3.089,0.1594,0.2530
13/11/2013,04:19:22,1.670,100.000,1.7,2.823,0.1586,0.2545
13/11/2013,05:19:23,0.715,100.000,0.7,1.615,0.1630,0.2552
13/11/2013,06:19:24,0.660,100.000,0.7,1.317,0.1710,0.2560
13/11/2013,07:19:25,0.522,100.000,0.5,0.934,0.1768,0.2567
13/11/2013,08:19:26,0.550,100.000,0.5,0.715,0.1870,0.2589
13/11/2013,09:19:27,0.632,100.000,0.6,1.235,0.1920,0.2632
13/11/2013,10:19:28,0.880,100.000,0.9,2.236,0.1913,0.2668
13/11/2013,11:19:29,1.126,100.000,1.1,3.433,0.1840,0.2690
13/11/2013,12:19:30,2.343,100.000,2.3,4.376,0.1804,0.2683
13/11/2013,13:19:31,1.832,100.000,1.8,5.050,0.1790,0.2690
13/11/2013,14:19:32,3.063,100.000,3.1,5.102,0.1768,0.2676
13/11/2013,15:19:33,4.454,100.000,4.5,6.687,0.1761,0.2676
13/11/2013,16:19:34,3.354,100.000,3.4,6.535,0.1761,0.2676
13/11/2013,17:19:35,2.690,100.000,2.7,5.024,0.1732,0.2676
13/11/2013,18:19:36,2.530,100.000,2.5,4.037,0.1710,0.2661
13/11/2013,19:19:37,2.423,100.000,2.4,3.459,0.1710,0.2661
13/11/2013,20:19:38,2.316,100.000,2.3,3.036,0.1702,0.2654
13/11/2013,21:19:39,2.396,100.000,2.4,2.956,0.1702,0.2647
13/11/2013,22:19:40,2.289,100.000,2.3,2.956,0.1702,0.2647
13/11/2013,23:19:41,2.155,100.000,2.2,2.797,0.1717,0.2654
14/11/2013,00:19:42,2.262,100.000,2.3,2.797,0.1717,0.2647
14/11/2013,01:19:43,2.155,100.000,2.2,2.690,0.1724,0.2647
14/11/2013,02:19:44,2.047,100.000,2.0,2.530,0.1732,0.2647
14/11/2013,03:19:45,2.262,100.000,2.3,2.557,0.1732,0.2647
14/11/2013,04:19:46,2.316,100.000,2.3,2.690,0.1739,0.2647
14/11/2013,05:19:47,2.370,100.000,2.4,2.770,0.1753,0.2654
14/11/2013,06:19:48,2.450,100.000,2.4,2.823,0.1804,0.2654
14/11/2013,07:19:49,3.248,100.000,3.2,3.327,0.1840,0.2668
14/11/2013,08:19:50,5.898,100.000,5.9,5.128,0.1855,0.2683
14/11/2013,09:19:51,7.242,100.000,7.2,7.720,0.1848,0.2676
14/11/2013,10:19:52,7.845,100.000,7.9,9.040,0.1833,0.2683
14/11/2013,11:19:53,8.618,98.600,8.4,10.638,0.1826,0.2683
14/11/2013,12:19:54,7.268,96.500,6.8,9.756,0.1811,0.2676
14/11/2013,13:19:55,7.945,91.100,6.6,11.273,0.1804,0.2683
14/11/2013,14:19:56,8.220,89.700,6.6,10.638,0.1797,0.2690
14/11/2013,15:19:57,10.980,87.400,9.0,10.980,0.1782,0.2676
14/11/2013,16:19:58,10.614,78.200,7.0,12.461,0.1797,0.2668
14/11/2013,17:19:59,10.443,74.700,6.2,11.565,0.1768,0.2661
14/11/2013,18:20:00,7.469,81.800,4.6,9.657,0.1753,0.2654
14/11/2013,19:20:01,6.535,87.100,4.5,8.070,0.1761,0.2661
14/11/2013,20:20:02,4.324,88.200,2.5,6.509,0.1746,0.2654
14/11/2013,21:20:03,2.343,91.100,1.0,4.115,0.1717,0.2639
14/11/2013,22:20:04,1.967,94.000,1.1,3.380,0.1724,0.2639
14/11/2013,23:20:05,1.126,93.500,0.2,2.690,0.1702,0.2625
15/11/2013,00:20:06,0.550,92.700,-0.5,1.994,0.1702,0.2618
15/11/2013,01:20:07,0.079,92.500,-1.0,1.453,0.1695,0.2618
15/11/2013,02:20:08,-0.732,89.200,-2.3,0.742,0.1688,0.2610
15/11/2013,03:20:09,-1.128,86.800,-3.0,0.246,0.1688,0.2603
15/11/2013,04:20:10,-1.299,88.400,-3.0,0.024,0.1673,0.2596
15/11/2013,05:20:11,-1.185,90.900,-2.5,-0.032,0.1673,0.2596
15/11/2013,06:20:12,-1.441,87.600,-3.2,-0.143,0.1666,0.2596
15/11/2013,07:20:13,1.099,96.200,0.6,0.797,0.1666,0.2589
15/11/2013,08:20:14,7.192,97.200,6.8,3.327,0.1681,0.2589
15/11/2013,09:20:15,12.413,78.500,8.8,8.145,0.1681,0.2589
15/11/2013,10:20:16,15.557,75.600,11.3,13.305,0.1681,0.2581
15/11/2013,11:20:17,19.127,69.400,13.4,19.865,0.1688,0.2581
15/11/2013,12:20:18,17.058,60.700,9.4,28.444,0.1695,0.2574
15/11/2013,13:20:19,16.773,66.300,10.5,23.617,0.1702,0.2581
15/11/2013,14:20:20,17.272,69.700,11.7,20.007,0.1702,0.2589
15/11/2013,15:20:21,13.449,70.100,8.1,18.271,0.1695,0.2589
15/11/2013,16:20:22,10.907,74.800,6.6,15.414,0.1688,0.2596
15/11/2013,17:20:23,11.005,76.200,7.0,13.858,0.1681,0.2596
15/11/2013,18:20:24,9.854,71.200,4.9,13.738,0.1652,0.2574
15/11/2013,19:20:25,9.262,78.700,5.8,11.686,0.1652,0.2581
15/11/2013,20:20:26,6.357,83.900,3.8,9.583,0.1630,0.2574
15/11/2013,21:20:27,5.539,89.400,3.9,8.045,0.1623,0.2574
15/11/2013,22:20:28,5.282,92.800,4.2,7.343,0.1608,0.2560
15/11/2013,23:20:29,4.921,94.700,4.1,6.788,0.1608,0.2567
16/11/2013,00:20:30,4.584,95.600,3.9,6.408,0.1601,0.2552
16/11/2013,01:20:31,4.402,96.400,3.9,6.153,0.1608,0.2567
16/11/2013,02:20:32,4.298,96.600,3.8,5.898,0.1608,0.2574
16/11/2013,03:20:33,4.194,96.700,3.7,5.668,0.1594,0.2552
16/11/2013,04:20:34,3.932,97.000,3.5,5.462,0.1594,0.2552
16/11/2013,05:20:35,3.932,97.200,3.5,5.282,0.1579,0.2545
16/11/2013,06:20:36,3.958,97.400,3.6,5.179,0.1586,0.2545
16/11/2013,07:20:37,4.844,98.400,4.6,5.616,0.1579,0.2545
16/11/2013,08:20:38,6.788,99.300,6.7,7.217,0.1586,0.2545
16/11/2013,09:20:39,9.361,95.900,8.8,10.075,0.1586,0.2538
16/11/2013,10:20:40,14.433,91.400,13.1,13.714,0.1608,0.2545
16/11/2013,11:20:41,21.294,77.300,17.2,22.202,0.1623,0.2545
16/11/2013,12:20:42,22.178,66.900,15.8,33.861,0.1630,0.2545
16/11/2013,13:20:43,26.891,60.800,18.7,32.587,0.1652,0.2545
16/11/2013,14:20:44,25.695,56.200,16.3,32.768,0.1630,0.2538
16/11/2013,15:20:45,23.617,59.500,15.3,27.579,0.1615,0.2545
16/11/2013,16:20:46,17.724,61.300,10.2,22.657,0.1586,0.2538
16/11/2013,17:20:47,17.391,64.400,10.6,19.698,0.1557,0.2545
16/11/2013,18:20:48,14.170,68.700,8.5,17.439,0.1521,0.2530
16/11/2013,19:20:49,9.558,78.600,6.0,13.497,0.1499,0.2530
16/11/2013,20:20:50,8.394,84.700,6.0,11.224,0.1477,0.2523
16/11/2013,21:20:51,7.820,87.200,5.8,10.051,0.1477,0.2530
16/11/2013,22:20:52,7.066,89.300,5.4,9.312,0.1463,0.2523
16/11/2013,23:20:53,6.585,90.400,5.1,8.618,0.1448,0.2509
17/11/2013,00:20:54,6.611,91.400,5.3,8.195,0.1448,0.2509
17/11/2013,01:20:55,6.661,91.700,5.4,7.795,0.1441,0.2509
17/11/2013,02:20:56,6.000,91.100,4.7,7.192,0.1448,0.2516
17/11/2013,03:20:57,5.719,92.200,4.6,6.864,0.1419,0.2494
17/11/2013,04:20:58,3.958,89.800,2.4,5.668,0.1419,0.2494
17/11/2013,05:20:59,2.423,85.300,0.2,3.801,0.1412,0.2494
17/11/2013,06:21:00,3.195,90.700,1.8,3.670,0.1405,0.2494
17/11/2013,07:21:01,8.568,97.000,8.1,5.770,0.1405,0.2494
17/11/2013,08:21:02,12.823,82.700,10.0,8.767,0.1405,0.2487
