"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)"
30/05/14,13:00:00,10.663,5.411,6.077,4.246
30/05/14,14:00:00,9.583,7.318,7.066,4.766
30/05/14,15:00:00,11.151,7.720,6.864,5.154
30/05/14,16:00:00,7.167,7.745,6.636,5.334
30/05/14,17:00:00,3.749,6.611,6.281,5.437
30/05/14,18:00:00,0.797,5.411,5.693,5.411
30/05/14,19:00:00,-1.413,4.558,5.179,5.257
30/05/14,20:00:00,0.024,3.696,4.584,5.050
30/05/14,21:00:00,0.522,3.301,4.194,4.844
30/05/14,22:00:00,0.577,3.036,3.932,4.636
30/05/14,23:00:00,-0.255,2.717,3.722,4.480
31/05/14,00:00:00,-0.143,2.557,3.538,4.350
31/05/14,01:00:00,0.135,2.289,3.301,4.194
31/05/14,02:00:00,0.770,2.209,3.168,4.063
31/05/14,03:00:00,1.317,2.236,3.089,3.958
31/05/14,04:00:00,2.047,2.236,3.063,3.880
31/05/14,05:00:00,2.530,2.584,3.195,3.854
31/05/14,06:00:00,2.074,2.610,3.248,3.854
31/05/14,07:00:00,1.425,2.637,3.274,3.827
31/05/14,08:00:00,-0.676,2.182,3.089,3.801
31/05/14,09:00:00,-0.255,1.940,2.850,3.696
31/05/14,10:00:00,3.009,2.101,2.903,3.643
31/05/14,11:00:00,5.898,3.036,3.433,3.670
31/05/14,12:00:00,6.382,3.985,4.168,3.854
31/05/14,13:00:00,9.114,5.257,4.973,4.141
31/05/14,14:00:00,10.026,6.382,5.847,4.532
31/05/14,15:00:00,11.394,7.242,6.179,4.869
31/05/14,16:00:00,10.443,7.770,6.230,5.102
31/05/14,17:00:00,6.382,6.864,6.102,5.257
31/05/14,18:00:00,5.360,6.230,5.872,5.308
31/05/14,19:00:00,5.616,5.719,5.616,5.282
31/05/14,20:00:00,6.000,5.591,5.514,5.257
31/05/14,21:00:00,5.437,5.462,5.488,5.257
31/05/14,22:00:00,5.205,5.257,5.385,5.231
31/05/14,23:00:00,5.488,5.231,5.334,5.231
01/06/14,00:00:00,5.591,5.308,5.334,5.205
