"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)"
30/05/14,13:00:00,122.441,5.616,4.792,4.973
30/05/14,14:00:00,128.017,6.357,5.050,5.050
30/05/14,15:00:00,135.228,6.382,5.257,5.128
30/05/14,16:00:00,142.497,6.306,5.385,5.231
30/05/14,17:00:00,149.011,5.770,4.844,5.334
30/05/14,18:00:00,153.507,4.818,5.514,5.385
30/05/14,19:00:00,155.681,4.350,5.437,5.411
30/05/14,20:00:00,156.243,3.932,5.308,5.411
30/05/14,21:00:00,155.126,3.801,5.154,5.385
30/05/14,22:00:00,155.126,3.643,5.024,5.360
30/05/14,23:00:00,155.681,3.512,4.895,5.282
31/05/14,00:00:00,155.126,3.433,4.792,5.231
31/05/14,01:00:00,155.681,3.327,4.740,5.179
31/05/14,02:00:00,154.579,3.274,4.688,5.128
31/05/14,03:00:00,154.579,3.274,4.636,5.076
31/05/14,04:00:00,154.579,3.301,4.584,5.050
31/05/14,05:00:00,154.579,3.564,4.584,4.999
31/05/14,06:00:00,155.681,3.617,4.584,4.973
31/05/14,07:00:00,156.813,3.617,4.610,4.973
31/05/14,08:00:00,159.177,3.274,4.610,4.947
31/05/14,09:00:00,158.573,3.036,4.584,4.947
31/05/14,10:00:00,157.978,3.089,4.558,4.921
31/05/14,11:00:00,156.243,3.906,4.558,4.921
31/05/14,12:00:00,157.978,4.532,4.662,4.895
31/05/14,13:00:00,160.413,5.308,4.766,4.921
31/05/14,14:00:00,165.765,5.898,4.921,4.973
31/05/14,15:00:00,171.911,6.255,-8.099,5.024
31/05/14,16:00:00,181.105,6.281,2.557,5.128
31/05/14,17:00:00,195.520,5.924,2.797,5.205
31/05/14,18:00:00,199.983,5.642,-3.065,5.282
31/05/14,19:00:00,201.572,5.411,5.334,5.334
31/05/14,20:00:00,199.983,5.437,5.308,5.385
31/05/14,21:00:00,198.447,5.411,5.308,5.411
31/05/14,22:00:00,199.983,5.257,5.334,5.411
31/05/14,23:00:00,198.447,5.282,5.308,5.437
01/06/14,00:00:00,198.447,5.360,5.282,5.437
01/06/14,01:00:00,198.447,5.437,5.308,5.437
01/06/14,02:00:00,198.447,5.488,5.308,5.462
01/06/14,03:00:00,198.447,5.488,5.334,5.462
01/06/14,04:00:00,199.983,5.411,5.334,5.488
01/06/14,05:00:00,199.983,5.179,5.308,5.488
01/06/14,06:00:00,198.447,5.154,5.282,5.488
01/06/14,07:00:00,198.447,5.050,5.231,5.462
01/06/14,08:00:00,196.960,4.973,5.205,5.462
01/06/14,09:00:00,195.520,5.076,5.179,5.437
01/06/14,10:00:00,195.520,5.205,5.179,5.437
01/06/14,11:00:00,195.520,5.360,5.205,5.411
01/06/14,12:00:00,195.520,5.514,5.205,5.437
01/06/14,13:00:00,196.960,5.719,5.257,5.437
01/06/14,14:00:00,198.447,5.719,5.308,5.437
01/06/14,15:00:00,201.572,5.539,5.308,5.462
01/06/14,16:00:00,199.983,5.385,5.282,5.488
01/06/14,17:00:00,199.983,5.205,5.205,5.462
01/06/14,18:00:00,198.447,5.050,5.154,5.437
01/06/14,19:00:00,198.447,4.818,5.154,5.437
01/06/14,20:00:00,195.520,4.636,5.102,5.411
01/06/14,21:00:00,192.771,4.506,4.999,5.385
01/06/14,22:00:00,191.457,4.298,4.844,5.360
01/06/14,23:00:00,190.180,4.063,2.983,5.308
02/06/14,00:00:00,187.730,3.880,3.854,5.282
02/06/14,01:00:00,185.409,3.696,4.011,5.231
02/06/14,02:00:00,182.142,3.564,4.011,5.205
