"Plot Title: ITEX1U_15_CTL"
"#","Date","Time, GMT+11:00","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)","Temp, °C (LGR S/N: 2426028, SEN S/N: 2426028)"
1,19/10/13,15:00:00,150.454,10.761,4.973,3.985
2,19/10/13,16:00:00,176.262,10.296,5.282,4.220
3,19/10/13,17:00:00,206.695,9.287,5.462,4.454
4,19/10/13,18:00:00,229.329,8.295,5.539,4.636
5,19/10/13,19:00:00,250.367,7.116,5.565,4.792
6,19/10/13,20:00:00,259.781,6.102,5.488,4.895
7,19/10/13,21:00:00,242.368,5.539,5.308,4.947
8,19/10/13,22:00:00,226.533,5.205,5.154,4.921
9,19/10/13,23:00:00,218.982,4.999,4.999,4.869
10,20/10/13,00:00:00,214.528,4.844,4.895,4.844
11,20/10/13,01:00:00,214.528,4.688,4.818,4.792
12,20/10/13,02:00:00,212.446,4.584,4.740,4.740
13,20/10/13,03:00:00,212.446,4.480,4.688,4.714
14,20/10/13,04:00:00,210.450,4.376,4.610,4.662
15,20/10/13,05:00:00,210.450,4.298,4.584,4.636
16,20/10/13,06:00:00,210.450,4.194,4.506,4.610
17,20/10/13,07:00:00,208.536,4.168,4.480,4.584
18,20/10/13,08:00:00,208.536,4.246,4.428,4.532
19,20/10/13,09:00:00,210.450,4.376,4.402,4.506
20,20/10/13,10:00:00,203.218,5.949,4.454,4.506
21,20/10/13,11:00:00,203.218,8.145,4.636,4.506
22,20/10/13,12:00:00,208.536,9.854,4.921,4.584
23,20/10/13,13:00:00,212.446,11.200,5.282,4.688
24,20/10/13,14:00:00,216.704,12.171,5.668,4.844
25,20/10/13,15:00:00,242.368,12.050,6.051,5.050
26,20/10/13,16:00:00,259.781,11.540,6.382,5.257
27,20/10/13,17:00:00,277.847,10.565,6.611,5.462
28,20/10/13,18:00:00,285.420,9.583,6.737,5.642
29,20/10/13,19:00:00,331.683,8.668,6.763,5.770
30,20/10/13,20:00:00,316.524,8.045,6.687,5.872
31,20/10/13,21:00:00,277.847,7.594,6.560,5.898
32,20/10/13,22:00:00,254.869,7.116,6.458,5.898
33,20/10/13,23:00:00,238.785,6.763,6.306,5.898
34,21/10/13,00:00:00,229.329,6.509,6.204,5.872
35,21/10/13,01:00:00,221.373,6.408,6.128,5.821
36,21/10/13,02:00:00,221.373,6.433,6.051,5.796
37,21/10/13,03:00:00,223.886,6.306,6.026,5.770
38,21/10/13,04:00:00,223.886,6.255,5.975,5.745
39,21/10/13,05:00:00,226.533,6.077,5.924,5.719
40,21/10/13,06:00:00,226.533,6.051,5.898,5.693
41,21/10/13,07:00:00,223.886,6.204,5.872,5.668
42,21/10/13,08:00:00,218.982,6.636,5.872,5.642
43,21/10/13,09:00:00,216.704,7.444,5.975,5.668
44,21/10/13,10:00:00,216.704,8.891,6.128,5.693
45,21/10/13,11:00:00,221.373,10.736,6.382,5.745
46,21/10/13,12:00:00,232.289,11.175,6.661,5.847
47,21/10/13,13:00:00,246.216,11.175,6.914,6.000
48,21/10/13,14:00:00,250.367,11.248,7.066,6.128
49,21/10/13,15:00:00,246.216,12.025,7.217,6.230
50,21/10/13,16:00:00,271.157,11.321,7.368,6.357
51,21/10/13,17:00:00,277.847,10.834,7.444,6.484
52,21/10/13,18:00:00,271.157,10.345,7.494,6.585
