"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)","Temp, °C (LGR S/N: 9832561, SEN S/N: -1)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)"
30/11/16,22:44:52,4.506,100.000,1.6701,0.3170,56.421,4.5
30/11/16,23:44:53,4.584,100.000,1.6686,0.3148,56.303,4.6
01/12/16,00:44:54,4.402,100.000,1.6679,0.3053,56.381,4.4
01/12/16,01:44:55,4.115,100.000,1.6701,0.2966,56.540,4.1
01/12/16,02:44:56,4.063,100.000,1.6708,0.2894,56.778,4.1
01/12/16,03:44:57,3.380,100.000,1.6730,0.2843,56.938,3.4
01/12/16,04:44:58,3.221,100.000,1.6810,0.2785,57.138,3.2
01/12/16,05:44:59,3.063,100.000,1.6817,0.2756,57.299,3.1
01/12/16,06:45:00,2.503,100.000,1.6853,0.2719,57.420,2.5
01/12/16,07:45:01,1.859,100.000,1.6970,0.2690,57.501,1.9
01/12/16,08:45:02,1.235,100.000,1.7071,0.2668,57.623,1.2
01/12/16,09:45:03,2.396,100.000,1.7064,0.2647,57.704,2.4
01/12/16,10:45:04,6.535,100.000,1.6970,0.2632,57.786,6.5
01/12/16,11:45:05,9.509,96.400,1.6657,0.2625,57.827,9.0
01/12/16,12:45:06,12.074,86.000,1.6352,0.2618,57.908,9.8
01/12/16,13:45:07,12.171,73.700,1.6120,0.2596,57.949,7.6
01/12/16,14:45:08,11.662,71.500,1.5815,0.2581,57.990,6.7
01/12/16,15:45:09,10.075,69.900,1.5771,0.2574,58.031,4.8
01/12/16,16:45:10,7.594,72.200,1.5895,0.2545,58.113,2.9
01/12/16,17:45:11,4.662,74.900,1.6236,0.2530,58.154,0.6
01/12/16,18:45:12,1.425,79.800,1.6723,0.2509,58.196,-1.7
01/12/16,19:45:13,0.522,85.300,1.7137,0.2487,58.237,-1.7
01/12/16,20:45:14,-0.088,88.100,1.7297,0.2480,58.319,-1.8
01/12/16,21:45:15,-0.591,88.500,1.7391,0.2465,58.361,-2.3
01/12/16,22:45:16,-0.930,88.800,1.7485,0.2451,58.402,-2.5
01/12/16,23:45:17,-1.100,89.700,1.7558,0.2443,58.443,-2.6
02/12/16,00:45:18,-0.704,91.900,1.7587,0.2436,58.485,-1.9
02/12/16,01:45:19,-1.043,91.100,1.7609,0.2429,58.526,-2.3
02/12/16,02:45:20,-0.986,91.900,1.7638,0.2422,58.526,-2.1
02/12/16,03:45:21,-0.958,92.400,1.7652,0.2414,58.568,-2.0
02/12/16,04:45:22,-1.157,92.300,1.7667,0.2400,58.609,-2.3
02/12/16,05:45:23,-1.157,92.400,1.7696,0.2400,58.609,-2.2
02/12/16,06:45:24,-1.185,92.600,1.7689,0.2385,58.651,-2.2
02/12/16,07:45:25,-1.699,91.300,1.7740,0.2378,58.693,-2.9
02/12/16,08:45:26,-1.900,90.500,1.7790,0.2363,58.693,-3.3
02/12/16,09:45:27,-0.116,95.000,1.7507,0.2356,58.693,-0.8
02/12/16,10:45:28,5.847,97.400,1.6824,0.2349,58.734,5.5
02/12/16,11:45:29,10.026,70.800,1.6774,0.2371,58.734,5.0
02/12/16,12:45:30,11.297,59.000,1.6577,0.2400,58.734,3.6
02/12/16,13:45:31,12.050,59.300,1.6207,0.2407,58.734,4.4
02/12/16,14:45:32,12.678,55.900,1.5793,0.2407,58.776,4.1
02/12/16,15:45:33,11.346,57.800,1.5706,0.2400,58.734,3.3
02/12/16,16:45:34,8.767,66.700,1.5866,0.2400,58.776,2.9
02/12/16,17:45:35,6.102,82.700,1.6229,0.2385,58.734,3.4
02/12/16,18:45:36,3.063,83.700,1.6679,0.2378,58.776,0.6
02/12/16,19:45:37,2.101,86.200,1.6970,0.2363,58.818,0.0
02/12/16,20:45:38,1.697,88.300,1.7071,0.2363,58.818,-0.0
02/12/16,21:45:39,2.370,84.400,1.7057,0.2356,58.818,0.0
02/12/16,22:45:40,2.930,75.500,1.6919,0.2349,58.860,-1.0
02/12/16,23:45:41,3.116,67.900,1.6897,0.2349,58.860,-2.2
03/12/16,00:45:42,3.327,65.400,1.6984,0.2334,58.860,-2.5
03/12/16,01:45:43,2.557,59.700,1.6991,0.2334,58.902,-4.5
03/12/16,02:45:44,3.670,59.000,1.7064,0.2334,58.902,-3.6
03/12/16,03:45:45,1.832,59.200,1.7129,0.2327,58.902,-5.3
03/12/16,04:45:46,0.522,69.500,1.7311,0.2320,58.943,-4.4
03/12/16,05:45:47,-0.535,70.000,1.7442,0.2313,58.943,-5.3
03/12/16,06:45:48,1.534,65.700,1.7420,0.2313,58.943,-4.2
03/12/16,07:45:49,2.584,66.300,1.7304,0.2305,58.943,-3.1
03/12/16,08:45:50,3.168,71.900,1.7282,0.2298,58.985,-1.4
03/12/16,09:45:51,5.462,81.400,1.6984,0.2305,58.985,2.5
03/12/16,10:45:52,8.444,82.500,1.6527,0.2305,58.985,5.6
03/12/16,11:45:53,10.320,69.200,1.6367,0.2305,58.985,4.9
03/12/16,12:45:54,11.127,70.000,1.6236,0.2305,58.985,5.9
03/12/16,13:45:55,10.198,72.400,1.6098,0.2298,58.985,5.5
03/12/16,14:45:56,10.590,75.900,1.5953,0.2298,58.985,6.5
03/12/16,15:45:57,10.124,76.000,1.5858,0.2298,58.985,6.1
03/12/16,16:45:58,8.145,77.700,1.5909,0.2291,59.027,4.5
03/12/16,17:45:59,7.066,82.000,1.6055,0.2284,59.027,4.2
03/12/16,18:46:00,5.334,87.500,1.6323,0.2276,59.027,3.4
03/12/16,19:46:01,4.636,93.400,1.6505,0.2269,59.027,3.7
03/12/16,20:46:02,5.334,97.300,1.6563,0.2262,59.069,4.9
03/12/16,21:46:03,5.154,97.700,1.6519,0.2262,59.069,4.8
03/12/16,22:46:04,5.565,99.000,1.6519,0.2254,59.069,5.4
03/12/16,23:46:05,6.357,100.000,1.6476,0.2254,59.069,6.4
04/12/16,00:46:06,7.192,100.000,1.6352,0.2254,59.069,7.2
04/12/16,01:46:07,7.318,100.000,1.6272,0.2254,59.069,7.3
04/12/16,02:46:08,7.066,100.000,1.6251,0.2254,59.111,7.1
04/12/16,03:46:09,6.813,100.000,1.6258,0.2262,59.111,6.8
04/12/16,04:46:10,6.509,100.000,1.6272,0.2799,58.985,6.5
04/12/16,05:46:11,6.382,100.000,1.6280,0.3547,55.251,6.4
04/12/16,06:46:12,6.331,100.000,1.6258,0.3845,54.868,6.3
04/12/16,07:46:13,3.643,100.000,1.6338,0.3722,55.059,3.6
04/12/16,08:46:14,2.101,100.000,1.6577,0.3097,55.793,2.1
04/12/16,09:46:15,2.370,100.000,1.6730,0.2952,56.303,2.4
04/12/16,10:46:16,2.770,100.000,1.6730,0.2872,56.619,2.8
04/12/16,11:46:17,3.433,99.800,1.6745,0.2814,56.858,3.4
04/12/16,12:46:18,4.220,99.200,1.6708,0.2770,57.058,4.1
04/12/16,13:46:19,3.116,99.200,1.6665,0.2741,57.178,3.0
04/12/16,14:46:20,4.792,96.900,1.6650,0.2719,57.299,4.3
04/12/16,15:46:21,3.749,92.400,1.6614,0.2690,57.380,2.6
04/12/16,16:46:22,1.425,90.600,1.6665,0.2661,57.501,0.1
04/12/16,17:46:23,0.742,95.100,1.6919,0.2632,57.582,0.0
04/12/16,18:46:24,0.467,95.600,1.7057,0.2618,57.623,-0.2
04/12/16,19:46:25,0.439,97.600,1.7115,0.2603,57.704,0.1
04/12/16,20:46:26,0.605,99.200,1.7188,0.2589,57.786,0.5
04/12/16,21:46:27,0.412,99.900,1.7253,0.2581,57.827,0.4
04/12/16,22:46:28,0.522,100.000,1.7304,0.2589,57.867,0.5
04/12/16,23:46:29,0.660,100.000,1.7311,0.2581,57.867,0.7
05/12/16,00:46:30,0.770,100.000,1.7326,0.2581,57.908,0.8
05/12/16,01:46:31,0.880,100.000,1.7326,0.2581,57.908,0.9
05/12/16,02:46:32,0.852,100.000,1.7318,0.2581,57.949,0.8
05/12/16,03:46:33,0.852,100.000,1.7326,0.2581,57.949,0.8
05/12/16,04:46:34,0.190,99.900,1.7376,0.2574,57.990,0.2
05/12/16,05:46:35,-0.339,98.700,1.7471,0.2560,58.031,-0.5
05/12/16,06:46:36,-0.760,98.000,1.7522,0.2545,58.031,-1.0
05/12/16,07:46:37,-0.986,97.900,1.7565,0.2538,58.072,-1.3
05/12/16,08:46:38,-0.760,98.500,1.7587,0.2523,58.113,-1.0
05/12/16,09:46:39,-0.171,99.500,1.7558,0.2516,58.113,-0.2
05/12/16,10:46:40,1.507,100.000,1.7543,0.2509,58.196,1.5
05/12/16,11:46:41,4.480,99.900,1.7435,0.2530,58.154,4.5
05/12/16,12:46:42,5.770,96.600,1.7188,0.2639,58.113,5.3
05/12/16,13:46:43,6.281,93.100,1.7013,0.2690,58.072,5.3
05/12/16,14:46:44,5.924,89.600,1.6832,0.2683,57.990,4.4
05/12/16,15:46:45,5.308,87.300,1.6701,0.2668,57.990,3.4
05/12/16,16:46:46,3.485,88.800,1.6774,0.2647,57.990,1.8
05/12/16,17:46:47,1.832,92.700,1.6977,0.2618,58.031,0.8
05/12/16,18:46:48,0.412,95.400,1.7209,0.2603,58.072,-0.2
05/12/16,19:46:49,0.051,96.800,1.7347,0.2581,58.072,-0.4
05/12/16,20:46:50,-0.171,96.800,1.7413,0.2574,58.113,-0.6
05/12/16,21:46:51,-0.591,95.900,1.7478,0.2560,58.113,-1.2
05/12/16,22:46:52,-1.015,95.800,1.7536,0.2545,58.154,-1.6
05/12/16,23:46:53,-1.727,92.600,1.7631,0.2538,58.196,-2.8
06/12/16,00:46:54,-2.218,91.400,1.7747,0.2523,58.237,-3.4
06/12/16,01:46:55,-2.888,89.900,1.7834,0.2501,58.237,-4.3
06/12/16,02:46:56,-3.094,88.300,1.7885,0.2480,58.278,-4.8
06/12/16,03:46:57,-3.242,88.200,1.7943,0.2458,58.361,-4.9
06/12/16,04:46:58,-3.360,87.500,1.7994,0.2436,58.402,-5.1
06/12/16,05:46:59,-2.276,90.500,1.8001,0.2422,58.443,-3.6
06/12/16,06:47:00,-2.596,88.800,1.7994,0.2407,58.443,-4.2
06/12/16,07:47:01,-2.073,85.800,1.8001,0.2400,58.485,-4.1
06/12/16,08:47:02,-1.900,85.600,1.7987,0.2385,58.526,-4.0
06/12/16,09:47:03,-0.591,90.900,1.7907,0.2378,58.568,-1.9
06/12/16,10:47:04,1.425,97.600,1.7790,0.2363,58.568,1.1
06/12/16,11:47:05,2.423,95.800,1.7754,0.2385,58.568,1.8
06/12/16,12:47:06,2.877,95.600,1.7594,0.2436,58.609,2.2
06/12/16,13:47:07,2.797,93.400,1.7347,0.2465,58.609,1.8
06/12/16,14:47:08,1.967,97.600,1.7384,0.2465,58.568,1.6
06/12/16,15:47:09,1.724,100.000,1.7376,0.2465,58.568,1.7
06/12/16,16:47:10,1.534,100.000,1.7376,0.2465,58.568,1.5
06/12/16,17:47:11,1.425,100.000,1.7376,0.2458,58.609,1.4
06/12/16,18:47:12,1.099,100.000,1.7405,0.2458,58.568,1.1
06/12/16,19:47:13,0.412,100.000,1.7507,0.2465,58.568,0.4
06/12/16,20:47:14,0.301,100.000,1.7580,0.2509,58.568,0.3
06/12/16,21:47:15,0.356,100.000,1.7594,0.2545,58.526,0.4
06/12/16,22:47:16,0.356,100.000,1.7609,0.2567,58.485,0.4
06/12/16,23:47:17,0.412,100.000,1.7616,0.2603,58.443,0.4
07/12/16,00:47:18,0.522,100.000,1.7594,0.3257,58.196,0.5
07/12/16,01:47:19,0.852,100.000,1.7580,0.3467,55.715,0.8
07/12/16,02:47:20,0.934,100.000,1.7565,0.3467,55.367,0.9
07/12/16,03:47:21,1.180,100.000,1.7551,0.3431,55.367,1.2
07/12/16,04:47:22,0.632,100.000,1.7536,0.3431,55.367,0.6
07/12/16,05:47:23,0.550,100.000,1.7573,0.3308,55.406,0.5
07/12/16,06:47:24,0.962,100.000,1.7551,0.3271,55.521,1.0
07/12/16,07:47:25,0.412,100.000,1.7551,0.3242,55.521,0.4
07/12/16,08:47:26,0.329,100.000,1.7609,0.3090,55.793,0.3
07/12/16,09:47:27,0.356,100.000,1.7623,0.3184,55.832,0.4
07/12/16,10:47:28,0.356,100.000,1.7594,0.3090,55.910,0.4
07/12/16,11:47:29,0.522,100.000,1.7565,0.3075,56.067,0.5
07/12/16,12:47:30,0.825,100.000,1.7514,0.3489,55.328,0.8
07/12/16,13:47:31,0.797,100.000,1.7522,0.3547,55.059,0.8
07/12/16,14:47:32,1.778,100.000,1.7485,0.3576,54.906,1.8
07/12/16,15:47:33,2.396,100.000,1.7376,0.3591,54.868,2.4
07/12/16,16:47:34,2.021,100.000,1.7326,0.3424,55.098,2.0
07/12/16,17:47:35,0.522,100.000,1.7442,0.3213,55.483,0.5
07/12/16,18:47:36,0.577,100.000,1.7522,0.3097,55.832,0.6
07/12/16,19:47:37,0.660,100.000,1.7529,0.3046,56.028,0.7
07/12/16,20:47:38,0.550,100.000,1.7536,0.3003,56.224,0.5
07/12/16,21:47:39,0.605,100.000,1.7529,0.2966,56.381,0.6
07/12/16,22:47:40,0.467,100.000,1.7514,0.2930,56.500,0.5
07/12/16,23:47:41,0.301,100.000,1.7529,0.2894,56.659,0.3
08/12/16,00:47:42,0.301,100.000,1.7565,0.2857,56.818,0.3
08/12/16,01:47:43,0.273,100.000,1.7580,0.2821,56.938,0.3
08/12/16,02:47:44,0.079,100.000,1.7587,0.2792,57.018,0.1
08/12/16,03:47:45,-0.367,99.900,1.7609,0.2763,57.138,-0.4
08/12/16,04:47:46,-0.451,99.900,1.7652,0.2741,57.259,-0.5
08/12/16,05:47:47,-0.817,99.100,1.7703,0.2727,57.339,-0.9
08/12/16,06:47:48,-0.902,98.700,1.7740,0.2698,57.420,-1.1
08/12/16,07:47:49,-1.185,98.700,1.7776,0.2683,57.501,-1.4
08/12/16,08:47:50,-1.071,99.600,1.7790,0.2661,57.542,-1.1
08/12/16,09:47:51,-0.789,99.800,1.7776,0.2639,57.623,-0.8
08/12/16,10:47:52,0.051,100.000,1.7732,0.2632,57.623,0.0
08/12/16,11:47:53,0.577,100.000,1.7718,0.2625,57.664,0.6
08/12/16,12:47:54,1.317,100.000,1.7689,0.2647,57.704,1.3
08/12/16,13:47:55,2.584,100.000,1.7573,0.2872,57.623,2.6
08/12/16,14:47:56,3.168,100.000,1.7405,0.3228,56.978,3.2
08/12/16,15:47:57,2.236,99.800,1.7311,0.3206,56.460,2.2
08/12/16,16:47:58,1.453,99.900,1.7311,0.3082,56.500,1.4
08/12/16,17:47:59,0.467,100.000,1.7384,0.2981,56.659,0.5
08/12/16,18:48:00,-0.143,99.600,1.7514,0.2915,56.818,-0.2
08/12/16,19:48:01,-0.620,97.900,1.7638,0.2857,56.938,-0.9
08/12/16,20:48:02,-1.727,96.500,1.7761,0.2806,57.138,-2.2
08/12/16,21:48:03,-2.305,94.600,1.7899,0.2763,57.259,-3.1
08/12/16,22:48:04,-2.771,92.600,1.7965,0.2719,57.420,-3.8
08/12/16,23:48:05,-2.566,93.900,1.7972,0.2727,57.259,-3.4
09/12/16,00:48:06,-3.657,88.800,1.8052,0.2872,56.421,-5.2
09/12/16,01:48:07,-3.687,88.400,1.8095,0.2959,55.832,-5.3
09/12/16,02:48:08,-3.747,87.800,1.8132,0.2763,54.830,-5.5
