"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832567, SEN S/N: 9818210, LBL: Ambient)","RH, % (LGR S/N: 9832567, SEN S/N: 9818210)","Temp, °C (LGR S/N: 9832567, SEN S/N: 9824742, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832567, SEN S/N: 9833751, LBL: 5cmBG)","DewPt, °C (LGR S/N: 9832567, SEN S/N: 9818210)"
04/03/17,14:22:20,17.201,84.000,15.581,0.0460,14.5
04/03/17,15:22:21,16.677,87.200,15.461,0.0519,14.6
04/03/17,16:22:22,15.342,88.900,15.223,0.0700,13.5
04/03/17,17:22:23,14.194,89.000,14.529,0.0686,12.4
04/03/17,18:22:24,14.290,89.700,14.002,0.0686,12.6
04/03/17,19:22:25,13.137,90.000,13.594,0.0678,11.5
04/03/17,20:22:26,12.171,90.400,12.751,0.0678,10.7
04/03/17,21:22:27,11.467,90.800,12.171,0.0678,10.0
04/03/17,22:22:28,11.029,91.000,11.880,0.0671,9.6
04/03/17,23:22:29,8.519,90.500,10.761,0.0664,7.1
05/03/17,00:22:30,9.064,90.900,10.663,0.0664,7.7
05/03/17,01:22:31,8.693,91.100,10.443,0.0657,7.3
05/03/17,02:22:32,8.519,91.300,10.222,0.0657,7.2
05/03/17,03:22:33,8.494,91.500,10.173,0.0657,7.2
05/03/17,04:22:34,8.394,91.600,10.001,0.0657,7.1
05/03/17,05:22:35,9.040,92.300,10.271,0.0657,7.9
05/03/17,06:22:36,6.661,91.100,9.089,0.0649,5.3
05/03/17,07:22:37,5.102,91.100,8.319,0.0649,3.8
05/03/17,08:22:38,7.995,91.400,7.870,0.0657,6.7
05/03/17,09:22:39,11.734,93.800,10.883,0.0664,10.8
05/03/17,10:22:40,13.810,93.600,12.630,0.0649,12.8
05/03/17,11:22:41,17.558,90.100,13.786,0.0635,15.9
05/03/17,12:22:42,-888.880,83.200,14.505,0.0620,-888.9
05/03/17,13:22:43,66.169,75.000,16.582,0.0577,59.9
05/03/17,14:22:44,20.674,75.600,16.987,0.0526,16.2
05/03/17,15:22:45,66.069,73.100,17.629,0.0490,59.3
05/03/17,16:22:46,-888.880,78.800,17.082,0.0439,-888.9
05/03/17,17:22:47,66.119,83.200,15.581,0.0402,62.1
05/03/17,18:22:48,66.169,89.900,13.112,0.0424,63.9
05/03/17,19:22:49,66.219,90.100,12.025,0.0417,64.0
05/03/17,20:22:50,-888.880,90.500,10.565,0.0402,-888.9
05/03/17,21:22:51,-888.880,90.600,10.124,0.0395,-888.9
05/03/17,22:22:52,-888.880,90.800,9.460,0.0388,-888.9
