"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832570, SEN S/N: 9818211, LBL: Ambient)","RH, % (LGR S/N: 9832570, SEN S/N: 9818211)","Water Content, m³/m³ (LGR S/N: 9832570, SEN S/N: 9827491, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832570, SEN S/N: 9833764, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832570, SEN S/N: 9818211)"
16/01/15,16:11:08,16.439,68.900,0.2705,0.2189,10.7
16/01/15,17:11:09,15.175,68.500,0.2705,0.2196,9.4
16/01/15,18:11:10,13.906,72.800,0.2698,0.2196,9.1
16/01/15,19:11:11,13.425,74.700,0.2690,0.2189,9.0
16/01/15,20:11:12,11.467,77.700,0.2690,0.2182,7.7
16/01/15,21:11:13,9.756,82.900,0.2690,0.2182,7.0
16/01/15,22:11:14,9.410,83.000,0.2683,0.2182,6.7
16/01/15,23:11:15,8.990,85.800,0.2690,0.2167,6.7
17/01/15,00:11:16,8.817,86.200,0.2683,0.2175,6.6
17/01/15,01:11:17,8.593,86.300,0.2683,0.2175,6.4
17/01/15,02:11:18,8.195,86.900,0.2683,0.2175,6.2
17/01/15,03:11:19,7.695,87.600,0.2683,0.2167,5.8
17/01/15,04:11:20,7.242,88.600,0.2683,0.2167,5.5
17/01/15,05:11:21,6.864,91.800,0.2683,0.2167,5.6
17/01/15,06:11:22,6.560,94.400,0.2676,0.2167,5.7
17/01/15,07:11:23,7.167,96.000,0.2676,0.2167,6.6
17/01/15,08:11:24,8.045,94.900,0.2683,0.2167,7.3
17/01/15,09:11:25,9.608,91.800,0.2676,0.2160,8.4
17/01/15,10:11:26,11.662,86.100,0.2676,0.2146,9.4
17/01/15,11:11:27,12.823,82.300,0.2668,0.2146,9.9
17/01/15,12:11:28,14.960,80.100,0.2668,0.2138,11.6
17/01/15,13:11:29,15.986,75.100,0.2647,0.2131,11.6
17/01/15,14:11:30,17.344,74.000,0.2647,0.2116,12.7
17/01/15,15:11:31,17.653,70.400,0.2639,0.2116,12.2
