"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818216, LBL: Ambient)","RH, % (SEN S/N: 9818216)","DewPt, ¡C (SEN S/N: 9818216)","Temp, ¡C (SEN S/N: 9824739, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9827501, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833759, LBL: 10cmBG)"
25-04-2011,18:06:25,10.001,78.800,6.5,13.642,0.2371,0.1702
25-04-2011,19:06:26,5.385,90.800,4.0,12.485,0.2371,0.1681
25-04-2011,20:06:27,4.921,95.300,4.2,10.638,0.2371,0.1681
25-04-2011,21:06:28,4.921,96.800,4.5,9.509,0.2363,0.1673
25-04-2011,22:06:29,4.714,97.300,4.3,8.866,0.2363,0.1673
25-04-2011,23:06:30,4.324,97.800,4.0,8.319,0.2363,0.1673
26-04-2011,00:06:31,2.209,98.200,2.0,7.720,0.2363,0.1659
26-04-2011,01:06:32,-2.712,97.800,-3.0,6.712,0.2363,0.1652
26-04-2011,02:06:33,-3.717,97.800,-4.0,5.745,0.2356,0.1637
26-04-2011,03:06:34,-3.479,98.800,-3.7,4.947,0.2356,0.1630
26-04-2011,04:06:35,-3.183,99.100,-3.3,4.350,0.2356,0.1630
26-04-2011,05:06:36,-3.568,98.900,-3.7,3.906,0.2349,0.1630
26-04-2011,06:06:37,-3.896,98.600,-4.1,3.538,0.2349,0.1623
26-04-2011,07:06:38,-4.560,98.800,-4.7,3.221,0.2349,0.1615
26-04-2011,08:06:39,-5.480,98.000,-5.8,2.956,0.2342,0.1615
26-04-2011,09:06:40,-1.641,98.800,-1.8,2.690,0.2349,0.1623
26-04-2011,10:06:41,11.613,93.200,10.6,2.503,0.2349,0.1630
26-04-2011,11:06:42,16.939,69.500,11.3,3.459,0.2342,0.1630
26-04-2011,12:06:43,17.938,56.900,9.3,6.788,0.2349,0.1637
26-04-2011,13:06:44,18.794,49.400,8.0,10.124,0.2342,0.1659
26-04-2011,14:06:45,18.675,47.800,7.4,12.944,0.2349,0.1673
26-04-2011,15:06:46,18.295,56.800,9.6,14.888,0.2349,0.1673
26-04-2011,16:06:47,15.986,59.200,8.0,15.843,0.2349,0.1673
26-04-2011,17:06:48,13.834,63.100,6.9,15.819,0.2349,0.1659
26-04-2011,18:06:49,10.907,71.800,6.0,14.888,0.2356,0.1637
26-04-2011,19:06:50,7.167,89.000,5.5,13.233,0.2349,0.1623
26-04-2011,20:06:51,6.408,93.800,5.5,11.613,0.2349,0.1615
26-04-2011,21:06:52,4.921,95.600,4.3,10.369,0.2342,0.1608
26-04-2011,22:06:53,4.272,97.100,3.9,9.238,0.2342,0.1608
26-04-2011,23:06:54,3.036,97.700,2.7,8.369,0.2342,0.1601
27-04-2011,00:06:55,2.877,98.200,2.6,7.469,0.2342,0.1594
27-04-2011,01:06:56,1.615,97.900,1.3,6.763,0.2334,0.1594
27-04-2011,02:06:57,0.024,94.900,-0.7,6.128,0.2334,0.1586
27-04-2011,03:06:58,-2.421,86.600,-4.4,5.488,0.2334,0.1579
27-04-2011,04:06:59,-3.836,90.000,-5.2,4.844,0.2334,0.1572
27-04-2011,05:07:00,-4.408,90.300,-5.8,4.220,0.2334,0.1572
27-04-2011,06:07:01,-3.330,82.100,-5.9,3.722,0.2327,0.1564
27-04-2011,07:07:02,0.218,70.800,-4.5,3.354,0.2327,0.1564
27-04-2011,08:07:03,1.317,65.100,-4.5,3.116,0.2327,0.1564
27-04-2011,09:07:04,5.154,57.800,-2.5,2.983,0.2320,0.1564
27-04-2011,10:07:05,13.305,37.600,-0.8,3.063,0.2327,0.1564
27-04-2011,11:07:06,15.294,30.000,-2.2,4.532,0.2327,0.1564
27-04-2011,12:07:07,17.296,28.900,-0.9,7.167,0.2320,0.1572
27-04-2011,13:07:08,16.082,34.500,0.4,9.854,0.2320,0.1586
27-04-2011,14:07:09,15.366,48.400,4.5,12.195,0.2334,0.1608
27-04-2011,15:07:10,14.888,57.300,6.5,13.954,0.2334,0.1608
27-04-2011,16:07:11,13.978,62.900,7.0,14.912,0.2342,0.1608
27-04-2011,17:07:12,12.509,68.100,6.8,15.008,0.2342,0.1601
27-04-2011,18:07:13,9.460,79.600,6.1,14.098,0.2349,0.1586
27-04-2011,19:07:14,6.990,90.600,5.6,12.437,0.2349,0.1579
27-04-2011,20:07:15,6.255,94.000,5.4,11.127,0.2349,0.1572
27-04-2011,21:07:16,5.719,95.500,5.1,10.173,0.2349,0.1564
27-04-2011,22:07:17,5.411,96.300,4.9,9.485,0.2349,0.1564
27-04-2011,23:07:18,4.973,96.900,4.5,8.941,0.2349,0.1564
28-04-2011,00:07:19,4.947,97.500,4.6,8.469,0.2349,0.1557
28-04-2011,01:07:20,4.818,97.900,4.5,8.095,0.2342,0.1557
28-04-2011,02:07:21,4.714,98.200,4.5,7.820,0.2342,0.1557
28-04-2011,03:07:22,4.350,98.400,4.1,7.594,0.2342,0.1557
28-04-2011,04:07:23,3.827,98.400,3.6,7.393,0.2342,0.1557
28-04-2011,05:07:24,-0.535,98.200,-0.8,6.990,0.2342,0.1550
28-04-2011,06:07:25,1.588,99.500,1.5,6.102,0.2342,0.1543
28-04-2011,07:07:26,0.495,99.100,0.4,5.462,0.2334,0.1535
28-04-2011,08:07:27,0.439,99.300,0.3,4.973,0.2334,0.1535
28-04-2011,09:07:28,2.450,99.600,2.4,4.662,0.2327,0.1535
28-04-2011,10:07:29,11.710,91.900,10.5,4.662,0.2334,0.1535
28-04-2011,11:07:30,14.433,67.600,8.5,6.230,0.2334,0.1543
28-04-2011,12:07:31,17.011,52.500,7.2,8.668,0.2327,0.1550
28-04-2011,13:07:32,17.843,45.300,5.9,11.273,0.2327,0.1550
28-04-2011,14:07:33,17.891,51.500,7.8,13.810,0.2327,0.1572
28-04-2011,15:07:34,16.844,61.900,9.5,15.175,0.2320,0.1564
28-04-2011,16:07:35,15.891,58.900,7.9,15.676,0.2327,0.1564
28-04-2011,17:07:36,13.016,61.400,5.8,16.058,0.2334,0.1550
28-04-2011,18:07:37,6.712,71.100,1.9,15.103,0.2334,0.1535
28-04-2011,19:07:38,2.983,87.700,1.1,12.871,0.2342,0.1514
28-04-2011,20:07:39,2.503,95.400,1.8,10.761,0.2334,0.1506
28-04-2011,21:07:40,5.693,97.200,5.3,9.608,0.2334,0.1499
28-04-2011,22:07:41,-0.116,95.900,-0.7,9.040,0.2327,0.1499
28-04-2011,23:07:42,-2.247,97.000,-2.7,8.020,0.2334,0.1492
29-04-2011,00:07:43,-3.508,98.400,-3.7,7.015,0.2327,0.1485
29-04-2011,01:07:44,-3.807,99.200,-3.9,6.128,0.2327,0.1477
29-04-2011,02:07:45,-3.538,99.800,-3.6,5.385,0.2327,0.1477
29-04-2011,03:07:46,-1.842,99.500,-1.9,4.818,0.2320,0.1470
29-04-2011,04:07:47,-5.172,99.400,-5.3,4.376,0.2320,0.1470
29-04-2011,05:07:48,-5.418,98.900,-5.6,3.827,0.2320,0.1470
29-04-2011,06:07:49,-6.168,97.400,-6.5,3.354,0.2320,0.1470
29-04-2011,07:07:50,-6.294,97.300,-6.7,2.983,0.2320,0.1463
29-04-2011,08:07:51,-4.834,97.900,-5.1,2.690,0.2320,0.1463
29-04-2011,09:07:52,3.036,98.500,2.8,2.477,0.2305,0.1448
29-04-2011,10:07:53,12.147,91.400,10.8,2.530,0.2305,0.1448
29-04-2011,11:07:54,14.409,71.300,9.3,4.272,0.2313,0.1456
29-04-2011,12:07:55,18.033,57.000,9.4,7.268,0.2313,0.1470
29-04-2011,13:07:56,20.055,51.800,9.9,10.345,0.2305,0.1485
29-04-2011,14:07:57,20.388,50.200,9.7,13.137,0.2313,0.1506
29-04-2011,15:07:58,21.628,52.100,11.4,15.151,0.2313,0.1514
29-04-2011,16:07:59,18.343,56.400,9.5,16.463,0.2313,0.1514
29-04-2011,17:08:00,11.565,71.800,6.7,16.392,0.2320,0.1499
29-04-2011,18:08:01,6.661,86.100,4.5,14.505,0.2327,0.1485
29-04-2011,19:08:02,6.535,94.100,5.7,12.437,0.2327,0.1470
29-04-2011,20:08:03,6.204,95.200,5.5,11.078,0.2320,0.1470
29-04-2011,21:08:04,5.360,96.200,4.8,10.271,0.2320,0.1463
29-04-2011,22:08:05,-1.071,96.000,-1.6,9.558,0.2327,0.1463
29-04-2011,23:08:06,0.797,97.800,0.5,8.319,0.2320,0.1456
30-04-2011,00:08:07,-0.873,97.600,-1.2,7.318,0.2320,0.1448
30-04-2011,01:08:08,-1.242,98.000,-1.5,6.509,0.2320,0.1448
30-04-2011,02:08:09,-0.704,99.000,-0.8,5.821,0.2313,0.1441
30-04-2011,03:08:10,-3.896,98.600,-4.1,5.334,0.2313,0.1441
30-04-2011,04:08:11,-2.596,99.500,-2.7,4.662,0.2313,0.1434
30-04-2011,05:08:12,-5.172,99.600,-5.2,4.168,0.2313,0.1441
30-04-2011,06:08:13,-6.642,98.000,-6.9,3.617,0.2313,0.1441
30-04-2011,07:08:14,-6.610,98.200,-6.9,3.168,0.2313,0.1434
30-04-2011,08:08:15,-6.168,97.700,-6.5,2.823,0.2313,0.1434
30-04-2011,09:08:16,0.135,98.200,-0.1,2.557,0.2305,0.1412
30-04-2011,10:08:17,8.295,96.900,7.8,2.744,0.2305,0.1419
30-04-2011,11:08:18,14.337,81.800,11.3,4.298,0.2298,0.1426
30-04-2011,12:08:19,14.529,56.200,5.9,6.914,0.2298,0.1434
30-04-2011,13:08:20,13.858,60.000,6.2,9.040,0.2298,0.1441
30-04-2011,14:08:21,13.930,61.600,6.7,10.834,0.2298,0.1456
30-04-2011,15:08:22,14.697,61.800,7.5,12.292,0.2298,0.1456
30-04-2011,16:08:23,14.433,63.800,7.7,13.377,0.2298,0.1456
30-04-2011,17:08:24,10.198,68.100,4.6,13.642,0.2305,0.1456
30-04-2011,18:08:25,3.775,77.400,0.2,12.509,0.2313,0.1441
30-04-2011,19:08:26,-2.247,90.800,-3.6,10.492,0.2313,0.1426
30-04-2011,20:08:27,-3.212,95.500,-3.8,8.593,0.2313,0.1419
30-04-2011,21:08:28,-2.771,96.800,-3.2,7.217,0.2305,0.1419
30-04-2011,22:08:29,2.557,97.700,2.2,6.331,0.2298,0.1412
30-04-2011,23:08:30,2.930,96.500,2.4,5.949,0.2298,0.1405
01-05-2011,00:08:31,3.327,96.600,2.8,5.745,0.2298,0.1405
01-05-2011,01:08:32,5.565,96.600,5.1,5.616,0.2298,0.1397
01-05-2011,02:08:33,6.433,96.400,5.9,5.847,0.2298,0.1405
01-05-2011,03:08:34,6.839,97.100,6.4,6.102,0.2291,0.1405
01-05-2011,04:08:35,6.788,96.700,6.3,6.357,0.2298,0.1405
01-05-2011,05:08:36,6.813,95.900,6.2,6.509,0.2298,0.1412
01-05-2011,06:08:37,6.813,95.100,6.1,6.535,0.2298,0.1412
01-05-2011,07:08:38,6.458,95.000,5.7,6.560,0.2298,0.1412
01-05-2011,08:08:39,6.458,95.600,5.8,6.509,0.2298,0.1412
01-05-2011,09:08:40,7.242,95.700,6.6,6.509,0.2298,0.1419
01-05-2011,10:08:41,7.619,95.400,6.9,6.763,0.2298,0.1419
01-05-2011,11:08:42,8.543,95.200,7.8,7.116,0.2298,0.1426
01-05-2011,12:08:43,10.761,90.500,9.3,7.670,0.2298,0.1434
01-05-2011,13:08:44,10.345,82.700,7.5,8.941,0.2298,0.1441
01-05-2011,14:08:45,11.370,83.600,8.7,9.558,0.2298,0.1441
01-05-2011,15:08:46,10.590,77.300,6.8,10.247,0.2298,0.1448
01-05-2011,16:08:47,11.053,79.600,7.7,10.687,0.2298,0.1441
01-05-2011,17:08:48,8.817,82.300,6.0,10.418,0.2298,0.1434
01-05-2011,18:08:49,7.116,90.800,5.7,9.805,0.2305,0.1426
01-05-2011,19:08:50,3.696,94.200,2.9,9.040,0.2305,0.1419
01-05-2011,20:08:51,2.557,96.500,2.1,8.220,0.2305,0.1419
01-05-2011,21:08:52,4.402,97.800,4.1,7.594,0.2298,0.1412
01-05-2011,22:08:53,4.558,98.300,4.3,7.268,0.2298,0.1412
01-05-2011,23:08:54,3.880,98.100,3.6,7.066,0.2298,0.1405
02-05-2011,00:08:55,3.985,98.000,3.7,6.889,0.2298,0.1405
02-05-2011,01:08:56,3.433,97.800,3.1,6.737,0.2298,0.1405
02-05-2011,02:08:57,5.128,96.400,4.6,6.560,0.2298,0.1405
02-05-2011,03:08:58,4.973,94.500,4.2,6.509,0.2298,0.1405
02-05-2011,04:08:59,4.921,91.300,3.6,6.408,0.2298,0.1405
02-05-2011,05:09:00,3.880,92.700,2.8,6.281,0.2298,0.1397
02-05-2011,06:09:01,3.696,90.600,2.3,6.102,0.2298,0.1405
02-05-2011,07:09:02,2.956,92.500,1.9,5.949,0.2298,0.1405
02-05-2011,08:09:03,3.116,94.400,2.3,5.770,0.2298,0.1405
02-05-2011,09:09:04,5.308,93.900,4.4,5.719,0.2291,0.1397
02-05-2011,10:09:05,8.841,88.100,7.0,6.026,0.2291,0.1405
02-05-2011,11:09:06,10.320,80.800,7.2,6.839,0.2291,0.1412
02-05-2011,12:09:07,10.712,76.500,6.8,7.995,0.2291,0.1412
02-05-2011,13:09:08,11.589,74.700,7.3,8.767,0.2291,0.1426
02-05-2011,14:09:09,9.336,74.100,5.0,9.558,0.2291,0.1426
02-05-2011,15:09:10,7.091,86.500,5.0,9.534,0.2291,0.1412
02-05-2011,16:09:11,5.872,94.600,5.1,9.015,0.2291,0.1405
02-05-2011,17:09:12,6.839,94.100,6.0,8.593,0.2284,0.1405
02-05-2011,18:09:13,5.385,95.100,4.7,8.394,0.2284,0.1397
02-05-2011,19:09:14,4.947,96.800,4.5,7.970,0.2284,0.1397
02-05-2011,20:09:15,4.688,97.800,4.4,7.569,0.2291,0.1463
02-05-2011,21:09:16,4.584,98.500,4.4,7.242,0.2291,0.1579
02-05-2011,22:09:17,4.532,98.800,4.4,6.990,0.2298,0.1739
02-05-2011,23:09:18,3.538,99.000,3.4,6.788,0.2305,0.1986
03-05-2011,00:09:19,2.236,98.900,2.1,6.509,0.2305,0.2037
03-05-2011,01:09:20,3.301,99.400,3.2,6.179,0.2305,0.2044
03-05-2011,02:09:21,3.380,99.500,3.3,6.051,0.2305,0.2044
03-05-2011,03:09:22,3.195,99.500,3.1,5.975,0.2305,0.2037
03-05-2011,04:09:23,3.248,99.600,3.2,5.872,0.2305,0.2029
03-05-2011,05:09:24,2.797,99.600,2.7,5.770,0.2305,0.2022
03-05-2011,06:09:25,2.823,99.700,2.8,5.616,0.2313,0.2022
03-05-2011,07:09:26,3.485,99.900,3.5,5.539,0.2313,0.2029
