"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818214, LBL: Ambient)","RH, % (SEN S/N: 9818214)","DewPt, ¡C (SEN S/N: 9818214)","Water Content, m?/m? (SEN S/N: 9827500, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833752, LBL: 10cmBG)"
26-04-2011,18:06:49,6.990,90.900,5.6,0.2407,0.2560
26-04-2011,19:06:50,6.864,94.600,6.1,0.2407,0.2560
26-04-2011,20:06:51,6.281,97.800,6.0,0.2400,0.2552
26-04-2011,21:06:52,4.921,99.300,4.8,0.2400,0.2552
26-04-2011,22:06:53,4.428,100.000,4.4,0.2392,0.2545
26-04-2011,23:06:54,2.956,100.000,3.0,0.2392,0.2538
27-04-2011,00:06:55,2.770,100.000,2.8,0.2392,0.2530
27-04-2011,01:06:56,1.425,100.000,1.4,0.2385,0.2530
27-04-2011,02:06:57,0.550,95.600,-0.1,0.2385,0.2530
27-04-2011,03:06:58,-2.450,80.300,-5.4,0.2378,0.2530
27-04-2011,04:06:59,-3.627,86.300,-5.6,0.2378,0.2523
27-04-2011,05:07:00,-3.866,85.400,-6.0,0.2371,0.2523
27-04-2011,06:07:01,-3.360,77.700,-6.7,0.2378,0.2523
27-04-2011,07:07:02,0.218,66.500,-5.3,0.2378,0.2516
27-04-2011,08:07:03,1.371,62.200,-5.1,0.2371,0.2516
27-04-2011,09:07:04,8.170,53.600,-0.7,0.2378,0.2516
27-04-2011,10:07:05,13.762,35.000,-1.4,0.2371,0.2516
27-04-2011,11:07:06,15.605,29.100,-2.3,0.2378,0.2516
27-04-2011,12:07:07,16.344,27.600,-2.4,0.2371,0.2523
27-04-2011,13:07:08,16.177,33.700,0.2,0.2378,0.2538
27-04-2011,14:07:09,15.915,47.300,4.7,0.2371,0.2552
27-04-2011,15:07:10,15.461,55.400,6.6,0.2385,0.2538
27-04-2011,16:07:11,14.122,61.900,6.9,0.2378,0.2523
27-04-2011,17:07:12,9.706,70.100,4.5,0.2378,0.2516
27-04-2011,18:07:13,7.770,85.300,5.5,0.2378,0.2501
27-04-2011,19:07:14,6.813,93.300,5.8,0.2378,0.2501
27-04-2011,20:07:15,6.179,97.000,5.7,0.2371,0.2494
27-04-2011,21:07:16,5.668,98.900,5.5,0.2371,0.2494
