"Date","Time, GMT+10:00","Rain, mm (SEN S/N: 668163, LBL: Rain)","Wind Speed, m/s (SEN S/N: 2282103, LBL: Wind Speed (3.3 m))","Gust Speed, m/s (SEN S/N: 2282103, LBL: Gust Speed (3.3 m))","Water Content, m?/m? (SEN S/N: 2282783, LBL: Soil Moisture (5cm))","Temp, ¡C (SEN S/N: 9818217, LBL: Ambient Temp (1.2 m))","RH, % (SEN S/N: 9818217, LBL: Relative Humidity)","DewPt, ¡C (SEN S/N: 9818217)","Temp, ¡C (SEN S/N: 9824741, LBL: Temp (Surface))","Temp, ¡C (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, ¡C (SEN S/N: 9824749, LBL: Temp (10cm))","Batt, V"
31-05-2012,18:00:00,,0.00,3.43,-0.1023,-0.032,80.600,-3.0,1.940,1.778,0.190,4.249
31-05-2012,19:00:00,0.00,0.00,0.00,-0.1010,1.099,88.700,-0.6,1.832,1.832,1.126,4.249
31-05-2012,20:00:00,0.00,0.00,0.00,-0.1010,1.507,91.600,0.3,2.128,2.128,1.670,4.249
31-05-2012,21:00:00,0.00,0.00,0.00,-0.1010,1.371,90.100,-0.1,1.913,1.940,1.561,4.249
31-05-2012,22:00:00,0.00,0.00,0.00,-0.1010,1.126,88.700,-0.5,1.561,1.588,1.262,4.261
31-05-2012,23:00:00,0.00,0.00,0.00,-0.1010,0.962,88.700,-0.7,1.289,1.317,1.044,4.249
01-06-2012,00:00:00,0.00,0.00,0.00,-0.1010,0.989,88.500,-0.7,1.262,1.289,1.071,4.249
01-06-2012,01:00:00,0.00,0.00,0.00,-0.1010,1.126,88.200,-0.6,1.317,1.344,1.180,4.249
01-06-2012,02:00:00,0.00,0.00,0.00,-0.1010,1.153,88.200,-0.6,1.344,1.344,1.208,4.249
01-06-2012,03:00:00,0.00,0.00,0.00,-0.1010,1.262,88.300,-0.5,1.398,1.398,1.289,4.249
01-06-2012,04:00:00,0.00,0.00,0.00,-0.1010,1.235,87.700,-0.6,1.425,1.425,1.289,4.249
01-06-2012,05:00:00,0.00,0.00,0.00,-0.1010,1.044,86.500,-1.0,1.262,1.262,1.099,4.249
01-06-2012,06:00:00,0.00,0.00,0.00,-0.1014,0.742,83.100,-1.8,0.962,0.962,0.770,4.249
01-06-2012,07:00:00,0.00,0.00,0.00,-0.1014,0.577,83.100,-2.0,0.742,0.770,0.605,4.249
01-06-2012,08:00:00,0.00,0.00,0.00,-0.1010,0.605,83.500,-1.9,0.742,0.742,0.660,4.249
01-06-2012,09:00:00,0.00,0.00,0.00,-0.1010,1.453,84.500,-0.9,1.289,1.180,1.262,4.249
01-06-2012,10:00:00,0.00,0.00,0.00,-0.1006,4.973,71.400,0.2,2.877,2.530,3.142,4.249
01-06-2012,11:00:00,35.31,0.00,2.66,-0.0798,9.903,43.400,-2.0,3.617,3.985,4.480,4.249
01-06-2012,12:00:00,50.81,0.00,2.28,-0.0408,10.883,36.100,-3.6,6.509,5.745,9.114,4.249
01-06-2012,13:00:00,0.00,0.00,0.00,-0.0726,12.606,32.000,-3.6,12.509,11.005,18.604,4.249
01-06-2012,14:00:00,41.16,0.00,1.52,-0.0603,9.805,35.900,-4.6,10.834,10.271,12.920,4.249
01-06-2012,15:00:00,13.97,-888.88,-888.88,-0.1040,5.770,55.800,-2.4,5.796,6.585,6.535,4.393
01-06-2012,16:00:00,1.27,-888.88,-888.88,0.0933,4.324,48.800,-5.5,3.327,0.825,2.637,4.369
01-06-2012,17:00:00,0.00,-888.88,-888.88,0.0937,2.370,55.900,-5.5,0.715,1.344,2.236,4.333
01-06-2012,18:00:00,0.00,-888.88,-888.88,0.0937,1.071,69.300,-3.9,0.742,1.480,2.236,4.315
01-06-2012,19:00:00,0.00,-888.88,-888.88,0.0937,0.962,76.600,-2.7,0.770,1.507,2.209,4.303
01-06-2012,20:00:00,0.00,-888.88,-888.88,0.0937,0.660,57.500,-6.8,0.797,1.534,2.209,4.291
01-06-2012,21:00:00,0.00,-888.88,-888.88,0.0937,1.425,66.400,-4.1,0.797,1.507,2.182,4.291
01-06-2012,22:00:00,0.00,-888.88,-888.88,0.0937,-0.116,60.900,-6.7,0.770,1.507,2.182,4.291
01-06-2012,23:00:00,0.00,-888.88,-888.88,0.0937,-0.930,61.100,-7.5,0.715,1.507,2.155,4.285
02-06-2012,00:00:00,0.00,-888.88,-888.88,0.0941,-0.423,63.500,-6.5,0.577,1.453,2.155,4.285
02-06-2012,01:00:00,0.00,-888.88,-888.88,0.0941,-0.367,66.700,-5.8,0.467,1.425,2.128,4.279
02-06-2012,02:00:00,0.00,-888.88,-888.88,0.0941,-0.930,63.100,-7.1,0.439,1.398,2.101,4.273
02-06-2012,03:00:00,0.00,-888.88,-888.88,0.0941,-0.986,66.000,-6.5,0.384,1.371,2.074,4.273
02-06-2012,04:00:00,0.00,-888.88,-888.88,0.0941,-0.535,72.800,-4.8,0.329,1.317,2.047,4.267
02-06-2012,05:00:00,0.00,-888.88,-888.88,0.0945,-0.004,74.000,-4.1,0.301,1.262,2.021,4.267
02-06-2012,06:00:00,0.00,-888.88,-888.88,0.0945,-0.227,71.100,-4.8,0.246,1.208,1.994,4.267
02-06-2012,07:00:00,0.00,-888.88,-888.88,0.0945,-1.242,69.300,-6.1,0.218,1.180,1.967,4.267
02-06-2012,08:00:00,0.00,-888.88,-888.88,0.0941,-0.902,68.200,-6.0,0.135,1.126,1.940,4.285
02-06-2012,09:00:00,0.00,-888.88,-888.88,0.0945,0.989,66.300,-4.6,0.051,1.071,1.886,4.393
02-06-2012,10:00:00,0.00,-888.88,-888.88,0.0945,3.327,60.200,-3.6,0.051,1.017,1.859,4.436
02-06-2012,11:00:00,0.00,-888.88,-888.88,0.0945,4.818,51.100,-4.4,0.079,1.017,1.805,4.351
02-06-2012,12:00:00,0.00,-888.88,-888.88,0.0945,6.026,38.700,-7.0,0.107,0.989,1.778,4.363
02-06-2012,13:00:00,0.00,-888.88,-888.88,0.0954,6.102,29.700,-10.3,0.107,0.989,1.751,4.393
02-06-2012,14:00:00,0.00,-888.88,-888.88,0.0958,6.281,44.700,-4.9,0.135,0.962,1.724,4.418
02-06-2012,15:00:00,0.00,-888.88,-888.88,0.0967,4.766,50.100,-4.7,0.163,0.962,1.697,4.369
02-06-2012,16:00:00,0.00,-888.88,-888.88,0.0971,3.248,57.000,-4.4,0.190,0.962,1.697,4.363
02-06-2012,17:00:00,0.00,-888.88,-888.88,0.0975,1.126,71.000,-3.5,0.218,0.989,1.670,4.339
02-06-2012,18:00:00,0.00,-888.88,-888.88,0.0975,0.218,84.500,-2.1,0.218,0.989,1.670,4.321
02-06-2012,19:00:00,0.00,-888.88,-888.88,0.0975,-0.143,93.500,-1.1,0.246,0.989,1.670,4.321
02-06-2012,20:00:00,0.00,-888.88,-888.88,0.0975,-0.845,96.500,-1.3,0.246,0.989,1.643,4.309
02-06-2012,21:00:00,0.00,-888.88,-888.88,0.0979,-1.157,94.300,-2.0,0.273,0.989,1.643,4.303
02-06-2012,22:00:00,0.00,-888.88,-888.88,0.1022,-1.556,95.200,-2.2,0.273,0.989,1.643,4.297
02-06-2012,23:00:00,0.00,-888.88,-888.88,0.1034,-1.756,95.200,-2.4,0.301,1.017,1.615,4.297
03-06-2012,00:00:00,0.00,-888.88,-888.88,0.1022,-1.384,96.500,-1.9,0.301,0.989,1.615,4.291
03-06-2012,01:00:00,0.00,-888.88,-888.88,0.1039,-1.384,98.400,-1.6,0.301,1.017,1.615,4.291
03-06-2012,02:00:00,0.00,-888.88,-888.88,0.1039,-1.441,98.400,-1.7,0.301,1.017,1.588,4.291
03-06-2012,03:00:00,0.00,-888.88,-888.88,0.1039,-1.756,98.600,-2.0,0.329,1.017,1.588,4.291
03-06-2012,04:00:00,0.00,-888.88,-888.88,0.1034,-2.044,98.500,-2.3,0.329,1.017,1.588,4.291
03-06-2012,05:00:00,0.00,-888.88,-888.88,0.1034,-2.073,98.300,-2.3,0.329,1.017,1.588,4.285
03-06-2012,06:00:00,0.00,-888.88,-888.88,0.1034,-1.785,98.500,-2.0,0.356,1.017,1.588,4.285
03-06-2012,07:00:00,0.00,-888.88,-888.88,0.1034,-1.699,98.600,-1.9,0.356,1.017,1.588,4.285
03-06-2012,08:00:00,0.00,-888.88,-888.88,0.1039,-1.470,98.900,-1.6,0.356,1.017,1.588,4.285
03-06-2012,09:00:00,0.00,-888.88,-888.88,0.1039,-1.185,99.100,-1.3,0.356,1.017,1.561,4.321
03-06-2012,10:00:00,0.00,-888.88,-888.88,0.1039,-0.479,99.400,-0.6,0.356,1.017,1.561,4.393
03-06-2012,11:00:00,0.25,-888.88,-888.88,0.1039,-0.311,99.600,-0.4,0.356,1.017,1.561,4.363
03-06-2012,12:00:00,3.56,-888.88,-888.88,0.1039,1.126,99.600,1.1,0.356,1.017,1.561,4.387
03-06-2012,13:00:00,2.03,-888.88,-888.88,0.1043,1.480,99.700,1.4,0.356,1.017,1.561,4.418
03-06-2012,14:00:00,0.51,-888.88,-888.88,0.1043,2.101,99.800,2.1,0.356,1.017,1.561,4.363
03-06-2012,15:00:00,0.25,-888.88,-888.88,0.1047,2.128,99.900,2.1,0.356,1.017,1.561,4.393
03-06-2012,16:00:00,0.00,-888.88,-888.88,0.1043,2.101,100.000,2.1,0.356,1.017,1.561,4.369
03-06-2012,17:00:00,0.00,-888.88,-888.88,0.1047,2.128,100.000,2.1,0.356,1.017,1.561,4.339
03-06-2012,18:00:00,0.00,-888.88,-888.88,0.1043,2.236,100.000,2.2,0.356,1.017,1.561,4.321
03-06-2012,19:00:00,0.00,-888.88,-888.88,0.1051,1.262,100.000,1.3,0.384,1.017,1.561,4.315
03-06-2012,20:00:00,0.25,-888.88,-888.88,0.1064,1.507,100.000,1.5,0.384,1.017,1.561,4.303
03-06-2012,21:00:00,0.00,-888.88,-888.88,0.1073,1.534,100.000,1.5,0.412,1.017,1.561,4.303
03-06-2012,22:00:00,0.00,-888.88,-888.88,0.1077,1.153,100.000,1.1,0.412,1.017,1.561,4.297
03-06-2012,23:00:00,0.00,-888.88,-888.88,0.1081,0.412,100.000,0.4,0.412,1.017,1.561,4.291
04-06-2012,00:00:00,0.00,-888.88,-888.88,0.1085,0.495,100.000,0.5,0.439,1.044,1.561,4.291
04-06-2012,01:00:00,0.00,-888.88,-888.88,0.1085,1.153,100.000,1.1,0.439,1.044,1.534,4.291
04-06-2012,02:00:00,0.25,-888.88,-888.88,0.1090,0.107,100.000,0.1,0.439,1.044,1.561,4.291
04-06-2012,03:00:00,0.00,-888.88,-888.88,0.1090,-0.620,100.000,-0.6,0.467,1.044,1.561,4.291
04-06-2012,04:00:00,0.00,-888.88,-888.88,0.1090,1.071,100.000,1.1,0.467,1.044,1.561,4.285
04-06-2012,05:00:00,0.00,-888.88,-888.88,0.1090,1.317,100.000,1.3,0.467,1.044,1.534,4.285
04-06-2012,06:00:00,0.00,-888.88,-888.88,0.1102,1.859,100.000,1.9,0.467,1.044,1.534,4.285
04-06-2012,07:00:00,0.00,-888.88,-888.88,0.1090,1.453,100.000,1.5,0.467,1.044,1.534,4.285
04-06-2012,08:00:00,0.00,-888.88,-888.88,0.1094,1.507,100.000,1.5,0.495,1.071,1.561,4.406
04-06-2012,09:00:00,0.00,-888.88,-888.88,0.1094,2.744,100.000,2.7,0.495,1.071,1.561,4.418
04-06-2012,10:00:00,0.00,-888.88,-888.88,0.1094,4.141,99.900,4.1,0.495,1.044,1.534,4.406
04-06-2012,11:00:00,0.00,-888.88,-888.88,0.1094,2.877,98.500,2.7,0.522,1.071,1.534,4.363
04-06-2012,12:00:00,0.00,-888.88,-888.88,0.1094,2.717,97.800,2.4,0.522,1.071,1.561,4.393
04-06-2012,13:00:00,0.00,-888.88,-888.88,0.1090,2.823,97.600,2.5,0.522,1.071,1.561,4.363
04-06-2012,14:00:00,0.00,-888.88,-888.88,0.1094,2.744,99.000,2.6,0.522,1.071,1.561,4.381
04-06-2012,15:00:00,0.00,-888.88,-888.88,0.1094,2.530,100.000,2.5,0.522,1.071,1.561,4.369
04-06-2012,16:00:00,0.76,-888.88,-888.88,0.1107,2.101,100.000,2.1,0.550,1.071,1.561,4.351
04-06-2012,17:00:00,2.79,-888.88,-888.88,0.1149,1.071,100.000,1.1,0.522,1.071,1.561,4.333
04-06-2012,18:00:00,3.30,-888.88,-888.88,0.1476,1.913,99.900,1.9,0.495,1.044,1.507,4.321
04-06-2012,19:00:00,3.56,-888.88,-888.88,0.1760,0.632,99.800,0.6,0.467,1.017,1.453,4.321
04-06-2012,20:00:00,0.25,-888.88,-888.88,0.1569,0.107,100.000,0.1,0.495,1.017,1.453,4.309
04-06-2012,21:00:00,7.11,-888.88,-888.88,0.2014,1.044,100.000,1.0,0.467,1.017,1.453,4.303
04-06-2012,22:00:00,7.11,-888.88,-888.88,0.2120,0.907,100.000,0.9,0.329,0.989,1.425,4.303
04-06-2012,23:00:00,4.32,-888.88,-888.88,0.1951,0.687,100.000,0.7,0.329,0.962,1.398,4.297
05-06-2012,00:00:00,3.56,-888.88,-888.88,0.1925,0.522,100.000,0.5,0.329,0.962,1.371,4.297
05-06-2012,01:00:00,2.29,-888.88,-888.88,0.1857,0.412,100.000,0.4,0.301,0.934,1.344,4.291
05-06-2012,02:00:00,2.29,-888.88,-888.88,0.1832,0.356,100.000,0.4,0.301,0.907,1.344,4.291
05-06-2012,03:00:00,1.27,-888.88,-888.88,0.1739,0.051,100.000,0.0,0.329,0.880,1.344,4.291
05-06-2012,04:00:00,0.25,-888.88,-888.88,0.1641,-0.088,100.000,-0.1,0.356,0.880,1.317,4.291
05-06-2012,05:00:00,1.27,-888.88,-888.88,0.1590,0.107,100.000,0.1,0.384,0.880,1.317,4.291
05-06-2012,06:00:00,3.81,-888.88,-888.88,0.1666,0.907,100.000,0.9,0.384,0.880,1.317,4.291
05-06-2012,07:00:00,4.06,-888.88,-888.88,0.2019,0.632,100.000,0.6,0.356,0.880,1.317,4.285
05-06-2012,08:00:00,2.03,-888.88,-888.88,0.1840,0.246,100.000,0.2,0.329,0.852,1.317,4.285
05-06-2012,09:00:00,1.52,-888.88,-888.88,0.1747,0.024,100.000,0.0,0.356,0.852,1.289,4.345
05-06-2012,10:00:00,0.51,-888.88,-888.88,0.1692,-0.088,100.000,-0.1,0.356,0.852,1.289,4.393
05-06-2012,11:00:00,0.25,-888.88,-888.88,0.1649,-0.339,100.000,-0.3,0.384,0.825,1.262,4.369
05-06-2012,12:00:00,0.25,-888.88,-888.88,0.1624,-0.143,100.000,-0.1,0.384,0.825,1.262,4.393
05-06-2012,13:00:00,0.25,-888.88,-888.88,0.1599,-0.171,100.000,-0.2,0.412,0.797,1.262,4.400
05-06-2012,14:00:00,0.51,-888.88,-888.88,0.1582,-0.143,100.000,-0.1,0.412,0.797,1.262,4.418
05-06-2012,15:00:00,0.00,-888.88,-888.88,0.1569,-0.535,100.000,-0.5,0.439,0.797,1.262,4.369
05-06-2012,16:00:00,0.00,-888.88,-888.88,0.1548,-0.732,100.000,-0.7,0.439,0.825,1.262,4.369
05-06-2012,17:00:00,0.00,-888.88,-888.88,0.1535,-1.299,100.000,-1.3,0.467,0.825,1.262,4.357
05-06-2012,18:00:00,0.00,-888.88,-888.88,0.1518,-0.817,100.000,-0.8,0.467,0.825,1.262,4.327
05-06-2012,19:00:00,0.00,-888.88,-888.88,0.1510,-0.958,100.000,-1.0,0.495,0.825,1.262,4.321
05-06-2012,20:00:00,0.00,-888.88,-888.88,0.1497,-0.873,100.000,-0.9,0.495,0.852,1.262,4.315
05-06-2012,21:00:00,0.00,-888.88,-888.88,0.1488,-1.242,100.000,-1.2,0.495,0.852,1.262,4.303
05-06-2012,22:00:00,0.00,-888.88,-888.88,0.1480,-1.157,100.000,-1.2,0.522,0.852,1.262,4.303
05-06-2012,23:00:00,0.00,-888.88,-888.88,0.1467,-1.242,100.000,-1.2,0.522,0.852,1.262,4.297
06-06-2012,00:00:00,0.00,-888.88,-888.88,0.1463,-1.384,100.000,-1.4,0.522,0.880,1.262,4.291
06-06-2012,01:00:00,0.00,-888.88,-888.88,0.1454,-1.699,100.000,-1.7,0.550,0.880,1.289,4.291
06-06-2012,02:00:00,0.00,-888.88,-888.88,0.1446,-1.584,100.000,-1.6,0.550,0.880,1.289,4.291
06-06-2012,03:00:00,0.00,-888.88,-888.88,0.1476,-1.641,100.000,-1.6,0.577,0.907,1.289,4.291
06-06-2012,04:00:00,0.00,-888.88,-888.88,0.1480,-1.929,100.000,-1.9,0.577,0.907,1.289,4.291
06-06-2012,05:00:00,0.00,-888.88,-888.88,0.1425,-1.929,100.000,-1.9,0.577,0.907,1.317,4.285
06-06-2012,06:00:00,0.00,-888.88,-888.88,0.1420,-1.785,100.000,-1.8,0.577,0.934,1.317,4.285
06-06-2012,07:00:00,0.00,-888.88,-888.88,0.1416,-1.756,100.000,-1.8,0.605,0.934,1.317,4.285
06-06-2012,08:00:00,0.00,-888.88,-888.88,0.1412,-1.842,100.000,-1.8,0.605,0.934,1.317,4.297
06-06-2012,09:00:00,0.00,-888.88,-888.88,0.1408,-1.441,100.000,-1.4,0.605,0.934,1.317,4.393
06-06-2012,10:00:00,0.00,-888.88,-888.88,0.1403,-1.242,100.000,-1.2,0.605,0.934,1.317,4.484
06-06-2012,11:00:00,0.00,-888.88,-888.88,0.1395,-0.845,100.000,-0.9,0.605,0.962,1.317,4.369
06-06-2012,12:00:00,0.00,-888.88,-888.88,0.1395,-0.535,100.000,-0.5,0.632,0.934,1.344,4.393
06-06-2012,13:00:00,0.00,-888.88,-888.88,0.1391,-0.311,100.000,-0.3,0.632,0.962,1.317,4.381
06-06-2012,14:00:00,0.25,-888.88,-888.88,0.1386,-0.367,100.000,-0.4,0.632,0.962,1.344,4.363
06-06-2012,15:00:00,0.00,-888.88,-888.88,0.1382,-0.704,100.000,-0.7,0.632,0.962,1.344,4.381
06-06-2012,16:00:00,0.00,-888.88,-888.88,0.1382,-1.527,100.000,-1.5,0.660,0.989,1.371,4.363
06-06-2012,17:00:00,0.00,-888.88,-888.88,0.1378,-1.929,100.000,-1.9,0.687,0.989,1.371,4.351
06-06-2012,18:00:00,0.00,-888.88,-888.88,0.1378,-2.683,100.000,-2.7,0.687,1.017,1.398,4.333
06-06-2012,19:00:00,0.00,-888.88,-888.88,0.1374,-3.183,100.000,-3.2,0.715,1.044,1.398,4.321
06-06-2012,20:00:00,0.00,-888.88,-888.88,0.1374,-3.035,100.000,-3.0,0.715,1.044,1.398,4.321
06-06-2012,21:00:00,0.00,-888.88,-888.88,0.1370,-4.137,99.900,-4.2,0.715,1.071,1.425,4.309
06-06-2012,22:00:00,0.00,-888.88,-888.88,0.1459,-5.760,99.100,-5.9,0.742,1.071,1.425,4.303
06-06-2012,23:00:00,0.00,-888.88,-888.88,0.1365,-6.010,97.600,-6.3,0.770,1.099,1.425,4.303
07-06-2012,00:00:00,0.00,-888.88,-888.88,0.1361,-6.199,92.300,-7.3,0.770,1.099,1.453,4.297
07-06-2012,01:00:00,0.00,-888.88,-888.88,0.1361,-6.770,86.500,-8.7,0.770,1.099,1.453,4.291
07-06-2012,02:00:00,0.00,-888.88,-888.88,0.1361,-6.483,84.000,-8.7,0.770,1.099,1.453,4.291
07-06-2012,03:00:00,0.00,-888.88,-888.88,0.1357,-5.916,82.100,-8.5,0.797,1.126,1.453,4.291
07-06-2012,04:00:00,0.00,-888.88,-888.88,0.1357,-6.325,77.600,-9.6,0.797,1.126,1.480,4.291
07-06-2012,05:00:00,0.00,-888.88,-888.88,0.1353,-6.136,72.700,-10.2,0.797,1.126,1.480,4.291
07-06-2012,06:00:00,0.00,-888.88,-888.88,0.1353,-6.105,72.000,-10.3,0.770,1.126,1.480,4.291
07-06-2012,07:00:00,0.00,-888.88,-888.88,0.1348,-5.480,69.700,-10.1,0.687,1.126,1.480,4.285
07-06-2012,08:00:00,0.00,-888.88,-888.88,0.1348,-4.499,68.100,-9.5,0.632,1.099,1.480,4.393
07-06-2012,09:00:00,0.00,-888.88,-888.88,0.1344,-0.873,60.000,-7.7,0.522,1.071,1.480,4.400
07-06-2012,10:00:00,0.00,-888.88,-888.88,0.1344,0.577,52.100,-8.1,0.467,1.017,1.453,4.363
07-06-2012,11:00:00,0.00,-888.88,-888.88,0.1340,1.643,50.300,-7.6,0.412,0.989,1.425,4.387
07-06-2012,12:00:00,0.00,-888.88,-888.88,0.1340,3.854,57.000,-3.9,0.412,0.962,1.398,4.357
07-06-2012,13:00:00,0.00,-888.88,-888.88,0.1340,6.230,53.400,-2.5,0.412,0.962,1.398,4.393
07-06-2012,14:00:00,0.00,-888.88,-888.88,0.1336,1.235,71.000,-3.4,0.412,0.962,1.398,4.363
07-06-2012,15:00:00,0.00,-888.88,-888.88,0.1336,2.396,77.100,-1.2,0.412,0.962,1.398,4.393
07-06-2012,16:00:00,0.00,-888.88,-888.88,0.1336,2.182,77.700,-1.3,0.439,0.962,1.398,4.363
07-06-2012,17:00:00,0.00,-888.88,-888.88,0.1340,-1.699,84.800,-3.9,0.467,0.989,1.398,4.345
07-06-2012,18:00:00,0.00,-888.88,-888.88,0.1340,-2.712,95.600,-3.3,0.522,0.989,1.398,4.333
07-06-2012,19:00:00,0.00,-888.88,-888.88,0.1340,-3.065,92.800,-4.1,0.550,1.017,1.425,4.321
07-06-2012,20:00:00,0.00,-888.88,-888.88,0.1340,-3.717,88.300,-5.4,0.577,1.017,1.425,4.321
07-06-2012,21:00:00,0.00,-888.88,-888.88,0.1336,-4.621,84.100,-6.9,0.577,1.017,1.425,4.315
07-06-2012,22:00:00,0.00,-888.88,-888.88,0.1336,-3.866,84.600,-6.1,0.577,1.017,1.398,4.309
07-06-2012,23:00:00,0.00,-888.88,-888.88,0.1336,-4.227,86.400,-6.2,0.522,1.017,1.398,4.303
08-06-2012,00:00:00,0.00,-888.88,-888.88,0.1331,-2.800,70.400,-7.4,0.495,0.989,1.398,4.303
08-06-2012,01:00:00,0.00,-888.88,-888.88,0.1331,-3.956,60.500,-10.5,0.495,1.017,1.398,4.297
08-06-2012,02:00:00,0.00,-888.88,-888.88,0.1331,-3.419,58.400,-10.4,0.467,0.989,1.398,4.297
08-06-2012,03:00:00,0.00,-888.88,-888.88,0.1327,-3.657,60.100,-10.3,0.439,0.989,1.398,4.297
08-06-2012,04:00:00,0.00,-888.88,-888.88,0.1327,-3.124,61.900,-9.4,0.439,0.989,1.398,4.291
08-06-2012,05:00:00,0.00,-888.88,-888.88,0.1323,-3.124,56.900,-10.5,0.412,0.962,1.371,4.291
08-06-2012,06:00:00,0.00,-888.88,-888.88,0.1323,-4.348,70.000,-9.0,0.384,0.962,1.371,4.291
08-06-2012,07:00:00,0.00,-888.88,-888.88,0.1323,-3.538,62.700,-9.6,0.384,0.962,1.371,4.291
08-06-2012,08:00:00,0.00,-888.88,-888.88,0.1319,-1.441,43.700,-12.2,0.384,0.934,1.371,4.393
08-06-2012,09:00:00,0.00,-888.88,-888.88,0.1319,-0.283,52.600,-8.8,0.356,0.934,1.344,4.400
08-06-2012,10:00:00,0.00,-888.88,-888.88,0.1319,2.664,60.100,-4.3,0.329,0.880,1.317,4.363
08-06-2012,11:00:00,0.00,-888.88,-888.88,0.1314,1.724,67.400,-3.7,0.301,0.852,1.289,4.381
08-06-2012,12:00:00,0.00,-888.88,-888.88,0.1314,2.610,80.400,-0.4,0.301,0.852,1.289,4.490
08-06-2012,13:00:00,0.00,-888.88,-888.88,0.1310,2.850,80.800,-0.1,0.301,0.852,1.289,4.363
08-06-2012,14:00:00,0.00,-888.88,-888.88,0.1310,4.115,79.700,0.9,0.329,0.852,1.289,4.484
08-06-2012,15:00:00,0.00,-888.88,-888.88,0.1310,3.221,76.600,-0.5,0.329,0.852,1.262,4.363
08-06-2012,16:00:00,0.00,-888.88,-888.88,0.1306,3.538,75.900,-0.3,0.329,0.852,1.262,4.381
08-06-2012,17:00:00,0.00,-888.88,-888.88,0.1306,-0.311,81.900,-3.0,0.356,0.880,1.289,4.351
08-06-2012,18:00:00,0.00,-888.88,-888.88,0.1306,-1.986,94.300,-2.8,0.356,0.880,1.289,4.339
08-06-2012,19:00:00,0.00,-888.88,-888.88,0.1306,-2.742,96.600,-3.2,0.384,0.880,1.289,4.333
08-06-2012,20:00:00,0.00,-888.88,-888.88,0.1361,-1.527,97.900,-1.8,0.384,0.880,1.289,4.321
08-06-2012,21:00:00,0.00,-888.88,-888.88,0.1365,-1.441,97.400,-1.8,0.384,0.880,1.289,4.321
08-06-2012,22:00:00,0.00,-888.88,-888.88,0.1297,-1.699,97.300,-2.1,0.384,0.880,1.289,4.315
08-06-2012,23:00:00,0.00,-888.88,-888.88,0.1289,-1.356,97.400,-1.7,0.384,0.880,1.262,4.303
09-06-2012,00:00:00,0.00,-888.88,-888.88,0.1289,-1.157,97.000,-1.6,0.384,0.880,1.262,4.303
09-06-2012,01:00:00,0.00,-888.88,-888.88,0.1285,-0.648,97.700,-1.0,0.384,0.880,1.262,4.303
09-06-2012,02:00:00,0.00,-888.88,-888.88,0.1285,-0.423,98.900,-0.6,0.384,0.852,1.262,4.297
09-06-2012,03:00:00,0.00,-888.88,-888.88,0.1285,-0.423,99.100,-0.6,0.384,0.852,1.262,4.297
09-06-2012,04:00:00,0.00,-888.88,-888.88,0.1280,-0.199,98.500,-0.4,0.384,0.852,1.262,4.291
09-06-2012,05:00:00,0.00,-888.88,-888.88,0.1280,-0.227,99.800,-0.3,0.384,0.852,1.262,4.291
09-06-2012,06:00:00,0.00,-888.88,-888.88,0.1280,-0.563,100.000,-0.6,0.412,0.852,1.235,4.291
09-06-2012,07:00:00,0.00,-888.88,-888.88,0.1280,-0.676,100.000,-0.7,0.412,0.852,1.235,4.291
09-06-2012,08:00:00,0.00,-888.88,-888.88,0.1272,-0.591,100.000,-0.6,0.412,0.852,1.235,4.291
09-06-2012,09:00:00,0.00,-888.88,-888.88,0.1365,-0.060,100.000,-0.1,0.412,0.852,1.235,4.393
09-06-2012,10:00:00,0.00,-888.88,-888.88,0.1361,0.439,97.900,0.1,0.412,0.852,1.235,4.375
09-06-2012,11:00:00,0.00,-888.88,-888.88,0.1361,1.289,95.800,0.7,0.412,0.852,1.235,4.400
09-06-2012,12:00:00,0.00,-888.88,-888.88,0.1361,1.643,92.500,0.6,0.412,0.852,1.235,4.357
09-06-2012,13:00:00,0.00,-888.88,-888.88,0.1361,2.128,88.400,0.4,0.412,0.852,1.235,4.375
09-06-2012,14:00:00,0.00,-888.88,-888.88,0.1357,1.913,86.700,-0.1,0.412,0.852,1.235,4.393
09-06-2012,15:00:00,0.00,-888.88,-888.88,0.1353,0.989,88.200,-0.7,0.439,0.852,1.235,4.363
09-06-2012,16:00:00,0.00,-888.88,-888.88,0.1323,0.825,93.400,-0.1,0.439,0.880,1.235,4.369
09-06-2012,17:00:00,0.00,-888.88,-888.88,0.1323,0.356,94.500,-0.4,0.439,0.880,1.235,4.339
09-06-2012,18:00:00,0.00,-888.88,-888.88,0.1319,0.163,92.200,-1.0,0.467,0.880,1.235,4.321
09-06-2012,19:00:00,0.00,-888.88,-888.88,0.1323,0.135,93.000,-0.9,0.467,0.880,1.235,4.333
09-06-2012,20:00:00,0.00,-888.88,-888.88,0.1319,-0.116,95.500,-0.8,0.467,0.880,1.235,4.309
09-06-2012,21:00:00,0.00,-888.88,-888.88,0.1323,-0.004,97.300,-0.4,0.495,0.880,1.262,4.303
09-06-2012,22:00:00,0.00,-888.88,-888.88,0.1323,-0.199,99.600,-0.3,0.495,0.880,1.235,4.297
09-06-2012,23:00:00,0.00,-888.88,-888.88,0.1323,-0.227,100.000,-0.2,0.522,0.880,1.262,4.291
