"Date","Time, GMT+10:00","Rain, mm (SEN S/N: 668163, LBL: Rain)","Wind Speed, m/s (SEN S/N: 2282103, LBL: Wind Speed (3.3 m))","Gust Speed, m/s (SEN S/N: 2282103, LBL: Gust Speed (3.3 m))","Water Content, m?/m? (SEN S/N: 2282783, LBL: Soil Moisture (5cm))","Temp, ¡C (SEN S/N: 9818217, LBL: Ambient Temp (1.2 m))","RH, % (SEN S/N: 9818217, LBL: Relative Humidity)","DewPt, ¡C (SEN S/N: 9818217)","Temp, ¡C (SEN S/N: 9824741, LBL: Temp (Surface))","Temp, ¡C (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, ¡C (SEN S/N: 9824749, LBL: Temp (10cm))","Batt, V"
09-07-2012,20:00:00,0.00,-888.88,-888.88,0.1183,1.289,81.500,-1.5,0.467,0.797,1.071,4.321
09-07-2012,21:00:00,0.00,-888.88,-888.88,0.1183,1.805,80.300,-1.2,0.467,0.797,1.071,4.321
09-07-2012,22:00:00,0.00,-888.88,-888.88,0.1183,2.343,78.900,-0.9,0.467,0.797,1.071,4.321
09-07-2012,23:00:00,0.00,-888.88,-888.88,0.1183,1.371,87.300,-0.5,0.467,0.797,1.071,4.321
10-07-2012,00:00:00,0.00,-888.88,-888.88,0.1183,1.886,95.000,1.2,0.439,0.770,1.044,4.315
10-07-2012,01:00:00,0.00,-888.88,-888.88,0.1183,1.832,93.600,0.9,0.439,0.770,1.044,4.309
10-07-2012,02:00:00,0.00,-888.88,-888.88,0.1183,2.343,88.000,0.6,0.467,0.797,1.044,4.303
10-07-2012,03:00:00,0.00,-888.88,-888.88,0.1187,2.074,87.700,0.2,0.467,0.770,1.044,4.303
10-07-2012,04:00:00,0.00,-888.88,-888.88,0.1183,2.021,87.800,0.2,0.467,0.770,1.044,4.303
10-07-2012,05:00:00,0.00,-888.88,-888.88,0.1187,1.886,80.800,-1.1,0.467,0.770,1.044,4.303
10-07-2012,06:00:00,0.00,-888.88,-888.88,0.1187,2.770,79.200,-0.5,0.495,0.770,1.044,4.297
10-07-2012,07:00:00,0.00,-888.88,-888.88,0.1183,3.406,77.100,-0.2,0.495,0.770,1.044,4.297
10-07-2012,08:00:00,0.00,-888.88,-888.88,0.1183,2.744,75.900,-1.1,0.495,0.797,1.044,4.297
10-07-2012,09:00:00,0.00,-888.88,-888.88,0.1183,1.344,84.000,-1.1,0.522,0.797,1.044,4.321
10-07-2012,10:00:00,0.25,-888.88,-888.88,0.1183,2.101,94.100,1.3,0.522,0.797,1.044,4.381
10-07-2012,11:00:00,1.27,-888.88,-888.88,0.1183,1.751,94.200,0.9,0.522,0.797,1.044,4.393
10-07-2012,12:00:00,1.52,-888.88,-888.88,0.1183,1.588,93.700,0.7,0.522,0.797,1.044,4.381
10-07-2012,13:00:00,2.03,-888.88,-888.88,0.1187,1.126,94.900,0.4,0.522,0.770,1.044,4.393
10-07-2012,14:00:00,2.03,-888.88,-888.88,0.1191,0.687,97.700,0.4,0.550,0.770,1.044,4.381
10-07-2012,15:00:00,1.27,-888.88,-888.88,0.1204,1.425,97.700,1.1,0.522,0.770,1.044,4.369
10-07-2012,16:00:00,0.25,-888.88,-888.88,0.1217,1.371,97.300,1.0,0.522,0.770,1.044,4.357
10-07-2012,17:00:00,1.52,-888.88,-888.88,0.1230,1.859,97.500,1.5,0.522,0.770,1.044,4.339
10-07-2012,18:00:00,3.81,-888.88,-888.88,0.1251,1.099,99.200,1.0,0.522,0.742,1.017,4.333
10-07-2012,19:00:00,1.52,-888.88,-888.88,0.1306,0.024,99.600,-0.0,0.495,0.742,1.017,4.321
10-07-2012,20:00:00,0.25,-888.88,-888.88,0.1327,-0.060,100.000,-0.1,0.495,0.715,0.989,4.321
10-07-2012,21:00:00,0.51,-888.88,-888.88,0.1331,0.024,100.000,0.0,0.495,0.715,0.989,4.315
10-07-2012,22:00:00,2.29,-888.88,-888.88,0.1327,0.246,100.000,0.2,0.495,0.715,0.962,4.309
10-07-2012,23:00:00,3.05,-888.88,-888.88,0.1336,0.439,100.000,0.4,0.522,0.715,0.962,4.303
11-07-2012,00:00:00,3.30,-888.88,-888.88,0.1353,0.495,100.000,0.5,0.522,0.715,0.962,4.303
11-07-2012,01:00:00,3.30,-888.88,-888.88,0.1374,0.301,100.000,0.3,0.495,0.715,0.962,4.303
11-07-2012,02:00:00,2.29,-888.88,-888.88,0.1378,-0.060,100.000,-0.1,0.522,0.687,0.962,4.297
11-07-2012,03:00:00,0.00,-888.88,-888.88,0.1378,-0.088,100.000,-0.1,0.522,0.715,0.962,4.297
11-07-2012,04:00:00,0.00,-888.88,-888.88,0.1370,-0.060,100.000,-0.1,0.522,0.687,0.962,4.297
11-07-2012,05:00:00,0.00,-888.88,-888.88,0.1361,-0.060,100.000,-0.1,0.522,0.687,0.962,4.291
11-07-2012,06:00:00,0.00,-888.88,-888.88,0.1357,-0.060,100.000,-0.1,0.522,0.687,0.934,4.291
11-07-2012,07:00:00,0.00,-888.88,-888.88,0.1348,0.024,100.000,0.0,0.522,0.687,0.934,4.291
11-07-2012,08:00:00,0.00,-888.88,-888.88,0.1340,-0.311,100.000,-0.3,0.522,0.687,0.934,4.291
11-07-2012,09:00:00,0.00,-888.88,-888.88,0.1336,-0.479,100.000,-0.5,0.550,0.687,0.934,4.321
11-07-2012,10:00:00,0.00,-888.88,-888.88,0.1336,-0.367,100.000,-0.4,0.550,0.687,0.934,4.357
11-07-2012,11:00:00,0.00,-888.88,-888.88,0.1331,-0.367,100.000,-0.4,0.550,0.687,0.934,4.393
11-07-2012,12:00:00,0.00,-888.88,-888.88,0.1327,-0.367,100.000,-0.4,0.550,0.715,0.962,4.363
11-07-2012,13:00:00,0.51,-888.88,-888.88,0.1323,-0.423,100.000,-0.4,0.577,0.715,0.962,4.393
11-07-2012,14:00:00,0.00,-888.88,-888.88,0.1319,-0.311,100.000,-0.3,0.577,0.715,0.962,4.393
11-07-2012,15:00:00,0.51,-888.88,-888.88,0.1314,-0.143,100.000,-0.1,0.577,0.715,0.962,4.363
11-07-2012,16:00:00,0.25,-888.88,-888.88,0.1314,-0.143,100.000,-0.1,0.577,0.742,0.962,4.345
11-07-2012,17:00:00,0.00,-888.88,-888.88,0.1310,-0.563,100.000,-0.6,0.577,0.742,0.962,4.333
11-07-2012,18:00:00,0.00,-888.88,-888.88,0.1306,-0.367,100.000,-0.4,0.605,0.742,0.989,4.321
11-07-2012,19:00:00,0.00,-888.88,-888.88,0.1306,-0.116,100.000,-0.1,0.605,0.742,0.962,4.321
11-07-2012,20:00:00,0.00,-888.88,-888.88,0.1302,-0.088,100.000,-0.1,0.605,0.742,0.962,4.309
11-07-2012,21:00:00,0.00,-888.88,-888.88,0.1302,0.024,100.000,0.0,0.605,0.742,0.962,4.303
11-07-2012,22:00:00,2.29,-888.88,-888.88,0.1297,0.384,100.000,0.4,0.605,0.742,0.962,4.303
11-07-2012,23:00:00,2.54,-888.88,-888.88,0.1297,0.715,100.000,0.7,0.605,0.742,0.962,4.297
12-07-2012,00:00:00,2.03,-888.88,-888.88,0.1297,0.742,100.000,0.7,0.605,0.742,0.989,4.297
12-07-2012,01:00:00,1.78,-888.88,-888.88,0.1297,0.742,100.000,0.7,0.605,0.742,0.989,4.297
12-07-2012,02:00:00,1.52,-888.88,-888.88,0.1306,0.135,100.000,0.1,0.605,0.770,0.989,4.291
12-07-2012,03:00:00,0.76,-888.88,-888.88,0.1310,0.051,100.000,0.0,0.577,0.770,0.989,4.291
12-07-2012,04:00:00,0.25,-888.88,-888.88,0.1319,-0.060,100.000,-0.1,0.577,0.770,0.989,4.291
12-07-2012,05:00:00,0.00,-888.88,-888.88,0.1319,0.051,100.000,0.0,0.577,0.770,0.989,4.291
12-07-2012,06:00:00,0.25,-888.88,-888.88,0.1319,-0.032,100.000,-0.0,0.577,0.770,0.989,4.291
12-07-2012,07:00:00,0.00,-888.88,-888.88,0.1319,0.051,100.000,0.0,0.577,0.770,0.989,4.291
12-07-2012,08:00:00,0.25,-888.88,-888.88,0.1319,-0.143,100.000,-0.1,0.605,0.770,0.989,4.291
12-07-2012,09:00:00,0.00,-888.88,-888.88,0.1319,-0.199,100.000,-0.2,0.605,0.770,0.989,4.375
12-07-2012,10:00:00,0.25,-888.88,-888.88,0.1314,-0.088,100.000,-0.1,0.605,0.770,0.989,4.393
12-07-2012,11:00:00,0.25,-888.88,-888.88,0.1314,0.135,100.000,0.1,0.605,0.770,1.017,4.369
12-07-2012,12:00:00,0.25,-888.88,-888.88,0.1310,0.962,97.700,0.6,0.605,0.770,0.989,4.393
12-07-2012,13:00:00,0.25,-888.88,-888.88,0.1310,1.697,96.700,1.2,0.605,0.770,0.989,4.369
12-07-2012,14:00:00,1.78,-888.88,-888.88,0.1306,2.637,100.000,2.6,0.605,0.770,0.989,4.393
12-07-2012,15:00:00,1.52,-888.88,-888.88,0.1323,2.797,100.000,2.8,0.577,0.770,0.989,4.369
12-07-2012,16:00:00,0.51,-888.88,-888.88,0.1365,2.823,100.000,2.8,0.495,0.770,0.989,4.339
12-07-2012,17:00:00,0.25,-888.88,-888.88,0.1399,2.557,100.000,2.6,0.467,0.742,0.989,4.333
12-07-2012,18:00:00,0.00,-888.88,-888.88,0.1412,2.370,100.000,2.4,0.467,0.715,0.962,4.321
12-07-2012,19:00:00,0.00,-888.88,-888.88,0.1412,2.262,100.000,2.3,0.467,0.687,0.934,4.315
12-07-2012,20:00:00,0.00,-888.88,-888.88,0.1412,2.450,100.000,2.4,0.467,0.687,0.934,4.309
12-07-2012,21:00:00,0.00,-888.88,-888.88,0.1408,2.477,100.000,2.5,0.495,0.687,0.907,4.303
12-07-2012,22:00:00,0.00,-888.88,-888.88,0.1403,2.823,100.000,2.8,0.495,0.687,0.907,4.303
12-07-2012,23:00:00,1.52,-888.88,-888.88,0.1399,2.717,100.000,2.7,0.495,0.687,0.907,4.297
13-07-2012,00:00:00,0.25,-888.88,-888.88,0.1408,3.248,100.000,3.2,0.495,0.660,0.907,4.297
13-07-2012,01:00:00,1.02,-888.88,-888.88,0.1408,2.503,100.000,2.5,0.495,0.660,0.880,4.297
13-07-2012,02:00:00,2.29,-888.88,-888.88,0.1412,2.530,100.000,2.5,0.495,0.660,0.880,4.291
13-07-2012,03:00:00,4.57,-888.88,-888.88,0.1450,0.989,100.000,1.0,0.495,0.660,0.880,4.291
13-07-2012,04:00:00,3.30,-888.88,-888.88,0.1497,1.588,100.000,1.6,0.467,0.660,0.852,4.291
13-07-2012,05:00:00,0.51,-888.88,-888.88,0.1476,1.832,100.000,1.8,0.467,0.632,0.852,4.291
13-07-2012,06:00:00,0.76,-888.88,-888.88,0.1454,2.209,100.000,2.2,0.439,0.632,0.797,4.291
13-07-2012,07:00:00,1.52,-888.88,-888.88,0.1442,2.343,100.000,2.3,0.467,0.605,0.797,4.291
13-07-2012,08:00:00,0.76,-888.88,-888.88,0.1446,2.396,100.000,2.4,0.467,0.605,0.797,4.291
13-07-2012,09:00:00,0.25,-888.88,-888.88,0.1442,2.155,100.000,2.2,0.439,0.605,0.797,4.321
13-07-2012,10:00:00,0.25,-888.88,-888.88,0.1425,1.886,100.000,1.9,0.467,0.605,0.770,4.381
13-07-2012,11:00:00,0.00,-888.88,-888.88,0.1412,1.751,100.000,1.7,0.467,0.605,0.770,4.412
13-07-2012,12:00:00,0.00,-888.88,-888.88,0.1403,1.561,100.000,1.6,0.467,0.605,0.770,4.363
13-07-2012,13:00:00,1.27,-888.88,-888.88,0.1399,1.317,100.000,1.3,0.495,0.632,0.797,4.375
13-07-2012,14:00:00,2.03,-888.88,-888.88,0.1408,1.507,100.000,1.5,0.495,0.632,0.797,4.387
13-07-2012,15:00:00,0.25,-888.88,-888.88,0.1416,1.778,100.000,1.8,0.467,0.632,0.797,4.363
13-07-2012,16:00:00,0.25,-888.88,-888.88,0.1420,1.670,100.000,1.7,0.467,0.605,0.797,4.369
13-07-2012,17:00:00,0.25,-888.88,-888.88,0.1412,1.588,100.000,1.6,0.467,0.605,0.770,4.339
13-07-2012,18:00:00,0.25,-888.88,-888.88,0.1403,1.480,100.000,1.5,0.495,0.605,0.770,4.327
13-07-2012,19:00:00,0.25,-888.88,-888.88,0.1395,1.480,100.000,1.5,0.495,0.632,0.770,4.321
13-07-2012,20:00:00,0.00,-888.88,-888.88,0.1391,1.507,99.900,1.5,0.495,0.632,0.797,4.315
13-07-2012,21:00:00,0.76,-888.88,-888.88,0.1386,1.262,99.900,1.2,0.495,0.632,0.797,4.309
13-07-2012,22:00:00,0.00,-888.88,-888.88,0.1382,1.071,100.000,1.1,0.495,0.632,0.797,4.303
13-07-2012,23:00:00,2.03,-888.88,-888.88,0.1382,1.208,100.000,1.2,0.495,0.632,0.797,4.303
14-07-2012,00:00:00,4.06,-888.88,-888.88,0.1395,1.071,100.000,1.1,0.522,0.632,0.797,4.297
14-07-2012,01:00:00,2.79,-888.88,-888.88,0.1416,0.880,100.000,0.9,0.495,0.632,0.797,4.297
14-07-2012,02:00:00,1.52,-888.88,-888.88,0.1420,0.329,100.000,0.3,0.495,0.632,0.797,4.291
14-07-2012,03:00:00,0.76,-888.88,-888.88,0.1412,0.135,100.000,0.1,0.495,0.632,0.797,4.291
14-07-2012,04:00:00,0.25,-888.88,-888.88,0.1399,-0.032,100.000,-0.0,0.495,0.632,0.797,4.291
14-07-2012,05:00:00,0.00,-888.88,-888.88,0.1386,-0.060,100.000,-0.1,0.522,0.632,0.797,4.291
14-07-2012,06:00:00,0.00,-888.88,-888.88,0.1378,-0.088,100.000,-0.1,0.522,0.660,0.797,4.291
14-07-2012,07:00:00,0.00,-888.88,-888.88,0.1365,-0.032,100.000,-0.0,0.522,0.660,0.797,4.291
14-07-2012,08:00:00,0.00,-888.88,-888.88,0.1357,-0.032,100.000,-0.0,0.522,0.660,0.825,4.291
14-07-2012,09:00:00,0.51,-888.88,-888.88,0.1353,-0.088,100.000,-0.1,0.550,0.660,0.825,4.333
14-07-2012,10:00:00,0.51,-888.88,-888.88,0.1344,-0.760,100.000,-0.8,0.550,0.660,0.825,4.406
14-07-2012,11:00:00,1.02,-888.88,-888.88,0.1336,-0.873,100.000,-0.9,0.550,0.660,0.825,4.363
14-07-2012,12:00:00,0.25,-888.88,-888.88,0.1331,-0.986,100.000,-1.0,0.550,0.687,0.825,4.381
14-07-2012,13:00:00,0.00,-888.88,-888.88,0.1327,-0.789,100.000,-0.8,0.550,0.687,0.852,4.387
14-07-2012,14:00:00,0.00,-888.88,-888.88,0.1323,-0.704,100.000,-0.7,0.577,0.687,0.852,4.381
14-07-2012,15:00:00,0.00,-888.88,-888.88,0.1319,-0.986,100.000,-1.0,0.550,0.687,0.852,4.381
14-07-2012,16:00:00,0.00,-888.88,-888.88,0.1314,-1.556,100.000,-1.6,0.577,0.687,0.852,4.363
14-07-2012,17:00:00,0.00,-888.88,-888.88,0.1314,-1.641,100.000,-1.6,0.577,0.687,0.852,4.339
14-07-2012,18:00:00,0.00,-888.88,-888.88,0.1310,-1.498,100.000,-1.5,0.577,0.715,0.852,4.327
14-07-2012,19:00:00,0.00,-888.88,-888.88,0.1306,-1.900,100.000,-1.9,0.577,0.715,0.880,4.321
14-07-2012,20:00:00,0.00,-888.88,-888.88,0.1302,-2.392,100.000,-2.4,0.577,0.715,0.880,4.315
14-07-2012,21:00:00,0.00,-888.88,-888.88,0.1302,-1.958,100.000,-2.0,0.605,0.715,0.880,4.303
14-07-2012,22:00:00,0.00,-888.88,-888.88,0.1297,-1.871,100.000,-1.9,0.605,0.715,0.880,4.303
14-07-2012,23:00:00,0.00,-888.88,-888.88,0.1297,-1.986,100.000,-2.0,0.605,0.715,0.880,4.297
15-07-2012,00:00:00,0.00,-888.88,-888.88,0.1293,-2.392,100.000,-2.4,0.605,0.742,0.880,4.291
15-07-2012,01:00:00,0.00,-888.88,-888.88,0.1293,-2.189,100.000,-2.2,0.605,0.742,0.880,4.291
15-07-2012,02:00:00,0.00,-888.88,-888.88,0.1289,-2.189,100.000,-2.2,0.605,0.742,0.907,4.291
15-07-2012,03:00:00,0.00,-888.88,-888.88,0.1289,-1.929,100.000,-1.9,0.605,0.742,0.907,4.291
15-07-2012,04:00:00,0.00,-888.88,-888.88,0.1285,-1.842,100.000,-1.8,0.605,0.742,0.907,4.291
15-07-2012,05:00:00,0.00,-888.88,-888.88,0.1285,-1.613,100.000,-1.6,0.605,0.742,0.907,4.291
15-07-2012,06:00:00,0.00,-888.88,-888.88,0.1285,-1.527,100.000,-1.5,0.605,0.742,0.907,4.291
15-07-2012,07:00:00,0.00,-888.88,-888.88,0.1280,-2.131,100.000,-2.1,0.632,0.742,0.907,4.291
15-07-2012,08:00:00,0.00,-888.88,-888.88,0.1280,-2.566,100.000,-2.6,0.632,0.770,0.907,4.291
15-07-2012,09:00:00,0.00,-888.88,-888.88,0.1276,-2.976,100.000,-3.0,0.632,0.770,0.907,4.387
15-07-2012,10:00:00,0.00,-888.88,-888.88,0.1276,-2.976,100.000,-3.0,0.632,0.770,0.934,4.363
15-07-2012,11:00:00,0.00,-888.88,-888.88,0.1276,-2.566,100.000,-2.6,0.632,0.770,0.934,4.375
15-07-2012,12:00:00,0.00,-888.88,-888.88,0.1276,-3.094,100.000,-3.1,0.632,0.770,0.934,4.381
15-07-2012,13:00:00,0.00,-888.88,-888.88,0.1272,-3.124,100.000,-3.1,0.632,0.770,0.934,4.393
15-07-2012,14:00:00,0.00,-888.88,-888.88,0.1272,-2.625,100.000,-2.6,0.632,0.770,0.934,4.381
15-07-2012,15:00:00,0.00,-888.88,-888.88,0.1272,-2.131,100.000,-2.1,0.632,0.770,0.934,4.393
15-07-2012,16:00:00,0.00,-888.88,-888.88,0.1272,-2.044,100.000,-2.1,0.632,0.770,0.934,4.369
15-07-2012,17:00:00,0.00,-888.88,-888.88,0.1268,-2.160,100.000,-2.2,0.660,0.770,0.934,4.339
15-07-2012,18:00:00,0.00,-888.88,-888.88,0.1268,-1.756,100.000,-1.8,0.660,0.797,0.934,4.333
15-07-2012,19:00:00,0.00,-888.88,-888.88,0.1263,-0.789,100.000,-0.8,0.632,0.770,0.934,4.321
15-07-2012,20:00:00,0.00,-888.88,-888.88,0.1263,-0.958,100.000,-1.0,0.632,0.770,0.934,4.315
15-07-2012,21:00:00,0.00,-888.88,-888.88,0.1263,-0.367,100.000,-0.4,0.632,0.770,0.934,4.303
15-07-2012,22:00:00,0.00,-888.88,-888.88,0.1263,-0.143,100.000,-0.1,0.632,0.770,0.934,4.303
15-07-2012,23:00:00,0.00,-888.88,-888.88,0.1263,-0.116,100.000,-0.1,0.632,0.770,0.934,4.297
16-07-2012,00:00:00,0.00,-888.88,-888.88,0.1259,-0.088,100.000,-0.1,0.632,0.797,0.934,4.297
16-07-2012,01:00:00,1.52,-888.88,-888.88,0.1259,-0.088,100.000,-0.1,0.632,0.797,0.962,4.291
16-07-2012,02:00:00,2.03,-888.88,-888.88,0.1280,-0.088,100.000,-0.1,0.632,0.797,0.962,4.291
16-07-2012,03:00:00,1.52,-888.88,-888.88,0.1289,0.024,100.000,0.0,0.632,0.797,0.962,4.291
16-07-2012,04:00:00,1.27,-888.88,-888.88,0.1293,0.163,100.000,0.2,0.632,0.797,0.962,4.291
16-07-2012,05:00:00,0.51,-888.88,-888.88,0.1293,0.522,100.000,0.5,0.632,0.797,0.962,4.291
16-07-2012,06:00:00,1.02,-888.88,-888.88,0.1297,0.522,100.000,0.5,0.632,0.797,0.962,4.291
16-07-2012,07:00:00,0.76,-888.88,-888.88,0.1302,0.384,100.000,0.4,0.632,0.797,0.962,4.291
16-07-2012,08:00:00,0.51,-888.88,-888.88,0.1297,0.301,100.000,0.3,0.632,0.770,0.962,4.291
16-07-2012,09:00:00,0.51,-888.88,-888.88,0.1297,0.495,100.000,0.5,0.632,0.797,0.962,4.381
16-07-2012,10:00:00,0.51,-888.88,-888.88,0.1293,0.687,100.000,0.7,0.632,0.770,0.962,4.381
16-07-2012,11:00:00,0.00,-888.88,-888.88,0.1293,1.126,100.000,1.1,0.632,0.770,0.962,4.363
16-07-2012,12:00:00,0.00,-888.88,-888.88,0.1293,1.235,100.000,1.2,0.632,0.770,0.962,4.393
16-07-2012,13:00:00,0.00,-888.88,-888.88,0.1297,1.398,100.000,1.4,0.632,0.770,0.962,4.363
16-07-2012,14:00:00,0.00,-888.88,-888.88,0.1306,1.561,100.000,1.6,0.632,0.770,0.962,4.393
16-07-2012,15:00:00,0.25,-888.88,-888.88,0.1319,1.507,100.000,1.5,0.605,0.770,0.962,4.369
16-07-2012,16:00:00,0.00,-888.88,-888.88,0.1336,1.534,100.000,1.5,0.605,0.770,0.962,4.375
16-07-2012,17:00:00,0.25,-888.88,-888.88,0.1344,1.453,100.000,1.5,0.605,0.770,0.934,4.339
16-07-2012,18:00:00,0.25,-888.88,-888.88,0.1353,1.235,100.000,1.2,0.605,0.742,0.934,4.333
16-07-2012,19:00:00,0.00,-888.88,-888.88,0.1357,0.989,100.000,1.0,0.605,0.742,0.907,4.321
16-07-2012,20:00:00,0.00,-888.88,-888.88,0.1357,0.797,100.000,0.8,0.577,0.742,0.907,4.321
16-07-2012,21:00:00,0.00,-888.88,-888.88,0.1357,0.577,99.500,0.5,0.577,0.742,0.907,4.315
16-07-2012,22:00:00,0.00,-888.88,-888.88,0.1353,0.632,99.900,0.6,0.577,0.742,0.907,4.303
16-07-2012,23:00:00,0.00,-888.88,-888.88,0.1348,0.329,99.900,0.3,0.605,0.742,0.907,4.303
17-07-2012,00:00:00,0.25,-888.88,-888.88,0.1344,0.190,100.000,0.2,0.605,0.742,0.907,4.297
17-07-2012,01:00:00,0.00,-888.88,-888.88,0.1340,0.384,100.000,0.4,0.605,0.742,0.907,4.297
17-07-2012,02:00:00,0.25,-888.88,-888.88,0.1336,0.439,100.000,0.4,0.605,0.742,0.907,4.291
17-07-2012,03:00:00,0.00,-888.88,-888.88,0.1336,0.329,100.000,0.3,0.605,0.742,0.907,4.291
17-07-2012,04:00:00,0.25,-888.88,-888.88,0.1331,0.439,100.000,0.4,0.605,0.742,0.907,4.291
17-07-2012,05:00:00,0.00,-888.88,-888.88,0.1327,0.384,99.700,0.3,0.605,0.742,0.907,4.291
17-07-2012,06:00:00,0.00,-888.88,-888.88,0.1327,0.770,100.000,0.8,0.605,0.742,0.907,4.291
17-07-2012,07:00:00,0.51,-888.88,-888.88,0.1327,0.329,100.000,0.3,0.605,0.742,0.907,4.291
17-07-2012,08:00:00,0.00,-888.88,-888.88,0.1323,0.246,100.000,0.2,0.605,0.742,0.907,4.291
17-07-2012,09:00:00,0.00,-888.88,-888.88,0.1323,0.218,100.000,0.2,0.605,0.742,0.907,4.363
17-07-2012,10:00:00,0.00,-888.88,-888.88,0.1327,0.024,100.000,0.0,0.605,0.770,0.907,4.363
17-07-2012,11:00:00,0.00,-888.88,-888.88,0.1323,-0.171,100.000,-0.2,0.605,0.770,0.907,4.387
17-07-2012,12:00:00,0.00,-888.88,-888.88,0.1319,-0.255,100.000,-0.3,0.605,0.770,0.907,4.424
17-07-2012,13:00:00,0.00,-888.88,-888.88,0.1319,-0.311,100.000,-0.3,0.632,0.770,0.907,4.381
17-07-2012,14:00:00,0.00,-888.88,-888.88,0.1314,-0.283,100.000,-0.3,0.632,0.770,0.907,4.381
17-07-2012,15:00:00,0.00,-888.88,-888.88,0.1314,-0.479,100.000,-0.5,0.632,0.770,0.907,4.406
17-07-2012,16:00:00,0.00,-888.88,-888.88,0.1314,-0.283,99.900,-0.3,0.632,0.770,0.907,4.375
17-07-2012,17:00:00,0.00,-888.88,-888.88,0.1310,-0.423,100.000,-0.4,0.632,0.770,0.907,4.345
17-07-2012,18:00:00,0.00,-888.88,-888.88,0.1310,-0.479,100.000,-0.5,0.660,0.797,0.934,4.333
17-07-2012,19:00:00,0.00,-888.88,-888.88,0.1306,-0.507,100.000,-0.5,0.632,0.770,0.934,4.321
17-07-2012,20:00:00,0.00,-888.88,-888.88,0.1302,-0.563,99.900,-0.6,0.632,0.770,0.934,4.321
17-07-2012,21:00:00,0.00,-888.88,-888.88,0.1302,-0.423,100.000,-0.4,0.632,0.770,0.934,4.309
17-07-2012,22:00:00,0.00,-888.88,-888.88,0.1297,-0.676,99.800,-0.7,0.632,0.797,0.934,4.303
17-07-2012,23:00:00,0.00,-888.88,-888.88,0.1297,-0.732,99.100,-0.9,0.632,0.797,0.934,4.303
18-07-2012,00:00:00,0.00,-888.88,-888.88,0.1297,-0.732,99.400,-0.8,0.632,0.797,0.934,4.297
18-07-2012,01:00:00,0.00,-888.88,-888.88,0.1293,-0.732,99.100,-0.9,0.632,0.797,0.934,4.291
18-07-2012,02:00:00,0.00,-888.88,-888.88,0.1289,-0.902,100.000,-0.9,0.660,0.797,0.962,4.291
18-07-2012,03:00:00,0.00,-888.88,-888.88,0.1285,-0.930,100.000,-0.9,0.660,0.797,0.962,4.291
18-07-2012,04:00:00,0.00,-888.88,-888.88,0.1285,-1.128,100.000,-1.1,0.660,0.825,0.962,4.291
18-07-2012,05:00:00,0.00,-888.88,-888.88,0.1280,-1.213,100.000,-1.2,0.660,0.825,0.962,4.291
18-07-2012,06:00:00,0.00,-888.88,-888.88,0.1276,-0.986,100.000,-1.0,0.660,0.825,0.962,4.291
18-07-2012,07:00:00,0.00,-888.88,-888.88,0.1276,-1.043,100.000,-1.0,0.660,0.825,0.962,4.291
18-07-2012,08:00:00,0.00,-888.88,-888.88,0.1276,-1.185,99.900,-1.2,0.660,0.825,0.962,4.291
18-07-2012,09:00:00,0.00,-888.88,-888.88,0.1272,-1.157,99.700,-1.2,0.660,0.825,0.962,4.321
18-07-2012,10:00:00,0.00,-888.88,-888.88,0.1272,-1.242,98.600,-1.4,0.660,0.825,0.962,4.363
18-07-2012,11:00:00,0.00,-888.88,-888.88,0.1268,-0.986,98.500,-1.2,0.660,0.825,0.962,4.381
18-07-2012,12:00:00,0.00,-888.88,-888.88,0.1268,-0.873,99.500,-0.9,0.660,0.825,0.962,4.363
18-07-2012,13:00:00,0.00,-888.88,-888.88,0.1272,-0.591,99.600,-0.7,0.660,0.825,0.962,4.369
18-07-2012,14:00:00,0.00,-888.88,-888.88,0.1268,-0.873,98.800,-1.0,0.660,0.825,0.962,4.381
18-07-2012,15:00:00,0.00,-888.88,-888.88,0.1268,-1.299,98.700,-1.5,0.660,0.825,0.962,4.400
18-07-2012,16:00:00,0.00,-888.88,-888.88,0.1263,-1.242,97.000,-1.7,0.687,0.825,0.962,4.381
18-07-2012,17:00:00,0.00,-888.88,-888.88,0.1263,-1.584,95.800,-2.2,0.687,0.825,0.962,4.351
18-07-2012,18:00:00,0.00,-888.88,-888.88,0.1263,-2.363,99.100,-2.5,0.687,0.825,0.962,4.333
18-07-2012,19:00:00,0.00,-888.88,-888.88,0.1263,-2.800,98.500,-3.0,0.687,0.825,0.962,4.321
18-07-2012,20:00:00,0.00,-888.88,-888.88,0.1263,-3.419,96.500,-3.9,0.687,0.852,0.989,4.321
18-07-2012,21:00:00,0.00,-888.88,-888.88,0.1263,-3.153,95.400,-3.8,0.687,0.852,0.989,4.309
18-07-2012,22:00:00,0.00,-888.88,-888.88,0.1259,-4.865,95.900,-5.4,0.715,0.852,0.989,4.303
18-07-2012,23:00:00,0.00,-888.88,-888.88,0.1259,-6.706,93.000,-7.7,0.715,0.880,0.989,4.297
19-07-2012,00:00:00,0.00,-888.88,-888.88,0.1259,-5.636,93.900,-6.5,0.742,0.880,1.017,4.291
19-07-2012,01:00:00,0.00,-888.88,-888.88,0.1259,-7.026,93.300,-7.9,0.715,0.880,1.017,4.291
19-07-2012,02:00:00,0.00,-888.88,-888.88,0.1259,-5.791,92.600,-6.8,0.715,0.880,0.989,4.291
