"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818209, LBL: Ambient)","RH, % (SEN S/N: 9818209)","DewPt, ¡C (SEN S/N: 9818209)","Temp, ¡C (SEN S/N: 9824746, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9833753, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833755, LBL: 10cmBG)"
02-11-2011,16:22:47,11.297,73.500,6.7,13.209,0.2458,0.2051
02-11-2011,17:22:48,8.593,76.500,4.7,12.968,0.2436,0.2037
02-11-2011,18:22:49,9.336,77.700,5.7,12.389,0.2429,0.2037
02-11-2011,19:22:50,5.872,84.700,3.5,11.710,0.2429,0.2022
02-11-2011,20:22:51,3.985,90.400,2.6,10.394,0.2429,0.2015
02-11-2011,21:22:52,1.940,94.800,1.2,9.238,0.2422,0.2000
02-11-2011,22:22:53,-0.116,98.200,-0.4,8.220,0.2422,0.1993
02-11-2011,23:22:54,0.356,97.800,0.0,7.444,0.2422,0.1986
03-11-2011,00:22:55,0.107,98.300,-0.1,7.116,0.2422,0.1978
03-11-2011,01:22:56,-2.189,98.700,-2.4,6.611,0.2414,0.1971
03-11-2011,02:22:57,-3.986,98.300,-4.2,5.770,0.2414,0.1964
03-11-2011,03:22:58,-6.388,97.400,-6.7,4.973,0.2407,0.1957
03-11-2011,04:22:59,-5.357,98.800,-5.5,4.272,0.2400,0.1949
03-11-2011,05:23:00,-2.830,98.800,-3.0,4.011,0.2400,0.1949
03-11-2011,06:23:01,-4.046,94.000,-4.9,3.906,0.2400,0.1942
03-11-2011,07:23:02,0.742,82.100,-2.0,3.749,0.2407,0.1949
03-11-2011,08:23:03,7.619,54.800,-0.9,4.168,0.2407,0.1942
03-11-2011,09:23:04,11.200,34.700,-3.8,4.792,0.2392,0.1949
03-11-2011,10:23:05,12.823,36.800,-1.6,5.770,0.2392,0.1957
03-11-2011,11:23:06,15.843,40.200,2.4,9.238,0.2385,0.1986
03-11-2011,12:23:07,15.891,43.700,3.6,14.864,0.2385,0.2008
03-11-2011,13:23:08,17.582,48.100,6.5,19.341,0.2385,0.2015
03-11-2011,14:23:09,14.816,48.600,4.1,21.963,0.2378,0.2015
03-11-2011,15:23:10,15.509,56.000,6.8,20.365,0.2378,0.1993
03-11-2011,16:23:11,16.558,51.400,6.5,19.984,0.2371,0.1993
03-11-2011,17:23:12,10.026,69.100,4.6,18.866,0.2363,0.1964
03-11-2011,18:23:13,8.593,77.800,4.9,16.082,0.2363,0.1935
03-11-2011,19:23:14,7.217,82.600,4.5,14.529,0.2356,0.1920
03-11-2011,20:23:15,4.999,91.600,3.7,13.016,0.2349,0.1906
03-11-2011,21:23:16,4.999,96.500,4.5,11.880,0.2342,0.1899
03-11-2011,22:23:17,3.512,98.400,3.3,10.980,0.2342,0.1891
