Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 10284092, LBL: Rain)","Temp, °C (SEN S/N: 9824749, LBL: Temp (10cm))",,"Temp, °C (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, °C (SEN S/N: 9824741, LBL: Temp (Surface))","Temp, °C (SEN S/N: 9818217, LBL: Ambient Temp (1.2 m))","RH, % (SEN S/N: 9818217, LBL: Relative Humidity)","DewPt, °C (SEN S/N: 9818217)",,,,,"Water Content, m³/m³ (SEN S/N: 2282783, LBL: Soil Moisture (5cm))"
1/6/14,3:00:00,0,5.642,,5.693,5.693,5.745,97.4,5.4,,,,,0.1972
1/6/14,4:00:00,0,5.642,,5.642,5.282,5.411,94.1,4.5,,,,,0.1972
1/6/14,5:00:00,0,5.591,,5.539,5.257,5.179,96.1,4.6,,,,,0.1972
1/6/14,6:00:00,0,5.539,,5.462,5.024,5.205,93.5,4.2,,,,,0.1972
1/6/14,7:00:00,0,5.462,,5.36,4.869,5.308,94.4,4.5,,,,,0.1972
1/6/14,8:00:00,0,5.411,,5.308,5.102,5.437,96.3,4.9,,,,,0.1968
1/6/14,9:00:00,0,5.437,,5.36,5.36,5.282,97.9,5,,,,,0.1968
1/6/14,10:00:00,0,5.462,,5.437,5.539,5.334,99.7,5.3,,,,,0.1968
1/6/14,11:00:00,0,5.514,,5.539,5.745,5.205,100,5.2,,,,,0.1968
1/6/14,12:00:00,0.8,5.616,,5.668,6.026,5.334,100,5.3,,,,,0.1968
1/6/14,13:00:00,0.8,5.719,,5.847,6.281,4.011,100,4,,,,,0.1985
1/6/14,14:00:00,0.8,5.821,,5.924,5.796,3.591,99,3.4,,,,,0.2014
1/6/14,15:00:00,2.8,5.821,,5.872,5.514,3.354,99.1,3.2,,,,,0.2129
1/6/14,16:00:00,1,5.77,,5.77,5.076,3.089,98.1,2.8,,,,,0.2209
1/6/14,17:00:00,0,5.668,,5.591,4.818,2.69,98.2,2.4,,,,,0.2192
1/6/14,18:00:00,0,5.539,,5.411,4.402,2.289,99.5,2.2,,,,,0.2175
1/6/14,19:00:00,0,5.411,,5.205,4.063,1.859,100,1.9,,,,,0.2159
1/6/14,20:00:00,0,5.257,,5.024,3.775,2.209,97.6,1.9,,,,,0.2146
1/6/14,21:00:00,0,5.128,,4.818,3.512,2.664,96.4,2.1,,,,,0.2133
1/6/14,22:00:00,0,4.973,,4.636,3.195,2.128,97.3,1.7,,,,,0.2129
1/6/14,23:00:00,0,4.818,,4.402,2.903,2.021,96.9,1.6,,,,,0.212
2/6/14,0:00:00,0,4.662,,4.194,2.717,1.071,99.5,1,,,,,0.212
2/6/14,1:00:00,0,4.506,,4.011,2.45,1.071,100,1.1,,,,,0.2112
2/6/14,2:00:00,0,4.402,,3.88,2.477,0.522,100,0.5,,,,,0.2108
2/6/14,3:00:00,0,4.35,,3.88,2.557,0.77,100,0.8,,,,,0.2099
2/6/14,4:00:00,0,4.35,,3.932,2.637,-0.339,100,-0.3,,,,,0.2095
2/6/14,5:00:00,0,4.324,,3.88,2.45,0.577,100,0.6,,,,,0.2095
2/6/14,6:00:00,0,4.22,,3.722,2.236,1.507,100,1.5,,,,,0.2091
2/6/14,7:00:00,0,4.089,,3.564,2.101,1.643,99.4,1.6,,,,,0.2086
2/6/14,8:00:00,0,4.011,,3.485,2.101,2.53,97.8,2.2,,,,,0.2082
2/6/14,9:00:00,0,3.985,,3.538,2.664,3.221,98.1,3,,,,,0.2078
2/6/14,10:00:00,0,4.089,,3.749,4.61,4.272,99,4.1,,,,,0.2078
2/6/14,11:00:00,0,4.376,,4.324,7.469,5.462,96,4.9,,,,,0.2069
2/6/14,12:00:00,0,4.792,,4.999,8.717,5.796,92.1,4.6,,,,,0.2065
2/6/14,13:00:00,0,5.257,,5.591,8.841,6.128,89.7,4.6,,,,,0.2061
2/6/14,14:00:00,0,5.616,,6.051,9.336,6.763,87.5,4.8,,,,,0.2061
2/6/14,15:00:00,0,5.924,,6.408,8.742,5.024,90.7,3.6,,,,,0.2057
2/6/14,16:00:00,0,6.077,,6.458,7.795,3.985,98.4,3.8,,,,,0.2052
2/6/14,17:00:00,0,6.051,,6.331,6.585,3.749,99.9,3.7,,,,,0.2052
2/6/14,18:00:00,0,5.924,,6.051,5.642,3.354,100,3.4,,,,,0.2048
2/6/14,19:00:00,0.6,5.77,,5.77,5.205,3.459,100,3.5,,,,,0.2048
2/6/14,20:00:00,1.6,5.616,,5.565,4.921,3.195,100,3.2,,,,,0.2069
2/6/14,21:00:00,1.4,5.488,,5.385,4.61,3.009,100,3,,,,,0.2142
2/6/14,22:00:00,1.8,5.36,,5.231,4.402,2.877,100,2.9,,,,,0.2235
2/6/14,23:00:00,1.2,5.257,,5.076,4.298,2.85,100,2.8,,,,,0.226
3/6/14,0:00:00,1.2,5.154,,4.973,4.141,2.797,100,2.8,,,,,0.2277
3/6/14,1:00:00,0.8,5.076,,4.869,4.115,2.61,100,2.6,,,,,0.2273
3/6/14,2:00:00,1,4.999,,4.792,3.985,2.93,100,2.9,,,,,0.2282
3/6/14,3:00:00,0.2,4.947,,4.74,4.063,3.036,100,3,,,,,0.226
3/6/14,4:00:00,0.2,4.895,,4.714,4.168,2.983,100,3,,,,,0.2243
3/6/14,5:00:00,0.2,4.895,,4.714,4.194,2.983,100,3,,,,,0.2231
3/6/14,6:00:00,0.4,4.895,,4.688,4.168,3.036,100,3,,,,,0.2226
3/6/14,7:00:00,0.4,4.869,,4.688,4.168,3.089,100,3.1,,,,,0.2231
3/6/14,8:00:00,0.2,4.844,,4.688,4.194,3.274,100,3.3,,,,,0.2226
3/6/14,9:00:00,0.2,4.869,,4.714,4.584,3.591,100,3.6,,,,,0.2226
3/6/14,10:00:00,0,4.921,,4.869,5.36,4.037,100,4,,,,,0.2218
3/6/14,11:00:00,0,5.128,,5.282,6.889,4.714,100,4.7,,,,,0.2209
3/6/14,12:00:00,0,5.514,,5.898,7.845,5.205,100,5.2,,,,,0.2201
3/6/14,13:00:00,0.2,5.898,,6.357,7.995,4.35,100,4.4,,,,,0.2192
3/6/14,14:00:00,0,6.128,,6.535,7.393,4.141,100,4.1,,,,,0.2184
3/6/14,15:00:00,0,6.179,,6.56,7.091,4.037,100,4,,,,,0.2175
3/6/14,16:00:00,0.2,6.204,,6.484,6.535,3.985,100,4,,,,,0.2171
3/6/14,17:00:00,0,6.102,,6.306,6.051,3.906,100,3.9,,,,,0.2163
3/6/14,18:00:00,0,5.975,,6.051,5.488,3.643,100,3.6,,,,,0.2159
3/6/14,19:00:00,0,5.796,,5.77,5.128,3.854,100,3.9,,,,,0.2154
3/6/14,20:00:00,0,5.668,,5.616,5.128,3.749,100,3.8,,,,,0.215
3/6/14,21:00:00,0,5.591,,5.488,4.895,3.749,100,3.8,,,,,0.2146
3/6/14,22:00:00,0,5.488,,5.36,4.61,3.433,100,3.4,,,,,0.2142
3/6/14,23:00:00,0,5.36,,5.205,4.506,3.538,100,3.5,,,,,0.2142
4/6/14,0:00:00,0.2,5.282,,5.128,4.584,3.433,100,3.4,,,,,0.2142
4/6/14,1:00:00,0,5.257,,5.102,4.558,3.221,100,3.2,,,,,0.2142
4/6/14,2:00:00,0,5.231,,5.05,4.506,3.221,100,3.2,,,,,0.2142
4/6/14,3:00:00,0.2,5.179,,5.024,4.506,3.274,100,3.3,,,,,0.2137
4/6/14,4:00:00,0,5.154,,4.999,4.35,2.877,100,2.9,,,,,0.2137
4/6/14,5:00:00,0,5.102,,4.895,4.194,2.584,100,2.6,,,,,0.2133
4/6/14,6:00:00,0,5.05,,4.818,4.115,2.477,100,2.5,,,,,0.2133
4/6/14,7:00:00,0,4.999,,4.766,3.985,2.128,100,2.1,,,,,0.2129
4/6/14,8:00:00,0,4.921,,4.688,3.958,2.128,100,2.1,,,,,0.2125
4/6/14,9:00:00,0,4.895,,4.688,4.298,2.236,100,2.2,,,,,0.2125
4/6/14,10:00:00,0,4.921,,4.766,5.385,3.617,98.8,3.4,,,,,0.212
4/6/14,11:00:00,0,5.024,,4.973,8.07,4.792,95.1,4.1,,,,,0.2116
4/6/14,12:00:00,0,5.231,,5.36,9.558,5.282,92.8,4.2,,,,,0.2112
4/6/14,13:00:00,0,5.565,,5.821,10.222,4.766,92.4,3.6,,,,,0.2103
4/6/14,14:00:00,0,5.924,,6.306,10.369,5.539,89.2,3.9,,,,,0.2099
4/6/14,15:00:00,0,6.23,,6.661,9.756,6.051,90,4.5,,,,,0.2095
4/6/14,16:00:00,0,6.484,,6.889,8.693,3.433,96.4,2.9,,,,,0.2091
4/6/14,17:00:00,0,6.535,,6.839,7.217,2.956,99.3,2.9,,,,,0.2086
4/6/14,18:00:00,0,6.458,,6.56,6.153,2.236,97.9,1.9,,,,,0.2082
4/6/14,19:00:00,0,6.23,,6.179,4.921,1.289,99,1.1,,,,,0.2082
4/6/14,20:00:00,0,5.949,,5.719,3.643,-0.395,99.8,-0.4,,,,,0.2078
4/6/14,21:00:00,0,5.565,,5.154,2.797,-0.62,100,-0.6,,,,,0.2078
4/6/14,22:00:00,0,5.231,,4.714,2.396,-1.785,99.7,-1.8,,,,,0.2078
4/6/14,23:00:00,0,4.973,,4.376,2.021,-0.116,100,-0.1,,,,,0.2074
5/6/14,0:00:00,0,4.714,,4.089,1.561,-0.902,99.6,-1,,,,,0.2074
5/6/14,1:00:00,0,4.532,,3.854,1.289,-0.451,97.8,-0.8,,,,,0.2069
5/6/14,2:00:00,0,4.35,,3.643,1.071,0.19,96.3,-0.3,,,,,0.2069
5/6/14,3:00:00,0,4.194,,3.459,0.907,0.384,98.8,0.2,,,,,0.2065
5/6/14,4:00:00,0,4.037,,3.327,0.77,-0.116,99.6,-0.2,,,,,0.2065
5/6/14,5:00:00,0,3.932,,3.195,0.77,1.017,99.9,1,,,,,0.2061
5/6/14,6:00:00,0,3.827,,3.089,0.825,1.153,100,1.1,,,,,0.2061
5/6/14,7:00:00,0,3.722,,3.036,0.852,1.534,100,1.5,,,,,0.2061
5/6/14,8:00:00,0.2,3.643,,2.956,0.907,1.967,99.8,1.9,,,,,0.2057
5/6/14,9:00:00,0,3.591,,2.93,1.153,3.38,99.9,3.4,,,,,0.2057
5/6/14,10:00:00,0,3.591,,3.009,2.209,4.063,98.2,3.8,,,,,0.2052
5/6/14,11:00:00,0,3.827,,3.538,4.532,4.792,96.8,4.3,,,,,0.2052
5/6/14,12:00:00,0,4.246,,4.272,6.737,5.205,94.6,4.4,,,,,0.2048
5/6/14,13:00:00,0,4.714,,4.973,7.795,5.668,93.2,4.7,,,,,0.2044
5/6/14,14:00:00,0,5.154,,5.591,8.693,5.565,90.4,4.1,,,,,0.2044
5/6/14,15:00:00,0,5.539,,6.026,8.494,5.462,88.3,3.7,,,,,0.204
5/6/14,16:00:00,1,5.77,,6.23,7.594,2.823,98.5,2.6,,,,,0.204
5/6/14,17:00:00,0.2,5.745,,5.975,6,2.637,98.8,2.5,,,,,0.2044
5/6/14,18:00:00,0.6,5.565,,5.616,5.128,2.584,99.9,2.6,,,,,0.2052
5/6/14,19:00:00,0.4,5.385,,5.334,4.714,1.751,100,1.7,,,,,0.2065
5/6/14,20:00:00,0,5.257,,5.102,4.376,1.153,100,1.1,,,,,0.2078
5/6/14,21:00:00,0.2,5.102,,4.895,4.063,0.742,100,0.7,,,,,0.2082
5/6/14,22:00:00,0,4.973,,4.688,3.827,0.797,100,0.8,,,,,0.2086
5/6/14,23:00:00,0,4.844,,4.532,3.722,0.825,100,0.8,,,,,0.2086
6/6/14,0:00:00,0.2,4.74,,4.428,3.617,0.66,100,0.7,,,,,0.2086
6/6/14,1:00:00,0,4.688,,4.35,3.564,0.412,100,0.4,,,,,0.2086
6/6/14,2:00:00,0,4.61,,4.272,3.485,0.163,100,0.2,,,,,0.2086
6/6/14,3:00:00,0,4.558,,4.22,3.301,-0.62,100,-0.6,,,,,0.2086
6/6/14,4:00:00,0,4.48,,4.115,3.089,-0.451,100,-0.5,,,,,0.2082
6/6/14,5:00:00,0,4.402,,4.011,3.009,-0.817,100,-0.8,,,,,0.2082
6/6/14,6:00:00,0,4.35,,3.932,2.903,-1.356,100,-1.4,,,,,0.2082
6/6/14,7:00:00,0,4.298,,3.854,2.77,-2.45,100,-2.5,,,,,0.2078
6/6/14,8:00:00,0,4.194,,3.749,2.343,-2.976,99.8,-3,,,,,0.2078
6/6/14,9:00:00,0,4.037,,3.485,2.557,0.384,83,-2.2,,,,,0.2074
6/6/14,10:00:00,0,3.88,,3.327,4.168,1.507,89.1,-0.1,,,,,0.2074
6/6/14,11:00:00,0,3.827,,3.354,7.242,2.983,86,0.9,,,,,0.2069
6/6/14,12:00:00,0,3.958,,3.67,8.891,3.696,80.1,0.6,,,,,0.2065
6/6/14,13:00:00,0,4.246,,4.115,8.99,4.298,80,1.2,,,,,0.2057
6/6/14,14:00:00,0,4.584,,4.584,8.792,4.246,78.9,0.9,,,,,0.2057
6/6/14,15:00:00,0,4.895,,4.921,7.544,3.538,82.7,0.9,,,,,0.2052
6/6/14,16:00:00,0,5.05,,4.999,5.847,2.155,90.6,0.8,,,,,0.2048
6/6/14,17:00:00,0,5.05,,4.844,4.272,0.797,96.2,0.3,,,,,0.2048
6/6/14,18:00:00,0,4.895,,4.584,3.985,0.273,99.5,0.2,,,,,0.2048
6/6/14,19:00:00,0,4.792,,4.454,3.591,-0.676,100,-0.7,,,,,0.2044
6/6/14,20:00:00,0,4.662,,4.246,2.93,-1.441,100,-1.4,,,,,0.2044
6/6/14,21:00:00,0,4.506,,4.011,2.343,-1.47,100,-1.5,,,,,0.2044
6/6/14,22:00:00,0,4.298,,3.696,1.913,-0.367,96.8,-0.8,,,,,0.204
6/6/14,23:00:00,0,4.089,,3.485,1.615,0.301,91.6,-0.9,,,,,0.204
7/6/14,0:00:00,0,3.958,,3.301,1.425,-0.479,94.8,-1.2,,,,,0.204
7/6/14,1:00:00,0,3.827,,3.168,1.289,0.329,96.2,-0.2,,,,,0.204
7/6/14,2:00:00,0,3.722,,3.063,1.126,-0.563,95,-1.3,,,,,0.2036
7/6/14,3:00:00,0,3.617,,2.983,0.962,-0.535,97.6,-0.9,,,,,0.2036
7/6/14,4:00:00,0,3.538,,2.877,0.797,-0.535,98.7,-0.7,,,,,0.2031
7/6/14,5:00:00,0,3.433,,2.77,0.632,0.135,99,0,,,,,0.2031
7/6/14,6:00:00,0,3.354,,2.69,0.522,-0.367,98.9,-0.5,,,,,0.2027
7/6/14,7:00:00,0,3.274,,2.61,0.439,-0.451,97.8,-0.8,,,,,0.2027
7/6/14,8:00:00,0,3.195,,2.53,0.301,-0.255,97.9,-0.6,,,,,0.2027
7/6/14,9:00:00,0,3.116,,2.45,0.522,2.209,99.3,2.1,,,,,0.2023
7/6/14,10:00:00,0,3.063,,2.37,1.507,3.958,95.3,3.3,,,,,0.2023
7/6/14,11:00:00,0,3.009,,2.37,2.557,4.947,92.4,3.8,,,,,0.2019
7/6/14,12:00:00,0,3.063,,2.61,4.688,5.334,89,3.7,,,,,0.2019
7/6/14,13:00:00,0,3.354,,3.221,6.99,5.411,86.6,3.4,,,,,0.2014
7/6/14,14:00:00,0,3.88,,3.985,7.066,4.454,85.8,2.3,,,,,0.201
7/6/14,15:00:00,0,4.298,,4.454,5.898,4.584,84.9,2.3,,,,,0.201
7/6/14,16:00:00,0,4.48,,4.558,5.488,3.906,85.4,1.7,,,,,0.2006
7/6/14,17:00:00,0,4.558,,4.584,4.74,2.664,90.3,1.2,,,,,0.2006
7/6/14,18:00:00,0,4.532,,4.454,4.115,2.289,98,2,,,,,0.2006
7/6/14,19:00:00,0.2,4.48,,4.35,3.696,1.18,98.9,1,,,,,0.2006
7/6/14,20:00:00,0,4.376,,4.141,2.77,1.017,98.4,0.8,,,,,0.2006
7/6/14,21:00:00,0,4.194,,3.854,2.396,0.051,97.5,-0.3,,,,,0.2006
7/6/14,22:00:00,0,4.037,,3.617,1.994,-0.395,97.9,-0.7,,,,,0.2002
7/6/14,23:00:00,0,3.854,,3.38,1.697,-0.93,97.9,-1.2,,,,,0.2002
8/6/14,0:00:00,0,3.696,,3.168,1.48,-1.613,97.1,-2,,,,,0.2002
8/6/14,1:00:00,0,3.564,,3.009,1.317,-1.327,97.8,-1.6,,,,,0.2002
8/6/14,2:00:00,0,3.459,,2.903,1.262,-1.929,97.7,-2.3,,,,,0.1997
8/6/14,3:00:00,0,3.38,,2.797,1.153,-2.392,98.3,-2.6,,,,,0.1997
8/6/14,4:00:00,0,3.301,,2.717,0.962,-2.334,97,-2.8,,,,,0.1997
8/6/14,5:00:00,0,3.221,,2.61,0.825,-2.537,97.8,-2.8,,,,,0.1993
8/6/14,6:00:00,0,3.142,,2.503,0.715,-2.479,99.2,-2.6,,,,,0.1993
8/6/14,7:00:00,0,3.063,,2.423,0.66,-2.16,100,-2.2,,,,,0.1993
8/6/14,8:00:00,0,2.983,,2.37,0.687,-1.814,100,-1.8,,,,,0.1993
8/6/14,9:00:00,0,2.93,,2.316,0.715,-1.613,100,-1.6,,,,,0.1993
8/6/14,10:00:00,0,2.903,,2.262,0.825,-0.789,100,-0.8,,,,,0.1993
8/6/14,11:00:00,0,2.85,,2.262,1.017,-0.507,100,-0.5,,,,,0.1989
8/6/14,12:00:00,0,2.877,,2.289,1.724,-0.171,100,-0.2,,,,,0.1989
8/6/14,13:00:00,0,2.983,,2.503,3.827,0.439,100,0.4,,,,,0.1989
8/6/14,14:00:00,0,3.248,,2.983,4.947,0.135,99.8,0.1,,,,,0.1989
8/6/14,15:00:00,0,3.512,,3.327,4.818,0.079,94.6,-0.7,,,,,0.1989
8/6/14,16:00:00,0,3.67,,3.485,4.168,-0.507,91.9,-1.7,,,,,0.1989
8/6/14,17:00:00,0,3.696,,3.406,2.61,-1.641,93.7,-2.5,,,,,0.1989
8/6/14,18:00:00,0,3.538,,3.116,1.832,-2.305,97.5,-2.7,,,,,0.1985
8/6/14,19:00:00,0,3.38,,2.85,1.425,-2.625,98.4,-2.9,,,,,0.1989
8/6/14,20:00:00,0,3.221,,2.664,1.208,-2.392,99.6,-2.5,,,,,0.1985
8/6/14,21:00:00,0,3.116,,2.557,1.126,-2.16,99.9,-2.2,,,,,0.1985
8/6/14,22:00:00,0,3.009,,2.45,1.126,-1.9,100,-1.9,,,,,0.1985
8/6/14,23:00:00,0,2.956,,2.396,1.071,-1.384,100,-1.4,,,,,0.1985
9/6/14,0:00:00,0,2.903,,2.343,1.044,-0.817,100,-0.8,,,,,0.1985
9/6/14,1:00:00,0,2.85,,2.289,1.099,-0.535,100,-0.5,,,,,0.1985
9/6/14,2:00:00,0,2.823,,2.262,1.153,-0.255,100,-0.3,,,,,0.1985
9/6/14,3:00:00,0,2.797,,2.262,1.208,0.051,100,0,,,,,0.1985
9/6/14,4:00:00,0,2.797,,2.289,1.262,0.273,100,0.3,,,,,0.1985
9/6/14,5:00:00,0.2,2.797,,2.316,1.262,0.907,100,0.9,,,,,0.1989
9/6/14,6:00:00,0.2,2.823,,2.37,1.398,1.017,100,1,,,,,0.2019
9/6/14,7:00:00,0.2,2.85,,2.477,1.643,1.262,100,1.3,,,,,0.2069
9/6/14,8:00:00,0,2.93,,2.584,1.94,1.859,100,1.9,,,,,0.2116
9/6/14,9:00:00,0,2.983,,2.717,2.584,2.477,100,2.5,,,,,0.2142
9/6/14,10:00:00,0.2,3.116,,2.93,3.459,3.406,100,3.4,,,,,0.2154
9/6/14,11:00:00,0.4,3.327,,3.301,4.869,3.248,100,3.2,,,,,0.2171
9/6/14,12:00:00,0.2,3.67,,3.801,6.102,3.327,100,3.3,,,,,0.2188
9/6/14,13:00:00,0,4.011,,4.246,6.484,3.089,100,3.1,,,,,0.218
9/6/14,14:00:00,0,4.272,,4.532,6.331,3.38,100,3.4,,,,,0.2163
9/6/14,15:00:00,0,4.454,,4.688,5.975,2.903,100,2.9,,,,,0.2154
9/6/14,16:00:00,0,4.48,,4.61,4.74,2.797,97.1,2.4,,,,,0.2142
9/6/14,17:00:00,0,4.35,,4.324,3.564,1.453,97.8,1.1,,,,,0.2129
9/6/14,18:00:00,0,4.141,,3.932,2.503,0.632,99,0.5,,,,,0.212
9/6/14,19:00:00,0,3.88,,3.538,2.128,0.412,99.9,0.4,,,,,0.2116
9/6/14,20:00:00,0,3.643,,3.221,1.859,0.687,99.8,0.7,,,,,0.2108
9/6/14,21:00:00,0,3.459,,3.009,1.643,0.66,100,0.7,,,,,0.2099
9/6/14,22:00:00,0,3.327,,2.85,1.48,0.384,100,0.4,,,,,0.2099
9/6/14,23:00:00,0,3.221,,2.744,1.48,0.024,100,0,,,,,0.2095
10/6/14,0:00:00,0,3.168,,2.717,1.453,-2.683,100,-2.7,,,,,0.2091
10/6/14,1:00:00,0,3.116,,2.637,1.044,-0.76,88.9,-2.4,,,,,0.2086
10/6/14,2:00:00,0,3.036,,2.53,0.66,-0.76,74.5,-4.7,,,,,0.2082
10/6/14,3:00:00,0,2.956,,2.396,0.412,-1.327,62.4,-7.6,,,,,0.2078
10/6/14,4:00:00,0,2.85,,2.289,0.246,1.044,57.2,-6.5,,,,,0.2069
10/6/14,5:00:00,0,2.744,,2.155,-0.004,-0.171,54.1,-8.3,,,,,0.2065
10/6/14,6:00:00,0,2.664,,2.047,-0.339,-0.902,54.6,-8.9,,,,,0.2057
10/6/14,7:00:00,0,2.557,,1.94,-0.676,-0.227,51.7,-9,,,,,0.2052
10/6/14,8:00:00,0,2.477,,1.832,-0.845,1.859,49,-7.7,,,,,0.2048
10/6/14,9:00:00,0,2.37,,1.697,-0.395,3.485,49.6,-6.1,,,,,0.2048
10/6/14,10:00:00,0,2.289,,1.615,0.051,6.382,55.6,-1.8,,,,,0.2044
