"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832563, SEN S/N: 9818213, LBL: Ambient)","RH, % (LGR S/N: 9832563, SEN S/N: 9818213)","Temp, °C (LGR S/N: 9832563, SEN S/N: 9824750, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832563, SEN S/N: 9827499, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832563, SEN S/N: 9833754, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832563, SEN S/N: 9818213)"
01/05/14,17:27:11,3.089,91.900,6.382,0.2480,0.2269,1.9
01/05/14,18:27:12,1.913,94.000,6.051,0.2480,0.2254,1.0
01/05/14,19:27:13,1.615,95.900,5.488,0.2472,0.2254,1.0
01/05/14,20:27:14,1.697,96.600,5.076,0.2465,0.2254,1.2
01/05/14,21:27:15,0.550,96.300,4.740,0.2465,0.2247,0.0
01/05/14,22:27:16,0.107,97.600,4.324,0.2458,0.2247,-0.2
01/05/14,23:27:17,0.163,98.800,3.906,0.2458,0.2240,-0.0
02/05/14,00:27:18,-0.060,99.100,3.643,0.2451,0.2233,-0.2
02/05/14,01:27:19,-0.535,99.200,3.433,0.2451,0.2233,-0.7
02/05/14,02:27:20,-1.100,98.900,3.195,0.2451,0.2233,-1.3
02/05/14,03:27:21,-1.327,98.800,2.930,0.2443,0.2233,-1.5
02/05/14,04:27:22,-1.242,98.600,2.770,0.2443,0.2233,-1.4
02/05/14,05:27:23,-1.327,97.900,2.664,0.2443,0.2233,-1.6
02/05/14,06:27:24,-1.213,97.700,2.557,0.2436,0.2233,-1.5
02/05/14,07:27:25,-1.356,97.300,2.477,0.2436,0.2233,-1.7
02/05/14,08:27:26,-1.015,97.000,2.423,0.2429,0.2225,-1.4
02/05/14,09:27:27,-0.423,96.800,2.370,0.2429,0.2225,-0.9
02/05/14,10:27:28,-0.171,97.200,2.450,0.2429,0.2225,-0.6
02/05/14,11:27:29,0.051,98.500,2.637,0.2429,0.2225,-0.2
