"Date","Time, GMT+11:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C"
10-05-2012,16:00:00,10.883,6.839,5.462,5.257
10-05-2012,17:00:00,7.142,6.535,5.565,5.334
10-05-2012,18:00:00,5.821,6.230,5.616,5.411
10-05-2012,19:00:00,5.411,6.051,5.642,5.462
10-05-2012,20:00:00,5.257,5.924,5.642,5.488
10-05-2012,21:00:00,5.411,5.847,5.642,5.514
10-05-2012,22:00:00,5.591,5.821,5.642,5.539
10-05-2012,23:00:00,5.385,5.770,5.642,5.565
11-05-2012,00:00:00,4.844,5.642,5.642,5.565
11-05-2012,01:00:00,4.402,5.565,5.616,5.565
11-05-2012,02:00:00,4.558,5.462,5.616,5.591
11-05-2012,03:00:00,4.115,5.334,5.591,5.591
11-05-2012,04:00:00,4.089,5.257,5.565,5.591
11-05-2012,05:00:00,3.958,5.179,5.539,5.565
11-05-2012,06:00:00,3.932,5.128,5.514,5.565
11-05-2012,07:00:00,3.775,5.076,5.488,5.539
11-05-2012,08:00:00,3.168,4.844,5.462,5.514
11-05-2012,09:00:00,3.801,4.792,5.437,5.514
11-05-2012,10:00:00,4.584,4.869,5.385,5.488
11-05-2012,11:00:00,4.921,4.818,5.360,5.462
11-05-2012,12:00:00,6.153,4.973,5.334,5.437
11-05-2012,13:00:00,5.128,5.154,5.334,5.411
11-05-2012,14:00:00,4.921,5.154,5.334,5.411
11-05-2012,15:00:00,6.000,5.257,5.334,5.411
11-05-2012,16:00:00,5.668,5.231,5.334,5.411
11-05-2012,17:00:00,3.643,5.050,5.360,5.411
11-05-2012,18:00:00,2.450,4.818,5.334,5.411
11-05-2012,19:00:00,-0.930,4.350,5.308,5.411
11-05-2012,20:00:00,-2.888,4.063,5.282,5.385
11-05-2012,21:00:00,-2.189,3.880,5.205,5.360
11-05-2012,22:00:00,-1.299,3.775,5.154,5.308
11-05-2012,23:00:00,-1.071,3.617,5.076,5.257
12-05-2012,00:00:00,-1.527,3.406,4.999,5.205
12-05-2012,01:00:00,-2.830,3.248,4.921,5.154
12-05-2012,02:00:00,-3.627,3.009,4.844,5.102
12-05-2012,03:00:00,-3.538,2.744,4.740,5.024
12-05-2012,04:00:00,-3.866,2.530,4.662,4.973
12-05-2012,05:00:00,-3.419,2.423,4.532,4.895
12-05-2012,06:00:00,-4.743,2.370,4.454,4.818
12-05-2012,07:00:00,-5.388,2.289,4.376,4.740
12-05-2012,08:00:00,-7.381,2.101,4.298,4.662
12-05-2012,09:00:00,-4.408,2.047,4.220,4.584
12-05-2012,10:00:00,3.380,2.047,4.141,4.532
12-05-2012,11:00:00,8.344,2.209,4.063,4.454
12-05-2012,12:00:00,14.170,2.530,3.985,4.376
12-05-2012,13:00:00,16.082,3.142,3.932,4.324
12-05-2012,14:00:00,10.712,3.775,3.932,4.272
12-05-2012,15:00:00,10.051,4.089,3.985,4.246
12-05-2012,16:00:00,4.610,3.854,4.037,4.246
12-05-2012,17:00:00,0.412,3.354,4.037,4.246
12-05-2012,18:00:00,-1.699,3.009,4.037,4.246
12-05-2012,19:00:00,-1.242,2.770,4.011,4.246
12-05-2012,20:00:00,-1.157,2.690,3.958,4.220
12-05-2012,21:00:00,-1.185,2.610,3.906,4.194
12-05-2012,22:00:00,-1.157,2.450,3.854,4.168
12-05-2012,23:00:00,-0.760,2.370,3.827,4.115
13-05-2012,00:00:00,-0.958,2.262,3.775,4.089
13-05-2012,01:00:00,-0.789,2.262,3.749,4.063
13-05-2012,02:00:00,-0.704,2.182,3.722,4.011
13-05-2012,03:00:00,-0.704,2.074,3.696,3.985
13-05-2012,04:00:00,-0.591,2.128,3.670,3.958
13-05-2012,05:00:00,-0.563,2.209,3.643,3.932
13-05-2012,06:00:00,-0.311,2.316,3.617,3.906
13-05-2012,07:00:00,-0.060,2.370,3.617,3.880
13-05-2012,08:00:00,-0.088,2.423,3.617,3.880
13-05-2012,09:00:00,0.273,2.477,3.591,3.854
13-05-2012,10:00:00,0.522,2.557,3.538,3.827
13-05-2012,11:00:00,0.522,2.584,3.538,3.801
