"Date","Time, GMT+11:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C"
10-05-2012,15:00:00,13.570,7.820,5.847,5.642
10-05-2012,16:00:00,10.149,7.444,5.975,5.719
10-05-2012,17:00:00,6.585,6.763,6.026,5.821
10-05-2012,18:00:00,4.740,6.051,6.026,5.872
10-05-2012,19:00:00,4.350,5.770,5.949,5.898
10-05-2012,20:00:00,4.532,5.591,5.898,5.898
10-05-2012,21:00:00,5.385,5.642,5.847,5.898
10-05-2012,22:00:00,5.719,5.796,5.821,5.898
10-05-2012,23:00:00,5.565,5.770,5.847,5.898
11-05-2012,00:00:00,5.257,5.668,5.821,5.872
11-05-2012,01:00:00,4.610,5.565,5.821,5.872
11-05-2012,02:00:00,4.688,5.411,5.770,5.872
11-05-2012,03:00:00,4.454,5.257,5.719,5.872
11-05-2012,04:00:00,4.376,5.205,5.693,5.847
11-05-2012,05:00:00,4.063,5.128,5.668,5.821
11-05-2012,06:00:00,4.506,5.076,5.616,5.796
11-05-2012,07:00:00,4.168,5.076,5.591,5.796
11-05-2012,08:00:00,3.538,4.844,5.565,5.770
11-05-2012,09:00:00,4.246,4.869,5.514,5.745
11-05-2012,10:00:00,5.616,5.205,5.462,5.745
11-05-2012,11:00:00,6.864,5.488,5.437,5.719
11-05-2012,12:00:00,8.394,5.949,5.437,5.693
11-05-2012,13:00:00,7.343,6.153,5.462,5.668
11-05-2012,14:00:00,6.737,6.179,5.488,5.693
11-05-2012,15:00:00,6.661,6.153,5.514,5.693
11-05-2012,16:00:00,7.745,5.924,5.514,5.693
11-05-2012,17:00:00,3.036,5.308,5.514,5.693
11-05-2012,18:00:00,1.534,4.662,5.462,5.719
11-05-2012,19:00:00,-0.760,4.141,5.360,5.693
11-05-2012,20:00:00,-2.566,3.617,5.257,5.642
11-05-2012,21:00:00,-1.641,3.406,5.154,5.591
11-05-2012,22:00:00,-1.441,3.248,5.024,5.514
11-05-2012,23:00:00,-1.327,3.142,4.921,5.462
12-05-2012,00:00:00,-1.527,3.063,4.818,5.411
12-05-2012,01:00:00,-3.212,2.717,4.714,5.334
12-05-2012,02:00:00,-3.360,2.423,4.584,5.257
12-05-2012,03:00:00,-3.479,2.182,4.428,5.179
12-05-2012,04:00:00,-3.657,1.967,4.324,5.102
12-05-2012,05:00:00,-3.301,1.886,4.168,4.999
12-05-2012,06:00:00,-4.227,1.778,4.063,4.921
12-05-2012,07:00:00,-4.834,1.643,3.985,4.844
12-05-2012,08:00:00,-7.090,1.344,3.906,4.766
12-05-2012,09:00:00,-5.079,1.235,3.827,4.688
12-05-2012,10:00:00,-0.958,1.398,3.775,4.636
12-05-2012,11:00:00,4.168,1.913,3.749,4.558
12-05-2012,12:00:00,9.312,3.195,3.801,4.532
12-05-2012,13:00:00,11.759,4.921,3.906,4.532
12-05-2012,14:00:00,10.124,5.693,4.089,4.532
12-05-2012,15:00:00,11.102,5.872,4.246,4.610
12-05-2012,16:00:00,5.462,5.128,4.376,4.662
12-05-2012,17:00:00,-0.004,3.906,4.402,4.714
12-05-2012,18:00:00,-1.584,2.956,4.324,4.766
12-05-2012,19:00:00,-1.185,2.690,4.194,4.740
12-05-2012,20:00:00,-1.071,2.557,4.063,4.688
12-05-2012,21:00:00,-1.100,2.370,3.985,4.636
12-05-2012,22:00:00,-1.157,2.182,3.880,4.584
12-05-2012,23:00:00,-0.902,2.209,3.801,4.532
13-05-2012,00:00:00,-1.015,2.209,3.749,4.480
13-05-2012,01:00:00,-0.958,2.236,3.696,4.428
13-05-2012,02:00:00,-1.043,2.236,3.643,4.402
13-05-2012,03:00:00,-0.817,2.236,3.617,4.350
13-05-2012,04:00:00,-0.507,2.236,3.564,4.324
13-05-2012,05:00:00,-0.339,2.262,3.564,4.272
13-05-2012,06:00:00,0.051,2.316,3.564,4.246
13-05-2012,07:00:00,-0.060,2.396,3.538,4.246
13-05-2012,08:00:00,-0.199,2.423,3.538,4.220
13-05-2012,09:00:00,-0.143,2.450,3.538,4.194
13-05-2012,10:00:00,0.356,2.477,3.538,4.194
13-05-2012,11:00:00,0.356,2.477,3.538,4.168
13-05-2012,12:00:00,0.329,2.450,3.538,4.168
13-05-2012,13:00:00,0.356,2.370,3.512,4.168
13-05-2012,14:00:00,0.329,2.316,3.512,4.141
