"Date","Time, GMT+11:00","Temp, ¡C","Temp, ¡C","Temp, ¡C","Temp, ¡C"
10-05-2012,16:00:00,12.847,8.469,5.975,5.719
10-05-2012,17:00:00,10.785,7.720,6.026,5.796
10-05-2012,18:00:00,8.170,7.041,6.000,5.847
10-05-2012,19:00:00,6.864,6.611,5.949,5.872
10-05-2012,20:00:00,6.408,6.357,5.898,5.872
10-05-2012,21:00:00,6.204,6.230,5.847,5.872
10-05-2012,22:00:00,6.179,6.204,5.821,5.847
10-05-2012,23:00:00,6.102,6.128,5.796,5.847
11-05-2012,00:00:00,5.821,5.872,5.770,5.821
11-05-2012,01:00:00,5.616,5.745,5.745,5.821
11-05-2012,02:00:00,5.488,5.642,5.693,5.796
11-05-2012,03:00:00,5.179,5.334,5.642,5.770
11-05-2012,04:00:00,5.154,5.334,5.616,5.770
11-05-2012,05:00:00,5.076,5.257,5.565,5.745
11-05-2012,06:00:00,5.024,5.179,5.514,5.693
11-05-2012,07:00:00,4.973,5.179,5.462,5.668
11-05-2012,08:00:00,4.688,4.844,5.437,5.642
11-05-2012,09:00:00,5.050,5.154,5.385,5.616
11-05-2012,10:00:00,5.796,5.821,5.334,5.591
11-05-2012,11:00:00,6.179,6.077,5.308,5.565
11-05-2012,12:00:00,6.889,6.839,5.282,5.539
11-05-2012,13:00:00,6.940,7.142,5.282,5.514
11-05-2012,14:00:00,6.864,7.041,5.282,5.514
11-05-2012,15:00:00,8.020,7.519,5.308,5.514
11-05-2012,16:00:00,8.270,7.116,5.308,5.514
11-05-2012,17:00:00,8.245,6.331,5.308,5.514
11-05-2012,18:00:00,5.591,5.591,5.282,5.514
11-05-2012,19:00:00,3.274,4.115,5.231,5.514
11-05-2012,20:00:00,1.425,3.142,5.179,5.488
11-05-2012,21:00:00,0.989,2.823,5.050,5.437
11-05-2012,22:00:00,1.615,2.903,4.947,5.385
11-05-2012,23:00:00,1.805,2.877,4.844,5.308
12-05-2012,00:00:00,1.615,2.690,4.740,5.257
12-05-2012,01:00:00,1.126,2.343,4.662,5.179
12-05-2012,02:00:00,0.301,1.778,4.558,5.128
12-05-2012,03:00:00,0.384,1.561,4.454,5.024
12-05-2012,04:00:00,0.273,1.371,4.350,4.973
12-05-2012,05:00:00,0.163,1.289,4.246,4.869
12-05-2012,06:00:00,-0.620,1.017,4.141,4.792
12-05-2012,07:00:00,-1.071,0.797,4.063,4.714
12-05-2012,08:00:00,-2.276,0.329,3.958,4.662
12-05-2012,09:00:00,-0.817,0.577,3.854,4.558
12-05-2012,10:00:00,1.859,1.453,3.775,4.480
12-05-2012,11:00:00,5.719,2.530,3.722,4.402
12-05-2012,12:00:00,7.845,3.985,3.775,4.376
12-05-2012,13:00:00,8.568,5.334,3.958,4.402
12-05-2012,14:00:00,8.344,6.026,4.220,4.506
12-05-2012,15:00:00,9.558,6.026,4.428,4.636
12-05-2012,16:00:00,7.945,5.591,4.532,4.740
12-05-2012,17:00:00,4.688,4.272,4.532,4.818
12-05-2012,18:00:00,2.690,3.274,4.454,4.818
12-05-2012,19:00:00,2.074,2.983,4.324,4.766
12-05-2012,20:00:00,1.778,2.877,4.220,4.714
12-05-2012,21:00:00,1.534,2.503,4.115,4.662
12-05-2012,22:00:00,1.398,2.182,3.985,4.584
12-05-2012,23:00:00,1.398,2.262,3.906,4.506
13-05-2012,00:00:00,1.289,2.155,3.801,4.428
13-05-2012,01:00:00,1.208,2.182,3.696,4.376
13-05-2012,02:00:00,1.153,2.262,3.643,4.298
13-05-2012,03:00:00,1.126,2.316,3.564,4.246
13-05-2012,04:00:00,1.153,2.343,3.538,4.194
13-05-2012,05:00:00,1.126,2.370,3.485,4.141
13-05-2012,06:00:00,1.017,2.423,3.433,4.089
13-05-2012,07:00:00,0.962,2.450,3.380,4.063
13-05-2012,08:00:00,0.687,2.477,3.380,4.011
13-05-2012,09:00:00,1.561,2.584,3.354,3.985
13-05-2012,10:00:00,2.557,2.770,3.354,3.958
13-05-2012,11:00:00,3.801,3.538,3.354,3.958
13-05-2012,12:00:00,4.610,4.766,3.354,3.932
13-05-2012,13:00:00,3.248,4.532,3.327,3.932
13-05-2012,14:00:00,3.380,5.024,3.354,3.932
13-05-2012,15:00:00,5.796,5.102,3.459,3.958
13-05-2012,16:00:00,5.975,5.231,3.617,4.011
13-05-2012,17:00:00,4.506,4.506,3.749,4.089
13-05-2012,18:00:00,2.209,3.433,3.827,4.141
13-05-2012,19:00:00,0.797,3.009,3.854,4.194
13-05-2012,20:00:00,0.852,2.744,3.827,4.194
13-05-2012,21:00:00,1.099,2.289,3.801,4.194
13-05-2012,22:00:00,0.934,2.074,3.749,4.168
13-05-2012,23:00:00,0.163,1.967,3.722,4.141
14-05-2012,00:00:00,-0.339,1.859,3.696,4.115
14-05-2012,01:00:00,-1.071,1.859,3.643,4.089
14-05-2012,02:00:00,-1.327,1.778,3.617,4.063
14-05-2012,03:00:00,-0.958,1.751,3.564,4.037
14-05-2012,04:00:00,-0.789,1.588,3.538,4.011
14-05-2012,05:00:00,-0.817,1.615,3.485,3.958
14-05-2012,06:00:00,-0.845,1.643,3.433,3.932
14-05-2012,07:00:00,-1.270,1.615,3.406,3.906
