"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832564, SEN S/N: 9818206, LBL: Ambient)","RH, % (LGR S/N: 9832564, SEN S/N: 9818206)","Water Content, m³/m³ (LGR S/N: 9832564, SEN S/N: 9833756, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832564, SEN S/N: 9833765, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832564, SEN S/N: 9818206)"
23/02/19,13:00:01,26.940,39.800,0.1325,-0.0593,12.1
23/02/19,14:00:01,28.841,35.500,0.1318,-0.0629,12.1
23/02/19,15:00:01,28.320,33.700,0.1310,-0.0644,10.8
23/02/19,16:00:01,25.234,35.900,0.1296,-0.0658,9.1
23/02/19,17:00:01,20.627,41.500,0.1288,-0.0665,7.1
23/02/19,18:00:01,17.153,45.400,0.1288,-0.0673,5.3
23/02/19,19:00:01,14.337,48.200,0.1281,-0.0673,3.5
23/02/19,20:00:01,11.832,63.500,0.1281,-0.0651,5.1
23/02/19,21:00:01,9.903,77.700,0.1288,-0.0636,6.2
23/02/19,22:00:01,8.519,84.200,0.1288,-0.0614,6.0
23/02/19,23:00:01,6.687,81.700,0.1296,-0.0600,3.8
24/02/19,00:00:01,5.411,82.200,0.1296,-0.0593,2.6
24/02/19,01:00:01,3.459,76.800,0.1303,-0.0585,-0.2
24/02/19,02:00:01,3.485,81.500,0.1303,-0.0571,0.6
24/02/19,03:00:01,3.801,61.700,0.1310,-0.0564,-2.9
24/02/19,04:00:01,4.115,53.000,0.1310,-0.0564,-4.6
24/02/19,05:00:01,2.797,54.500,0.1310,-0.0564,-5.5
24/02/19,06:00:01,2.664,46.900,0.1310,-0.0556,-7.5
24/02/19,07:00:01,1.913,52.200,0.1310,-0.0556,-6.8
24/02/19,08:00:01,5.565,44.000,0.1310,-0.0542,-5.7
24/02/19,09:00:01,11.710,34.900,0.1303,-0.0535,-3.3
24/02/19,10:00:01,16.558,29.200,0.1303,-0.0542,-1.4
24/02/19,11:00:01,20.793,26.400,0.1296,-0.0564,0.8
24/02/19,12:00:01,23.713,24.300,0.1281,-0.0593,2.1
24/02/19,13:00:01,27.210,23.400,0.1274,-0.0636,4.5
24/02/19,14:00:01,30.419,25.300,0.1267,-0.0665,8.4
24/02/19,15:00:01,31.561,23.700,0.1252,-0.0687,8.4
24/02/19,16:00:01,29.365,23.200,0.1245,-0.0687,6.2
