"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","Temp, °C (LGR S/N: 9832561, SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)"
06/05/16,14:21:32,9.780,87.900,8.270,0.1724,0.1586,7.9
06/05/16,15:21:33,9.336,88.800,8.444,0.1724,0.1615,7.6
06/05/16,16:21:34,8.841,91.200,8.494,0.1717,0.1615,7.5
06/05/16,17:21:35,7.920,93.200,8.195,0.1717,0.1615,6.9
06/05/16,18:21:36,7.167,96.100,7.720,0.1710,0.1623,6.6
06/05/16,19:21:37,6.712,99.300,7.293,0.1710,0.1623,6.6
06/05/16,20:21:38,5.539,99.100,6.965,0.1702,0.1623,5.4
06/05/16,21:21:39,4.428,97.900,6.255,0.1695,0.1623,4.1
06/05/16,22:21:40,4.428,100.000,6.102,0.1702,0.1623,4.4
06/05/16,23:21:41,4.662,100.000,6.026,0.1695,0.1630,4.7
07/05/16,00:21:42,4.558,100.000,5.924,0.1695,0.1630,4.6
07/05/16,01:21:43,4.740,100.000,5.872,0.1695,0.1637,4.7
07/05/16,02:21:44,4.324,100.000,5.796,0.1695,0.1637,4.3
07/05/16,03:21:45,4.376,100.000,5.719,0.1695,0.1637,4.4
07/05/16,04:21:46,3.380,100.000,5.488,0.1695,0.1644,3.4
07/05/16,05:21:47,2.797,99.700,5.205,0.1688,0.1644,2.8
07/05/16,06:21:48,2.074,98.500,4.662,0.1688,0.1644,1.9
07/05/16,07:21:49,1.778,98.500,4.454,0.1688,0.1644,1.6
07/05/16,08:21:50,3.880,99.900,4.636,0.1688,0.1652,3.9
07/05/16,09:21:51,6.965,100.000,5.205,0.1688,0.1652,7.0
07/05/16,10:21:52,10.663,100.000,6.737,0.1681,0.1659,10.7
07/05/16,11:21:53,13.594,91.300,8.245,0.1681,0.1659,12.2
07/05/16,12:21:54,15.843,76.500,9.706,0.1681,0.1659,11.7
07/05/16,13:21:55,16.225,67.500,10.516,0.1688,0.1666,10.2
07/05/16,14:21:56,15.223,68.000,10.907,0.1681,0.1666,9.4
07/05/16,15:21:57,12.944,74.800,10.883,0.1681,0.1673,8.6
07/05/16,16:21:58,10.834,82.500,10.590,0.1673,0.1673,8.0
07/05/16,17:21:59,9.361,88.500,10.124,0.1666,0.1681,7.6
07/05/16,18:22:00,6.661,90.900,9.040,0.1659,0.1688,5.3
07/05/16,19:22:01,5.076,91.600,7.795,0.1644,0.1681,3.8
07/05/16,20:22:02,3.591,89.700,6.788,0.1637,0.1681,2.1
07/05/16,21:22:03,4.740,95.000,6.382,0.1637,0.1681,4.0
07/05/16,22:22:04,5.334,99.500,6.712,0.1637,0.1681,5.3
07/05/16,23:22:05,5.539,99.000,6.839,0.1630,0.1688,5.4
08/05/16,00:22:06,5.949,96.800,6.940,0.1630,0.1688,5.5
08/05/16,01:22:07,5.616,96.000,6.965,0.1630,0.1688,5.0
08/05/16,02:22:08,5.924,96.200,6.940,0.1630,0.1688,5.4
08/05/16,03:22:09,6.408,95.200,7.015,0.1630,0.1688,5.7
08/05/16,04:22:10,6.230,96.400,7.066,0.1623,0.1695,5.7
08/05/16,05:22:11,6.153,99.600,7.066,0.1630,0.1695,6.1
08/05/16,06:22:12,6.281,100.000,7.142,0.1623,0.1702,6.3
08/05/16,07:22:13,6.712,100.000,7.217,0.1630,0.1702,6.7
08/05/16,08:22:14,7.619,100.000,7.393,0.1623,0.1695,7.6
08/05/16,09:22:15,8.394,100.000,7.745,0.1870,0.1717,8.4
08/05/16,10:22:16,8.717,100.000,8.170,0.2124,0.1732,8.7
08/05/16,11:22:17,8.717,100.000,8.519,0.2349,0.1761,8.7
08/05/16,12:22:18,8.519,100.000,8.767,0.2574,0.1790,8.5
08/05/16,13:22:19,8.494,100.000,8.916,0.2727,0.2029,8.5
08/05/16,14:22:20,8.245,100.000,8.965,0.2777,0.2204,8.3
08/05/16,15:22:21,8.245,100.000,8.941,0.2799,0.2327,8.3
