"Date","Time, GMT+11:00","Water Content, m³/m³ (LGR S/N: 9832566, SEN S/N: 9833752, LBL: 10cmBG)","Temp, °C (LGR S/N: 9832566, SEN S/N: 10284205)","RH, % (LGR S/N: 9832566, SEN S/N: 10284205)","DewPt, °C (LGR S/N: 9832566, SEN S/N: 10284205)"
14/08/16,16:01:31,0.2567,0.934,100.000,0.9
14/08/16,17:01:32,0.2574,0.934,100.000,0.9
14/08/16,18:01:33,0.2574,0.934,100.000,0.9
14/08/16,19:01:34,0.2574,0.934,100.000,0.9
14/08/16,20:01:35,0.2567,0.934,100.000,0.9
14/08/16,21:01:36,0.2567,0.934,100.000,0.9
14/08/16,22:01:37,0.2567,0.934,100.000,0.9
14/08/16,23:01:38,0.2567,0.934,100.000,0.9
15/08/16,00:01:39,0.2567,0.934,100.000,0.9
15/08/16,01:01:40,0.2567,0.934,100.000,0.9
15/08/16,02:01:41,0.2567,0.907,100.000,0.9
15/08/16,03:01:42,0.2567,0.907,100.000,0.9
15/08/16,04:01:43,0.2567,0.880,100.000,0.9
15/08/16,05:01:44,0.2560,0.880,100.000,0.9
15/08/16,06:01:45,0.2560,0.880,100.000,0.9
15/08/16,07:01:46,0.2560,0.852,100.000,0.8
15/08/16,08:01:47,0.2560,0.852,100.000,0.8
15/08/16,09:01:48,0.2560,0.825,100.000,0.8
15/08/16,10:01:49,0.2552,0.825,100.000,0.8
15/08/16,11:01:50,0.2552,0.825,100.000,0.8
15/08/16,12:01:51,0.2560,0.797,100.000,0.8
15/08/16,13:01:52,0.2560,0.825,100.000,0.8
15/08/16,14:01:53,0.2552,0.825,100.000,0.8
15/08/16,15:01:54,0.2552,0.825,100.000,0.8
15/08/16,16:01:55,0.2552,0.825,100.000,0.8
15/08/16,17:01:56,0.2552,0.852,100.000,0.8
15/08/16,18:01:57,0.2552,0.852,100.000,0.8
15/08/16,19:01:58,0.2552,0.852,100.000,0.8
15/08/16,20:01:59,0.2545,0.852,100.000,0.8
15/08/16,21:02:00,0.2545,0.852,100.000,0.8
15/08/16,22:02:01,0.2545,0.852,100.000,0.8
15/08/16,23:02:02,0.2545,0.852,100.000,0.8
16/08/16,00:02:03,0.2545,0.880,100.000,0.9
16/08/16,01:02:04,0.2538,0.852,100.000,0.8
16/08/16,02:02:05,0.2538,0.852,100.000,0.8
16/08/16,03:02:06,0.2538,0.825,100.000,0.8
16/08/16,04:02:07,0.2538,0.825,100.000,0.8
16/08/16,05:02:08,0.2530,0.797,100.000,0.8
16/08/16,06:02:09,0.2523,0.797,100.000,0.8
16/08/16,07:02:10,0.2530,0.770,100.000,0.8
16/08/16,08:02:11,0.2523,0.770,100.000,0.8
16/08/16,09:02:12,0.2523,0.770,100.000,0.8
16/08/16,10:02:13,0.2523,0.770,100.000,0.8
16/08/16,11:02:14,0.2523,0.742,100.000,0.7
16/08/16,12:02:15,0.2516,0.770,100.000,0.8
16/08/16,13:02:16,0.2516,0.797,100.000,0.8
16/08/16,14:02:17,0.2516,0.825,100.000,0.8
16/08/16,15:02:18,0.2516,0.852,100.000,0.8
16/08/16,16:02:19,0.2516,0.880,100.000,0.9
16/08/16,17:02:20,0.2509,0.907,100.000,0.9
16/08/16,18:02:21,0.2509,0.907,100.000,0.9
16/08/16,19:02:22,0.2509,0.907,100.000,0.9
16/08/16,20:02:23,0.2509,0.907,100.000,0.9
16/08/16,21:02:24,0.2501,0.907,100.000,0.9
16/08/16,22:02:25,0.2501,0.907,100.000,0.9
16/08/16,23:02:26,0.2501,0.907,100.000,0.9
17/08/16,00:02:27,0.2501,0.907,100.000,0.9
17/08/16,01:02:28,0.2501,0.907,100.000,0.9
17/08/16,02:02:29,0.2501,0.907,100.000,0.9
17/08/16,03:02:30,0.2501,0.907,100.000,0.9
17/08/16,04:02:31,0.2501,0.907,100.000,0.9
17/08/16,05:02:32,0.2501,0.907,100.000,0.9
17/08/16,06:02:33,0.2501,0.907,100.000,0.9
17/08/16,07:02:34,0.2509,0.907,100.000,0.9
17/08/16,08:02:35,0.2545,0.907,100.000,0.9
17/08/16,09:02:36,0.2647,0.907,100.000,0.9
17/08/16,10:02:37,0.2785,0.907,100.000,0.9
17/08/16,11:02:38,0.2901,0.907,100.000,0.9
17/08/16,12:02:39,0.2981,0.907,100.000,0.9
17/08/16,13:02:40,0.2944,0.962,100.000,1.0
17/08/16,14:02:41,0.2923,0.962,100.000,1.0
17/08/16,15:02:42,0.2959,0.962,100.000,1.0
17/08/16,16:02:43,0.2974,0.962,100.000,1.0
17/08/16,17:02:44,0.2966,0.962,100.000,1.0
17/08/16,18:02:45,0.2944,0.962,100.000,1.0
17/08/16,19:02:46,0.2915,0.962,100.000,1.0
17/08/16,20:02:47,0.2894,0.934,100.000,0.9
17/08/16,21:02:48,0.2872,0.907,100.000,0.9
17/08/16,22:02:49,0.2850,0.907,100.000,0.9
17/08/16,23:02:50,0.2836,0.907,100.000,0.9
18/08/16,00:02:51,0.2821,0.907,100.000,0.9
18/08/16,01:02:52,0.2806,0.852,100.000,0.8
18/08/16,02:02:53,0.2792,0.852,100.000,0.8
18/08/16,03:02:54,0.2785,0.880,100.000,0.9
18/08/16,04:02:55,0.2777,0.852,100.000,0.8
18/08/16,05:02:56,0.2763,0.825,100.000,0.8
18/08/16,06:02:57,0.2756,0.852,100.000,0.8
18/08/16,07:02:58,0.2748,0.852,100.000,0.8
18/08/16,08:02:59,0.2741,0.880,100.000,0.9
18/08/16,09:03:00,0.2734,0.907,100.000,0.9
18/08/16,10:03:01,0.2734,0.962,100.000,1.0
18/08/16,11:03:02,0.2727,0.989,100.000,1.0
18/08/16,12:03:03,0.2727,1.099,100.000,1.1
18/08/16,13:03:04,0.2727,1.126,100.000,1.1
18/08/16,14:03:05,0.2748,1.235,100.000,1.2
18/08/16,15:03:06,0.2915,1.289,100.000,1.3
18/08/16,16:03:07,0.2952,1.317,100.000,1.3
18/08/16,17:03:08,0.2952,1.344,100.000,1.3
18/08/16,18:03:09,0.2937,1.398,100.000,1.4
18/08/16,19:03:10,0.2937,1.398,100.000,1.4
18/08/16,20:03:11,0.2966,1.453,100.000,1.5
18/08/16,21:03:12,0.2981,1.453,100.000,1.5
18/08/16,22:03:13,0.2974,1.561,100.000,1.6
18/08/16,23:03:14,0.2988,1.615,100.000,1.6
19/08/16,00:03:15,0.3003,1.643,100.000,1.6
19/08/16,01:03:16,0.3017,1.615,100.000,1.6
19/08/16,02:03:17,0.2988,1.507,100.000,1.5
19/08/16,03:03:18,0.2952,1.453,100.000,1.5
19/08/16,04:03:19,0.2915,1.480,100.000,1.5
19/08/16,05:03:20,0.2901,1.398,100.000,1.4
19/08/16,06:03:21,0.2901,1.425,100.000,1.4
19/08/16,07:03:22,0.2901,1.371,100.000,1.4
19/08/16,08:03:23,0.2901,1.317,100.000,1.3
19/08/16,09:03:24,0.2886,1.289,100.000,1.3
19/08/16,10:03:25,0.2886,1.344,100.000,1.3
19/08/16,11:03:26,0.2886,1.453,100.000,1.5
19/08/16,12:03:27,0.2908,1.534,100.000,1.5
19/08/16,13:03:28,0.2952,1.615,100.000,1.6
19/08/16,14:03:29,0.3032,1.534,100.000,1.5
19/08/16,15:03:30,0.3228,1.289,100.000,1.3
19/08/16,16:03:31,0.3257,1.235,100.000,1.2
19/08/16,17:03:32,0.3271,1.180,100.000,1.2
19/08/16,18:03:33,0.3162,0.880,100.000,0.9
19/08/16,19:03:34,0.3010,0.797,100.000,0.8
19/08/16,20:03:35,0.2937,0.797,100.000,0.8
19/08/16,21:03:36,0.2894,0.770,100.000,0.8
19/08/16,22:03:37,0.2865,0.770,100.000,0.8
19/08/16,23:03:38,0.2843,0.770,100.000,0.8
20/08/16,00:03:39,0.2821,0.742,100.000,0.7
20/08/16,01:03:40,0.2806,0.742,100.000,0.7
20/08/16,02:03:41,0.2792,0.742,100.000,0.7
20/08/16,03:03:42,0.2785,0.742,100.000,0.7
20/08/16,04:03:43,0.2770,0.742,100.000,0.7
20/08/16,05:03:44,0.2763,0.742,100.000,0.7
20/08/16,06:03:45,0.2756,0.715,100.000,0.7
20/08/16,07:03:46,0.2748,0.742,100.000,0.7
20/08/16,08:03:47,0.2741,0.742,100.000,0.7
20/08/16,09:03:48,0.2734,0.742,100.000,0.7
20/08/16,10:03:49,0.2727,0.742,100.000,0.7
20/08/16,11:03:50,0.2719,0.742,100.000,0.7
20/08/16,12:03:51,0.2719,0.742,100.000,0.7
20/08/16,13:03:52,0.2719,0.742,100.000,0.7
20/08/16,14:03:53,0.2712,0.770,100.000,0.8
20/08/16,15:03:54,0.2705,0.770,100.000,0.8
20/08/16,16:03:55,0.2705,0.770,100.000,0.8
20/08/16,17:03:56,0.2698,0.770,100.000,0.8
20/08/16,18:03:57,0.2698,0.770,100.000,0.8
20/08/16,19:03:58,0.2690,0.742,100.000,0.7
20/08/16,20:03:59,0.2690,0.770,100.000,0.8
20/08/16,21:04:00,0.2683,0.770,100.000,0.8
20/08/16,22:04:01,0.2683,0.770,100.000,0.8
20/08/16,23:04:02,0.2683,0.797,100.000,0.8
21/08/16,00:04:03,0.2676,0.797,100.000,0.8
21/08/16,01:04:04,0.2676,0.770,100.000,0.8
21/08/16,02:04:05,0.2676,0.770,100.000,0.8
21/08/16,03:04:06,0.2668,0.770,100.000,0.8
21/08/16,04:04:07,0.2668,0.797,100.000,0.8
21/08/16,05:04:08,0.2668,0.797,100.000,0.8
21/08/16,06:04:09,0.2668,0.797,100.000,0.8
21/08/16,07:04:10,0.2661,0.797,100.000,0.8
21/08/16,08:04:11,0.2661,0.797,100.000,0.8
21/08/16,09:04:12,0.2661,0.770,100.000,0.8
21/08/16,10:04:13,0.2654,0.797,100.000,0.8
21/08/16,11:04:14,0.2654,0.797,100.000,0.8
21/08/16,12:04:15,0.2654,0.797,100.000,0.8
21/08/16,13:04:16,0.2654,0.825,100.000,0.8
21/08/16,14:04:17,0.2654,0.825,100.000,0.8
21/08/16,15:04:18,0.2654,0.825,100.000,0.8
21/08/16,16:04:19,0.2647,0.825,100.000,0.8
21/08/16,17:04:20,0.2654,0.825,100.000,0.8
21/08/16,18:04:21,0.2647,0.825,100.000,0.8
21/08/16,19:04:22,0.2647,0.825,100.000,0.8
21/08/16,20:04:23,0.2647,0.825,100.000,0.8
21/08/16,21:04:24,0.2647,0.825,100.000,0.8
21/08/16,22:04:25,0.2639,0.825,100.000,0.8
21/08/16,23:04:26,0.2639,0.825,100.000,0.8
22/08/16,00:04:27,0.2639,0.825,100.000,0.8
22/08/16,01:04:28,0.2639,0.825,100.000,0.8
22/08/16,02:04:29,0.2639,0.825,100.000,0.8
22/08/16,03:04:30,0.2639,0.825,100.000,0.8
22/08/16,04:04:31,0.2639,0.825,100.000,0.8
22/08/16,05:04:32,0.2639,0.852,100.000,0.8
22/08/16,06:04:33,0.2639,0.825,100.000,0.8
22/08/16,07:04:34,0.2632,0.852,100.000,0.8
22/08/16,08:04:35,0.2632,0.825,100.000,0.8
22/08/16,09:04:36,0.2632,0.825,100.000,0.8
22/08/16,10:04:37,0.2632,0.852,100.000,0.8
22/08/16,11:04:38,0.2632,0.825,100.000,0.8
22/08/16,12:04:39,0.2632,0.852,100.000,0.8
22/08/16,13:04:40,0.2625,0.852,100.000,0.8
22/08/16,14:04:41,0.2625,0.852,100.000,0.8
22/08/16,15:04:42,0.2625,0.852,100.000,0.8
22/08/16,16:04:43,0.2625,0.852,100.000,0.8
22/08/16,17:04:44,0.2625,0.852,100.000,0.8
22/08/16,18:04:45,0.2625,0.852,100.000,0.8
22/08/16,19:04:46,0.2625,0.852,100.000,0.8
22/08/16,20:04:47,0.2625,0.852,100.000,0.8
22/08/16,21:04:48,0.2625,0.852,100.000,0.8
22/08/16,22:04:49,0.2618,0.852,100.000,0.8
22/08/16,23:04:50,0.2618,0.852,100.000,0.8
23/08/16,00:04:51,0.2618,0.852,100.000,0.8
23/08/16,01:04:52,0.2618,0.852,100.000,0.8
23/08/16,02:04:53,0.2618,0.852,100.000,0.8
23/08/16,03:04:54,0.2610,0.880,100.000,0.9
23/08/16,04:04:55,0.2618,0.852,100.000,0.8
23/08/16,05:04:56,0.2610,0.880,100.000,0.9
23/08/16,06:04:57,0.2610,0.880,100.000,0.9
23/08/16,07:04:58,0.2610,0.880,100.000,0.9
23/08/16,08:04:59,0.2610,0.852,100.000,0.8
23/08/16,09:05:00,0.2610,0.852,100.000,0.8
23/08/16,10:05:01,0.2610,0.880,100.000,0.9
23/08/16,11:05:02,0.2603,0.880,100.000,0.9
23/08/16,12:05:03,0.2603,0.880,100.000,0.9
23/08/16,13:05:04,0.2603,0.880,100.000,0.9
23/08/16,14:05:05,0.2603,0.880,100.000,0.9
23/08/16,15:05:06,0.2603,0.880,100.000,0.9
23/08/16,16:05:07,0.2603,0.880,100.000,0.9
23/08/16,17:05:08,0.2603,0.880,100.000,0.9
23/08/16,18:05:09,0.2603,0.880,100.000,0.9
23/08/16,19:05:10,0.2596,0.880,100.000,0.9
23/08/16,20:05:11,0.2596,0.880,100.000,0.9
23/08/16,21:05:12,0.2596,0.880,100.000,0.9
23/08/16,22:05:13,0.2596,0.880,100.000,0.9
23/08/16,23:05:14,0.2596,0.880,100.000,0.9
24/08/16,00:05:15,0.2596,0.880,100.000,0.9
24/08/16,01:05:16,0.2596,0.880,100.000,0.9
24/08/16,02:05:17,0.2596,0.880,100.000,0.9
24/08/16,03:05:18,0.2596,0.880,100.000,0.9
24/08/16,04:05:19,0.2596,0.880,100.000,0.9
24/08/16,05:05:20,0.2596,0.880,100.000,0.9
24/08/16,06:05:21,0.2596,0.880,100.000,0.9
24/08/16,07:05:22,0.2596,0.880,100.000,0.9
24/08/16,08:05:23,0.2596,0.880,100.000,0.9
24/08/16,09:05:24,0.2596,0.880,100.000,0.9
24/08/16,10:05:25,0.2596,0.852,100.000,0.8
24/08/16,11:05:26,0.2589,0.852,100.000,0.8
24/08/16,12:05:27,0.2589,0.852,100.000,0.8
24/08/16,13:05:28,0.2589,0.852,100.000,0.8
24/08/16,14:05:29,0.2589,0.852,100.000,0.8
24/08/16,15:05:30,0.2589,0.852,100.000,0.8
24/08/16,16:05:31,0.2589,0.852,100.000,0.8
24/08/16,17:05:32,0.2589,0.852,100.000,0.8
24/08/16,18:05:33,0.2589,0.852,100.000,0.8
24/08/16,19:05:34,0.2589,0.852,100.000,0.8
24/08/16,20:05:35,0.2589,0.852,100.000,0.8
24/08/16,21:05:36,0.2589,0.852,100.000,0.8
24/08/16,22:05:37,0.2589,0.852,100.000,0.8
24/08/16,23:05:38,0.2581,0.880,100.000,0.9
25/08/16,00:05:39,0.2581,0.880,100.000,0.9
25/08/16,01:05:40,0.2581,0.880,100.000,0.9
25/08/16,02:05:41,0.2581,0.880,100.000,0.9
25/08/16,03:05:42,0.2581,0.880,100.000,0.9
25/08/16,04:05:43,0.2581,0.880,100.000,0.9
25/08/16,05:05:44,0.2581,0.880,100.000,0.9
25/08/16,06:05:45,0.2581,0.880,100.000,0.9
25/08/16,07:05:46,0.2581,0.880,100.000,0.9
25/08/16,08:05:47,0.2581,0.880,100.000,0.9
25/08/16,09:05:48,0.2581,0.852,100.000,0.8
25/08/16,10:05:49,0.2574,0.852,100.000,0.8
25/08/16,11:05:50,0.2581,0.852,100.000,0.8
25/08/16,12:05:51,0.2574,0.852,100.000,0.8
25/08/16,13:05:52,0.2574,0.852,100.000,0.8
25/08/16,14:05:53,0.2574,0.852,100.000,0.8
25/08/16,15:05:54,0.2574,0.852,100.000,0.8
25/08/16,16:05:55,0.2574,0.852,100.000,0.8
25/08/16,17:05:56,0.2574,0.852,100.000,0.8
25/08/16,18:05:57,0.2574,0.852,100.000,0.8
25/08/16,19:05:58,0.2574,0.880,100.000,0.9
25/08/16,20:05:59,0.2574,0.880,100.000,0.9
25/08/16,21:06:00,0.2574,0.880,100.000,0.9
25/08/16,22:06:01,0.2574,0.880,100.000,0.9
25/08/16,23:06:02,0.2574,0.880,100.000,0.9
26/08/16,00:06:03,0.2574,0.880,100.000,0.9
26/08/16,01:06:04,0.2574,0.880,100.000,0.9
26/08/16,02:06:05,0.2574,0.880,100.000,0.9
26/08/16,03:06:06,0.2574,0.880,100.000,0.9
26/08/16,04:06:07,0.2574,0.880,100.000,0.9
26/08/16,05:06:08,0.2567,0.880,100.000,0.9
26/08/16,06:06:09,0.2574,0.880,100.000,0.9
26/08/16,07:06:10,0.2567,0.880,100.000,0.9
26/08/16,08:06:11,0.2567,0.880,100.000,0.9
26/08/16,09:06:12,0.2567,0.880,100.000,0.9
26/08/16,10:06:13,0.2567,0.880,100.000,0.9
26/08/16,11:06:14,0.2567,0.880,100.000,0.9
26/08/16,12:06:15,0.2567,0.880,100.000,0.9
26/08/16,13:06:16,0.2567,0.880,100.000,0.9
26/08/16,14:06:17,0.2567,0.880,100.000,0.9
26/08/16,15:06:18,0.2567,0.907,100.000,0.9
26/08/16,16:06:19,0.2567,0.880,100.000,0.9
26/08/16,17:06:20,0.2567,0.907,100.000,0.9
26/08/16,18:06:21,0.2560,0.907,100.000,0.9
26/08/16,19:06:22,0.2567,0.907,100.000,0.9
26/08/16,20:06:23,0.2567,0.907,100.000,0.9
26/08/16,21:06:24,0.2567,0.907,100.000,0.9
26/08/16,22:06:25,0.2567,0.907,100.000,0.9
26/08/16,23:06:26,0.2567,0.907,100.000,0.9
27/08/16,00:06:27,0.2567,0.907,100.000,0.9
27/08/16,01:06:28,0.2567,0.907,100.000,0.9
27/08/16,02:06:29,0.2567,0.907,100.000,0.9
27/08/16,03:06:30,0.2567,0.907,100.000,0.9
27/08/16,04:06:31,0.2567,0.907,100.000,0.9
27/08/16,05:06:32,0.2567,0.880,100.000,0.9
27/08/16,06:06:33,0.2567,0.907,100.000,0.9
27/08/16,07:06:34,0.2560,0.880,100.000,0.9
27/08/16,08:06:35,0.2567,0.880,100.000,0.9
27/08/16,09:06:36,0.2567,0.880,100.000,0.9
27/08/16,10:06:37,0.2567,0.880,100.000,0.9
27/08/16,11:06:38,0.2560,0.880,100.000,0.9
27/08/16,12:06:39,0.2567,0.880,100.000,0.9
27/08/16,13:06:40,0.2567,0.880,100.000,0.9
27/08/16,14:06:41,0.2567,0.880,100.000,0.9
27/08/16,15:06:42,0.2567,0.880,100.000,0.9
27/08/16,16:06:43,0.2560,0.880,100.000,0.9
27/08/16,17:06:44,0.2560,0.880,100.000,0.9
27/08/16,18:06:45,0.2560,0.880,100.000,0.9
27/08/16,19:06:46,0.2567,0.880,100.000,0.9
27/08/16,20:06:47,0.2560,0.880,100.000,0.9
27/08/16,21:06:48,0.2567,0.907,100.000,0.9
27/08/16,22:06:49,0.2560,0.907,100.000,0.9
27/08/16,23:06:50,0.2560,0.907,100.000,0.9
28/08/16,00:06:51,0.2560,0.907,100.000,0.9
28/08/16,01:06:52,0.2567,0.907,100.000,0.9
28/08/16,02:06:53,0.2560,0.907,100.000,0.9
28/08/16,03:06:54,0.2567,0.907,100.000,0.9
28/08/16,04:06:55,0.2567,0.907,100.000,0.9
28/08/16,05:06:56,0.2560,0.907,100.000,0.9
28/08/16,06:06:57,0.2560,0.907,100.000,0.9
28/08/16,07:06:58,0.2560,0.907,100.000,0.9
28/08/16,08:06:59,0.2560,0.907,100.000,0.9
28/08/16,09:07:00,0.2560,0.907,100.000,0.9
28/08/16,10:07:01,0.2560,0.907,100.000,0.9
28/08/16,11:07:02,0.2560,0.907,100.000,0.9
28/08/16,12:07:03,0.2560,0.907,100.000,0.9
28/08/16,13:07:04,0.2560,0.907,100.000,0.9
28/08/16,14:07:05,0.2560,0.907,100.000,0.9
28/08/16,15:07:06,0.2560,0.934,100.000,0.9
28/08/16,16:07:07,0.2560,0.934,100.000,0.9
28/08/16,17:07:08,0.2560,0.934,100.000,0.9
28/08/16,18:07:09,0.2560,0.934,100.000,0.9
28/08/16,19:07:10,0.2560,0.934,100.000,0.9
28/08/16,20:07:11,0.2560,0.934,100.000,0.9
28/08/16,21:07:12,0.2560,0.934,100.000,0.9
28/08/16,22:07:13,0.2560,0.934,100.000,0.9
28/08/16,23:07:14,0.2560,0.934,100.000,0.9
29/08/16,00:07:15,0.2560,0.934,100.000,0.9
29/08/16,01:07:16,0.2552,0.934,100.000,0.9
29/08/16,02:07:17,0.2552,0.934,100.000,0.9
29/08/16,03:07:18,0.2552,0.962,100.000,1.0
29/08/16,04:07:19,0.2552,0.962,100.000,1.0
29/08/16,05:07:20,0.2560,0.962,100.000,1.0
29/08/16,06:07:21,0.2552,0.962,100.000,1.0
29/08/16,07:07:22,0.2552,0.962,100.000,1.0
29/08/16,08:07:23,0.2552,0.962,100.000,1.0
29/08/16,09:07:24,0.2552,0.934,100.000,0.9
29/08/16,10:07:25,0.2552,0.934,100.000,0.9
29/08/16,11:07:26,0.2552,0.934,100.000,0.9
29/08/16,12:07:27,0.2552,0.934,100.000,0.9
29/08/16,13:07:28,0.2552,0.934,100.000,0.9
29/08/16,14:07:29,0.2552,0.934,100.000,0.9
29/08/16,15:07:30,0.2552,0.934,100.000,0.9
29/08/16,16:07:31,0.2552,0.934,100.000,0.9
29/08/16,17:07:32,0.2552,0.934,100.000,0.9
29/08/16,18:07:33,0.2545,0.934,100.000,0.9
29/08/16,19:07:34,0.2545,0.934,100.000,0.9
29/08/16,20:07:35,0.2545,0.934,100.000,0.9
29/08/16,21:07:36,0.2545,0.962,100.000,1.0
29/08/16,22:07:37,0.2545,0.962,100.000,1.0
29/08/16,23:07:38,0.2545,0.962,100.000,1.0
30/08/16,00:07:39,0.2545,0.962,100.000,1.0
30/08/16,01:07:40,0.2545,0.962,100.000,1.0
30/08/16,02:07:41,0.2545,0.962,100.000,1.0
30/08/16,03:07:42,0.2545,0.962,100.000,1.0
30/08/16,04:07:43,0.2545,0.962,100.000,1.0
30/08/16,05:07:44,0.2545,0.962,100.000,1.0
30/08/16,06:07:45,0.2538,0.962,100.000,1.0
30/08/16,07:07:46,0.2545,0.962,100.000,1.0
30/08/16,08:07:47,0.2538,0.962,100.000,1.0
30/08/16,09:07:48,0.2538,0.962,100.000,1.0
30/08/16,10:07:49,0.2538,0.962,100.000,1.0
30/08/16,11:07:50,0.2538,0.962,100.000,1.0
30/08/16,12:07:51,0.2538,0.989,100.000,1.0
30/08/16,13:07:52,0.2538,0.989,100.000,1.0
30/08/16,14:07:53,0.2538,0.989,100.000,1.0
30/08/16,15:07:54,0.2538,0.962,100.000,1.0
30/08/16,16:07:55,0.2538,0.989,100.000,1.0
30/08/16,17:07:56,0.2538,0.962,100.000,1.0
30/08/16,18:07:57,0.2538,0.962,100.000,1.0
30/08/16,19:07:58,0.2538,0.962,100.000,1.0
30/08/16,20:07:59,0.2538,0.962,100.000,1.0
30/08/16,21:08:00,0.2538,0.962,100.000,1.0
30/08/16,22:08:01,0.2574,0.962,100.000,1.0
30/08/16,23:08:02,0.3489,0.962,100.000,1.0
31/08/16,00:08:03,0.3591,0.962,100.000,1.0
31/08/16,01:08:04,0.3714,0.962,100.000,1.0
31/08/16,02:08:05,0.3736,0.962,100.000,1.0
31/08/16,03:08:06,0.3845,0.962,100.000,1.0
31/08/16,04:08:07,0.3562,0.934,100.000,0.9
31/08/16,05:08:08,0.3576,0.934,100.000,0.9
31/08/16,06:08:09,0.3729,0.934,100.000,0.9
31/08/16,07:08:10,0.3250,0.907,100.000,0.9
31/08/16,08:08:11,0.3141,0.880,100.000,0.9
31/08/16,09:08:12,0.3126,0.880,100.000,0.9
31/08/16,10:08:13,0.3039,0.880,100.000,0.9
31/08/16,11:08:14,0.3053,0.852,100.000,0.8
31/08/16,12:08:15,0.2988,0.907,100.000,0.9
31/08/16,13:08:16,0.2937,1.044,100.000,1.0
31/08/16,14:08:17,0.2944,1.126,100.000,1.1
31/08/16,15:08:18,0.3003,1.208,100.000,1.2
31/08/16,16:08:19,0.2959,1.344,100.000,1.3
31/08/16,17:08:20,0.2966,1.371,100.000,1.4
31/08/16,18:08:21,0.2944,1.344,100.000,1.3
31/08/16,19:08:22,0.2908,1.289,100.000,1.3
31/08/16,20:08:23,0.2879,1.289,100.000,1.3
31/08/16,21:08:24,0.2865,1.235,100.000,1.2
31/08/16,22:08:25,0.2850,1.153,100.000,1.1
31/08/16,23:08:26,0.2843,1.153,100.000,1.1
01/09/16,00:08:27,0.2828,1.153,100.000,1.1
01/09/16,01:08:28,0.2821,1.099,100.000,1.1
01/09/16,02:08:29,0.2814,1.071,100.000,1.1
01/09/16,03:08:30,0.2806,1.071,100.000,1.1
01/09/16,04:08:31,0.2806,1.017,100.000,1.0
01/09/16,05:08:32,0.2799,0.989,100.000,1.0
01/09/16,06:08:33,0.2792,0.989,100.000,1.0
01/09/16,07:08:34,0.2792,0.962,100.000,1.0
01/09/16,08:08:35,0.2792,0.880,100.000,0.9
01/09/16,09:08:36,0.2792,0.934,100.000,0.9
01/09/16,10:08:37,0.2792,1.099,100.000,1.1
01/09/16,11:08:38,0.2785,1.180,100.000,1.2
01/09/16,12:08:39,0.2792,1.425,100.000,1.4
01/09/16,13:08:40,0.2821,1.697,100.000,1.7
01/09/16,14:08:41,0.2857,1.778,100.000,1.8
01/09/16,15:08:42,0.2894,1.886,100.000,1.9
01/09/16,16:08:43,0.2915,1.588,100.000,1.6
01/09/16,17:08:44,0.2908,1.371,100.000,1.4
01/09/16,18:08:45,0.2901,1.235,100.000,1.2
01/09/16,19:08:46,0.2886,1.126,100.000,1.1
01/09/16,20:08:47,0.2865,1.044,100.000,1.0
01/09/16,21:08:48,0.2843,0.825,100.000,0.8
01/09/16,22:08:49,0.2828,0.797,100.000,0.8
01/09/16,23:08:50,0.2806,0.577,100.000,0.6
02/09/16,00:08:51,0.2792,0.577,100.000,0.6
02/09/16,01:08:52,0.2777,0.660,100.000,0.7
02/09/16,02:08:53,0.2770,0.605,100.000,0.6
02/09/16,03:08:54,0.2756,0.522,100.000,0.5
02/09/16,04:08:55,0.2748,0.384,100.000,0.4
02/09/16,05:08:56,0.2741,0.384,100.000,0.4
02/09/16,06:08:57,0.2727,0.190,100.000,0.2
02/09/16,07:08:58,0.2727,0.356,100.000,0.4
02/09/16,08:08:59,0.2719,0.412,100.000,0.4
02/09/16,09:09:00,0.2712,0.439,100.000,0.4
02/09/16,10:09:01,0.2712,0.495,100.000,0.5
02/09/16,11:09:02,0.2705,0.550,100.000,0.5
02/09/16,12:09:03,0.2698,0.770,100.000,0.8
02/09/16,13:09:04,0.2698,1.017,100.000,1.0
02/09/16,14:09:05,0.2698,1.126,100.000,1.1
02/09/16,15:09:06,0.2690,1.262,100.000,1.3
02/09/16,16:09:07,0.2698,1.208,100.000,1.2
02/09/16,17:09:08,0.2705,1.153,100.000,1.1
02/09/16,18:09:09,0.2719,1.180,100.000,1.2
02/09/16,19:09:10,0.2741,0.989,100.000,1.0
02/09/16,20:09:11,0.2843,0.852,100.000,0.8
02/09/16,21:09:12,0.2923,0.852,100.000,0.8
02/09/16,22:09:13,0.2937,0.687,100.000,0.7
02/09/16,23:09:14,0.2915,0.660,100.000,0.7
03/09/16,00:09:15,0.2886,0.632,100.000,0.6
03/09/16,01:09:16,0.2865,0.632,100.000,0.6
03/09/16,02:09:17,0.2843,0.687,100.000,0.7
03/09/16,03:09:18,0.2821,0.715,100.000,0.7
03/09/16,04:09:19,0.2814,0.715,100.000,0.7
03/09/16,05:09:20,0.2799,0.715,100.000,0.7
03/09/16,06:09:21,0.2792,0.715,100.000,0.7
03/09/16,07:09:22,0.2777,0.715,100.000,0.7
03/09/16,08:09:23,0.2770,0.715,100.000,0.7
03/09/16,09:09:24,0.2763,0.715,100.000,0.7
03/09/16,10:09:25,0.2756,0.715,100.000,0.7
03/09/16,11:09:26,0.2748,0.715,100.000,0.7
03/09/16,12:09:27,0.2741,0.715,100.000,0.7
