"Date","Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684635)","Temp, ¡C (SEN S/N: 684636)","Temp, ¡C (SEN S/N: 684637)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ¡C (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 809009)","Gust Speed, m/s (SEN S/N: 809009)"
19-04-2005,02:00:00,0.00,7.820,8.270,6.839,0.632,2.03,1.00,-48.8,1.2,3.05,6.47
19-04-2005,03:00:00,0.00,7.670,8.170,6.636,0.687,2.03,1.00,-48.8,1.2,3.05,7.99
19-04-2005,04:00:00,0.00,7.519,8.070,6.484,0.742,2.89,1.00,-48.2,1.2,4.95,7.23
19-04-2005,05:00:00,0.00,7.368,7.970,6.357,0.605,3.31,1.00,-48.0,1.2,4.57,6.85
19-04-2005,06:00:00,0.00,7.268,7.870,6.230,0.715,2.46,1.00,-48.5,1.2,5.33,9.14
19-04-2005,07:00:00,0.00,7.142,7.795,6.128,0.852,2.03,1.00,-48.8,8.7,5.33,8.76
19-04-2005,08:00:00,0.00,7.041,7.695,6.051,1.371,2.89,1.00,-48.2,228.7,5.71,10.66
19-04-2005,09:00:00,0.00,6.965,7.619,6.000,3.670,4.15,1.00,-47.5,723.7,4.19,7.61
19-04-2005,10:00:00,0.00,6.914,7.544,6.102,9.163,4.57,1.00,-47.2,1003.7,3.81,9.14
19-04-2005,11:00:00,0.00,6.965,7.469,6.458,13.209,4.99,1.00,-46.9,1031.2,2.66,5.33
19-04-2005,12:00:00,0.00,7.116,7.444,7.015,14.433,6.22,1.00,-46.2,1123.7,1.90,6.47
19-04-2005,13:00:00,0.00,7.343,7.469,7.670,14.840,7.43,1.00,-45.4,1211.2,2.28,5.33
19-04-2005,14:00:00,0.00,7.645,7.519,8.295,15.390,8.23,1.00,-44.9,1443.7,2.28,5.33
19-04-2005,15:00:00,0.00,7.995,7.619,8.891,14.505,8.63,1.00,-44.7,1038.7,1.52,4.57
19-04-2005,16:00:00,0.00,8.344,7.770,9.410,12.751,7.03,1.00,-45.7,843.7,1.90,4.95
19-04-2005,17:00:00,0.00,8.643,7.920,9.731,10.492,5.40,1.00,-46.7,378.7,1.14,3.81
19-04-2005,18:00:00,0.00,8.866,8.070,9.731,7.594,5.40,1.00,-46.7,26.2,0.38,3.05
19-04-2005,19:00:00,0.00,8.965,8.220,9.435,5.205,3.74,1.00,-47.7,1.2,1.52,3.05
19-04-2005,20:00:00,0.00,8.916,8.319,9.040,4.454,3.74,1.00,-47.7,1.2,2.28,4.57
19-04-2005,21:00:00,0.00,8.792,8.369,8.643,4.844,3.31,1.00,-48.0,1.2,2.28,5.33
19-04-2005,22:00:00,0.00,8.643,8.369,8.344,4.298,2.89,1.00,-48.2,1.2,3.05,6.09
19-04-2005,23:00:00,0.00,8.494,8.344,8.095,3.932,2.03,1.00,-48.8,1.2,1.90,4.57
20-04-2005,00:00:00,0.00,8.369,8.319,7.870,3.459,0.29,1.00,-49.9,1.2,0.38,3.05
20-04-2005,01:00:00,0.00,8.220,8.270,7.645,1.480,0.29,1.00,-49.9,1.2,0.00,1.14
20-04-2005,02:00:00,0.00,8.070,8.220,7.393,-0.423,1.60,1.00,-49.0,1.2,0.00,1.14
20-04-2005,03:00:00,0.00,7.895,8.145,7.015,-0.789,0.29,1.00,-49.9,1.2,0.00,2.28
20-04-2005,04:00:00,0.00,7.695,8.045,6.661,-1.157,0.73,1.00,-49.6,1.2,0.00,1.90
20-04-2005,05:00:00,0.00,7.494,7.945,6.331,-1.299,-0.61,1.00,-50.4,1.2,0.38,2.28
20-04-2005,06:00:00,0.00,7.268,7.845,6.051,-1.613,-0.16,1.00,-50.1,1.2,0.00,1.14
20-04-2005,07:00:00,0.00,7.066,7.720,5.770,-1.727,0.73,1.00,-49.6,8.7,0.38,1.90
20-04-2005,08:00:00,0.00,6.864,7.594,5.539,-1.270,2.89,1.00,-48.2,291.2,0.00,1.52
20-04-2005,09:00:00,0.00,6.661,7.469,5.334,-0.283,7.03,1.00,-45.7,716.2,0.00,1.52
20-04-2005,10:00:00,0.00,6.509,7.343,5.231,6.864,9.03,1.00,-44.5,1071.2,0.76,3.81
20-04-2005,11:00:00,0.00,6.433,7.217,5.411,14.649,10.99,1.00,-43.2,1326.2,0.38,3.43
20-04-2005,12:00:00,0.00,6.509,7.116,6.051,16.558,12.93,1.00,-42.1,1463.7,0.38,3.05
20-04-2005,13:00:00,0.00,6.813,7.116,7.066,17.272,13.70,1.00,-41.6,1431.2,1.14,4.95
20-04-2005,14:00:00,0.00,7.242,7.167,8.045,14.840,12.93,1.00,-42.1,1363.7,1.90,4.95
20-04-2005,15:00:00,0.00,7.720,7.268,8.767,11.419,11.38,1.00,-43.0,1136.2,1.52,4.57
20-04-2005,16:00:00,0.00,8.120,7.444,9.238,9.731,10.21,1.00,-43.7,776.2,1.90,4.19
20-04-2005,17:00:00,0.00,8.419,7.619,9.435,7.820,9.82,1.00,-44.0,416.2,0.76,3.43
20-04-2005,18:00:00,0.00,8.618,7.795,9.336,4.921,6.22,1.00,-46.2,53.7,0.00,1.90
20-04-2005,19:00:00,0.00,8.643,7.920,8.965,2.316,4.57,1.00,-47.2,1.2,0.00,1.14
20-04-2005,20:00:00,0.00,8.543,8.020,8.444,1.099,3.74,1.00,-47.7,1.2,0.00,0.76
20-04-2005,21:00:00,0.00,8.344,8.020,7.920,0.246,3.31,1.00,-48.0,1.2,0.00,0.76
20-04-2005,22:00:00,0.00,8.120,8.020,7.444,-0.116,2.89,1.00,-48.2,1.2,0.00,2.28
20-04-2005,23:00:00,0.00,7.870,7.945,7.015,-0.563,3.74,1.00,-47.7,1.2,0.00,0.76
21-04-2005,00:00:00,0.00,7.619,7.870,6.636,-0.620,5.40,1.00,-46.7,1.2,0.00,1.90
21-04-2005,01:00:00,0.00,7.393,7.770,6.306,-0.760,7.83,1.00,-45.2,1.2,0.00,1.52
21-04-2005,02:00:00,0.00,7.167,7.645,6.051,-0.930,5.40,1.00,-46.7,1.2,0.00,1.52
21-04-2005,03:00:00,0.00,6.965,7.544,5.796,-0.958,3.31,1.00,-48.0,1.2,0.00,3.05
21-04-2005,04:00:00,0.00,6.788,7.419,5.591,-0.339,6.22,1.00,-46.2,1.2,3.43,6.85
21-04-2005,05:00:00,0.00,6.611,7.293,5.411,0.218,5.81,1.00,-46.4,1.2,2.28,6.09
21-04-2005,06:00:00,0.00,6.458,7.192,5.334,0.024,4.99,1.00,-46.9,1.2,0.76,3.43
21-04-2005,07:00:00,0.00,6.357,7.091,5.257,-0.255,4.57,1.00,-47.2,8.7,0.38,2.66
21-04-2005,08:00:00,0.00,6.255,6.990,5.154,0.024,7.03,1.00,-45.7,281.2,0.00,1.90
21-04-2005,09:00:00,0.00,6.153,6.889,5.050,3.301,10.21,1.00,-43.7,708.7,3.05,6.09
21-04-2005,10:00:00,0.00,6.102,6.813,5.102,10.541,10.60,1.00,-43.5,1061.2,3.43,6.09
21-04-2005,11:00:00,0.00,6.128,6.737,5.565,16.654,10.60,1.00,-43.5,1313.7,4.19,6.85
21-04-2005,12:00:00,0.00,6.331,6.712,6.331,17.748,11.77,1.00,-42.8,1448.7,3.81,6.47
21-04-2005,13:00:00,0.00,6.661,6.763,7.242,17.891,11.77,1.00,-42.8,1466.2,4.19,7.23
21-04-2005,14:00:00,0.00,7.091,6.864,8.020,15.390,11.77,1.00,-42.8,1356.2,3.43,5.71
21-04-2005,15:00:00,0.00,7.494,6.990,8.668,11.224,12.16,1.00,-42.5,1126.2,3.05,6.09
21-04-2005,16:00:00,0.00,7.895,7.167,9.114,9.583,11.77,1.00,-42.8,803.7,3.05,6.09
21-04-2005,17:00:00,0.00,8.170,7.368,9.238,7.670,9.82,1.00,-44.0,408.7,1.90,3.81
21-04-2005,18:00:00,0.00,8.344,7.519,9.114,4.298,5.40,1.00,-46.7,48.7,0.38,2.66
21-04-2005,19:00:00,0.00,8.369,7.670,8.717,1.697,3.74,1.00,-47.7,1.2,0.00,3.05
21-04-2005,20:00:00,0.00,8.270,7.745,8.170,0.742,5.81,1.00,-46.4,1.2,1.90,3.43
21-04-2005,21:00:00,0.00,8.070,7.770,7.645,0.495,6.22,1.00,-46.2,1.2,2.28,4.95
21-04-2005,22:00:00,0.00,7.845,7.745,7.192,0.715,7.03,1.00,-45.7,1.2,3.43,5.71
21-04-2005,23:00:00,0.00,7.619,7.695,6.839,1.071,6.62,1.00,-45.9,1.2,3.81,6.09
22-04-2005,00:00:00,0.00,7.419,7.619,6.585,0.825,5.81,1.00,-46.4,1.2,2.28,4.95
22-04-2005,01:00:00,0.00,7.242,7.519,6.382,0.605,5.81,1.00,-46.4,1.2,1.52,4.57
22-04-2005,02:00:00,0.00,7.066,7.444,6.179,0.825,5.40,1.00,-46.7,1.2,1.90,4.57
22-04-2005,03:00:00,0.00,6.940,7.343,6.026,0.079,5.81,1.00,-46.4,1.2,0.76,5.33
22-04-2005,04:00:00,0.00,6.788,7.268,5.847,1.235,6.62,1.00,-45.9,1.2,4.95,8.76
22-04-2005,05:00:00,0.00,6.661,7.167,5.745,1.913,6.22,1.00,-46.2,1.2,5.33,8.38
22-04-2005,06:00:00,0.00,6.585,7.091,5.719,1.534,6.22,1.00,-46.2,1.2,1.90,6.85
22-04-2005,07:00:00,0.00,6.509,7.015,5.693,0.880,6.22,1.00,-46.2,8.7,1.14,6.47
22-04-2005,08:00:00,0.00,6.433,6.940,5.616,1.886,8.23,1.00,-44.9,273.7,2.28,5.33
22-04-2005,09:00:00,0.00,6.382,6.889,5.565,4.662,9.42,1.00,-44.2,696.2,3.81,7.61
22-04-2005,10:00:00,0.00,6.357,6.839,5.745,10.492,10.21,1.00,-43.7,1046.2,3.43,6.47
22-04-2005,11:00:00,0.00,6.433,6.813,6.179,16.630,10.99,1.00,-43.2,1298.7,2.66,5.71
22-04-2005,12:00:00,0.00,6.636,6.813,6.889,17.891,12.16,1.00,-42.5,1436.2,2.28,5.33
22-04-2005,13:00:00,0.00,6.990,6.839,7.745,18.105,12.93,1.00,-42.1,1448.7,1.90,4.57
22-04-2005,14:00:00,0.00,7.393,6.965,8.568,15.819,13.32,1.00,-41.8,1338.7,1.52,4.19
22-04-2005,15:00:00,0.00,7.845,7.116,9.238,12.292,13.70,1.00,-41.6,1111.2,1.52,4.19
22-04-2005,16:00:00,0.00,8.245,7.293,9.657,10.663,13.32,1.00,-41.8,783.7,1.52,4.19
22-04-2005,17:00:00,0.00,8.543,7.494,9.805,8.767,12.16,1.00,-42.5,391.2,1.14,3.43
22-04-2005,18:00:00,0.00,8.717,7.670,9.657,5.411,9.03,1.00,-44.5,43.7,0.00,1.90
22-04-2005,19:00:00,0.00,8.742,7.820,9.238,3.221,7.43,1.00,-45.4,1.2,0.00,0.76
22-04-2005,20:00:00,0.00,8.618,7.920,8.693,2.450,7.03,1.00,-45.7,1.2,0.00,1.52
22-04-2005,21:00:00,0.00,8.444,7.945,8.170,1.832,5.81,1.00,-46.4,1.2,0.00,1.52
22-04-2005,22:00:00,0.00,8.220,7.945,7.720,1.371,4.57,1.00,-47.2,1.2,0.38,2.28
22-04-2005,23:00:00,0.00,7.970,7.895,7.318,0.852,4.99,1.00,-46.9,1.2,0.00,0.38
23-04-2005,00:00:00,0.00,7.745,7.820,6.965,1.398,7.03,1.00,-45.7,1.2,2.28,5.33
23-04-2005,01:00:00,0.00,7.544,7.720,6.712,1.289,6.22,1.00,-46.2,1.2,0.38,2.66
23-04-2005,02:00:00,0.00,7.368,7.619,6.509,0.880,6.22,1.00,-46.2,1.2,2.28,3.81
23-04-2005,03:00:00,0.00,7.192,7.544,6.331,0.934,5.40,1.00,-46.7,1.2,1.52,5.71
23-04-2005,04:00:00,0.00,7.066,7.444,6.179,0.797,6.22,1.00,-46.2,1.2,1.14,4.57
23-04-2005,05:00:00,0.00,6.940,7.343,6.026,1.017,5.40,1.00,-46.7,1.2,0.00,3.05
23-04-2005,06:00:00,0.00,6.813,7.268,5.872,1.044,4.57,1.00,-47.2,1.2,1.14,4.19
23-04-2005,07:00:00,0.00,6.687,7.192,5.745,1.398,4.99,1.00,-46.9,8.7,2.66,5.71
23-04-2005,08:00:00,0.00,6.585,7.091,5.642,3.168,8.23,1.00,-44.9,261.2,3.05,6.09
23-04-2005,09:00:00,0.00,6.484,7.015,5.642,5.847,10.21,1.00,-43.7,673.7,3.43,6.85
23-04-2005,10:00:00,0.00,6.458,6.940,5.847,10.320,10.99,1.00,-43.2,1036.2,4.57,9.90
23-04-2005,11:00:00,0.00,6.535,6.914,6.281,14.385,11.77,1.00,-42.8,983.7,3.81,7.99
23-04-2005,12:00:00,0.00,6.712,6.889,6.813,14.768,11.77,1.00,-42.8,868.7,2.66,6.47
23-04-2005,13:00:00,0.00,6.965,6.914,7.393,18.200,13.32,1.00,-41.8,1293.7,1.90,5.33
23-04-2005,14:00:00,0.00,7.268,6.990,8.095,17.724,12.55,1.00,-42.3,1008.7,2.28,5.71
23-04-2005,15:00:00,0.00,7.645,7.116,8.767,14.242,12.93,1.00,-42.1,903.7,2.66,5.33
23-04-2005,16:00:00,0.00,7.995,7.268,9.163,13.834,11.38,1.00,-43.0,656.2,2.66,6.09
23-04-2005,17:00:00,0.00,8.295,7.444,9.386,10.980,10.21,1.00,-43.7,141.2,1.90,4.19
23-04-2005,18:00:00,0.00,8.469,7.594,9.336,9.435,9.82,1.00,-44.0,11.2,0.76,3.05
23-04-2005,19:00:00,0.00,8.543,7.720,9.139,6.965,7.83,1.00,-45.2,1.2,0.00,2.28
23-04-2005,20:00:00,0.00,8.543,7.820,8.866,4.532,7.43,1.00,-45.4,1.2,0.00,1.90
23-04-2005,21:00:00,0.00,8.444,7.895,8.469,3.880,6.22,1.00,-46.2,1.2,0.00,1.90
23-04-2005,22:00:00,0.00,8.319,7.920,8.070,2.770,5.40,1.00,-46.7,1.2,0.00,1.90
23-04-2005,23:00:00,0.00,8.145,7.895,7.695,2.370,5.40,1.00,-46.7,1.2,0.38,1.90
24-04-2005,00:00:00,0.00,7.945,7.870,7.368,2.209,4.99,1.00,-46.9,1.2,1.52,3.05
24-04-2005,01:00:00,0.00,7.770,7.820,7.091,1.994,5.40,1.00,-46.7,1.2,0.76,2.28
24-04-2005,02:00:00,0.00,7.594,7.745,6.864,1.643,4.57,1.00,-47.2,1.2,0.38,1.90
24-04-2005,03:00:00,0.00,7.444,7.645,6.661,1.480,4.99,1.00,-46.9,1.2,1.52,2.66
24-04-2005,04:00:00,0.00,7.293,7.569,6.458,1.507,6.62,1.00,-45.9,1.2,2.28,3.81
24-04-2005,05:00:00,0.00,7.142,7.494,6.306,1.534,6.22,1.00,-46.2,1.2,2.28,4.19
24-04-2005,06:00:00,0.00,7.015,7.393,6.179,1.805,6.62,1.00,-45.9,1.2,2.28,4.19
24-04-2005,07:00:00,0.00,6.914,7.318,6.077,1.371,6.22,1.00,-46.2,8.7,0.76,2.66
24-04-2005,08:00:00,0.00,6.813,7.242,5.975,2.744,9.42,1.00,-44.2,251.2,2.28,5.33
24-04-2005,09:00:00,0.00,6.712,7.167,5.924,5.872,10.99,1.00,-43.2,666.2,2.66,4.95
24-04-2005,10:00:00,0.00,6.687,7.091,6.102,11.321,11.38,1.00,-43.0,1018.7,3.81,6.85
24-04-2005,11:00:00,0.00,6.763,7.041,6.585,16.463,12.16,1.00,-42.5,1276.2,4.57,8.38
24-04-2005,12:00:00,0.00,6.965,7.041,7.242,17.201,12.55,1.00,-42.3,1393.7,4.95,8.38
24-04-2005,13:00:00,0.00,7.268,7.091,7.895,17.439,13.32,1.00,-41.8,1423.7,5.33,9.14
24-04-2005,14:00:00,0.00,7.594,7.192,8.519,15.843,12.93,1.00,-42.1,1291.2,4.57,7.99
24-04-2005,15:00:00,0.00,7.945,7.318,8.990,13.978,11.77,1.00,-42.8,821.2,4.95,7.99
24-04-2005,16:00:00,0.00,8.245,7.469,9.287,11.880,10.99,1.00,-43.2,343.7,5.33,9.90
24-04-2005,17:00:00,0.00,8.444,7.619,9.287,10.810,10.21,1.00,-43.7,206.2,4.95,8.38
24-04-2005,18:00:00,0.00,8.543,7.745,9.188,8.792,9.82,1.00,-44.0,21.2,4.19,7.23
24-04-2005,19:00:00,0.00,8.568,7.845,8.990,8.295,10.21,1.00,-43.7,1.2,4.57,7.99
24-04-2005,20:00:00,0.00,8.543,7.920,8.817,7.745,9.42,1.00,-44.2,1.2,3.81,7.23
24-04-2005,21:00:00,0.00,8.494,7.970,8.618,6.306,8.63,1.00,-44.7,1.2,2.28,4.57
24-04-2005,22:00:00,0.00,8.419,7.995,8.419,6.990,9.42,1.00,-44.2,1.2,3.05,4.95
24-04-2005,23:00:00,0.00,8.344,7.995,8.270,7.293,10.21,1.00,-43.7,1.2,4.19,6.85
25-04-2005,00:00:00,0.00,8.270,7.995,8.170,7.569,9.42,1.00,-44.2,1.2,5.33,8.76
25-04-2005,01:00:00,0.00,8.220,7.970,8.120,7.670,9.82,1.00,-44.0,1.2,6.09,10.66
25-04-2005,02:00:00,0.00,8.170,7.970,8.070,7.368,9.82,1.00,-44.0,1.2,4.95,7.99
25-04-2005,03:00:00,0.00,8.145,7.945,8.045,7.469,9.82,1.00,-44.0,1.2,6.85,10.66
25-04-2005,04:00:00,0.00,8.120,7.920,7.995,7.519,10.21,1.00,-43.7,1.2,7.23,11.42
25-04-2005,05:00:00,0.00,8.095,7.920,7.970,6.940,9.82,1.00,-44.0,1.2,5.71,11.42
25-04-2005,06:00:00,0.00,8.070,7.895,7.945,6.026,9.42,1.00,-44.2,1.2,4.95,11.04
25-04-2005,07:00:00,0.00,8.020,7.895,7.845,5.591,9.03,1.00,-44.5,6.2,5.71,9.52
25-04-2005,08:00:00,0.00,7.995,7.870,7.770,6.408,10.21,1.00,-43.7,201.2,4.95,8.76
25-04-2005,09:00:00,0.00,7.945,7.870,7.720,8.020,11.38,1.00,-43.0,633.7,5.33,10.28
25-04-2005,10:00:00,0.00,7.920,7.820,7.795,12.582,11.38,1.00,-43.0,976.2,4.95,8.76
25-04-2005,11:00:00,0.00,7.970,7.820,8.070,16.939,12.55,1.00,-42.3,1158.7,4.19,8.38
25-04-2005,12:00:00,0.00,8.095,7.820,8.519,18.295,13.32,1.00,-41.8,1398.7,4.57,8.38
25-04-2005,13:00:00,0.00,8.319,7.870,9.064,18.533,13.32,1.00,-41.8,1231.2,3.81,7.61
25-04-2005,14:00:00,0.00,8.593,7.945,9.608,16.344,13.32,1.00,-41.8,1301.2,4.19,8.76
25-04-2005,15:00:00,0.00,8.891,8.070,10.075,14.721,12.55,1.00,-42.3,1073.7,3.81,7.61
25-04-2005,16:00:00,0.00,9.163,8.195,10.369,12.171,12.16,1.00,-42.5,676.2,4.19,7.61
25-04-2005,17:00:00,0.00,9.361,8.344,10.394,11.029,10.99,1.00,-43.2,233.7,3.81,7.23
25-04-2005,18:00:00,0.00,9.460,8.469,10.222,8.419,9.42,1.00,-44.2,26.2,3.43,6.09
25-04-2005,19:00:00,0.00,9.460,8.568,9.928,6.990,9.82,1.00,-44.0,1.2,2.66,4.95
25-04-2005,20:00:00,0.00,9.386,8.618,9.583,6.204,9.82,1.00,-44.0,1.2,2.28,5.33
25-04-2005,21:00:00,0.00,9.262,8.643,9.287,5.565,9.03,1.00,-44.5,1.2,3.05,5.71
25-04-2005,22:00:00,0.00,9.114,8.643,8.990,4.869,8.63,1.00,-44.7,1.2,2.28,4.57
25-04-2005,23:00:00,0.00,8.965,8.618,8.717,4.089,8.23,1.00,-44.9,1.2,1.90,3.43
26-04-2005,00:00:00,0.00,8.817,8.568,8.444,4.115,9.03,1.00,-44.5,1.2,1.90,3.81
26-04-2005,01:00:00,0.00,8.643,8.519,8.195,4.037,8.63,1.00,-44.7,1.2,1.90,4.19
26-04-2005,02:00:00,0.00,8.494,8.444,7.970,4.089,9.42,1.00,-44.2,1.2,3.05,5.33
26-04-2005,03:00:00,0.00,8.344,8.369,7.795,4.324,9.42,1.00,-44.2,1.2,3.81,6.47
26-04-2005,04:00:00,0.00,8.220,8.295,7.695,4.428,9.03,1.00,-44.5,1.2,4.95,6.85
26-04-2005,05:00:00,0.00,8.145,8.220,7.619,4.454,9.03,1.00,-44.5,1.2,4.95,8.38
26-04-2005,06:00:00,0.00,8.045,8.170,7.569,4.350,7.83,1.00,-45.2,1.2,4.57,7.99
26-04-2005,07:00:00,0.00,7.970,8.095,7.494,3.722,7.03,1.00,-45.7,6.2,3.05,6.09
26-04-2005,08:00:00,0.00,7.920,8.045,7.393,4.220,9.82,1.00,-44.0,243.7,3.05,5.33
26-04-2005,09:00:00,0.00,7.845,7.995,7.343,6.560,11.38,1.00,-43.0,658.7,3.81,6.47
26-04-2005,10:00:00,0.00,7.795,7.945,7.444,11.613,12.55,1.00,-42.3,1011.2,6.09,11.42
26-04-2005,11:00:00,0.00,7.845,7.895,7.745,16.511,13.70,1.00,-41.6,1261.2,7.23,12.18
26-04-2005,12:00:00,0.00,7.970,7.895,8.170,17.082,13.70,1.00,-41.6,1396.2,7.23,12.94
26-04-2005,13:00:00,0.00,8.170,7.920,8.668,17.344,14.09,1.00,-41.4,1408.7,6.85,11.04
26-04-2005,14:00:00,0.00,8.419,7.970,9.139,15.151,13.32,1.00,-41.8,1296.2,6.09,9.52
26-04-2005,15:00:00,0.00,8.668,8.045,9.558,11.929,12.93,1.00,-42.1,1068.7,5.71,9.14
26-04-2005,16:00:00,0.00,8.891,8.170,9.805,10.418,12.55,1.00,-42.3,731.2,4.19,8.38
26-04-2005,17:00:00,0.00,9.064,8.270,9.854,8.543,10.99,1.00,-43.2,298.7,3.81,6.47
26-04-2005,18:00:00,0.00,9.139,8.394,9.706,6.255,9.42,1.00,-44.2,28.7,2.66,5.71
26-04-2005,19:00:00,0.00,9.139,8.469,9.386,4.272,7.03,1.00,-45.7,1.2,1.14,3.81
26-04-2005,20:00:00,0.00,9.040,8.519,8.990,3.327,6.62,1.00,-45.9,1.2,1.52,3.05
26-04-2005,21:00:00,0.00,8.866,8.519,8.568,2.850,7.03,1.00,-45.7,1.2,1.52,3.05
26-04-2005,22:00:00,0.00,8.693,8.494,8.195,2.637,7.03,1.00,-45.7,1.2,1.52,3.05
26-04-2005,23:00:00,0.00,8.494,8.419,7.895,2.155,6.22,1.00,-46.2,1.2,1.14,2.66
27-04-2005,00:00:00,0.00,8.319,8.344,7.619,1.751,6.22,1.00,-46.2,1.2,1.14,2.66
27-04-2005,01:00:00,0.00,8.145,8.270,7.368,1.670,6.62,1.00,-45.9,1.2,1.90,3.43
27-04-2005,02:00:00,0.00,7.970,8.195,7.142,1.778,7.03,1.00,-45.7,1.2,2.28,4.19
27-04-2005,03:00:00,0.00,7.820,8.095,6.990,1.940,7.83,1.00,-45.2,1.2,2.66,5.33
27-04-2005,04:00:00,0.00,7.670,7.995,6.864,2.584,7.83,1.00,-45.2,1.2,3.43,6.09
27-04-2005,05:00:00,0.00,7.569,7.920,6.813,2.101,7.03,1.00,-45.7,1.2,2.28,4.95
27-04-2005,06:00:00,0.00,7.469,7.820,6.737,2.021,6.62,1.00,-45.9,1.2,2.66,7.23
27-04-2005,07:00:00,0.00,7.393,7.745,6.661,1.670,7.03,1.00,-45.7,6.2,2.66,4.95
27-04-2005,08:00:00,0.00,7.318,7.695,6.560,2.370,8.23,1.00,-44.9,241.2,1.90,4.57
27-04-2005,09:00:00,0.00,7.242,7.619,6.509,4.818,10.21,1.00,-43.7,651.2,3.81,7.23
27-04-2005,10:00:00,0.00,7.192,7.569,6.611,10.198,10.99,1.00,-43.2,996.2,5.33,7.99
27-04-2005,11:00:00,0.00,7.242,7.519,6.965,16.153,11.38,1.00,-43.0,1238.7,3.43,6.47
27-04-2005,12:00:00,0.00,7.393,7.494,7.594,16.654,11.77,1.00,-42.8,1381.2,2.66,6.85
27-04-2005,13:00:00,0.00,7.670,7.519,8.369,16.987,11.77,1.00,-42.8,1391.2,2.66,6.09
27-04-2005,14:00:00,0.00,8.045,7.594,9.114,14.768,12.16,1.00,-42.5,1278.7,2.28,6.47
27-04-2005,15:00:00,0.00,8.419,7.720,9.682,11.710,12.55,1.00,-42.3,1056.2,2.28,5.71
27-04-2005,16:00:00,0.00,8.767,7.870,10.051,10.075,11.77,1.00,-42.8,731.2,2.66,5.71
27-04-2005,17:00:00,0.00,9.015,8.045,10.100,8.045,9.82,1.00,-44.0,338.7,2.66,4.57
27-04-2005,18:00:00,0.00,9.114,8.195,9.903,5.231,7.03,1.00,-45.7,26.2,1.90,3.43
27-04-2005,19:00:00,0.00,9.114,8.295,9.485,2.877,6.22,1.00,-46.2,1.2,0.76,2.66
27-04-2005,20:00:00,0.00,8.990,8.369,8.965,1.832,4.99,1.00,-46.9,1.2,0.00,1.90
27-04-2005,21:00:00,0.00,8.792,8.369,8.444,1.208,4.99,1.00,-46.9,1.2,0.00,2.28
27-04-2005,22:00:00,0.00,8.568,8.344,7.970,0.577,4.99,1.00,-46.9,1.2,0.00,1.90
27-04-2005,23:00:00,0.00,8.319,8.295,7.544,0.107,5.81,1.00,-46.4,1.2,0.00,1.52
28-04-2005,00:00:00,0.00,8.070,8.195,7.167,-0.367,3.74,1.00,-47.7,1.2,1.14,3.43
28-04-2005,01:00:00,0.00,7.845,8.095,6.839,-0.479,3.74,1.00,-47.7,1.2,1.90,3.05
28-04-2005,02:00:00,0.00,7.619,7.970,6.560,-0.648,4.15,1.00,-47.5,1.2,2.66,4.57
