"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818215, LBL: Ambient)","RH, % (SEN S/N: 9818215)","DewPt, ¡C (SEN S/N: 9818215)","Water Content, m?/m? (SEN S/N: 9827498, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833749, LBL: 10cmBG)"
23-11-2012,10:57:29,27.974,55.000,18.1,0.1150,0.0591
23-11-2012,11:57:30,30.318,48.600,18.3,0.1150,0.0598
23-11-2012,12:57:31,25.210,53.300,15.1,0.1136,0.0548
23-11-2012,13:57:32,22.681,61.900,15.0,0.1121,0.0533
23-11-2012,14:57:33,19.888,65.000,13.1,0.1107,0.0511
23-11-2012,15:57:34,19.627,67.700,13.5,0.1100,0.0497
23-11-2012,16:57:35,18.105,69.900,12.5,0.1092,0.0482
23-11-2012,17:57:36,16.558,74.200,12.0,0.1085,0.0475
23-11-2012,18:57:37,14.816,78.400,11.1,0.1085,0.0460
23-11-2012,19:57:38,12.944,81.200,9.8,0.1078,0.0453
23-11-2012,20:57:39,8.618,76.700,4.8,0.1078,0.0446
23-11-2012,21:57:40,6.661,78.800,3.2,0.1071,0.0446
23-11-2012,22:57:41,6.026,81.300,3.1,0.1071,0.0446
23-11-2012,23:57:42,5.128,82.300,2.4,0.1071,0.0446
24-11-2012,00:57:43,4.011,82.100,1.2,0.1071,0.0453
24-11-2012,01:57:44,3.827,83.900,1.4,0.1071,0.0453
24-11-2012,02:57:45,3.722,85.000,1.4,0.1071,0.0460
24-11-2012,03:57:46,3.722,85.900,1.6,0.1071,0.0460
24-11-2012,04:57:47,4.662,89.100,3.0,0.1071,0.0468
24-11-2012,05:57:48,4.584,88.800,2.9,0.1071,0.0468
24-11-2012,06:57:49,7.167,94.800,6.4,0.1078,0.0475
24-11-2012,07:57:50,10.443,98.900,10.3,0.1092,0.0482
24-11-2012,08:57:51,16.844,96.100,16.2,0.1100,0.0490
24-11-2012,09:57:52,22.202,79.100,18.4,0.1100,0.0526
24-11-2012,10:57:53,26.182,65.200,19.2,0.1100,0.0555
24-11-2012,11:57:54,30.369,60.100,21.8,0.1107,0.0584
24-11-2012,12:57:55,31.868,53.300,21.2,0.1092,0.0584
24-11-2012,13:57:56,27.259,54.800,17.4,0.1078,0.0540
24-11-2012,14:57:57,25.258,58.200,16.5,0.1071,0.0511
24-11-2012,15:57:58,21.867,63.000,14.5,0.1049,0.0468
24-11-2012,16:57:59,20.365,65.600,13.7,0.1042,0.0439
24-11-2012,17:58:00,19.365,70.200,13.8,0.1034,0.0424
24-11-2012,18:58:01,17.653,72.000,12.6,0.1027,0.0417
24-11-2012,19:58:02,13.690,73.200,9.0,0.1020,0.0410
24-11-2012,20:58:03,12.606,78.900,9.1,0.1012,0.0402
24-11-2012,21:58:04,10.883,80.000,7.6,0.1012,0.0395
24-11-2012,22:58:05,9.089,80.700,6.0,0.1012,0.0395
24-11-2012,23:58:06,9.854,85.700,7.6,0.1012,0.0402
25-11-2012,00:58:07,10.247,87.400,8.3,0.1012,0.0402
25-11-2012,01:58:08,8.469,85.200,6.1,0.1012,0.0402
25-11-2012,02:58:09,8.020,86.700,5.9,0.1012,0.0410
25-11-2012,03:58:10,8.369,89.600,6.8,0.1012,0.0410
25-11-2012,04:58:11,7.920,89.700,6.3,0.1020,0.0410
25-11-2012,05:58:12,6.484,87.900,4.6,0.1012,0.0410
25-11-2012,06:58:13,8.369,92.600,7.2,0.1020,0.0417
25-11-2012,07:58:14,11.856,97.400,11.5,0.1027,0.0424
25-11-2012,08:58:15,18.438,89.700,16.7,0.1034,0.0439
25-11-2012,09:58:16,24.026,76.700,19.7,0.1042,0.0468
25-11-2012,10:58:17,27.776,63.000,20.1,0.1042,0.0511
25-11-2012,11:58:18,30.874,56.300,21.2,0.1042,0.0533
25-11-2012,12:58:19,31.204,50.400,19.7,0.1027,0.0526
25-11-2012,13:58:20,28.692,52.000,17.9,0.1012,0.0504
25-11-2012,14:58:21,26.940,58.200,18.1,0.1005,0.0468
25-11-2012,15:58:22,24.992,60.300,16.8,0.0991,0.0410
25-11-2012,16:58:23,22.298,63.000,14.9,0.0976,0.0381
25-11-2012,17:58:24,22.034,65.400,15.3,0.0976,0.0373
25-11-2012,18:58:25,19.865,67.200,13.6,0.0962,0.0366
25-11-2012,19:58:26,15.031,68.600,9.3,0.0947,0.0352
25-11-2012,20:58:27,12.147,72.100,7.3,0.0940,0.0352
25-11-2012,21:58:28,9.435,73.500,4.9,0.0933,0.0344
25-11-2012,22:58:29,7.720,76.100,3.8,0.0933,0.0344
25-11-2012,23:58:30,6.965,79.300,3.6,0.0933,0.0344
26-11-2012,00:58:31,5.796,80.000,2.6,0.0933,0.0344
26-11-2012,01:58:32,5.308,81.200,2.4,0.0933,0.0352
26-11-2012,02:58:33,4.818,82.200,2.0,0.0933,0.0352
26-11-2012,03:58:34,4.115,82.400,1.4,0.0933,0.0352
26-11-2012,04:58:35,5.179,85.900,3.0,0.0940,0.0366
26-11-2012,05:58:36,5.821,88.100,4.0,0.0940,0.0366
26-11-2012,06:58:37,8.419,94.400,7.6,0.0947,0.0373
26-11-2012,07:58:38,12.871,97.700,12.5,0.0962,0.0388
26-11-2012,08:58:39,13.642,90.300,12.1,0.0962,0.0395
26-11-2012,09:58:40,15.294,89.000,13.5,0.0969,0.0402
26-11-2012,10:58:41,16.249,84.400,13.6,0.0969,0.0410
26-11-2012,11:58:42,19.722,82.600,16.7,0.0976,0.0417
26-11-2012,12:58:43,22.968,79.600,19.3,0.0976,0.0439
26-11-2012,13:58:44,26.378,70.400,20.6,0.0983,0.0490
26-11-2012,14:58:45,23.448,64.300,16.3,0.0969,0.0446
26-11-2012,15:58:46,24.581,65.800,17.8,0.0969,0.0446
26-11-2012,16:58:47,22.393,64.300,15.3,0.0954,0.0417
26-11-2012,17:58:48,19.413,64.500,12.6,0.0940,0.0402
26-11-2012,18:58:49,16.153,67.600,10.2,0.0933,0.0388
26-11-2012,19:58:50,13.858,70.100,8.5,0.0925,0.0381
26-11-2012,20:58:51,12.558,74.000,8.1,0.0918,0.0381
26-11-2012,21:58:52,11.929,78.500,8.3,0.0918,0.0373
26-11-2012,22:58:53,11.005,84.700,8.5,0.0918,0.0381
26-11-2012,23:58:54,10.149,86.000,7.9,0.0918,0.0373
27-11-2012,00:58:55,9.928,87.700,8.0,0.0925,0.0366
27-11-2012,01:58:56,9.558,88.400,7.7,0.0925,0.0373
27-11-2012,02:58:57,9.460,89.600,7.8,0.0918,0.0373
27-11-2012,03:58:58,10.467,93.000,9.4,0.0925,0.0381
27-11-2012,04:58:59,10.418,93.000,9.3,0.0925,0.0388
27-11-2012,05:59:00,10.394,93.500,9.4,0.0925,0.0388
27-11-2012,06:59:01,10.663,94.700,9.9,0.0933,0.0402
27-11-2012,07:59:02,11.297,97.500,10.9,0.0954,0.0845
27-11-2012,08:59:03,15.270,99.900,15.3,0.0976,0.0954
27-11-2012,09:59:04,18.580,99.800,18.6,0.0976,0.1012
27-11-2012,10:59:05,14.840,98.200,14.6,0.0991,0.1259
27-11-2012,11:59:06,19.865,97.900,19.5,0.1012,0.1405
27-11-2012,12:59:07,21.032,86.500,18.7,0.1020,0.1441
27-11-2012,13:59:08,20.984,84.700,18.3,0.1020,0.1426
27-11-2012,14:59:09,17.415,81.700,14.3,0.1012,0.1397
27-11-2012,15:59:10,16.773,93.000,15.7,0.1012,0.1412
27-11-2012,16:59:11,15.175,93.900,14.2,0.1012,0.1405
27-11-2012,17:59:12,17.701,97.100,17.3,0.1012,0.1405
27-11-2012,18:59:13,16.344,91.500,15.0,0.1012,0.1390
27-11-2012,19:59:14,11.759,89.200,10.1,0.1005,0.1383
27-11-2012,20:59:15,11.053,94.900,10.3,0.1005,0.1368
27-11-2012,21:59:16,10.565,96.400,10.0,0.0998,0.1361
27-11-2012,22:59:17,10.051,97.000,9.6,0.1012,0.1354
27-11-2012,23:59:18,9.854,97.700,9.5,0.1012,0.1354
28-11-2012,00:59:19,9.632,97.600,9.3,0.1005,0.1354
28-11-2012,01:59:20,5.949,92.100,4.8,0.1005,0.1339
28-11-2012,02:59:21,5.745,92.500,4.6,0.1005,0.1332
28-11-2012,03:59:22,6.763,95.600,6.1,0.1005,0.1332
28-11-2012,04:59:23,8.220,98.400,8.0,0.1005,0.1332
28-11-2012,05:59:24,8.618,98.600,8.4,0.1012,0.1339
28-11-2012,06:59:25,10.467,98.900,10.3,0.1012,0.1339
28-11-2012,07:59:26,14.457,99.800,14.4,0.1027,0.1347
28-11-2012,08:59:27,19.698,91.700,18.3,0.1034,0.1361
28-11-2012,09:59:28,22.345,87.400,20.2,0.1034,0.1376
28-11-2012,10:59:29,28.916,87.300,26.6,0.1042,0.1397
28-11-2012,11:59:30,30.066,73.600,24.9,0.1049,0.1368
28-11-2012,12:59:31,31.535,70.100,25.4,0.1049,0.1332
28-11-2012,13:59:32,31.433,63.100,23.6,0.1056,0.1281
28-11-2012,14:59:33,28.990,60.900,20.7,0.1042,0.1209
28-11-2012,15:59:34,28.617,60.200,20.2,0.1027,0.1114
28-11-2012,16:59:35,20.079,63.800,13.0,0.0998,0.1056
28-11-2012,17:59:36,17.891,80.100,14.4,0.0983,0.1027
28-11-2012,18:59:37,16.034,85.000,13.5,0.0983,0.1012
28-11-2012,19:59:38,15.438,88.300,13.5,0.0969,0.0998
28-11-2012,20:59:39,13.570,88.900,11.8,0.0969,0.0983
28-11-2012,21:59:40,10.663,85.700,8.4,0.0962,0.0969
28-11-2012,22:59:41,8.245,83.300,5.6,0.0962,0.0962
28-11-2012,23:59:42,7.795,86.000,5.6,0.0954,0.0962
29-11-2012,00:59:43,10.051,93.500,9.1,0.0962,0.0962
29-11-2012,01:59:44,10.761,95.600,10.1,0.0969,0.0962
29-11-2012,02:59:45,10.761,95.600,10.1,0.0962,0.0954
29-11-2012,03:59:46,10.296,95.300,9.6,0.0962,0.0954
29-11-2012,04:59:47,11.224,97.300,10.8,0.0969,0.0947
29-11-2012,05:59:48,11.807,98.500,11.6,0.0969,0.0947
29-11-2012,06:59:49,12.871,99.500,12.8,0.0969,0.0947
29-11-2012,07:59:50,14.697,100.000,14.7,0.0976,0.0947
29-11-2012,08:59:51,20.246,99.400,20.2,0.0983,0.0947
29-11-2012,09:59:52,26.134,88.500,24.1,0.0983,0.0969
29-11-2012,10:59:53,31.001,75.600,26.2,0.0998,0.0976
29-11-2012,11:59:54,33.365,66.500,26.3,0.0991,0.0954
29-11-2012,12:59:55,33.835,61.400,25.4,0.0983,0.0918
29-11-2012,13:59:56,31.510,58.300,22.4,0.0983,0.0867
29-11-2012,14:59:57,30.041,61.700,21.9,0.0976,0.0816
29-11-2012,15:59:58,28.518,64.800,21.3,0.0954,0.0736
29-11-2012,16:59:59,26.744,68.600,20.5,0.0947,0.0693
29-11-2012,18:00:00,24.992,73.100,19.9,0.0933,0.0671
29-11-2012,19:00:01,22.298,76.200,17.9,0.0925,0.0649
29-11-2012,20:00:02,18.271,77.000,14.2,0.0911,0.0635
29-11-2012,21:00:03,16.344,80.900,13.1,0.0904,0.0628
29-11-2012,22:00:04,15.294,83.900,12.6,0.0904,0.0620
29-11-2012,23:00:05,13.690,84.700,11.2,0.0904,0.0613
30-11-2012,00:00:06,13.978,88.900,12.2,0.0896,0.0606
30-11-2012,01:00:07,14.673,90.900,13.2,0.0896,0.0606
30-11-2012,02:00:08,14.864,90.900,13.4,0.0904,0.0598
30-11-2012,03:00:09,14.673,91.500,13.3,0.0904,0.0598
30-11-2012,04:00:10,14.721,92.800,13.6,0.0904,0.0598
30-11-2012,05:00:11,14.649,92.700,13.5,0.0904,0.0598
30-11-2012,06:00:12,14.601,92.900,13.5,0.0911,0.0598
30-11-2012,07:00:13,14.984,94.200,14.1,0.0911,0.0598
30-11-2012,08:00:14,16.225,95.700,15.6,0.0918,0.0598
30-11-2012,09:00:15,18.295,95.300,17.6,0.0918,0.0606
30-11-2012,10:00:16,22.465,94.100,21.5,0.0925,0.0620
30-11-2012,11:00:17,27.702,83.600,24.7,0.0940,0.0642
30-11-2012,12:00:18,29.365,73.500,24.2,0.0940,0.0642
30-11-2012,13:00:19,26.426,74.400,21.5,0.0933,0.0613
30-11-2012,14:00:20,22.393,77.700,18.3,0.0918,0.0591
30-11-2012,15:00:21,21.819,83.500,18.9,0.0911,0.0584
30-11-2012,16:00:22,20.960,89.100,19.1,0.0911,0.0628
30-11-2012,17:00:23,20.412,89.400,18.6,0.0918,0.0649
30-11-2012,18:00:24,18.533,88.300,16.6,0.0911,0.0657
30-11-2012,19:00:25,17.011,88.800,15.2,0.0911,0.0649
30-11-2012,20:00:26,16.106,92.000,14.8,0.0911,0.0678
30-11-2012,21:00:27,14.745,93.000,13.6,0.0911,0.0722
30-11-2012,22:00:28,14.050,94.500,13.2,0.0904,0.0751
30-11-2012,23:00:29,13.425,95.200,12.7,0.0911,0.0766
01-12-2012,00:00:30,13.281,96.300,12.7,0.0911,0.0780
01-12-2012,01:00:31,13.185,97.000,12.7,0.0911,0.0787
01-12-2012,02:00:32,13.425,97.700,13.1,0.0911,0.0795
01-12-2012,03:00:33,13.377,97.500,13.0,0.0911,0.0802
01-12-2012,04:00:34,13.522,97.600,13.2,0.0911,0.0802
01-12-2012,05:00:35,13.666,97.200,13.2,0.0911,0.0809
01-12-2012,06:00:36,13.690,98.300,13.4,0.0969,0.1564
01-12-2012,07:00:37,13.762,99.500,13.7,0.1005,0.1652
01-12-2012,08:00:38,15.247,99.900,15.3,0.1020,0.1652
01-12-2012,09:00:39,18.438,100.000,18.5,0.1034,0.1644
01-12-2012,10:00:40,18.509,97.000,18.0,0.1042,0.1637
01-12-2012,11:00:41,21.819,89.800,20.1,0.1056,0.1659
01-12-2012,12:00:42,21.652,87.900,19.6,0.1056,0.1659
01-12-2012,13:00:43,21.915,85.100,19.3,0.1063,0.1630
01-12-2012,14:00:44,21.390,86.000,19.0,0.1063,0.1594
01-12-2012,15:00:45,21.270,89.000,19.4,0.1063,0.1579
