"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818224, LBL: Ambient)","RH, % (SEN S/N: 9818224)","DewPt, ¡C (SEN S/N: 9818224)","Temp, ¡C (SEN S/N: 9824745, LBL: 3cmBG)","Water Content, m?/m? (SEN S/N: 9827494, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9827497, LBL: 10cmBG)"
10-11-2012,15:52:22,24.629,37.800,9.3,21.533,0.2284,0.1978
10-11-2012,16:52:23,20.889,40.600,7.0,20.103,0.2284,0.1935
10-11-2012,17:52:24,19.484,45.700,7.5,17.962,0.2269,0.1906
10-11-2012,18:52:25,13.185,51.100,3.3,16.511,0.2254,0.1877
10-11-2012,19:52:26,6.864,65.400,0.8,14.697,0.2240,0.1862
10-11-2012,20:52:27,3.221,76.000,-0.6,12.823,0.2225,0.1855
10-11-2012,21:52:28,1.534,80.100,-1.5,11.273,0.2225,0.1855
10-11-2012,22:52:29,-0.479,80.600,-3.4,10.051,0.2225,0.1848
10-11-2012,23:52:30,-1.958,79.600,-5.0,8.891,0.2211,0.1840
11-11-2012,00:52:31,-3.065,79.200,-6.2,7.895,0.2211,0.1833
11-11-2012,01:52:32,-3.360,79.100,-6.5,7.066,0.2204,0.1826
11-11-2012,02:52:33,-1.814,84.000,-4.2,6.458,0.2204,0.1833
11-11-2012,03:52:34,-0.676,85.000,-2.9,6.153,0.2204,0.1833
11-11-2012,04:52:35,0.024,84.000,-2.4,5.949,0.2204,0.1833
11-11-2012,05:52:36,0.632,81.800,-2.1,5.719,0.2204,0.1833
11-11-2012,06:52:37,2.530,82.200,-0.2,5.591,0.2204,0.1833
11-11-2012,07:52:38,8.394,73.200,3.9,5.872,0.2204,0.1840
11-11-2012,08:52:39,14.194,58.400,6.2,6.661,0.2204,0.1848
11-11-2012,09:52:40,18.295,48.100,7.1,8.245,0.2211,0.1855
11-11-2012,10:52:41,18.913,43.800,6.3,10.736,0.2204,0.1862
11-11-2012,11:52:42,19.532,39.200,5.3,14.768,0.2196,0.1848
11-11-2012,12:52:43,21.724,34.800,5.5,17.986,0.2204,0.1848
11-11-2012,13:52:44,20.674,36.500,5.3,20.103,0.2204,0.1833
11-11-2012,14:52:45,21.032,39.000,6.6,20.865,0.2196,0.1811
11-11-2012,15:52:46,21.079,43.600,8.2,21.103,0.2189,0.1775
11-11-2012,16:52:47,20.198,44.400,7.7,19.841,0.2175,0.1732
11-11-2012,17:52:48,15.581,51.200,5.6,17.748,0.2153,0.1695
11-11-2012,18:52:49,11.977,55.100,3.3,16.225,0.2138,0.1659
11-11-2012,19:52:50,7.242,64.900,1.1,14.577,0.2116,0.1644
11-11-2012,20:52:51,5.360,76.700,1.6,12.944,0.2116,0.1652
11-11-2012,21:52:52,5.179,83.200,2.6,11.759,0.2116,0.1644
11-11-2012,22:52:53,5.847,85.800,3.7,10.932,0.2116,0.1644
11-11-2012,23:52:54,5.719,78.300,2.2,10.320,0.2116,0.1644
12-11-2012,00:52:55,6.255,70.100,1.2,9.780,0.2116,0.1644
12-11-2012,01:52:56,6.737,68.700,1.4,9.410,0.2109,0.1644
12-11-2012,02:52:57,6.560,69.200,1.3,9.188,0.2109,0.1637
12-11-2012,03:52:58,6.026,70.900,1.2,8.891,0.2102,0.1637
12-11-2012,04:52:59,6.026,70.800,1.1,8.593,0.2102,0.1637
12-11-2012,05:53:00,5.770,72.100,1.1,8.344,0.2095,0.1637
12-11-2012,06:53:01,6.077,71.300,1.3,8.195,0.2095,0.1630
12-11-2012,07:53:02,6.281,73.100,1.8,8.195,0.2095,0.1630
12-11-2012,08:53:03,6.889,72.900,2.4,8.295,0.2095,0.1630
12-11-2012,09:53:04,10.394,68.700,4.9,8.668,0.2087,0.1630
12-11-2012,10:53:05,13.810,60.100,6.2,10.247,0.2087,0.1630
12-11-2012,11:53:06,14.266,59.100,6.4,12.558,0.2080,0.1630
12-11-2012,12:53:07,12.098,66.500,6.1,12.920,0.2073,0.1623
12-11-2012,13:53:08,15.247,60.300,7.6,14.242,0.2066,0.1637
12-11-2012,14:53:09,17.296,60.700,9.6,16.153,0.2066,0.1630
12-11-2012,15:53:10,17.320,58.700,9.2,17.391,0.2066,0.1608
12-11-2012,16:53:11,16.582,59.300,8.6,16.582,0.2051,0.1579
12-11-2012,17:53:12,16.177,62.200,9.0,15.247,0.2037,0.1550
12-11-2012,18:53:13,13.088,67.400,7.2,14.481,0.2029,0.1535
12-11-2012,19:53:14,10.614,71.800,5.7,13.425,0.2022,0.1521
12-11-2012,20:53:15,8.095,75.400,4.0,12.292,0.2015,0.1521
12-11-2012,21:53:16,8.543,89.100,6.9,11.346,0.2022,0.1521
12-11-2012,22:53:17,7.970,95.700,7.3,11.151,0.2022,0.1528
12-11-2012,23:53:18,6.940,96.000,6.4,10.834,0.2022,0.1528
13-11-2012,00:53:19,5.745,95.800,5.1,10.418,0.2029,0.1528
13-11-2012,01:53:20,5.179,95.700,4.6,9.977,0.2022,0.1528
13-11-2012,02:53:21,4.246,95.400,3.6,9.558,0.2022,0.1535
13-11-2012,03:53:22,3.958,95.900,3.4,9.163,0.2029,0.1535
13-11-2012,04:53:23,3.301,95.500,2.7,8.841,0.2029,0.1535
13-11-2012,05:53:24,3.221,96.100,2.7,8.519,0.2037,0.1543
13-11-2012,06:53:25,2.823,96.600,2.3,8.270,0.2037,0.1543
13-11-2012,07:53:26,5.076,97.500,4.7,8.319,0.2037,0.1543
13-11-2012,08:53:27,6.737,93.200,5.7,8.990,0.2044,0.1550
13-11-2012,09:53:28,12.606,82.100,9.6,10.100,0.2051,0.1564
13-11-2012,10:53:29,17.772,65.800,11.3,11.880,0.2051,0.1572
13-11-2012,11:53:30,24.653,52.700,14.4,16.106,0.2044,0.1572
13-11-2012,12:53:31,22.753,45.100,10.3,19.508,0.2044,0.1557
