"Date","Time, GMT+11:00","Temp, ¡C (SEN S/N: 9818208, LBL: Ambient)","RH, % (SEN S/N: 9818208)","DewPt, ¡C (SEN S/N: 9818208)","Water Content, m?/m? (SEN S/N: 9827495, LBL: 5cmBG)","Water Content, m?/m? (SEN S/N: 9833757, LBL: 10cmBG)"
23-11-2012,10:57:29,18.699,65.300,12.1,0.1942,0.0729
23-11-2012,11:57:30,20.412,63.100,13.2,0.1949,0.0744
23-11-2012,12:57:31,18.081,68.800,12.3,0.1949,0.0758
23-11-2012,13:57:32,18.771,73.400,13.9,0.1949,0.0751
23-11-2012,14:57:33,18.105,75.100,13.6,0.1942,0.0751
23-11-2012,15:57:34,17.344,75.600,13.0,0.1942,0.0729
23-11-2012,16:57:35,16.773,79.600,13.2,0.1935,0.0722
23-11-2012,17:57:36,15.175,83.100,12.3,0.1928,0.0707
23-11-2012,18:57:37,13.546,85.300,11.1,0.1928,0.0693
23-11-2012,19:57:38,11.127,87.500,9.1,0.1920,0.0678
23-11-2012,20:57:39,6.458,82.400,3.7,0.1906,0.0657
23-11-2012,21:57:40,4.740,84.600,2.4,0.1906,0.0642
23-11-2012,22:57:41,4.350,87.600,2.5,0.1906,0.0635
23-11-2012,23:57:42,3.722,88.200,2.0,0.1899,0.0628
24-11-2012,00:57:43,2.717,87.200,0.8,0.1899,0.0620
24-11-2012,01:57:44,2.396,88.700,0.7,0.1899,0.0620
24-11-2012,02:57:45,2.477,90.400,1.1,0.1899,0.0613
24-11-2012,03:57:46,2.850,92.300,1.7,0.1891,0.0613
24-11-2012,04:57:47,4.454,98.000,4.2,0.1891,0.0613
24-11-2012,05:57:48,4.636,97.700,4.3,0.1891,0.0613
24-11-2012,06:57:49,6.813,99.200,6.7,0.1891,0.0613
24-11-2012,07:57:50,10.075,96.600,9.6,0.1891,0.0613
24-11-2012,08:57:51,15.605,82.700,12.7,0.1891,0.0620
24-11-2012,09:57:52,19.151,73.200,14.3,0.1891,0.0628
24-11-2012,10:57:53,21.748,67.500,15.5,0.1891,0.0649
24-11-2012,11:57:54,22.753,68.300,16.6,0.1891,0.0678
24-11-2012,12:57:55,22.657,67.500,16.4,0.1891,0.0707
24-11-2012,13:57:56,22.729,66.400,16.2,0.1884,0.0700
24-11-2012,14:57:57,22.058,63.500,14.8,0.1884,0.0693
24-11-2012,15:57:58,19.627,69.500,13.9,0.1877,0.0664
24-11-2012,16:57:59,17.486,68.400,11.6,0.1870,0.0649
24-11-2012,17:58:00,18.129,71.900,13.0,0.1862,0.0628
24-11-2012,18:58:01,16.963,74.500,12.4,0.1855,0.0606
24-11-2012,19:58:02,11.783,78.300,8.1,0.1840,0.0591
24-11-2012,20:58:03,11.127,87.200,9.1,0.1840,0.0577
24-11-2012,21:58:04,9.089,87.400,7.1,0.1833,0.0562
24-11-2012,22:58:05,7.820,89.300,6.2,0.1826,0.0548
24-11-2012,23:58:06,9.460,97.000,9.0,0.1819,0.0548
25-11-2012,00:58:07,9.534,96.100,9.0,0.1819,0.0540
25-11-2012,01:58:08,6.839,91.700,5.6,0.1819,0.0548
25-11-2012,02:58:09,6.484,93.700,5.5,0.1811,0.0540
