"Date","Time, GMT+11:00","Water Content, m?/m? (SEN S/N: 9833752, LBL: 10cmBG)"
31-12-2012,00:12:30,0.0976
31-12-2012,01:12:31,0.0976
31-12-2012,02:12:32,0.0976
31-12-2012,03:12:33,0.0983
31-12-2012,04:12:34,0.0983
31-12-2012,05:12:35,0.0991
31-12-2012,06:12:36,0.0991
31-12-2012,07:12:37,0.0991
31-12-2012,08:12:38,0.0991
31-12-2012,09:12:39,0.0998
31-12-2012,10:12:40,0.0998
31-12-2012,11:12:41,0.1005
31-12-2012,12:12:42,0.1005
31-12-2012,13:12:43,0.1012
31-12-2012,14:12:44,0.1012
31-12-2012,15:12:45,0.1005
31-12-2012,16:12:46,0.0998
31-12-2012,17:12:47,0.0983
31-12-2012,18:12:48,0.0976
31-12-2012,19:12:49,0.0954
31-12-2012,20:12:50,0.0947
31-12-2012,21:12:51,0.0940
31-12-2012,22:12:52,0.0933
31-12-2012,23:12:53,0.0933
01-01-2013,00:12:54,0.0933
01-01-2013,01:12:55,0.0933
01-01-2013,02:12:56,0.0933
01-01-2013,03:12:57,0.0933
01-01-2013,04:12:58,0.0933
01-01-2013,05:12:59,0.0933
01-01-2013,06:13:00,0.0933
01-01-2013,07:13:01,0.0940
01-01-2013,08:13:02,0.0940
01-01-2013,09:13:03,0.0954
01-01-2013,10:13:04,0.0954
01-01-2013,11:13:05,0.0962
01-01-2013,12:13:06,0.0962
01-01-2013,13:13:07,0.0962
01-01-2013,14:13:08,0.0962
01-01-2013,15:13:09,0.0954
01-01-2013,16:13:10,0.0947
01-01-2013,17:13:11,0.0940
01-01-2013,18:13:12,0.0925
01-01-2013,19:13:13,0.0918
01-01-2013,20:13:14,0.0911
01-01-2013,21:13:15,0.0904
01-01-2013,22:13:16,0.0904
01-01-2013,23:13:17,0.0904
02-01-2013,00:13:18,0.0904
02-01-2013,01:13:19,0.0904
02-01-2013,02:13:20,0.0904
02-01-2013,03:13:21,0.0889
02-01-2013,04:13:22,0.0889
02-01-2013,05:13:23,0.0896
02-01-2013,06:13:24,0.0896
02-01-2013,07:13:25,0.0904
02-01-2013,08:13:26,0.0911
02-01-2013,09:13:27,0.0933
02-01-2013,10:13:28,0.0947
02-01-2013,11:13:29,0.0954
02-01-2013,12:13:30,0.0954
02-01-2013,13:13:31,0.0962
02-01-2013,14:13:32,0.0940
02-01-2013,15:13:33,0.0933
02-01-2013,16:13:34,0.0918
02-01-2013,17:13:35,0.0904
02-01-2013,18:13:36,0.0889
02-01-2013,19:13:37,0.0874
02-01-2013,20:13:38,0.0867
02-01-2013,21:13:39,0.0853
02-01-2013,22:13:40,0.0853
02-01-2013,23:13:41,0.0853
03-01-2013,00:13:42,0.0853
03-01-2013,01:13:43,0.0853
03-01-2013,02:13:44,0.0853
03-01-2013,03:13:45,0.0853
03-01-2013,04:13:46,0.0853
03-01-2013,05:13:47,0.0860
03-01-2013,06:13:48,0.0860
03-01-2013,07:13:49,0.0860
03-01-2013,08:13:50,0.0867
03-01-2013,09:13:51,0.0882
03-01-2013,10:13:52,0.0896
03-01-2013,11:13:53,0.0918
03-01-2013,12:13:54,0.0925
03-01-2013,13:13:55,0.0925
03-01-2013,14:13:56,0.0933
03-01-2013,15:13:57,0.0925
03-01-2013,16:13:58,0.0918
03-01-2013,17:13:59,0.0904
03-01-2013,18:14:00,0.0867
03-01-2013,19:14:01,0.0853
03-01-2013,20:14:02,0.0845
03-01-2013,21:14:03,0.0824
03-01-2013,22:14:04,0.0824
03-01-2013,23:14:05,0.0824
04-01-2013,00:14:06,0.0831
04-01-2013,01:14:07,0.0838
04-01-2013,02:14:08,0.0838
04-01-2013,03:14:09,0.0838
04-01-2013,04:14:10,0.0838
04-01-2013,05:14:11,0.0845
04-01-2013,06:14:12,0.0838
04-01-2013,07:14:13,0.0838
04-01-2013,08:14:14,0.0845
04-01-2013,09:14:15,0.0845
04-01-2013,10:14:16,0.0853
04-01-2013,11:14:17,0.0860
04-01-2013,12:14:18,0.0867
04-01-2013,13:14:19,0.0874
04-01-2013,14:14:20,0.0882
04-01-2013,15:14:21,0.0882
04-01-2013,16:14:22,0.0874
04-01-2013,17:14:23,0.0860
04-01-2013,18:14:24,0.0845
04-01-2013,19:14:25,0.0831
04-01-2013,20:14:26,0.0802
04-01-2013,21:14:27,0.0816
04-01-2013,22:14:28,0.0816
04-01-2013,23:14:29,0.0816
05-01-2013,00:14:30,0.0816
05-01-2013,01:14:31,0.0816
05-01-2013,02:14:32,0.0816
05-01-2013,03:14:33,0.0816
05-01-2013,04:14:34,0.0816
05-01-2013,05:14:35,0.0816
05-01-2013,06:14:36,0.0824
05-01-2013,07:14:37,0.0824
05-01-2013,08:14:38,0.0824
05-01-2013,09:14:39,0.0824
05-01-2013,10:14:40,0.0831
05-01-2013,11:14:41,0.0838
05-01-2013,12:14:42,0.0845
05-01-2013,13:14:43,0.0853
05-01-2013,14:14:44,0.0860
05-01-2013,15:14:45,0.0853
05-01-2013,16:14:46,0.0845
05-01-2013,17:14:47,0.0831
05-01-2013,18:14:48,0.0816
05-01-2013,19:14:49,0.0795
05-01-2013,20:14:50,0.0795
05-01-2013,21:14:51,0.0780
05-01-2013,22:14:52,0.0787
05-01-2013,23:14:53,0.0780
06-01-2013,00:14:54,0.0780
06-01-2013,01:14:55,0.0780
06-01-2013,02:14:56,0.0787
06-01-2013,03:14:57,0.0780
06-01-2013,04:14:58,0.0766
06-01-2013,05:14:59,0.0766
06-01-2013,06:15:00,0.0758
06-01-2013,07:15:01,0.0787
06-01-2013,08:15:02,0.0795
06-01-2013,09:15:03,0.0795
06-01-2013,10:15:04,0.0802
06-01-2013,11:15:05,0.0809
06-01-2013,12:15:06,0.0816
06-01-2013,13:15:07,0.0824
06-01-2013,14:15:08,0.0824
06-01-2013,15:15:09,0.0824
06-01-2013,16:15:10,0.0809
06-01-2013,17:15:11,0.0802
06-01-2013,18:15:12,0.0787
06-01-2013,19:15:13,0.0773
06-01-2013,20:15:14,0.0758
06-01-2013,21:15:15,0.0758
06-01-2013,22:15:16,0.0758
06-01-2013,23:15:17,0.0758
07-01-2013,00:15:18,0.0758
07-01-2013,01:15:19,0.0758
07-01-2013,02:15:20,0.0758
07-01-2013,03:15:21,0.0758
07-01-2013,04:15:22,0.0758
07-01-2013,05:15:23,0.0758
07-01-2013,06:15:24,0.0758
07-01-2013,07:15:25,0.0766
07-01-2013,08:15:26,0.0766
07-01-2013,09:15:27,0.0773
07-01-2013,10:15:28,0.0773
07-01-2013,11:15:29,0.0780
07-01-2013,12:15:30,0.0758
07-01-2013,13:15:31,0.0758
07-01-2013,14:15:32,0.0758
07-01-2013,15:15:33,0.0758
07-01-2013,16:15:34,0.0751
07-01-2013,17:15:35,0.0744
07-01-2013,18:15:36,0.0729
07-01-2013,19:15:37,0.0722
07-01-2013,20:15:38,0.0707
07-01-2013,21:15:39,0.0707
07-01-2013,22:15:40,0.0700
07-01-2013,23:15:41,0.0700
08-01-2013,00:15:42,0.0700
08-01-2013,01:15:43,0.0700
08-01-2013,02:15:44,0.0700
08-01-2013,03:15:45,0.0700
08-01-2013,04:15:46,0.0700
08-01-2013,05:15:47,0.0700
08-01-2013,06:15:48,0.0700
08-01-2013,07:15:49,0.0729
08-01-2013,08:15:50,0.0729
08-01-2013,09:15:51,0.0715
08-01-2013,10:15:52,0.0744
08-01-2013,11:15:53,0.0751
08-01-2013,12:15:54,0.0751
08-01-2013,13:15:55,0.0700
08-01-2013,14:15:56,0.0766
08-01-2013,15:15:57,0.0751
08-01-2013,16:15:58,0.0751
08-01-2013,17:15:59,0.0744
08-01-2013,18:16:00,0.0744
08-01-2013,19:16:01,0.0736
08-01-2013,20:16:02,0.0715
08-01-2013,21:16:03,0.0707
08-01-2013,22:16:04,0.0715
08-01-2013,23:16:05,0.0700
09-01-2013,00:16:06,0.0693
09-01-2013,01:16:07,0.0686
09-01-2013,02:16:08,0.0686
09-01-2013,03:16:09,0.0686
09-01-2013,04:16:10,0.0686
09-01-2013,05:16:11,0.0678
09-01-2013,06:16:12,0.0678
09-01-2013,07:16:13,0.0686
09-01-2013,08:16:14,0.0707
09-01-2013,09:16:15,0.0729
09-01-2013,10:16:16,0.0744
09-01-2013,11:16:17,0.0751
09-01-2013,12:16:18,0.0758
09-01-2013,13:16:19,0.0766
09-01-2013,14:16:20,0.0766
09-01-2013,15:16:21,0.0758
09-01-2013,16:16:22,0.0758
09-01-2013,17:16:23,0.0744
09-01-2013,18:16:24,0.0729
09-01-2013,19:16:25,0.0686
09-01-2013,20:16:26,0.0700
09-01-2013,21:16:27,0.0664
09-01-2013,22:16:28,0.0664
09-01-2013,23:16:29,0.0649
10-01-2013,00:16:30,0.0649
10-01-2013,01:16:31,0.0649
10-01-2013,02:16:32,0.0642
10-01-2013,03:16:33,0.0649
10-01-2013,04:16:34,0.0642
10-01-2013,05:16:35,0.0642
10-01-2013,06:16:36,0.0649
10-01-2013,07:16:37,0.0671
10-01-2013,08:16:38,0.0671
10-01-2013,09:16:39,0.0678
10-01-2013,10:16:40,0.0693
10-01-2013,11:16:41,0.0700
10-01-2013,12:16:42,0.0700
10-01-2013,13:16:43,0.0707
10-01-2013,14:16:44,0.0715
10-01-2013,15:16:45,0.0707
10-01-2013,16:16:46,0.0700
10-01-2013,17:16:47,0.0693
10-01-2013,18:16:48,0.0678
10-01-2013,19:16:49,0.0671
