"Date","Time, GMT+10:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684635)","Temp, ¡C (SEN S/N: 684636)","Temp, ¡C (SEN S/N: 684637)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 699195)","RH, % (SEN S/N: 699195)","DewPt, ¡C (SEN S/N: 699195)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 707051)","Gust Speed, m/s (SEN S/N: 707051)","Wind Direction, ¿ (SEN S/N: 707051)"
05-10-2004,09:39:04,0.00,4.895,4.869,4.740,8.891,4.57,71.75,-0.1,751.2,3.71,17.25,0.0
05-10-2004,11:39:04,0.25,4.947,4.766,5.179,10.320,3.31,92.75,2.3,711.2,4.08,16.33,1.4
05-10-2004,13:39:04,0.76,5.128,4.792,5.591,12.050,4.99,87.75,3.1,893.7,1.30,11.69,25.3
05-10-2004,15:39:04,0.00,5.462,4.869,6.408,13.642,6.22,61.25,-0.7,1036.2,3.71,8.91,32.3
05-10-2004,17:39:04,0.00,5.924,5.050,6.990,8.070,4.57,75.75,0.7,398.7,3.34,7.42,0.0
05-10-2004,19:39:04,0.00,6.102,5.282,6.661,3.274,2.89,78.25,-0.5,18.7,2.97,5.94,0.0
05-10-2004,21:39:04,0.00,5.872,5.360,5.821,0.852,0.29,83.75,-2.1,1.2,2.04,4.82,0.0
05-10-2004,23:39:04,0.00,5.437,5.257,4.999,-0.479,0.73,61.75,-5.8,1.2,1.48,4.82,0.0
06-10-2004,01:39:04,0.00,4.973,5.076,4.272,-1.213,-1.51,51.25,-10.3,1.2,2.23,5.20,0.0
06-10-2004,03:39:04,0.00,4.532,4.844,3.696,-1.871,-1.06,29.25,-16.7,1.2,0.74,3.34,0.0
06-10-2004,05:39:04,0.00,4.141,4.584,3.221,-2.160,-0.16,22.75,-18.9,1.2,0.93,3.90,0.0
06-10-2004,07:39:04,0.00,3.801,4.324,2.877,-1.556,6.22,10.25,-22.9,381.2,0.74,2.41,0.0
06-10-2004,09:39:04,0.00,3.512,4.089,2.637,7.343,9.03,5.25,-28.1,1226.2,2.78,6.12,0.0
06-10-2004,11:39:04,0.00,3.459,3.880,3.433,20.246,10.60,4.75,-28.0,1756.2,2.60,8.53,0.0
06-10-2004,13:39:04,0.00,4.194,3.854,5.796,24.919,10.21,28.75,-7.1,1823.7,3.34,7.42,0.0
06-10-2004,15:39:04,0.00,5.462,4.220,7.820,21.342,9.03,35.25,-5.5,1418.7,0.19,0.56,0.0
06-10-2004,17:39:04,0.00,6.484,4.818,8.494,10.467,7.03,47.75,-3.3,646.2,1.11,5.57,0.0
06-10-2004,19:39:04,0.00,6.813,5.334,7.920,4.324,4.99,50.25,-4.5,26.2,3.90,6.68,0.0
06-10-2004,21:39:04,0.00,6.560,5.565,6.813,1.886,5.40,40.75,-6.9,1.2,2.78,5.01,0.0
06-10-2004,23:39:04,0.00,6.051,5.539,5.821,1.099,4.57,48.25,-5.4,1.2,3.15,5.38,0.0
07-10-2004,01:39:04,0.00,5.539,5.385,5.076,0.467,4.57,37.75,-8.6,1.2,3.53,6.31,0.0
07-10-2004,03:39:04,0.00,5.102,5.154,4.506,0.301,5.40,10.75,-23.0,1.2,4.82,7.98,0.0
07-10-2004,05:39:04,0.00,4.740,4.947,4.115,0.356,5.40,7.75,-26.6,1.2,0.74,9.65,0.0
07-10-2004,07:39:04,0.00,4.454,4.714,3.801,2.637,7.83,16.75,-15.9,356.2,3.15,11.69,0.0
07-10-2004,09:39:04,0.00,4.298,4.532,4.037,11.273,6.62,35.25,-7.7,976.2,5.01,15.21,0.0
07-10-2004,11:39:04,3.81,4.480,4.454,4.662,6.128,3.74,86.75,1.7,221.2,3.53,15.40,16.8
07-10-2004,13:39:04,2.79,4.636,4.480,4.766,6.712,4.99,100.00,5.0,336.2,0.93,17.44,15.4
07-10-2004,15:39:04,0.00,4.740,4.532,4.921,5.949,4.57,100.00,4.6,128.7,5.01,16.70,15.4
07-10-2004,17:39:04,10.16,4.818,4.558,4.947,3.538,5.40,100.00,5.4,28.7,3.53,18.74,9.8
07-10-2004,19:39:04,1.02,4.766,4.584,4.688,3.142,0.29,99.25,0.2,1.2,0.93,21.89,8.4
07-10-2004,21:39:04,0.00,4.610,4.558,4.402,1.180,-0.16,88.75,-1.8,1.2,0.37,17.63,2.8
07-10-2004,23:39:04,0.00,4.376,4.454,3.958,1.235,-2.44,81.75,-5.1,1.2,4.45,18.00,0.0
08-10-2004,01:39:04,0.25,4.141,4.324,3.617,0.852,-2.44,80.25,-5.4,1.2,4.64,15.96,0.0
08-10-2004,03:39:04,0.00,3.880,4.168,3.274,0.797,-1.97,95.25,-2.6,1.2,3.71,15.03,0.0
08-10-2004,05:39:04,0.00,3.670,4.011,3.036,1.017,-2.44,98.75,-2.6,1.2,1.86,11.50,0.0
08-10-2004,07:39:04,0.00,3.459,3.854,2.850,1.044,-1.97,83.25,-4.4,336.2,1.86,14.10,0.0
08-10-2004,09:39:04,0.51,3.327,3.722,2.690,1.099,-0.16,73.25,-4.4,1248.7,3.34,13.17,0.0
08-10-2004,11:39:04,1.02,3.195,3.591,2.690,1.289,2.89,66.25,-2.8,1803.7,2.41,12.06,0.0
08-10-2004,13:39:04,0.00,3.406,3.538,3.827,13.882,4.57,64.25,-1.6,1831.2,2.78,12.25,0.0
08-10-2004,15:39:04,0.00,4.141,3.643,5.360,13.257,3.74,64.25,-2.4,1091.2,0.74,11.50,0.0
08-10-2004,17:39:04,0.00,4.818,3.932,5.949,6.179,2.46,67.25,-3.0,248.7,4.64,9.46,0.0
08-10-2004,19:39:04,0.00,4.999,4.220,5.488,2.717,1.17,91.25,-0.1,11.2,0.37,10.20,0.0
08-10-2004,21:39:04,0.00,4.792,4.350,4.818,1.859,1.60,78.25,-1.8,1.2,4.64,11.32,0.0
08-10-2004,23:39:04,0.00,4.506,4.324,4.298,1.697,1.60,76.75,-2.0,1.2,5.01,11.69,0.0
09-10-2004,01:39:04,0.00,4.272,4.246,3.932,0.550,0.73,83.25,-1.8,1.2,3.34,8.53,0.0
09-10-2004,03:39:04,0.00,4.037,4.115,3.591,0.107,0.29,85.75,-1.8,1.2,2.60,6.49,0.0
09-10-2004,05:39:04,0.00,3.775,3.985,3.248,-0.143,1.60,47.25,-8.4,1.2,3.90,8.16,0.0
09-10-2004,07:39:04,0.00,3.538,3.854,2.956,-0.116,4.99,39.75,-7.6,413.7,0.56,9.83,0.0
09-10-2004,09:39:04,0.00,3.380,3.696,2.930,9.064,8.23,33.75,-6.8,1266.2,1.48,11.13,0.0
09-10-2004,11:39:04,0.00,3.564,3.617,3.985,17.701,10.21,28.75,-7.1,1793.7,1.11,10.95,0.0
09-10-2004,13:39:04,0.00,4.272,3.722,5.719,20.579,10.60,26.25,-8.0,1811.2,4.27,8.91,0.0
09-10-2004,15:39:04,0.00,5.308,4.089,7.419,17.938,10.99,61.25,3.8,1206.2,2.23,5.57,0.0
09-10-2004,17:39:04,0.00,6.281,4.636,8.419,12.920,7.43,85.25,5.1,488.7,2.78,5.38,0.0
09-10-2004,19:39:04,0.00,6.813,5.179,8.270,6.990,6.22,94.25,5.4,18.7,2.04,4.64,0.0
09-10-2004,21:39:04,0.00,6.737,5.488,7.444,4.506,3.74,95.75,3.1,1.2,0.74,2.78,0.0
09-10-2004,23:39:04,0.00,6.382,5.565,6.484,1.071,2.03,83.75,-0.4,1.2,0.74,2.41,0.0
10-10-2004,01:39:04,0.00,5.847,5.488,5.462,0.301,3.31,73.25,-1.0,1.2,1.86,3.34,0.0
10-10-2004,03:39:04,0.00,5.308,5.257,4.688,0.024,4.15,45.75,-6.5,1.2,1.86,3.34,0.0
10-10-2004,05:39:04,0.00,4.844,5.024,4.141,-0.255,4.57,27.25,-12.7,1.2,0.93,3.15,0.0
10-10-2004,07:39:04,0.00,4.454,4.766,3.722,0.024,8.23,32.75,-7.2,398.7,2.97,5.94,0.0
10-10-2004,09:39:04,0.00,4.220,4.532,3.906,12.678,10.21,25.25,-8.8,1248.7,4.64,7.05,0.0
10-10-2004,11:39:04,0.00,4.558,4.428,5.488,21.557,12.16,28.25,-5.7,1788.7,2.78,8.72,0.0
10-10-2004,13:39:04,0.00,5.514,4.584,7.444,24.508,11.77,36.25,-2.7,1853.7,0.00,0.37,0.0
10-10-2004,15:39:04,0.00,6.560,5.050,8.792,20.365,11.38,35.75,-3.2,1453.7,0.00,0.00,0.0
10-10-2004,17:39:04,0.00,7.268,5.565,9.089,11.273,9.82,53.25,0.8,583.7,0.00,0.19,0.0
10-10-2004,19:39:04,0.00,7.444,5.975,8.494,6.509,6.62,96.25,6.1,38.7,0.19,3.34,0.0
10-10-2004,21:39:04,0.00,7.217,6.153,7.645,4.220,6.22,78.25,2.7,1.2,0.37,2.97,0.0
10-10-2004,23:39:04,0.00,6.813,6.128,6.813,3.168,7.43,45.75,-3.5,1.2,0.37,3.34,0.0
11-10-2004,01:39:04,0.00,6.382,6.000,6.179,3.195,7.83,38.75,-5.3,1.2,0.56,4.82,0.0
11-10-2004,03:39:04,0.00,6.026,5.821,5.745,2.770,6.22,52.25,-2.8,1.2,2.04,5.38,0.0
11-10-2004,05:39:04,0.00,5.719,5.642,5.360,1.832,5.81,52.25,-3.2,1.2,3.15,7.24,0.0
11-10-2004,07:39:04,0.00,5.437,5.462,5.024,3.538,8.23,47.75,-2.2,393.7,2.97,12.25,0.0
11-10-2004,09:39:04,0.00,5.282,5.308,5.231,13.786,10.60,37.25,-3.4,1263.7,3.71,14.66,0.0
11-10-2004,11:39:04,0.00,5.539,5.231,6.204,21.772,11.38,33.25,-4.2,1753.7,3.53,14.10,0.0
11-10-2004,13:39:04,0.00,6.128,5.360,7.469,22.753,10.99,31.75,-5.2,1626.2,2.78,16.88,0.0
11-10-2004,15:39:04,0.00,6.763,5.642,8.070,15.891,10.21,35.25,-4.5,883.7,2.04,16.51,0.0
11-10-2004,17:39:04,0.00,7.066,5.949,7.995,10.980,10.21,48.25,-0.2,358.7,4.64,16.14,0.0
11-10-2004,19:39:04,0.00,7.091,6.153,7.670,7.895,10.60,39.75,-2.5,16.2,0.00,0.19,0.0
11-10-2004,21:39:04,0.00,6.965,6.204,7.268,6.611,10.21,39.25,-3.0,1.2,0.00,0.19,0.0
11-10-2004,23:39:04,0.00,6.763,6.204,6.914,5.847,9.82,36.75,-4.3,1.2,0.00,0.19,0.0
12-10-2004,01:39:04,0.00,6.560,6.128,6.585,5.745,10.21,32.25,-5.6,1.2,0.00,0.19,0.0
12-10-2004,03:39:04,0.00,6.357,6.051,6.357,5.102,9.42,31.25,-6.7,1.2,0.00,0.37,0.0
12-10-2004,05:39:04,0.00,6.179,5.949,6.102,4.506,9.82,26.25,-8.6,1.2,0.00,0.19,0.0
12-10-2004,07:39:04,0.00,6.026,5.847,5.898,5.539,11.38,21.75,-9.7,378.7,0.93,11.69,0.0
12-10-2004,09:39:04,0.00,5.949,5.745,6.102,17.011,14.09,18.75,-9.3,1258.7,2.97,12.25,0.0
12-10-2004,11:39:04,0.00,6.230,5.745,7.192,26.671,15.62,18.75,-8.1,1783.7,2.97,13.54,0.0
12-10-2004,13:39:04,0.00,6.965,5.924,8.643,28.766,16.00,20.25,-6.8,1843.7,2.04,15.40,0.0
12-10-2004,15:39:04,0.00,7.745,6.281,9.558,23.232,16.76,19.25,-6.8,1443.7,0.00,0.19,0.0
12-10-2004,17:39:04,0.00,8.245,6.687,9.706,14.457,15.62,25.25,-4.2,676.2,0.00,0.19,0.0
12-10-2004,19:39:04,0.00,8.394,7.015,9.386,9.780,14.85,28.25,-3.4,36.2,0.00,3.34,0.0
12-10-2004,21:39:04,0.00,8.245,7.167,8.841,8.965,16.00,13.25,-12.2,1.2,1.48,12.43,0.0
12-10-2004,23:39:04,0.00,8.020,7.167,8.394,8.494,15.62,11.25,-14.5,1.2,3.53,15.59,0.0
13-10-2004,01:39:04,0.00,7.795,7.116,8.020,9.213,15.23,10.75,-15.3,1.2,2.60,17.25,0.0
13-10-2004,03:39:04,0.00,7.594,7.041,7.820,8.319,13.70,13.25,-14.0,1.2,2.23,12.43,0.0
13-10-2004,05:39:04,0.00,7.444,6.965,7.569,7.142,15.23,6.75,-20.8,1.2,5.01,10.58,0.0
13-10-2004,07:39:04,0.00,7.268,6.864,7.343,10.001,14.85,9.75,-16.8,368.7,2.23,12.43,0.0
13-10-2004,09:39:04,0.00,7.192,6.788,7.544,18.033,15.23,15.25,-11.0,1053.7,3.34,17.63,0.0
13-10-2004,11:39:04,0.00,7.419,6.788,8.319,19.888,14.09,24.25,-6.0,938.7,2.23,12.99,0.0
13-10-2004,13:39:04,0.00,7.820,6.889,8.792,14.840,11.38,44.25,-0.3,586.2,3.34,16.14,0.0
13-10-2004,15:39:04,3.05,8.020,7.066,8.841,10.296,8.63,86.25,6.5,186.2,3.34,15.96,19.7
13-10-2004,17:39:04,4.83,8.020,7.192,8.543,8.419,8.23,88.75,6.5,38.7,0.74,25.42,16.8
13-10-2004,19:39:04,9.40,7.895,7.217,8.195,7.745,7.83,98.25,7.6,1.2,3.71,28.57,2.8
13-10-2004,21:39:04,7.88,7.745,7.217,7.945,7.820,7.83,100.00,7.8,1.2,4.82,20.22,2.8
13-10-2004,23:39:04,14.23,7.645,7.192,7.795,7.494,7.43,100.00,7.4,1.2,1.48,21.71,1.4
14-10-2004,01:39:04,11.69,7.594,7.217,7.670,7.192,7.03,98.25,6.8,1.2,1.48,21.89,344.0
14-10-2004,03:39:04,0.51,7.494,7.192,7.519,7.142,6.62,99.25,6.5,1.2,0.56,17.07,161.5
14-10-2004,05:39:04,0.25,7.393,7.142,7.419,6.737,5.81,100.00,5.8,1.2,0.19,0.19,178.3
14-10-2004,07:39:04,0.00,7.318,7.091,7.293,6.611,5.40,92.25,4.2,368.7,0.19,0.19,186.7
14-10-2004,09:39:04,0.00,7.217,7.015,7.343,14.266,6.22,68.25,0.8,1306.2,0.19,0.19,186.7
14-10-2004,11:39:04,0.00,7.419,6.965,8.145,21.056,7.43,66.75,1.7,1813.7,0.19,0.19,182.5
14-10-2004,13:39:04,0.00,7.995,7.091,9.460,22.202,7.83,58.75,0.3,1873.7,0.19,3.71,186.7
14-10-2004,15:39:04,0.00,8.742,7.393,10.418,17.986,7.83,49.75,-2.0,1473.7,0.19,2.60,192.3
14-10-2004,17:39:04,0.00,9.213,7.770,10.516,10.001,4.99,75.25,1.0,601.2,4.08,8.53,240.1
14-10-2004,19:39:04,0.00,9.213,8.020,9.805,5.821,2.46,82.25,-0.3,13.7,1.30,10.02,259.7
14-10-2004,21:39:04,0.25,8.817,8.070,8.841,4.220,1.17,83.25,-1.4,1.2,1.11,12.25,259.7
14-10-2004,23:39:04,0.51,8.319,7.920,7.995,2.477,1.17,85.75,-1.0,1.2,1.30,14.29,255.5
15-10-2004,01:39:04,0.00,7.795,7.695,7.268,1.751,0.29,76.75,-3.3,1.2,3.34,15.03,251.3
15-10-2004,03:39:04,0.00,7.318,7.419,6.687,0.989,-1.97,72.25,-6.3,1.2,2.97,14.29,268.1
15-10-2004,05:39:04,0.00,6.889,7.142,6.128,0.163,-2.90,73.25,-7.0,1.2,3.90,15.40,22.5
15-10-2004,07:39:04,0.00,6.458,6.864,5.565,-0.004,-2.44,69.25,-7.3,466.2,4.08,14.84,47.7
15-10-2004,09:39:04,0.00,6.102,6.560,5.231,7.745,-0.61,63.25,-6.7,1316.2,0.19,0.19,245.7
15-10-2004,11:39:04,0.51,5.949,6.331,5.591,16.582,2.46,53.25,-6.1,1798.7,0.19,2.23,249.9
15-10-2004,13:39:04,0.00,6.281,6.204,6.839,16.368,1.60,62.25,-4.8,1386.2,0.19,2.41,258.3
15-10-2004,15:39:04,0.00,6.813,6.306,7.645,9.632,-0.61,88.25,-2.3,638.7,2.97,10.20,259.7
15-10-2004,17:39:04,0.76,7.091,6.509,7.519,4.298,0.29,63.25,-5.9,561.2,1.11,5.57,261.1
15-10-2004,19:39:04,0.00,6.965,6.585,6.864,1.180,-2.90,81.25,-5.7,31.2,2.41,5.75,283.6
15-10-2004,21:39:04,0.00,6.585,6.535,6.077,0.246,-3.37,67.75,-8.5,1.2,1.11,3.15,14.0
15-10-2004,23:39:04,0.00,6.128,6.357,5.308,-0.535,-4.33,77.75,-7.6,1.2,1.11,4.08,7.0
16-10-2004,01:39:04,0.00,5.668,6.102,4.688,-0.986,-4.33,83.25,-6.7,1.2,1.67,4.45,7.0
16-10-2004,03:39:04,0.00,5.231,5.847,4.168,-1.498,-5.31,85.25,-7.4,1.2,0.93,3.34,2.8
16-10-2004,05:39:04,0.00,4.869,5.565,3.749,-1.986,-5.81,86.25,-7.7,1.2,0.56,2.78,1.4
16-10-2004,07:39:04,0.00,4.506,5.308,3.380,-1.498,-2.44,73.75,-6.5,481.2,0.74,5.01,269.6
16-10-2004,09:39:04,0.00,4.220,5.050,3.089,5.514,1.17,41.25,-10.5,1313.7,1.48,6.12,262.5
16-10-2004,11:39:04,0.00,4.037,4.818,3.433,19.294,5.40,26.25,-12.4,1826.2,0.37,4.08,263.9
16-10-2004,13:39:04,0.00,4.584,4.714,5.719,21.103,5.40,40.75,-6.9,1703.7,0.19,1.11,263.9
16-10-2004,15:39:04,0.00,5.796,4.999,7.645,13.858,5.40,52.75,-3.5,766.2,0.19,0.37,262.5
16-10-2004,17:39:04,0.00,6.636,5.514,8.095,8.717,3.74,66.75,-1.9,243.7,0.19,0.93,263.9
16-10-2004,19:39:04,0.00,6.914,5.924,7.670,4.662,1.17,84.25,-1.2,33.7,0.74,2.04,262.5
16-10-2004,21:39:04,0.00,6.763,6.102,6.839,1.859,0.73,85.25,-1.5,1.2,0.19,1.67,261.1
16-10-2004,23:39:04,0.00,6.357,6.077,5.975,0.770,0.29,62.25,-6.1,1.2,0.37,1.48,261.1
17-10-2004,01:39:04,0.00,5.898,5.949,5.257,0.273,1.60,57.25,-5.9,1.2,0.19,1.30,261.1
17-10-2004,03:39:04,0.00,5.462,5.745,4.714,0.051,1.17,79.25,-2.0,1.2,0.19,0.19,261.1
17-10-2004,05:39:04,0.00,5.128,5.514,4.350,0.190,0.73,86.25,-1.3,1.2,0.19,0.19,261.1
17-10-2004,07:39:04,0.00,4.844,5.308,4.115,1.615,0.73,94.25,-0.1,136.2,0.19,0.19,259.7
17-10-2004,09:39:04,0.00,4.688,5.128,4.168,8.543,2.89,65.25,-3.0,771.2,2.23,9.46,261.1
17-10-2004,11:39:04,0.00,4.818,4.999,4.973,19.246,5.40,42.25,-6.4,1743.7,0.74,9.46,263.9
17-10-2004,13:39:04,0.00,5.488,5.102,6.687,22.657,7.03,39.25,-5.9,1788.7,2.41,8.53,263.9
17-10-2004,15:39:04,0.00,6.484,5.437,8.245,19.199,6.62,48.25,-3.5,1298.7,0.19,0.19,263.9
17-10-2004,17:39:04,0.00,7.293,5.924,8.841,10.736,4.15,73.25,-0.2,206.2,0.19,1.48,262.5
17-10-2004,19:39:04,1.27,7.519,6.331,8.295,5.462,1.60,93.25,0.6,13.7,0.19,2.41,261.1
17-10-2004,21:39:04,0.25,7.268,6.509,7.444,4.532,1.60,96.75,1.1,1.2,0.19,2.04,259.7
17-10-2004,23:39:04,0.00,6.889,6.458,6.788,3.906,1.17,97.75,0.9,1.2,0.19,1.67,259.7
18-10-2004,01:39:04,0.00,6.560,6.357,6.306,3.354,0.73,98.25,0.5,1.2,0.19,1.86,259.7
18-10-2004,03:39:04,0.00,6.281,6.204,5.924,3.116,0.73,98.25,0.5,1.2,0.37,2.04,259.7
18-10-2004,05:39:04,0.00,6.000,6.051,5.591,2.690,0.29,99.25,0.2,1.2,0.37,2.23,259.7
18-10-2004,07:39:04,0.00,5.770,5.898,5.334,3.696,0.29,98.75,0.1,196.2,0.19,1.30,259.7
18-10-2004,09:39:04,0.00,5.616,5.745,5.308,8.145,2.89,81.75,0.1,673.7,0.19,0.19,262.5
18-10-2004,11:39:04,0.00,5.693,5.668,6.051,18.414,5.81,52.75,-3.1,1701.2,0.19,0.19,263.9
18-10-2004,13:39:04,0.00,6.306,5.745,7.519,15.557,6.62,35.25,-7.7,1081.2,0.19,2.41,262.5
18-10-2004,15:39:04,0.00,6.965,6.000,8.344,14.912,5.81,62.25,-0.8,971.2,0.19,2.04,268.1
18-10-2004,17:39:04,0.51,7.444,6.331,8.543,7.870,2.46,93.75,1.6,208.7,0.00,1.11,272.4
18-10-2004,19:39:04,0.00,7.469,6.585,7.945,4.792,1.60,96.75,1.1,13.7,0.00,0.19,272.4
18-10-2004,21:39:04,0.51,7.217,6.636,7.217,3.906,2.03,98.25,1.8,1.2,0.00,0.74,269.6
18-10-2004,23:39:04,0.00,6.864,6.560,6.661,3.854,1.60,98.75,1.4,1.2,0.19,1.67,269.6
19-10-2004,01:39:04,0.00,6.535,6.408,6.230,3.643,1.17,99.25,1.1,1.2,0.19,1.86,271.0
19-10-2004,03:39:04,0.00,6.281,6.255,5.898,1.832,-0.16,99.75,-0.2,1.2,0.00,0.00,271.0
19-10-2004,05:39:04,0.00,6.000,6.102,5.462,0.495,-0.16,100.00,-0.2,3.7,0.00,0.00,271.0
19-10-2004,07:39:04,0.25,5.642,5.924,4.947,0.770,4.99,64.25,-1.2,496.2,2.04,5.75,275.2
19-10-2004,09:39:04,0.00,5.385,5.693,4.999,14.337,7.83,42.25,-4.2,1333.7,3.15,5.94,271.0
19-10-2004,11:39:04,0.00,5.719,5.591,6.687,23.400,9.42,21.25,-11.6,1851.2,2.23,5.38,268.1
19-10-2004,13:39:04,0.00,6.763,5.796,8.990,26.671,10.60,19.75,-11.6,1956.2,0.19,3.15,268.1
19-10-2004,15:39:04,0.00,7.995,6.281,10.614,21.604,10.21,25.75,-8.6,1533.7,0.19,0.93,269.6
19-10-2004,17:39:04,0.00,8.841,6.914,10.883,11.734,8.63,30.25,-7.9,716.2,2.60,6.31,224.6
19-10-2004,19:39:04,0.00,8.990,7.368,10.100,5.975,4.99,62.75,-1.5,46.2,2.97,6.49,117.9
19-10-2004,21:39:04,0.00,8.643,7.544,8.866,3.221,3.31,79.75,0.2,1.2,0.93,2.41,120.7
19-10-2004,23:39:04,0.00,8.020,7.444,7.695,1.778,2.46,75.25,-1.5,1.2,1.11,2.60,119.3
20-10-2004,01:39:04,0.00,7.368,7.217,6.737,0.742,1.60,84.25,-0.8,1.2,1.11,3.53,116.5
20-10-2004,03:39:04,0.00,6.788,6.914,5.949,-0.143,1.17,93.75,0.3,1.2,0.56,1.67,112.3
20-10-2004,05:39:04,0.00,6.255,6.611,5.308,-0.451,3.31,88.25,1.6,3.7,0.37,1.30,110.9
20-10-2004,07:39:04,0.00,5.796,6.281,4.818,1.317,8.23,48.25,-2.1,526.2,1.48,4.82,117.9
20-10-2004,09:39:04,0.00,5.539,6.000,5.102,16.534,10.21,31.25,-6.1,1346.2,3.34,6.31,51.9
20-10-2004,11:39:04,0.00,5.924,5.872,6.889,27.038,11.38,32.25,-4.6,1853.7,3.34,7.24,28.1
20-10-2004,13:39:04,0.00,6.965,6.051,9.089,29.540,11.77,33.25,-3.9,1931.2,3.71,7.24,33.7
20-10-2004,15:39:04,0.00,8.120,6.535,10.516,21.413,12.16,30.75,-4.6,1256.2,3.53,7.24,4.2
20-10-2004,17:39:04,0.00,8.866,7.091,10.736,12.751,10.21,30.75,-6.3,588.7,3.34,6.86,1.4
20-10-2004,19:39:04,0.00,9.040,7.519,10.100,6.535,7.03,41.25,-5.2,23.7,1.67,4.27,2.8
20-10-2004,21:39:04,0.00,8.717,7.670,8.941,3.827,6.62,47.75,-3.7,1.2,1.48,2.97,2.8
20-10-2004,23:39:04,0.00,8.145,7.619,7.870,2.850,5.40,60.25,-1.7,1.2,1.86,4.08,1.4
21-10-2004,01:39:04,0.00,7.569,7.393,7.066,2.155,4.99,88.75,3.3,1.2,2.23,5.38,1.4
21-10-2004,03:39:04,0.00,7.091,7.142,6.408,0.852,3.74,82.75,1.1,1.2,0.74,2.23,1.4
21-10-2004,05:39:04,0.00,6.611,6.864,5.770,-0.004,4.99,70.75,0.1,3.7,0.74,2.41,1.4
21-10-2004,07:39:04,0.00,6.153,6.585,5.257,3.063,8.23,62.25,1.4,351.2,2.60,8.53,1.4
21-10-2004,09:39:04,0.00,5.898,6.306,5.514,15.652,9.82,44.75,-1.6,1231.2,4.45,9.09,1.4
21-10-2004,11:39:04,0.00,6.204,6.179,6.813,22.657,12.16,22.75,-8.5,1536.2,1.86,8.16,1.4
21-10-2004,13:39:04,0.00,6.914,6.306,8.369,25.768,11.38,45.75,0.1,1616.2,4.08,8.35,1.4
21-10-2004,15:39:04,0.00,7.795,6.636,9.632,20.222,9.82,57.75,1.9,988.7,3.90,9.09,1.4
21-10-2004,17:39:04,0.00,8.469,7.066,9.977,13.064,8.23,80.25,5.0,306.2,4.27,6.86,1.4
21-10-2004,19:39:04,0.00,8.643,7.393,9.534,8.245,6.22,95.25,5.5,23.7,4.45,7.42,1.4
21-10-2004,21:39:04,1.27,8.469,7.544,8.891,6.864,5.40,96.75,4.9,1.2,4.27,7.79,21.1
21-10-2004,23:39:04,0.25,8.195,7.544,8.319,6.281,5.81,96.75,5.3,1.2,4.45,7.42,19.7
22-10-2004,01:39:04,0.00,7.895,7.469,7.870,6.331,5.81,98.25,5.6,1.2,3.15,5.20,21.1
22-10-2004,03:39:04,0.00,7.670,7.343,7.594,6.331,5.81,97.25,5.4,1.2,2.60,4.64,21.1
22-10-2004,05:39:04,0.00,7.469,7.242,7.393,6.204,5.40,96.75,4.9,1.2,3.15,5.38,21.1
22-10-2004,07:39:04,0.00,7.318,7.116,7.217,7.720,6.62,97.25,6.2,183.7,3.34,6.68,21.1
22-10-2004,09:39:04,0.00,7.242,7.041,7.393,10.565,7.03,98.25,6.8,408.7,4.64,8.91,22.5
22-10-2004,11:39:04,0.00,7.368,7.015,7.820,12.944,8.63,99.25,8.5,651.2,4.08,6.68,21.1
22-10-2004,13:39:04,0.00,7.670,7.066,8.593,16.915,9.82,91.25,8.5,966.2,3.15,6.49,19.7
22-10-2004,15:39:04,0.51,8.220,7.242,9.583,16.225,9.82,87.25,7.8,681.2,2.78,5.75,22.5
22-10-2004,17:39:04,0.00,8.767,7.544,10.075,12.678,9.42,87.25,7.4,288.7,2.41,5.75,11.2
22-10-2004,19:39:04,0.51,8.990,7.795,9.952,9.287,7.43,97.25,7.0,11.2,0.93,3.34,11.2
22-10-2004,21:39:04,0.00,8.916,7.945,9.361,5.437,5.40,97.25,5.0,1.2,0.37,2.23,18.3
22-10-2004,23:39:04,0.00,8.543,7.945,8.419,3.775,7.03,99.25,6.9,1.2,1.30,3.71,16.8
23-10-2004,01:39:04,0.00,8.020,7.770,7.594,3.958,7.43,97.25,7.0,1.2,2.78,5.38,18.3
23-10-2004,03:39:04,0.00,7.594,7.544,7.167,5.898,7.43,96.75,7.0,1.2,3.15,6.12,19.7
23-10-2004,05:39:04,0.00,7.343,7.343,7.091,6.026,7.43,97.25,7.0,3.7,3.90,7.05,22.5
23-10-2004,07:39:04,0.00,7.242,7.192,7.091,7.670,8.63,88.75,6.9,393.7,3.71,6.49,5.6
23-10-2004,09:39:04,0.00,7.268,7.091,7.645,18.057,11.38,57.25,3.2,1386.2,2.41,7.79,1.4
23-10-2004,11:39:04,0.00,7.820,7.142,9.287,26.842,13.70,31.25,-3.0,1893.7,0.19,0.19,1.4
23-10-2004,13:39:04,0.00,8.841,7.419,11.321,31.306,14.85,35.75,-0.2,1966.2,0.19,2.04,1.4
23-10-2004,15:39:04,0.00,10.001,7.945,12.799,25.963,12.16,75.25,7.9,1323.7,1.86,7.61,1.4
23-10-2004,17:39:04,0.00,10.761,8.568,12.944,14.697,9.03,96.75,8.6,146.2,3.53,6.31,1.4
