"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832555, SEN S/N: 9818215, LBL: Ambient)","RH, % (LGR S/N: 9832555, SEN S/N: 9818215)","Water Content, m³/m³ (LGR S/N: 9832555, SEN S/N: 9827498, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832555, SEN S/N: 9833749, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832555, SEN S/N: 9818215)"
02/05/15,16:53:33,8.817,49.500,0.1833,0.1150,-1.2
02/05/15,17:53:34,8.120,48.700,0.1833,0.1158,-2.0
02/05/15,18:53:35,7.544,48.400,0.1833,0.1150,-2.6
02/05/15,19:53:36,7.242,48.300,0.1833,0.1158,-2.9
02/05/15,20:53:37,7.066,48.200,0.1833,0.1150,-3.1
02/05/15,21:53:38,6.914,48.200,0.1833,0.1158,-3.3
02/05/15,22:53:39,6.788,48.100,0.1833,0.1150,-3.4
02/05/15,23:53:40,6.687,48.100,0.1833,0.1150,-3.5
03/05/15,00:53:41,6.484,48.100,0.1833,0.1143,-3.7
03/05/15,01:53:42,5.719,57.700,0.1833,0.1143,-2.0
03/05/15,02:53:43,4.610,86.800,0.1833,0.1143,2.6
03/05/15,03:53:44,3.696,98.800,0.1819,0.1143,3.5
03/05/15,04:53:45,3.248,99.500,0.1819,0.1150,3.2
03/05/15,05:53:46,2.557,99.800,0.1819,0.1150,2.5
03/05/15,06:53:47,2.530,99.800,0.1819,0.1150,2.5
03/05/15,07:53:48,2.850,99.600,0.1819,0.1150,2.8
03/05/15,08:53:49,3.116,99.500,0.1819,0.1158,3.0
03/05/15,09:53:50,5.334,99.300,0.1826,0.1150,5.2
03/05/15,10:53:51,7.268,76.600,0.1826,0.1150,3.4
03/05/15,11:53:52,8.866,59.100,0.1826,0.1136,1.3
03/05/15,12:53:53,10.883,50.800,0.1819,0.1121,1.1
03/05/15,13:53:54,12.534,43.500,0.1811,0.1114,0.5
03/05/15,14:53:55,13.281,34.500,0.1811,0.1100,-2.0
03/05/15,15:53:56,13.016,19.000,0.1804,0.1092,-10.1
03/05/15,16:53:57,12.219,14.200,0.1804,0.1085,-14.3
03/05/15,17:53:58,11.637,13.400,0.1804,0.1085,-15.5
03/05/15,18:53:59,9.361,13.000,0.1797,0.1078,-17.6
03/05/15,19:54:00,7.419,13.800,0.1797,0.1092,-18.5
03/05/15,20:54:01,6.458,14.800,0.1797,0.1085,-18.5
03/05/15,21:54:02,4.506,21.700,0.1790,0.1085,-15.5
03/05/15,22:54:03,3.433,73.400,0.1782,0.1085,-0.9
03/05/15,23:54:04,2.262,92.500,0.1782,0.1085,1.2
04/05/15,00:54:05,2.396,93.700,0.1782,0.1085,1.5
04/05/15,01:54:06,2.343,94.900,0.1782,0.1078,1.6
04/05/15,02:54:07,2.289,95.600,0.1782,0.1085,1.7
04/05/15,03:54:08,2.209,96.100,0.1782,0.1085,1.7
04/05/15,04:54:09,1.670,96.600,0.1782,0.1078,1.2
04/05/15,05:54:10,1.317,96.800,0.1782,0.1078,0.9
04/05/15,06:54:11,1.507,96.500,0.1782,0.1078,1.0
04/05/15,07:54:12,1.561,96.200,0.1782,0.1078,1.0
04/05/15,08:54:13,1.805,95.800,0.1782,0.1078,1.2
04/05/15,09:54:14,3.009,95.400,0.1782,0.1078,2.3
04/05/15,10:54:15,5.437,91.600,0.1782,0.1063,4.2
04/05/15,11:54:16,8.195,47.300,0.1782,0.1063,-2.4
04/05/15,12:54:17,9.854,24.200,0.1775,0.1049,-9.6
04/05/15,13:54:18,10.516,14.600,0.1775,0.1034,-15.3
04/05/15,14:54:19,10.712,10.400,0.1761,0.1020,-19.2
04/05/15,15:54:20,10.492,9.200,0.1761,0.1012,-20.8
04/05/15,16:54:21,10.051,8.300,0.1761,0.0998,-22.3
04/05/15,17:54:22,8.742,8.400,0.1753,0.0998,-23.2
04/05/15,18:54:23,7.217,8.400,0.1746,0.0998,-24.3
04/05/15,19:54:24,6.408,9.200,0.1746,0.0998,-23.9
04/05/15,20:54:25,5.796,14.200,0.1746,0.0998,-19.5
04/05/15,21:54:26,5.385,28.100,0.1746,0.0998,-11.6
04/05/15,22:54:27,5.154,64.000,0.1746,0.0998,-1.1
04/05/15,23:54:28,4.869,85.900,0.1746,0.0991,2.7
05/05/15,00:54:29,4.740,93.400,0.1746,0.0991,3.8
05/05/15,01:54:30,4.766,93.900,0.1746,0.0991,3.9
05/05/15,02:54:31,4.921,94.400,0.1746,0.0991,4.1
05/05/15,03:54:32,4.818,94.600,0.1746,0.0991,4.0
05/05/15,04:54:33,4.714,94.900,0.1746,0.0991,4.0
05/05/15,05:54:34,4.532,95.400,0.1746,0.0991,3.9
05/05/15,06:54:35,4.506,95.800,0.1746,0.0983,3.9
05/05/15,07:54:36,4.662,95.700,0.1746,0.0983,4.0
05/05/15,08:54:37,4.584,95.400,0.1746,0.1361,3.9
05/05/15,09:54:38,4.454,95.500,0.1870,0.1811,3.8
05/05/15,10:54:39,4.506,95.500,0.2008,0.1840,3.9
05/05/15,11:54:40,4.532,95.200,0.2037,0.1797,3.8
05/05/15,12:54:41,4.324,95.100,0.2080,0.1884,3.6
05/05/15,13:54:42,4.480,95.200,0.2146,0.1862,3.8
05/05/15,14:54:43,4.610,94.900,0.2167,0.1826,3.9
05/05/15,15:54:44,4.714,95.100,0.2167,0.1797,4.0
05/05/15,16:54:45,4.246,94.300,0.2189,0.1848,3.4
05/05/15,17:54:46,4.037,94.500,0.2204,0.1826,3.2
05/05/15,18:54:47,3.670,94.500,0.2196,0.1804,2.9
05/05/15,19:54:48,3.274,94.000,0.2189,0.1790,2.4
05/05/15,20:54:49,3.142,93.700,0.2182,0.1768,2.2
05/05/15,21:54:50,3.009,93.200,0.2167,0.1753,2.0
05/05/15,22:54:51,3.009,92.900,0.2160,0.1739,2.0
05/05/15,23:54:52,2.930,92.700,0.2146,0.1724,1.9
