"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832561, SEN S/N: 9818218, LBL: Ambient)","RH, % (LGR S/N: 9832561, SEN S/N: 9818218)","Temp, °C (LGR S/N: 9832561, SEN S/N: 9824740, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833758, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832561, SEN S/N: 9833760, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832561, SEN S/N: 9818218)"
02/05/15,13:53:32,9.386,95.600,8.220,0.1572,0.2523,8.7
02/05/15,14:53:33,11.783,91.200,9.015,0.1579,0.2545,10.4
02/05/15,15:53:34,9.139,90.200,9.485,0.1586,0.2545,7.6
02/05/15,16:53:35,8.095,96.700,8.419,0.1579,0.2545,7.6
02/05/15,17:53:36,7.393,99.500,7.770,0.1579,0.2545,7.3
02/05/15,18:53:37,7.217,100.000,7.242,0.1572,0.2545,7.2
02/05/15,19:53:38,7.142,100.000,7.066,0.1564,0.2545,7.1
02/05/15,20:53:39,7.116,100.000,6.940,0.1564,0.2545,7.1
02/05/15,21:53:40,7.015,100.000,6.864,0.1564,0.2545,7.0
02/05/15,22:53:41,6.990,100.000,6.763,0.1564,0.2545,7.0
02/05/15,23:53:42,6.712,100.000,6.661,0.1557,0.2545,6.7
03/05/15,00:53:43,5.924,100.000,6.509,0.1557,0.2545,5.9
03/05/15,01:53:44,4.428,100.000,6.026,0.1550,0.2545,4.4
03/05/15,02:53:45,1.317,98.600,4.999,0.1543,0.2545,1.1
03/05/15,03:53:46,0.880,98.200,3.854,0.1535,0.2545,0.6
03/05/15,04:53:47,0.687,99.900,3.722,0.1535,0.2538,0.7
03/05/15,05:53:48,-0.591,98.400,3.063,0.1528,0.2538,-0.8
03/05/15,06:53:49,-0.004,99.200,2.690,0.1521,0.2538,-0.1
03/05/15,07:53:50,1.317,100.000,3.063,0.1521,0.2538,1.3
03/05/15,08:53:51,2.823,100.000,3.089,0.1521,0.2538,2.8
03/05/15,09:53:52,8.469,100.000,4.844,0.1521,0.2530,8.5
03/05/15,10:53:53,11.200,92.700,7.167,0.1521,0.2538,10.1
03/05/15,11:53:54,13.882,78.000,8.568,0.1535,0.2530,10.1
03/05/15,12:53:55,18.842,64.100,9.632,0.1557,0.2530,11.9
03/05/15,13:53:56,18.366,55.900,10.149,0.1557,0.2530,9.4
03/05/15,14:53:57,17.344,57.900,10.492,0.1564,0.2530,9.0
03/05/15,15:53:58,14.577,65.900,10.467,0.1550,0.2530,8.3
03/05/15,16:53:59,12.025,73.500,9.977,0.1543,0.2530,7.4
03/05/15,17:54:00,10.932,81.000,9.879,0.1535,0.2530,7.8
03/05/15,18:54:01,6.940,84.100,8.866,0.1521,0.2530,4.4
03/05/15,19:54:02,5.205,89.300,6.560,0.1506,0.2530,3.6
03/05/15,20:54:03,2.557,96.200,6.230,0.1499,0.2530,2.0
03/05/15,21:54:04,0.825,93.000,4.506,0.1485,0.2523,-0.2
03/05/15,22:54:05,-0.789,94.600,3.827,0.1499,0.2523,-1.6
03/05/15,23:54:06,-2.654,90.700,2.530,0.1485,0.2516,-4.0
04/05/15,00:54:07,-0.789,95.200,2.316,0.1485,0.2516,-1.5
04/05/15,01:54:08,2.074,92.400,2.930,0.1485,0.2516,1.0
04/05/15,02:54:09,2.182,86.900,3.327,0.1477,0.2516,0.2
04/05/15,03:54:10,1.561,82.900,3.327,0.1477,0.2516,-1.0
04/05/15,04:54:11,0.660,86.700,3.089,0.1470,0.2509,-1.3
04/05/15,05:54:12,-0.423,90.100,2.584,0.1470,0.2509,-1.8
04/05/15,06:54:13,0.934,93.600,2.557,0.1470,0.2509,0.0
04/05/15,07:54:14,1.805,92.400,2.557,0.1470,0.2509,0.7
04/05/15,08:54:15,2.823,86.000,2.877,0.1463,0.2509,0.7
04/05/15,09:54:16,7.569,58.000,4.141,0.1470,0.2509,-0.2
04/05/15,10:54:17,12.268,41.300,6.128,0.1470,0.2509,-0.5
04/05/15,11:54:18,14.745,33.400,7.845,0.1470,0.2501,-1.2
04/05/15,12:54:19,16.153,37.300,8.568,0.1477,0.2501,1.6
04/05/15,13:54:20,16.392,42.700,8.866,0.1485,0.2501,3.7
04/05/15,14:54:21,14.409,46.300,9.114,0.1492,0.2501,3.0
04/05/15,15:54:22,12.558,48.800,8.891,0.1477,0.2501,2.1
04/05/15,16:54:23,9.114,49.700,8.170,0.1470,0.2501,-0.8
04/05/15,17:54:24,6.788,64.700,7.167,0.1456,0.2501,0.6
04/05/15,18:54:25,4.610,79.000,6.128,0.1441,0.2501,1.3
04/05/15,19:54:26,4.298,76.100,5.282,0.1434,0.2501,0.5
04/05/15,20:54:27,4.454,65.400,4.766,0.1426,0.2494,-1.5
04/05/15,21:54:28,4.480,52.400,4.298,0.1419,0.2494,-4.4
04/05/15,22:54:29,4.168,52.500,4.011,0.1412,0.2494,-4.7
04/05/15,23:54:30,3.854,64.600,3.906,0.1412,0.2494,-2.2
05/05/15,00:54:31,3.670,71.500,3.801,0.1405,0.2494,-1.0
05/05/15,01:54:32,4.532,71.800,3.854,0.1405,0.2494,-0.1
05/05/15,02:54:33,4.298,78.900,4.011,0.1405,0.2494,1.0
05/05/15,03:54:34,3.696,86.600,3.958,0.1405,0.2487,1.7
05/05/15,04:54:35,3.380,89.100,3.854,0.1405,0.2487,1.8
05/05/15,05:54:36,3.221,88.600,3.749,0.1405,0.2487,1.5
05/05/15,06:54:37,3.433,88.100,3.643,0.1412,0.2487,1.7
05/05/15,07:54:38,3.958,86.600,3.880,0.1405,0.2487,1.9
05/05/15,08:54:39,2.101,97.000,3.958,0.1877,0.2494,1.7
05/05/15,09:54:40,2.128,100.000,3.696,0.2908,0.2501,2.1
05/05/15,10:54:41,2.930,100.000,3.775,0.2850,0.2501,2.9
05/05/15,11:54:42,2.423,100.000,3.827,0.2501,0.2516,2.4
05/05/15,12:54:43,2.289,100.000,3.301,0.2814,0.2545,2.3
05/05/15,13:54:44,2.477,100.000,3.538,0.2719,0.2654,2.5
05/05/15,14:54:45,3.009,100.000,3.722,0.2530,0.2734,3.0
05/05/15,15:54:46,1.913,98.800,3.670,0.2465,0.2763,1.7
05/05/15,16:54:47,0.770,99.900,2.850,0.2661,0.2814,0.8
05/05/15,17:54:48,0.301,100.000,2.690,0.2603,0.2865,0.3
05/05/15,18:54:49,0.079,100.000,2.236,0.2523,0.2879,0.1
05/05/15,19:54:50,-0.395,99.100,1.967,0.2443,0.2886,-0.5
05/05/15,20:54:51,-0.367,98.700,1.751,0.2385,0.2879,-0.6
05/05/15,21:54:52,-0.535,99.700,1.588,0.2342,0.2865,-0.6
05/05/15,22:54:53,-0.507,99.400,1.643,0.2305,0.2850,-0.6
05/05/15,23:54:54,-0.845,98.900,1.643,0.2276,0.2850,-1.0
06/05/15,00:54:55,-0.958,99.700,1.534,0.2247,0.2836,-1.0
06/05/15,01:54:56,-0.845,100.000,1.425,0.2225,0.2821,-0.9
06/05/15,02:54:57,-1.100,100.000,1.317,0.2196,0.2814,-1.1
06/05/15,03:54:58,-1.157,100.000,1.153,0.2175,0.2806,-1.2
06/05/15,04:54:59,-1.299,100.000,1.071,0.2160,0.2792,-1.3
06/05/15,05:55:00,-1.384,100.000,0.989,0.2138,0.2785,-1.4
06/05/15,06:55:01,-1.556,100.000,0.907,0.2124,0.2777,-1.6
06/05/15,07:55:02,-1.727,100.000,0.797,0.2109,0.2770,-1.7
06/05/15,08:55:03,-1.470,100.000,0.797,0.2095,0.2756,-1.5
06/05/15,09:55:04,-0.507,100.000,0.989,0.2080,0.2756,-0.5
06/05/15,10:55:05,-0.171,100.000,1.480,0.2080,0.2741,-0.2
06/05/15,11:55:06,0.522,100.000,2.021,0.2087,0.2748,0.5
06/05/15,12:55:07,0.934,99.300,2.637,0.2095,0.2734,0.8
06/05/15,13:55:08,0.934,99.500,2.717,0.2102,0.2741,0.9
06/05/15,14:55:09,0.770,99.600,2.690,0.2102,0.2741,0.7
06/05/15,15:55:10,0.301,100.000,2.423,0.2095,0.2734,0.3
06/05/15,16:55:11,0.301,100.000,2.101,0.2087,0.2734,0.3
06/05/15,17:55:12,0.605,100.000,1.994,0.2080,0.2727,0.6
06/05/15,18:55:13,0.797,100.000,1.913,0.2073,0.2727,0.8
06/05/15,19:55:14,0.825,100.000,1.913,0.2066,0.2727,0.8
06/05/15,20:55:15,1.071,100.000,1.940,0.2080,0.2727,1.1
06/05/15,21:55:16,0.907,100.000,1.994,0.2131,0.2727,0.9
06/05/15,22:55:17,1.208,100.000,1.967,0.2371,0.2741,1.2
06/05/15,23:55:18,1.099,100.000,2.047,0.2458,0.2777,1.1
07/05/15,00:55:19,0.550,100.000,1.967,0.2451,0.2814,0.5
07/05/15,01:55:20,-0.339,100.000,1.724,0.2422,0.2836,-0.3
07/05/15,02:55:21,-0.088,100.000,1.534,0.2385,0.2836,-0.1
07/05/15,03:55:22,-0.311,100.000,1.453,0.2371,0.2836,-0.3
07/05/15,04:55:23,-1.043,100.000,1.453,0.2342,0.2836,-1.0
07/05/15,05:55:24,-1.958,100.000,1.262,0.2313,0.2828,-2.0
07/05/15,06:55:25,-1.584,100.000,1.071,0.2291,0.2821,-1.6
07/05/15,07:55:26,-1.527,100.000,1.017,0.2262,0.2821,-1.5
07/05/15,08:55:27,-1.299,100.000,1.044,0.2240,0.2814,-1.3
07/05/15,09:55:28,-0.535,100.000,1.235,0.2225,0.2806,-0.5
07/05/15,10:55:29,0.024,100.000,1.507,0.2204,0.2799,0.0
07/05/15,11:55:30,0.301,100.000,1.805,0.2196,0.2799,0.3
07/05/15,12:55:31,0.742,100.000,1.994,0.2196,0.2792,0.7
07/05/15,13:55:32,0.934,100.000,2.209,0.2233,0.2799,0.9
07/05/15,14:55:33,1.588,99.700,2.423,0.2429,0.2821,1.5
07/05/15,15:55:34,0.495,99.900,2.477,0.2538,0.2865,0.5
07/05/15,16:55:35,0.273,100.000,2.128,0.2538,0.2894,0.3
07/05/15,17:55:36,-0.088,100.000,1.913,0.2509,0.2908,-0.1
07/05/15,18:55:37,-0.171,100.000,1.643,0.2465,0.2915,-0.2
07/05/15,19:55:38,-0.227,100.000,1.507,0.2422,0.2908,-0.2
07/05/15,20:55:39,-0.171,100.000,1.453,0.2385,0.2901,-0.2
07/05/15,21:55:40,-0.227,100.000,1.480,0.2363,0.2894,-0.2
07/05/15,22:55:41,-0.199,100.000,1.398,0.2334,0.2886,-0.2
07/05/15,23:55:42,-0.116,100.000,1.371,0.2313,0.2879,-0.1
08/05/15,00:55:43,-0.255,100.000,1.371,0.2291,0.2872,-0.3
08/05/15,01:55:44,-0.423,100.000,1.317,0.2269,0.2857,-0.4
08/05/15,02:55:45,-0.732,100.000,1.262,0.2254,0.2850,-0.7
08/05/15,03:55:46,-0.732,100.000,1.180,0.2240,0.2843,-0.7
08/05/15,04:55:47,-0.479,100.000,1.180,0.2211,0.2836,-0.5
08/05/15,05:55:48,-0.591,100.000,1.180,0.2196,0.2828,-0.6
08/05/15,06:55:49,-0.930,99.700,1.180,0.2189,0.2821,-1.0
08/05/15,07:55:50,-0.873,99.700,1.099,0.2175,0.2814,-0.9
08/05/15,08:55:51,-0.591,100.000,1.126,0.2160,0.2806,-0.6
08/05/15,09:55:52,0.107,100.000,1.208,0.2146,0.2799,0.1
08/05/15,10:55:53,0.550,100.000,1.561,0.2138,0.2792,0.5
08/05/15,11:55:54,2.316,100.000,2.236,0.2225,0.2799,2.3
08/05/15,12:55:55,5.102,97.500,2.983,0.3664,0.3082,4.7
08/05/15,13:55:56,2.182,98.300,3.801,0.2872,0.3264,1.9
08/05/15,14:55:57,1.507,100.000,3.564,0.2668,0.3220,1.5
08/05/15,15:55:58,1.153,100.000,3.248,0.2574,0.3177,1.1
08/05/15,16:55:59,0.632,100.000,2.877,0.2501,0.3119,0.6
08/05/15,17:56:00,0.273,100.000,2.477,0.2443,0.3075,0.3
08/05/15,18:56:01,0.356,100.000,2.155,0.2407,0.3039,0.4
08/05/15,19:56:02,0.467,100.000,1.994,0.2392,0.3010,0.5
08/05/15,20:56:03,0.550,100.000,1.940,0.2385,0.2995,0.5
08/05/15,21:56:04,0.632,100.000,1.967,0.2407,0.2988,0.6
08/05/15,22:56:05,0.412,100.000,1.913,0.2436,0.2988,0.4
08/05/15,23:56:06,0.605,100.000,1.940,0.2429,0.2995,0.6
09/05/15,00:56:07,0.962,100.000,2.021,0.2429,0.2995,1.0
09/05/15,01:56:08,1.344,100.000,2.128,0.2458,0.2995,1.3
09/05/15,02:56:09,1.235,100.000,2.209,0.2545,0.3017,1.2
09/05/15,03:56:10,1.453,100.000,2.289,0.2603,0.3068,1.5
09/05/15,04:56:11,1.262,100.000,2.316,0.2596,0.3082,1.3
09/05/15,05:56:12,1.208,100.000,2.262,0.2581,0.3082,1.2
09/05/15,06:56:13,1.262,100.000,2.289,0.2589,0.3082,1.3
09/05/15,07:56:14,1.317,100.000,2.262,0.2581,0.3090,1.3
09/05/15,08:56:15,1.534,100.000,2.289,0.2545,0.3075,1.5
09/05/15,09:56:16,2.530,100.000,2.690,0.2523,0.3068,2.5
