SITE,REP,DATE,HOUR,TEMP,
PRO2,1,12/05/12,18,-1.306,
PRO2,1,12/05/12,19,-1.432,
PRO2,1,12/05/12,20,-1.306,
PRO2,1,12/05/12,21,-1.369,
PRO2,1,12/05/12,22,-1.243,
PRO2,1,12/05/12,23,-1.369,
PRO2,1,13/05/12,0,-1.432,
PRO2,1,13/05/12,1,-1.622,
PRO2,1,13/05/12,2,-1.495,
PRO2,1,13/05/12,3,-1.306,
PRO2,1,13/05/12,4,-1.369,
PRO2,1,13/05/12,5,-1.495,
PRO2,1,13/05/12,6,-1.495,
PRO2,1,13/05/12,7,-1.432,
PRO2,1,13/05/12,8,-0.423,
PRO2,1,13/05/12,9,0.334,
PRO2,1,13/05/12,10,1.658,
PRO2,1,13/05/12,11,2.226,
PRO2,1,13/05/12,12,1.658,
PRO2,1,13/05/12,13,2.352,
PRO2,1,13/05/12,14,3.675,
PRO2,1,13/05/12,15,1.973,
PRO2,1,13/05/12,16,1.469,
PRO2,1,13/05/12,17,-1.622,
PRO2,1,13/05/12,18,-1.495,
PRO2,1,13/05/12,19,-1.811,
PRO2,1,13/05/12,20,-2.127,
PRO2,1,13/05/12,21,-2.316,
PRO2,1,13/05/12,22,-2.884,
PRO2,1,13/05/12,23,-3.705,
PRO2,1,14/05/12,0,-4.21,
PRO2,1,14/05/12,1,-3.705,
PRO2,1,14/05/12,2,-4.4,
PRO2,1,14/05/12,3,-4.842,
PRO2,1,14/05/12,4,-3.768,
PRO2,1,14/05/12,5,-3.768,
PRO2,1,14/05/12,6,-3.958,
PRO2,1,14/05/12,7,-4.21,
PRO2,1,14/05/12,8,-2.695,
PRO2,1,14/05/12,9,-2.379,
PRO2,1,14/05/12,10,-1.495,
PRO2,1,14/05/12,11,1.91,
PRO2,1,14/05/12,12,3.234,
PRO2,1,14/05/12,13,5.816,
PRO2,1,14/05/12,14,6.886,
PRO2,1,14/05/12,15,3.234,
PRO2,1,14/05/12,16,1.217,
PRO2,1,14/05/12,17,0.713,
PRO2,1,14/05/12,18,0.65,
PRO2,1,14/05/12,19,0.65,
PRO2,1,14/05/12,20,0.586,
PRO2,1,14/05/12,21,0.271,
PRO2,1,14/05/12,22,-1.054,
PRO2,1,14/05/12,23,-0.991,
PRO2,1,15/05/12,0,-1.243,
PRO2,1,15/05/12,1,-1.054,
PRO2,1,15/05/12,2,-0.991,
PRO2,1,15/05/12,3,-1.243,
PRO2,1,15/05/12,4,-0.991,
PRO2,1,15/05/12,5,-0.233,
PRO2,1,15/05/12,6,0.019,
PRO2,1,15/05/12,7,0.145,
PRO2,1,15/05/12,8,0.839,
PRO2,1,15/05/12,9,1.784,
PRO2,1,15/05/12,10,2.289,
PRO2,1,15/05/12,11,4.305,
PRO2,1,15/05/12,12,7.515,
PRO2,1,15/05/12,13,9.527,
PRO2,1,15/05/12,14,8.269,
PRO2,1,15/05/12,15,5.942,
PRO2,1,15/05/12,16,3.297,
PRO2,1,15/05/12,17,1.847,
PRO2,1,15/05/12,18,1.343,
PRO2,1,15/05/12,19,1.658,
PRO2,1,15/05/12,20,1.091,
PRO2,1,15/05/12,21,1.028,
PRO2,1,15/05/12,22,-0.423,
PRO2,1,15/05/12,23,-1.559,
PRO2,1,16/05/12,0,-1.559,
PRO2,1,16/05/12,1,-2.19,
PRO2,1,16/05/12,2,-2.316,
PRO2,1,16/05/12,3,-2,
PRO2,1,16/05/12,4,-1.495,
PRO2,1,16/05/12,5,-1.874,
PRO2,1,16/05/12,6,-3.579,
PRO2,1,16/05/12,7,-5.221,
PRO2,1,16/05/12,8,-2.063,
PRO2,1,16/05/12,9,0.65,
PRO2,1,16/05/12,10,2.793,
PRO2,1,16/05/12,11,4.053,
PRO2,1,16/05/12,12,3.486,
PRO2,1,16/05/12,13,8.081,
PRO2,1,16/05/12,14,7.452,
PRO2,1,16/05/12,15,5.123,
PRO2,1,16/05/12,16,4.053,
PRO2,1,16/05/12,17,2.667,
PRO2,1,16/05/12,18,1.973,
PRO2,1,16/05/12,19,1.595,
PRO2,1,16/05/12,20,1.28,
PRO2,1,16/05/12,21,0.334,
PRO2,1,16/05/12,22,-1.685,
PRO2,1,16/05/12,23,-2.379,
PRO2,1,17/05/12,0,-3.2,
PRO2,1,17/05/12,1,-3.831,
PRO2,1,17/05/12,2,-4.463,
PRO2,1,17/05/12,3,-5.664,
PRO2,1,17/05/12,4,-7.371,
PRO2,1,17/05/12,5,-7.814,
PRO2,1,17/05/12,6,-7.055,
PRO2,1,17/05/12,7,-7.181,
PRO2,1,17/05/12,8,-5.98,
PRO2,1,17/05/12,9,-4.337,
PRO2,1,17/05/12,10,0.019,
PRO2,1,17/05/12,11,6.76,
PRO2,1,17/05/12,12,9.653,
PRO2,1,17/05/12,13,12.731,
PRO2,1,17/05/12,14,13.986,
PRO2,1,17/05/12,15,14.99,
PRO2,1,17/05/12,16,9.464,
PRO2,1,17/05/12,17,0.271,
PRO2,1,17/05/12,18,-2.884,
PRO2,1,17/05/12,19,-4.021,
PRO2,1,17/05/12,20,-4.779,
PRO2,1,17/05/12,21,-5.601,
PRO2,1,17/05/12,22,-5.917,
PRO2,1,17/05/12,23,-5.032,
PRO2,1,18/05/12,0,-5.032,
PRO2,1,18/05/12,1,-6.106,
PRO2,1,18/05/12,2,-6.359,
PRO2,1,18/05/12,3,-5.727,
PRO2,1,18/05/12,4,-6.422,
PRO2,1,18/05/12,5,-1.937,
PRO2,1,18/05/12,6,-3.074,
PRO2,1,18/05/12,7,-1.243,
PRO2,1,18/05/12,8,0.397,
PRO2,1,18/05/12,9,2.289,
PRO2,1,18/05/12,10,1.721,
PRO2,1,18/05/12,11,5.501,
PRO2,1,18/05/12,12,7.641,
PRO2,1,18/05/12,13,9.15,
PRO2,1,18/05/12,14,5.501,
PRO2,1,18/05/12,15,4.494,
PRO2,1,18/05/12,16,7.578,
PRO2,1,18/05/12,17,2.415,
PRO2,1,18/05/12,18,0.776,
PRO2,1,18/05/12,19,0.334,
PRO2,1,18/05/12,20,-1.559,
PRO2,1,18/05/12,21,-1.432,
PRO2,1,18/05/12,22,-0.864,
PRO2,1,18/05/12,23,-0.991,
PRO2,1,19/05/12,0,-0.549,
PRO2,1,19/05/12,1,-1.054,
PRO2,1,19/05/12,2,-0.675,
PRO2,1,19/05/12,3,-0.738,
PRO2,1,19/05/12,4,-0.801,
PRO2,1,19/05/12,5,-0.549,
PRO2,1,19/05/12,6,-0.864,
PRO2,1,19/05/12,7,-0.612,
PRO2,1,19/05/12,8,0.271,
PRO2,1,19/05/12,9,0.713,
PRO2,1,19/05/12,10,1.658,
PRO2,1,19/05/12,11,4.683,
PRO2,1,19/05/12,12,7.641,
PRO2,1,19/05/12,13,9.464,
PRO2,1,19/05/12,14,8.018,
PRO2,1,19/05/12,15,4.934,
PRO2,1,19/05/12,16,3.99,
PRO2,1,19/05/12,17,1.154,
PRO2,1,19/05/12,18,-2.379,
PRO2,1,19/05/12,19,-2.568,
PRO2,1,19/05/12,20,-3.074,
PRO2,1,19/05/12,21,-2.19,
PRO2,1,19/05/12,22,-2.379,
PRO2,1,19/05/12,23,-0.423,
PRO2,1,20/05/12,0,-0.233,
PRO2,1,20/05/12,1,-0.927,
PRO2,1,20/05/12,2,-2.884,
PRO2,1,20/05/12,3,-4.526,
PRO2,1,20/05/12,4,-5.221,
PRO2,1,20/05/12,5,-7.814,
PRO2,1,20/05/12,6,-7.624,
PRO2,1,20/05/12,7,-7.624,
PRO2,1,20/05/12,8,-6.802,
PRO2,1,20/05/12,9,-5.664,
PRO2,1,20/05/12,10,-2.821,
PRO2,1,20/05/12,11,3.486,
PRO2,1,20/05/12,12,8.144,
PRO2,1,20/05/12,13,11.538,
PRO2,1,20/05/12,14,12.982,
PRO2,1,20/05/12,15,12.668,
PRO2,1,20/05/12,16,7.2,
PRO2,1,20/05/12,17,-1.559,
PRO2,1,20/05/12,18,-1.874,
PRO2,1,20/05/12,19,-3.389,
PRO2,1,20/05/12,20,-3.705,
PRO2,1,20/05/12,21,-4.274,
PRO2,1,20/05/12,22,-6.043,
PRO2,1,20/05/12,23,-5.727,
PRO2,1,21/05/12,0,-3.263,
PRO2,1,21/05/12,1,-1.18,
PRO2,1,21/05/12,2,-1.748,
PRO2,1,21/05/12,3,-3.263,
PRO2,1,21/05/12,4,-4.59,
PRO2,1,21/05/12,5,-3.642,
PRO2,1,21/05/12,6,-3.074,
PRO2,1,21/05/12,7,-4.21,
PRO2,1,21/05/12,8,-3.263,
PRO2,1,21/05/12,9,-2.695,
PRO2,1,21/05/12,10,-0.738,
PRO2,1,21/05/12,11,1.217,
PRO2,1,21/05/12,12,4.494,
PRO2,1,21/05/12,13,7.263,
PRO2,1,21/05/12,14,8.269,
PRO2,1,21/05/12,15,7.703,
PRO2,1,21/05/12,16,2.478,
PRO2,1,21/05/12,17,-1.622,
PRO2,1,21/05/12,18,-2.253,
PRO2,1,21/05/12,19,-2.505,
PRO2,1,21/05/12,20,-1.369,
PRO2,1,21/05/12,21,-1.937,
PRO2,1,21/05/12,22,-2.947,
PRO2,1,21/05/12,23,-3.01,
PRO2,1,22/05/12,0,-1.748,
PRO2,1,22/05/12,1,-1.369,
PRO2,1,22/05/12,2,-1.18,
PRO2,1,22/05/12,3,-0.801,
PRO2,1,22/05/12,4,-0.107,
PRO2,1,22/05/12,5,-0.36,
PRO2,1,22/05/12,6,-0.738,
PRO2,1,22/05/12,7,-0.297,
PRO2,1,22/05/12,8,0.334,
PRO2,1,22/05/12,9,2.1,
PRO2,1,22/05/12,10,4.368,
PRO2,1,22/05/12,11,3.486,
PRO2,1,22/05/12,12,2.856,
PRO2,1,22/05/12,13,1.784,
PRO2,1,22/05/12,14,2.793,
PRO2,1,22/05/12,15,3.108,
PRO2,1,22/05/12,16,1.658,
PRO2,1,22/05/12,17,0.586,
PRO2,1,22/05/12,18,1.091,
PRO2,1,22/05/12,19,1.28,
PRO2,1,22/05/12,20,1.091,
PRO2,1,22/05/12,21,1.217,
PRO2,1,22/05/12,22,1.343,
PRO2,1,22/05/12,23,1.154,
PRO2,1,23/05/12,0,1.28,
PRO2,1,23/05/12,1,0.776,
PRO2,1,23/05/12,2,0.586,
PRO2,1,23/05/12,3,0.271,
PRO2,1,23/05/12,4,0.082,
PRO2,1,23/05/12,5,-0.36,
PRO2,1,23/05/12,6,0.208,
PRO2,1,23/05/12,7,0.208,
PRO2,1,23/05/12,8,0.019,
PRO2,1,23/05/12,9,0.65,
PRO2,1,23/05/12,10,1.847,
PRO2,1,23/05/12,11,5.123,
PRO2,1,23/05/12,12,5.375,
PRO2,1,23/05/12,13,7.389,
PRO2,1,23/05/12,14,8.71,
PRO2,1,23/05/12,15,5.879,
PRO2,1,23/05/12,16,3.045,
PRO2,1,23/05/12,17,1.469,
PRO2,1,23/05/12,18,0.713,
PRO2,1,23/05/12,19,0.397,
PRO2,1,23/05/12,20,0.65,
PRO2,1,23/05/12,21,1.595,
PRO2,1,23/05/12,22,2.1,
PRO2,1,23/05/12,23,3.36,
PRO2,1,24/05/12,0,2.982,
PRO2,1,24/05/12,1,2.604,
PRO2,1,24/05/12,2,2.793,
PRO2,1,24/05/12,3,2.604,
PRO2,1,24/05/12,4,2.793,
PRO2,1,24/05/12,5,2.793,
PRO2,1,24/05/12,6,2.478,
PRO2,1,24/05/12,7,1.217,
PRO2,1,24/05/12,8,2.163,
PRO2,1,24/05/12,9,3.738,
PRO2,1,24/05/12,10,4.368,
PRO2,1,24/05/12,11,7.829,
PRO2,1,24/05/12,12,8.458,
PRO2,1,24/05/12,13,6.005,
PRO2,1,24/05/12,14,3.927,
PRO2,1,24/05/12,15,3.297,
PRO2,1,24/05/12,16,2.478,
PRO2,1,24/05/12,17,1.973,
PRO2,1,24/05/12,18,2.541,
PRO2,1,24/05/12,19,2.289,
PRO2,1,24/05/12,20,2.604,
PRO2,1,24/05/12,21,2.541,
PRO2,1,24/05/12,22,1.028,
PRO2,1,24/05/12,23,1.469,
PRO2,1,25/05/12,0,0.019,
PRO2,1,25/05/12,1,0.019,
PRO2,1,25/05/12,2,0.145,
PRO2,1,25/05/12,3,0.019,
PRO2,1,25/05/12,4,-0.17,
PRO2,1,25/05/12,5,-0.36,
PRO2,1,25/05/12,6,-0.801,
PRO2,1,25/05/12,7,-1.243,
PRO2,1,25/05/12,8,-1.117,
PRO2,1,25/05/12,9,-0.423,
PRO2,1,25/05/12,10,-0.612,
PRO2,1,25/05/12,11,-0.17,
PRO2,1,25/05/12,12,0.145,
PRO2,1,25/05/12,13,0.019,
PRO2,1,25/05/12,14,-0.233,
PRO2,1,25/05/12,15,-0.233,
PRO2,1,25/05/12,16,-0.36,
PRO2,1,25/05/12,17,-0.36,
PRO2,1,25/05/12,18,-0.36,
PRO2,1,25/05/12,19,-0.36,
PRO2,1,25/05/12,20,-0.36,
PRO2,1,25/05/12,21,-0.36,
PRO2,1,25/05/12,22,-0.297,
PRO2,1,25/05/12,23,-0.297,
PRO2,1,26/05/12,0,-0.297,
PRO2,1,26/05/12,1,-0.297,
PRO2,1,26/05/12,2,-0.297,
PRO2,1,26/05/12,3,-0.297,
PRO2,1,26/05/12,4,-0.297,
PRO2,1,26/05/12,5,-0.36,
PRO2,1,26/05/12,6,-0.36,
PRO2,1,26/05/12,7,-0.36,
PRO2,1,26/05/12,8,-0.423,
PRO2,1,26/05/12,9,-0.423,
PRO2,1,26/05/12,10,-0.423,
PRO2,1,26/05/12,11,-0.423,
PRO2,1,26/05/12,12,-0.36,
PRO2,1,26/05/12,13,-0.36,
PRO2,1,26/05/12,14,-0.297,
PRO2,1,26/05/12,15,-0.233,
PRO2,1,26/05/12,16,-0.17,
PRO2,1,26/05/12,17,-0.17,
PRO2,1,26/05/12,18,-0.17,
PRO2,1,26/05/12,19,-0.107,
PRO2,1,26/05/12,20,-0.107,
PRO2,1,26/05/12,21,-0.107,
PRO2,1,26/05/12,22,-0.044,
PRO2,1,26/05/12,23,-0.044,
PRO2,1,27/05/12,0,-0.044,
PRO2,1,27/05/12,1,-0.044,
PRO2,1,27/05/12,2,-0.044,
PRO2,1,27/05/12,3,-0.044,
PRO2,1,27/05/12,4,-0.044,
PRO2,1,27/05/12,5,-0.044,
PRO2,1,27/05/12,6,-0.044,
PRO2,1,27/05/12,7,-0.044,
PRO2,1,27/05/12,8,-0.044,
PRO2,1,27/05/12,9,-0.044,
PRO2,1,27/05/12,10,-0.044,
PRO2,1,27/05/12,11,-0.044,
PRO2,1,27/05/12,12,0.019,
PRO2,1,27/05/12,13,0.019,
PRO2,1,27/05/12,14,0.019,
PRO2,1,27/05/12,15,0.019,
PRO2,1,27/05/12,16,0.019,
PRO2,1,27/05/12,17,0.019,
PRO2,1,27/05/12,18,-0.044,
PRO2,1,27/05/12,19,-0.044,
PRO2,1,27/05/12,20,-0.044,
PRO2,1,27/05/12,21,-0.107,
PRO2,1,27/05/12,22,-0.17,
PRO2,1,27/05/12,23,-0.233,
PRO2,1,28/05/12,0,-0.36,
PRO2,1,28/05/12,1,-0.423,
PRO2,1,28/05/12,2,-0.549,
PRO2,1,28/05/12,3,-0.675,
PRO2,1,28/05/12,4,-0.738,
PRO2,1,28/05/12,5,-0.864,
PRO2,1,28/05/12,6,-0.864,
PRO2,1,28/05/12,7,-0.864,
PRO2,1,28/05/12,8,-0.801,
PRO2,1,28/05/12,9,-0.675,
PRO2,1,28/05/12,10,-0.486,
PRO2,1,28/05/12,11,-0.297,
PRO2,1,28/05/12,12,-0.17,
PRO2,1,28/05/12,13,-0.044,
PRO2,1,28/05/12,14,0.019,
PRO2,1,28/05/12,15,0.019,
PRO2,1,28/05/12,16,-0.044,
PRO2,1,28/05/12,17,-0.044,
PRO2,1,28/05/12,18,-0.044,
PRO2,1,28/05/12,19,-0.044,
PRO2,1,28/05/12,20,-0.044,
PRO2,1,28/05/12,21,-0.107,
PRO2,1,28/05/12,22,-0.17,
PRO2,1,28/05/12,23,-0.297,
PRO2,1,29/05/12,0,-0.486,
PRO2,1,29/05/12,1,-0.927,
PRO2,1,29/05/12,2,-1.495,
PRO2,1,29/05/12,3,-1.937,
PRO2,1,29/05/12,4,-2.253,
PRO2,1,29/05/12,5,-2.568,
PRO2,1,29/05/12,6,-2.821,
PRO2,1,29/05/12,7,-3.01,
PRO2,1,29/05/12,8,-3.2,
PRO2,1,29/05/12,9,-3.263,
PRO2,1,29/05/12,10,-3.389,
PRO2,1,29/05/12,11,-3.389,
PRO2,1,29/05/12,12,-3.074,
PRO2,1,29/05/12,13,-2.505,
PRO2,1,29/05/12,14,-1.874,
PRO2,1,29/05/12,15,-1.369,
PRO2,1,29/05/12,16,-0.864,
PRO2,1,29/05/12,17,-0.612,
PRO2,1,29/05/12,18,-0.486,
PRO2,1,29/05/12,19,-0.549,
PRO2,1,29/05/12,20,-0.738,
PRO2,1,29/05/12,21,-1.117,
PRO2,1,29/05/12,22,-1.622,
PRO2,1,29/05/12,23,-2.127,
PRO2,1,30/05/12,0,-2.505,
PRO2,1,30/05/12,1,-2.821,
PRO2,1,30/05/12,2,-3.074,
PRO2,1,30/05/12,3,-3.2,
PRO2,1,30/05/12,4,-3.326,
PRO2,1,30/05/12,5,-3.516,
PRO2,1,30/05/12,6,-3.642,
PRO2,1,30/05/12,7,-3.831,
PRO2,1,30/05/12,8,-3.958,
PRO2,1,30/05/12,9,-4.021,
PRO2,1,30/05/12,10,-4.021,
PRO2,1,30/05/12,11,-3.831,
PRO2,1,30/05/12,12,-3.263,
PRO2,1,30/05/12,13,-2.568,
PRO2,1,30/05/12,14,-1.811,
PRO2,1,30/05/12,15,-0.738,
PRO2,1,30/05/12,16,-0.297,
PRO2,1,30/05/12,17,-0.233,
PRO2,1,30/05/12,18,-0.17,
PRO2,1,30/05/12,19,-0.233,
PRO2,1,30/05/12,20,-0.297,
PRO2,1,30/05/12,21,-0.549,
PRO2,1,30/05/12,22,-0.991,
PRO2,1,30/05/12,23,-1.685,
PRO2,1,31/05/12,0,-2.379,
PRO2,1,31/05/12,1,-2.884,
PRO2,1,31/05/12,2,-3.389,
PRO2,1,31/05/12,3,-3.768,
PRO2,1,31/05/12,4,-4.147,
PRO2,1,31/05/12,5,-4.4,
PRO2,1,31/05/12,6,-4.59,
PRO2,1,31/05/12,7,-4.653,
PRO2,1,31/05/12,8,-4.716,
PRO2,1,31/05/12,9,-4.653,
PRO2,1,31/05/12,10,-4.463,
PRO2,1,31/05/12,11,-4.084,
PRO2,1,31/05/12,12,-3.263,
PRO2,1,31/05/12,13,-2.063,
PRO2,1,31/05/12,14,-0.044,
PRO2,1,31/05/12,15,0.019,
PRO2,1,31/05/12,16,0.019,
PRO2,1,31/05/12,17,0.019,
PRO2,1,31/05/12,18,0.019,
PRO2,1,31/05/12,19,0.019,
PRO2,1,31/05/12,20,0.019,
PRO2,1,31/05/12,21,-0.044,
PRO2,1,31/05/12,22,-0.549,
PRO2,1,31/05/12,23,-1.243,
PRO2,1,01/06/12,0,-2,
PRO2,1,01/06/12,1,-2.632,
PRO2,1,01/06/12,2,-3.074,
PRO2,1,01/06/12,3,-3.326,
PRO2,1,01/06/12,4,-3.326,
PRO2,1,01/06/12,5,-3.326,
PRO2,1,01/06/12,6,-3.263,
PRO2,1,01/06/12,7,-3.389,
PRO2,1,01/06/12,8,-3.452,
PRO2,1,01/06/12,9,-3.263,
PRO2,1,01/06/12,10,-3.074,
PRO2,1,01/06/12,11,-2.884,
PRO2,1,01/06/12,12,-2.316,
PRO2,1,01/06/12,13,-1.559,
PRO2,1,01/06/12,14,-0.801,
PRO2,1,01/06/12,15,-0.36,
PRO2,1,01/06/12,16,-0.297,
PRO2,1,01/06/12,17,-0.233,
PRO2,1,01/06/12,18,-0.233,
PRO2,1,01/06/12,19,-0.486,
PRO2,1,01/06/12,20,-0.927,
PRO2,1,01/06/12,21,-1.432,
PRO2,1,01/06/12,22,-2,
PRO2,1,01/06/12,23,-2.505,
PRO2,1,02/06/12,0,-2.884,
PRO2,1,02/06/12,1,-3.263,
PRO2,1,02/06/12,2,-3.516,
PRO2,1,02/06/12,3,-3.768,
PRO2,1,02/06/12,4,-3.958,
PRO2,1,02/06/12,5,-4.147,
PRO2,1,02/06/12,6,-4.21,
PRO2,1,02/06/12,7,-4.337,
PRO2,1,02/06/12,8,-4.463,
PRO2,1,02/06/12,9,-4.337,
PRO2,1,02/06/12,10,-4.021,
PRO2,1,02/06/12,11,-3.2,
PRO2,1,02/06/12,12,-2.19,
PRO2,1,02/06/12,13,-1.369,
PRO2,1,02/06/12,14,-0.738,
PRO2,1,02/06/12,15,-0.486,
PRO2,1,02/06/12,16,-0.36,
PRO2,1,02/06/12,17,-0.297,
PRO2,1,02/06/12,18,-0.233,
PRO2,1,02/06/12,19,-0.297,
PRO2,1,02/06/12,20,-0.36,
PRO2,1,02/06/12,21,-0.36,
PRO2,1,02/06/12,22,-0.486,
PRO2,1,02/06/12,23,-0.612,
PRO2,1,03/06/12,0,-0.675,
PRO2,1,03/06/12,1,-0.738,
PRO2,1,03/06/12,2,-0.738,
PRO2,1,03/06/12,3,-0.675,
PRO2,1,03/06/12,4,-0.675,
PRO2,1,03/06/12,5,-0.675,
PRO2,1,03/06/12,6,-0.675,
PRO2,1,03/06/12,7,-0.675,
PRO2,1,03/06/12,8,-0.675,
PRO2,1,03/06/12,9,-0.612,
PRO2,1,03/06/12,10,-0.549,
PRO2,1,03/06/12,11,-0.486,
PRO2,1,03/06/12,12,-0.36,
PRO2,1,03/06/12,13,-0.297,
PRO2,1,03/06/12,14,-0.17,
PRO2,1,03/06/12,15,-0.044,
PRO2,1,03/06/12,16,0.019,
PRO2,1,03/06/12,17,0.019,
PRO2,1,03/06/12,18,0.019,
PRO2,1,03/06/12,19,0.019,
PRO2,1,03/06/12,20,0.019,
PRO2,1,03/06/12,21,0.019,
PRO2,1,03/06/12,22,0.019,
PRO2,1,03/06/12,23,0.019,
PRO2,1,04/06/12,0,0.019,
PRO2,1,04/06/12,1,0.019,
PRO2,1,04/06/12,2,0.019,
PRO2,1,04/06/12,3,0.019,
PRO2,1,04/06/12,4,0.019,
PRO2,1,04/06/12,5,0.019,
PRO2,1,04/06/12,6,0.019,
PRO2,1,04/06/12,7,0.019,
PRO2,1,04/06/12,8,0.019,
PRO2,1,04/06/12,9,0.019,
PRO2,1,04/06/12,10,0.019,
PRO2,1,04/06/12,11,0.019,
PRO2,1,04/06/12,12,0.019,
PRO2,1,04/06/12,13,0.019,
PRO2,1,04/06/12,14,0.019,
PRO2,1,04/06/12,15,0.019,
PRO2,1,04/06/12,16,0.019,
PRO2,1,04/06/12,17,0.019,
PRO2,1,04/06/12,18,0.019,
PRO2,1,04/06/12,19,0.019,
PRO2,1,04/06/12,20,0.019,
PRO2,1,04/06/12,21,0.019,
PRO2,1,04/06/12,22,0.019,
PRO2,1,04/06/12,23,0.019,
PRO2,1,05/06/12,0,0.019,
PRO2,1,05/06/12,1,0.019,
PRO2,1,05/06/12,2,0.019,
PRO2,1,05/06/12,3,0.019,
PRO2,1,05/06/12,4,0.019,
PRO2,1,05/06/12,5,0.019,
PRO2,1,05/06/12,6,0.019,
PRO2,1,05/06/12,7,0.019,
PRO2,1,05/06/12,8,0.019,
PRO2,1,05/06/12,9,0.019,
PRO2,1,05/06/12,10,0.019,
PRO2,1,05/06/12,11,0.019,
PRO2,1,05/06/12,12,0.019,
PRO2,1,05/06/12,13,0.019,
PRO2,1,05/06/12,14,0.019,
PRO2,1,05/06/12,15,0.019,
PRO2,1,05/06/12,16,0.019,
PRO2,1,05/06/12,17,0.019,
PRO2,1,05/06/12,18,0.019,
PRO2,1,05/06/12,19,0.019,
PRO2,1,05/06/12,20,0.019,
PRO2,1,05/06/12,21,0.019,
PRO2,1,05/06/12,22,0.019,
PRO2,1,05/06/12,23,0.019,
PRO2,1,06/06/12,0,0.019,
PRO2,1,06/06/12,1,0.019,
PRO2,1,06/06/12,2,0.019,
PRO2,1,06/06/12,3,0.019,
PRO2,1,06/06/12,4,0.019,
PRO2,1,06/06/12,5,0.019,
PRO2,1,06/06/12,6,0.019,
PRO2,1,06/06/12,7,0.019,
PRO2,1,06/06/12,8,0.019,
PRO2,1,06/06/12,9,0.019,
PRO2,1,06/06/12,10,0.019,
PRO2,1,06/06/12,11,0.019,
PRO2,1,06/06/12,12,0.082,
PRO2,1,06/06/12,13,0.082,
PRO2,1,06/06/12,14,0.082,
PRO2,1,06/06/12,15,0.082,
PRO2,1,06/06/12,16,0.019,
PRO2,1,06/06/12,17,0.019,
PRO2,1,06/06/12,18,0.019,
PRO2,1,06/06/12,19,0.019,
PRO2,1,06/06/12,20,0.019,
PRO2,1,06/06/12,21,0.019,
PRO2,1,06/06/12,22,0.019,
PRO2,1,06/06/12,23,0.019,
PRO2,1,07/06/12,0,0.019,
PRO2,1,07/06/12,1,0.019,
PRO2,1,07/06/12,2,0.019,
PRO2,1,07/06/12,3,0.019,
PRO2,1,07/06/12,4,0.019,
PRO2,1,07/06/12,5,0.019,
PRO2,1,07/06/12,6,0.019,
PRO2,1,07/06/12,7,0.019,
PRO2,1,07/06/12,8,-0.044,
PRO2,1,07/06/12,9,-0.044,
PRO2,1,07/06/12,10,-0.17,
PRO2,1,07/06/12,11,-0.233,
PRO2,1,07/06/12,12,-0.297,
PRO2,1,07/06/12,13,-0.36,
PRO2,1,07/06/12,14,-0.423,
PRO2,1,07/06/12,15,-0.486,
PRO2,1,07/06/12,16,-0.549,
PRO2,1,07/06/12,17,-0.612,
PRO2,1,07/06/12,18,-0.738,
PRO2,1,07/06/12,19,-0.991,
PRO2,1,07/06/12,20,-1.306,
PRO2,1,07/06/12,21,-1.685,
PRO2,1,07/06/12,22,-2.063,
PRO2,1,07/06/12,23,-2.379,
PRO2,1,08/06/12,0,-2.632,
PRO2,1,08/06/12,1,-2.758,
PRO2,1,08/06/12,2,-2.884,
PRO2,1,08/06/12,3,-2.947,
PRO2,1,08/06/12,4,-3.137,
PRO2,1,08/06/12,5,-3.389,
PRO2,1,08/06/12,6,-3.579,
PRO2,1,08/06/12,7,-3.768,
PRO2,1,08/06/12,8,-3.958,
PRO2,1,08/06/12,9,-4.084,
PRO2,1,08/06/12,10,-4.084,
PRO2,1,08/06/12,11,-4.084,
PRO2,1,08/06/12,12,-4.021,
PRO2,1,08/06/12,13,-3.579,
PRO2,1,08/06/12,14,-3.137,
PRO2,1,08/06/12,15,-2.695,
PRO2,1,08/06/12,16,-2.442,
PRO2,1,08/06/12,17,-2.379,
PRO2,1,08/06/12,18,-2.379,
PRO2,1,08/06/12,19,-2.505,
PRO2,1,08/06/12,20,-2.758,
PRO2,1,08/06/12,21,-2.884,
PRO2,1,08/06/12,22,-2.821,
PRO2,1,08/06/12,23,-2.695,
PRO2,1,09/06/12,0,-2.568,
PRO2,1,09/06/12,1,-2.442,
PRO2,1,09/06/12,2,-2.253,
PRO2,1,09/06/12,3,-2.063,
PRO2,1,09/06/12,4,-1.874,
PRO2,1,09/06/12,5,-1.685,
PRO2,1,09/06/12,6,-1.495,
PRO2,1,09/06/12,7,-1.306,
PRO2,1,09/06/12,8,-1.18,
PRO2,1,09/06/12,9,-0.991,
PRO2,1,09/06/12,10,-0.675,
PRO2,1,09/06/12,11,-0.423,
PRO2,1,09/06/12,12,-0.17,
PRO2,1,09/06/12,13,-0.107,
PRO2,1,09/06/12,14,-0.044,
PRO2,1,09/06/12,15,-0.044,
PRO2,1,09/06/12,16,-0.044,
PRO2,1,09/06/12,17,-0.107,
PRO2,1,09/06/12,18,-0.107,
PRO2,1,09/06/12,19,-0.107,
PRO2,1,09/06/12,20,-0.107,
PRO2,1,09/06/12,21,-0.044,
PRO2,1,09/06/12,22,-0.044,
PRO2,1,09/06/12,23,-0.044,
