SITE,REP,DATE,HOUR,TEMP,
PRO2,2,06/09/12,7,0.331,
PRO2,2,06/09/12,8,0.269,
PRO2,2,06/09/12,9,0.269,
PRO2,2,06/09/12,10,0.269,
PRO2,2,06/09/12,11,0.269,
PRO2,2,06/09/12,12,0.269,
PRO2,2,06/09/12,13,0.269,
PRO2,2,06/09/12,14,0.269,
PRO2,2,06/09/12,15,0.269,
PRO2,2,06/09/12,16,0.269,
PRO2,2,06/09/12,17,0.269,
PRO2,2,06/09/12,18,0.269,
PRO2,2,06/09/12,19,0.269,
PRO2,2,06/09/12,20,0.269,
PRO2,2,06/09/12,21,0.269,
PRO2,2,06/09/12,22,0.269,
PRO2,2,06/09/12,23,0.269,
PRO2,2,07/09/12,0,0.269,
PRO2,2,07/09/12,1,0.269,
PRO2,2,07/09/12,2,0.269,
PRO2,2,07/09/12,3,0.269,
PRO2,2,07/09/12,4,0.269,
PRO2,2,07/09/12,5,0.269,
PRO2,2,07/09/12,6,0.269,
PRO2,2,07/09/12,7,0.269,
PRO2,2,07/09/12,8,0.269,
PRO2,2,07/09/12,9,0.269,
PRO2,2,07/09/12,10,0.269,
PRO2,2,07/09/12,11,0.269,
PRO2,2,07/09/12,12,0.269,
PRO2,2,07/09/12,13,0.269,
PRO2,2,07/09/12,14,0.269,
PRO2,2,07/09/12,15,0.269,
PRO2,2,07/09/12,16,0.269,
PRO2,2,07/09/12,17,0.269,
PRO2,2,07/09/12,18,0.269,
PRO2,2,07/09/12,19,0.269,
PRO2,2,07/09/12,20,0.269,
PRO2,2,07/09/12,21,0.269,
PRO2,2,07/09/12,22,0.269,
PRO2,2,07/09/12,23,0.269,
PRO2,2,08/09/12,0,0.269,
PRO2,2,08/09/12,1,0.269,
PRO2,2,08/09/12,2,0.269,
PRO2,2,08/09/12,3,0.269,
PRO2,2,08/09/12,4,0.269,
PRO2,2,08/09/12,5,0.269,
PRO2,2,08/09/12,6,0.269,
PRO2,2,08/09/12,7,0.269,
PRO2,2,08/09/12,8,0.269,
PRO2,2,08/09/12,9,0.269,
PRO2,2,08/09/12,10,0.269,
PRO2,2,08/09/12,11,0.269,
PRO2,2,08/09/12,12,0.269,
PRO2,2,08/09/12,13,0.269,
PRO2,2,08/09/12,14,0.269,
PRO2,2,08/09/12,15,0.269,
PRO2,2,08/09/12,16,0.269,
PRO2,2,08/09/12,17,0.269,
PRO2,2,08/09/12,18,0.269,
PRO2,2,08/09/12,19,0.269,
PRO2,2,08/09/12,20,0.269,
PRO2,2,08/09/12,21,0.269,
PRO2,2,08/09/12,22,0.269,
PRO2,2,08/09/12,23,0.269,
PRO2,2,09/09/12,0,0.269,
PRO2,2,09/09/12,1,0.269,
PRO2,2,09/09/12,2,0.269,
PRO2,2,09/09/12,3,0.269,
PRO2,2,09/09/12,4,0.269,
PRO2,2,09/09/12,5,0.269,
PRO2,2,09/09/12,6,0.269,
PRO2,2,09/09/12,7,0.269,
PRO2,2,09/09/12,8,0.269,
PRO2,2,09/09/12,9,0.269,
PRO2,2,09/09/12,10,0.269,
PRO2,2,09/09/12,11,0.269,
PRO2,2,09/09/12,12,0.269,
PRO2,2,09/09/12,13,0.269,
PRO2,2,09/09/12,14,0.269,
PRO2,2,09/09/12,15,0.269,
PRO2,2,09/09/12,16,0.269,
PRO2,2,09/09/12,17,0.269,
PRO2,2,09/09/12,18,0.269,
PRO2,2,09/09/12,19,0.269,
PRO2,2,09/09/12,20,0.269,
PRO2,2,09/09/12,21,0.269,
PRO2,2,09/09/12,22,0.269,
PRO2,2,09/09/12,23,0.269,
PRO2,2,10/09/12,0,0.269,
PRO2,2,10/09/12,1,0.269,
PRO2,2,10/09/12,2,0.269,
PRO2,2,10/09/12,3,0.269,
PRO2,2,10/09/12,4,0.269,
PRO2,2,10/09/12,5,0.269,
PRO2,2,10/09/12,6,0.269,
PRO2,2,10/09/12,7,0.269,
PRO2,2,10/09/12,8,0.269,
PRO2,2,10/09/12,9,0.269,
PRO2,2,10/09/12,10,0.269,
PRO2,2,10/09/12,11,0.269,
PRO2,2,10/09/12,12,0.269,
PRO2,2,10/09/12,13,0.269,
PRO2,2,10/09/12,14,0.269,
PRO2,2,10/09/12,15,0.269,
PRO2,2,10/09/12,16,0.269,
PRO2,2,10/09/12,17,0.269,
PRO2,2,10/09/12,18,0.269,
PRO2,2,10/09/12,19,0.269,
PRO2,2,10/09/12,20,0.269,
PRO2,2,10/09/12,21,0.269,
PRO2,2,10/09/12,22,0.269,
PRO2,2,10/09/12,23,0.269,
PRO2,2,11/09/12,0,0.269,
PRO2,2,11/09/12,1,0.269,
PRO2,2,11/09/12,2,0.269,
PRO2,2,11/09/12,3,0.269,
PRO2,2,11/09/12,4,0.269,
PRO2,2,11/09/12,5,0.269,
PRO2,2,11/09/12,6,0.269,
PRO2,2,11/09/12,7,0.269,
PRO2,2,11/09/12,8,0.269,
PRO2,2,11/09/12,9,0.269,
PRO2,2,11/09/12,10,0.269,
PRO2,2,11/09/12,11,0.269,
PRO2,2,11/09/12,12,0.269,
PRO2,2,11/09/12,13,0.269,
PRO2,2,11/09/12,14,0.269,
PRO2,2,11/09/12,15,0.269,
PRO2,2,11/09/12,16,0.269,
PRO2,2,11/09/12,17,0.269,
PRO2,2,11/09/12,18,0.269,
PRO2,2,11/09/12,19,0.269,
PRO2,2,11/09/12,20,0.269,
PRO2,2,11/09/12,21,0.269,
PRO2,2,11/09/12,22,0.269,
PRO2,2,11/09/12,23,0.269,
PRO2,2,12/09/12,0,0.269,
PRO2,2,12/09/12,1,0.269,
PRO2,2,12/09/12,2,0.269,
PRO2,2,12/09/12,3,0.269,
PRO2,2,12/09/12,4,0.269,
PRO2,2,12/09/12,5,0.269,
PRO2,2,12/09/12,6,0.269,
PRO2,2,12/09/12,7,0.269,
PRO2,2,12/09/12,8,0.269,
PRO2,2,12/09/12,9,0.269,
PRO2,2,12/09/12,10,0.269,
PRO2,2,12/09/12,11,0.269,
PRO2,2,12/09/12,12,0.269,
PRO2,2,12/09/12,13,0.269,
PRO2,2,12/09/12,14,0.269,
PRO2,2,12/09/12,15,0.269,
PRO2,2,12/09/12,16,0.269,
PRO2,2,12/09/12,17,0.269,
PRO2,2,12/09/12,18,0.269,
PRO2,2,12/09/12,19,0.269,
PRO2,2,12/09/12,20,0.269,
PRO2,2,12/09/12,21,0.269,
PRO2,2,12/09/12,22,0.269,
PRO2,2,12/09/12,23,0.269,
PRO2,2,13/09/12,0,0.269,
PRO2,2,13/09/12,1,0.269,
PRO2,2,13/09/12,2,0.269,
PRO2,2,13/09/12,3,0.269,
PRO2,2,13/09/12,4,0.269,
PRO2,2,13/09/12,5,0.269,
PRO2,2,13/09/12,6,0.269,
PRO2,2,13/09/12,7,0.269,
PRO2,2,13/09/12,8,0.269,
PRO2,2,13/09/12,9,0.269,
PRO2,2,13/09/12,10,0.269,
PRO2,2,13/09/12,11,0.269,
PRO2,2,13/09/12,12,0.269,
PRO2,2,13/09/12,13,0.269,
PRO2,2,13/09/12,14,0.269,
PRO2,2,13/09/12,15,0.269,
PRO2,2,13/09/12,16,0.269,
PRO2,2,13/09/12,17,0.269,
PRO2,2,13/09/12,18,0.269,
PRO2,2,13/09/12,19,0.269,
PRO2,2,13/09/12,20,0.269,
PRO2,2,13/09/12,21,0.269,
PRO2,2,13/09/12,22,0.269,
PRO2,2,13/09/12,23,0.269,
PRO2,2,14/09/12,0,0.269,
PRO2,2,14/09/12,1,0.269,
PRO2,2,14/09/12,2,0.269,
PRO2,2,14/09/12,3,0.269,
PRO2,2,14/09/12,4,0.269,
PRO2,2,14/09/12,5,0.269,
PRO2,2,14/09/12,6,0.269,
PRO2,2,14/09/12,7,0.269,
PRO2,2,14/09/12,8,0.269,
PRO2,2,14/09/12,9,0.269,
PRO2,2,14/09/12,10,0.269,
PRO2,2,14/09/12,11,0.269,
PRO2,2,14/09/12,12,0.269,
PRO2,2,14/09/12,13,0.269,
PRO2,2,14/09/12,14,0.269,
PRO2,2,14/09/12,15,0.269,
PRO2,2,14/09/12,16,0.269,
PRO2,2,14/09/12,17,0.269,
PRO2,2,14/09/12,18,0.269,
PRO2,2,14/09/12,19,0.269,
PRO2,2,14/09/12,20,0.269,
PRO2,2,14/09/12,21,0.269,
PRO2,2,14/09/12,22,0.269,
PRO2,2,14/09/12,23,0.269,
PRO2,2,15/09/12,0,0.269,
PRO2,2,15/09/12,1,0.269,
PRO2,2,15/09/12,2,0.269,
PRO2,2,15/09/12,3,0.269,
PRO2,2,15/09/12,4,0.269,
PRO2,2,15/09/12,5,0.269,
PRO2,2,15/09/12,6,0.269,
PRO2,2,15/09/12,7,0.269,
PRO2,2,15/09/12,8,0.269,
PRO2,2,15/09/12,9,0.269,
PRO2,2,15/09/12,10,0.269,
PRO2,2,15/09/12,11,0.269,
PRO2,2,15/09/12,12,0.269,
PRO2,2,15/09/12,13,0.269,
PRO2,2,15/09/12,14,0.269,
PRO2,2,15/09/12,15,0.269,
PRO2,2,15/09/12,16,0.269,
PRO2,2,15/09/12,17,0.269,
PRO2,2,15/09/12,18,0.269,
PRO2,2,15/09/12,19,0.269,
PRO2,2,15/09/12,20,0.269,
PRO2,2,15/09/12,21,0.269,
PRO2,2,15/09/12,22,0.269,
PRO2,2,15/09/12,23,0.269,
PRO2,2,16/09/12,0,0.269,
PRO2,2,16/09/12,1,0.269,
PRO2,2,16/09/12,2,0.269,
PRO2,2,16/09/12,3,0.269,
PRO2,2,16/09/12,4,0.269,
PRO2,2,16/09/12,5,0.269,
PRO2,2,16/09/12,6,0.269,
PRO2,2,16/09/12,7,0.269,
PRO2,2,16/09/12,8,0.269,
PRO2,2,16/09/12,9,0.269,
PRO2,2,16/09/12,10,0.269,
PRO2,2,16/09/12,11,0.269,
PRO2,2,16/09/12,12,0.269,
PRO2,2,16/09/12,13,0.269,
PRO2,2,16/09/12,14,0.269,
PRO2,2,16/09/12,15,0.269,
PRO2,2,16/09/12,16,0.269,
PRO2,2,16/09/12,17,0.269,
PRO2,2,16/09/12,18,0.269,
PRO2,2,16/09/12,19,0.269,
PRO2,2,16/09/12,20,0.269,
PRO2,2,16/09/12,21,0.269,
PRO2,2,16/09/12,22,0.269,
PRO2,2,16/09/12,23,0.269,
PRO2,2,17/09/12,0,0.269,
PRO2,2,17/09/12,1,0.269,
PRO2,2,17/09/12,2,0.269,
PRO2,2,17/09/12,3,0.269,
PRO2,2,17/09/12,4,0.269,
PRO2,2,17/09/12,5,0.269,
PRO2,2,17/09/12,6,0.269,
PRO2,2,17/09/12,7,0.269,
PRO2,2,17/09/12,8,0.269,
PRO2,2,17/09/12,9,0.269,
PRO2,2,17/09/12,10,0.269,
PRO2,2,17/09/12,11,0.269,
PRO2,2,17/09/12,12,0.269,
PRO2,2,17/09/12,13,0.269,
PRO2,2,17/09/12,14,0.269,
PRO2,2,17/09/12,15,0.269,
PRO2,2,17/09/12,16,0.269,
PRO2,2,17/09/12,17,0.269,
PRO2,2,17/09/12,18,0.269,
PRO2,2,17/09/12,19,0.269,
PRO2,2,17/09/12,20,0.269,
PRO2,2,17/09/12,21,0.269,
PRO2,2,17/09/12,22,0.269,
PRO2,2,17/09/12,23,0.269,
PRO2,2,18/09/12,0,0.269,
PRO2,2,18/09/12,1,0.269,
PRO2,2,18/09/12,2,0.269,
PRO2,2,18/09/12,3,0.269,
PRO2,2,18/09/12,4,0.269,
PRO2,2,18/09/12,5,0.269,
PRO2,2,18/09/12,6,0.269,
PRO2,2,18/09/12,7,0.269,
PRO2,2,18/09/12,8,0.269,
PRO2,2,18/09/12,9,0.269,
PRO2,2,18/09/12,10,0.269,
PRO2,2,18/09/12,11,0.269,
PRO2,2,18/09/12,12,0.269,
PRO2,2,18/09/12,13,0.269,
PRO2,2,18/09/12,14,0.269,
PRO2,2,18/09/12,15,0.269,
PRO2,2,18/09/12,16,0.269,
PRO2,2,18/09/12,17,0.269,
PRO2,2,18/09/12,18,0.269,
PRO2,2,18/09/12,19,0.269,
PRO2,2,18/09/12,20,0.269,
PRO2,2,18/09/12,21,0.269,
PRO2,2,18/09/12,22,0.269,
PRO2,2,18/09/12,23,0.269,
PRO2,2,19/09/12,0,0.269,
PRO2,2,19/09/12,1,0.269,
PRO2,2,19/09/12,2,0.269,
PRO2,2,19/09/12,3,0.269,
PRO2,2,19/09/12,4,0.269,
PRO2,2,19/09/12,5,0.269,
PRO2,2,19/09/12,6,0.269,
PRO2,2,19/09/12,7,0.269,
PRO2,2,19/09/12,8,0.269,
PRO2,2,19/09/12,9,0.269,
PRO2,2,19/09/12,10,0.269,
PRO2,2,19/09/12,11,0.269,
PRO2,2,19/09/12,12,0.269,
PRO2,2,19/09/12,13,0.269,
PRO2,2,19/09/12,14,0.269,
PRO2,2,19/09/12,15,0.269,
PRO2,2,19/09/12,16,0.269,
PRO2,2,19/09/12,17,0.269,
PRO2,2,19/09/12,18,0.269,
PRO2,2,19/09/12,19,0.269,
PRO2,2,19/09/12,20,0.269,
PRO2,2,19/09/12,21,0.269,
PRO2,2,19/09/12,22,0.269,
PRO2,2,19/09/12,23,0.269,
PRO2,2,20/09/12,0,0.269,
PRO2,2,20/09/12,1,0.269,
PRO2,2,20/09/12,2,0.269,
PRO2,2,20/09/12,3,0.269,
PRO2,2,20/09/12,4,0.269,
PRO2,2,20/09/12,5,0.269,
PRO2,2,20/09/12,6,0.269,
PRO2,2,20/09/12,7,0.269,
PRO2,2,20/09/12,8,0.269,
PRO2,2,20/09/12,9,0.269,
PRO2,2,20/09/12,10,0.269,
PRO2,2,20/09/12,11,0.269,
PRO2,2,20/09/12,12,0.269,
PRO2,2,20/09/12,13,0.269,
PRO2,2,20/09/12,14,0.269,
PRO2,2,20/09/12,15,0.269,
PRO2,2,20/09/12,16,0.269,
PRO2,2,20/09/12,17,0.269,
PRO2,2,20/09/12,18,0.269,
PRO2,2,20/09/12,19,0.269,
PRO2,2,20/09/12,20,0.269,
PRO2,2,20/09/12,21,0.269,
PRO2,2,20/09/12,22,0.269,
PRO2,2,20/09/12,23,0.269,
PRO2,2,21/09/12,0,0.269,
PRO2,2,21/09/12,1,0.269,
PRO2,2,21/09/12,2,0.269,
PRO2,2,21/09/12,3,0.269,
PRO2,2,21/09/12,4,0.269,
PRO2,2,21/09/12,5,0.269,
PRO2,2,21/09/12,6,0.269,
PRO2,2,21/09/12,7,0.269,
PRO2,2,21/09/12,8,0.269,
PRO2,2,21/09/12,9,0.269,
PRO2,2,21/09/12,10,0.269,
PRO2,2,21/09/12,11,0.269,
PRO2,2,21/09/12,12,0.269,
PRO2,2,21/09/12,13,0.269,
PRO2,2,21/09/12,14,0.269,
PRO2,2,21/09/12,15,0.269,
PRO2,2,21/09/12,16,0.269,
PRO2,2,21/09/12,17,0.269,
PRO2,2,21/09/12,18,0.269,
PRO2,2,21/09/12,19,0.269,
PRO2,2,21/09/12,20,0.269,
PRO2,2,21/09/12,21,0.269,
PRO2,2,21/09/12,22,0.269,
PRO2,2,21/09/12,23,0.269,
PRO2,2,22/09/12,0,0.269,
PRO2,2,22/09/12,1,0.269,
PRO2,2,22/09/12,2,0.269,
PRO2,2,22/09/12,3,0.269,
PRO2,2,22/09/12,4,0.269,
PRO2,2,22/09/12,5,0.269,
PRO2,2,22/09/12,6,0.269,
PRO2,2,22/09/12,7,0.269,
PRO2,2,22/09/12,8,0.269,
PRO2,2,22/09/12,9,0.269,
PRO2,2,22/09/12,10,0.269,
PRO2,2,22/09/12,11,0.269,
PRO2,2,22/09/12,12,0.269,
PRO2,2,22/09/12,13,0.269,
PRO2,2,22/09/12,14,0.269,
PRO2,2,22/09/12,15,0.269,
PRO2,2,22/09/12,16,0.269,
PRO2,2,22/09/12,17,0.269,
PRO2,2,22/09/12,18,0.269,
PRO2,2,22/09/12,19,0.269,
PRO2,2,22/09/12,20,0.269,
PRO2,2,22/09/12,21,0.269,
PRO2,2,22/09/12,22,0.269,
PRO2,2,22/09/12,23,0.269,
PRO2,2,23/09/12,0,0.269,
PRO2,2,23/09/12,1,0.269,
PRO2,2,23/09/12,2,0.269,
PRO2,2,23/09/12,3,0.269,
PRO2,2,23/09/12,4,0.269,
PRO2,2,23/09/12,5,0.269,
PRO2,2,23/09/12,6,0.269,
PRO2,2,23/09/12,7,0.269,
PRO2,2,23/09/12,8,0.269,
PRO2,2,23/09/12,9,0.269,
PRO2,2,23/09/12,10,0.269,
PRO2,2,23/09/12,11,0.269,
PRO2,2,23/09/12,12,0.269,
PRO2,2,23/09/12,13,0.269,
PRO2,2,23/09/12,14,0.269,
PRO2,2,23/09/12,15,0.269,
PRO2,2,23/09/12,16,0.269,
PRO2,2,23/09/12,17,0.269,
PRO2,2,23/09/12,18,0.269,
PRO2,2,23/09/12,19,0.269,
PRO2,2,23/09/12,20,0.269,
PRO2,2,23/09/12,21,0.269,
PRO2,2,23/09/12,22,0.269,
PRO2,2,23/09/12,23,0.269,
PRO2,2,24/09/12,0,0.269,
PRO2,2,24/09/12,1,0.269,
PRO2,2,24/09/12,2,0.269,
PRO2,2,24/09/12,3,0.269,
PRO2,2,24/09/12,4,0.269,
PRO2,2,24/09/12,5,0.269,
PRO2,2,24/09/12,6,0.269,
PRO2,2,24/09/12,7,0.269,
PRO2,2,24/09/12,8,0.269,
PRO2,2,24/09/12,9,0.269,
PRO2,2,24/09/12,10,0.269,
PRO2,2,24/09/12,11,0.269,
PRO2,2,24/09/12,12,0.269,
PRO2,2,24/09/12,13,0.269,
PRO2,2,24/09/12,14,0.269,
PRO2,2,24/09/12,15,0.269,
PRO2,2,24/09/12,16,0.269,
PRO2,2,24/09/12,17,0.269,
PRO2,2,24/09/12,18,0.269,
PRO2,2,24/09/12,19,0.269,
PRO2,2,24/09/12,20,0.269,
PRO2,2,24/09/12,21,0.269,
PRO2,2,24/09/12,22,0.269,
PRO2,2,24/09/12,23,0.269,
PRO2,2,25/09/12,0,0.269,
PRO2,2,25/09/12,1,0.269,
PRO2,2,25/09/12,2,0.269,
PRO2,2,25/09/12,3,0.269,
PRO2,2,25/09/12,4,0.269,
PRO2,2,25/09/12,5,0.269,
PRO2,2,25/09/12,6,0.269,
PRO2,2,25/09/12,7,0.269,
PRO2,2,25/09/12,8,0.269,
PRO2,2,25/09/12,9,0.269,
PRO2,2,25/09/12,10,0.269,
PRO2,2,25/09/12,11,0.269,
PRO2,2,25/09/12,12,0.269,
PRO2,2,25/09/12,13,0.269,
PRO2,2,25/09/12,14,0.269,
PRO2,2,25/09/12,15,0.269,
PRO2,2,25/09/12,16,0.269,
PRO2,2,25/09/12,17,0.269,
PRO2,2,25/09/12,18,0.269,
PRO2,2,25/09/12,19,0.269,
PRO2,2,25/09/12,20,0.269,
PRO2,2,25/09/12,21,0.269,
PRO2,2,25/09/12,22,0.269,
PRO2,2,25/09/12,23,0.269,
PRO2,2,26/09/12,0,0.269,
PRO2,2,26/09/12,1,0.269,
PRO2,2,26/09/12,2,0.269,
PRO2,2,26/09/12,3,0.269,
PRO2,2,26/09/12,4,0.269,
PRO2,2,26/09/12,5,0.269,
PRO2,2,26/09/12,6,0.269,
PRO2,2,26/09/12,7,0.269,
PRO2,2,26/09/12,8,0.269,
PRO2,2,26/09/12,9,0.269,
PRO2,2,26/09/12,10,0.269,
PRO2,2,26/09/12,11,0.269,
PRO2,2,26/09/12,12,0.269,
PRO2,2,26/09/12,13,0.269,
PRO2,2,26/09/12,14,0.269,
PRO2,2,26/09/12,15,0.269,
PRO2,2,26/09/12,16,0.269,
PRO2,2,26/09/12,17,0.269,
PRO2,2,26/09/12,18,0.269,
PRO2,2,26/09/12,19,0.269,
PRO2,2,26/09/12,20,0.269,
PRO2,2,26/09/12,21,0.269,
PRO2,2,26/09/12,22,0.269,
PRO2,2,26/09/12,23,0.269,
PRO2,2,27/09/12,0,0.269,
PRO2,2,27/09/12,1,0.269,
PRO2,2,27/09/12,2,0.269,
PRO2,2,27/09/12,3,0.269,
PRO2,2,27/09/12,4,0.269,
PRO2,2,27/09/12,5,0.269,
PRO2,2,27/09/12,6,0.269,
PRO2,2,27/09/12,7,0.269,
PRO2,2,27/09/12,8,0.269,
PRO2,2,27/09/12,9,0.269,
PRO2,2,27/09/12,10,0.269,
PRO2,2,27/09/12,11,0.269,
PRO2,2,27/09/12,12,0.269,
PRO2,2,27/09/12,13,0.269,
PRO2,2,27/09/12,14,0.269,
PRO2,2,27/09/12,15,0.269,
PRO2,2,27/09/12,16,0.269,
PRO2,2,27/09/12,17,0.269,
PRO2,2,27/09/12,18,0.269,
PRO2,2,27/09/12,19,0.269,
PRO2,2,27/09/12,20,0.269,
PRO2,2,27/09/12,21,0.269,
PRO2,2,27/09/12,22,0.269,
PRO2,2,27/09/12,23,0.269,
PRO2,2,28/09/12,0,0.269,
PRO2,2,28/09/12,1,0.269,
PRO2,2,28/09/12,2,0.269,
PRO2,2,28/09/12,3,0.269,
PRO2,2,28/09/12,4,0.269,
PRO2,2,28/09/12,5,0.269,
PRO2,2,28/09/12,6,0.269,
PRO2,2,28/09/12,7,0.269,
PRO2,2,28/09/12,8,0.269,
PRO2,2,28/09/12,9,0.269,
PRO2,2,28/09/12,10,0.269,
PRO2,2,28/09/12,11,0.269,
PRO2,2,28/09/12,12,0.269,
PRO2,2,28/09/12,13,0.269,
PRO2,2,28/09/12,14,0.269,
PRO2,2,28/09/12,15,0.206,
PRO2,2,28/09/12,16,0.206,
PRO2,2,28/09/12,17,0.269,
PRO2,2,28/09/12,18,0.206,
PRO2,2,28/09/12,19,0.269,
PRO2,2,28/09/12,20,0.206,
PRO2,2,28/09/12,21,0.206,
PRO2,2,28/09/12,22,0.206,
PRO2,2,28/09/12,23,0.206,
PRO2,2,29/09/12,0,0.206,
PRO2,2,29/09/12,1,0.206,
PRO2,2,29/09/12,2,0.206,
PRO2,2,29/09/12,3,0.206,
PRO2,2,29/09/12,4,0.206,
PRO2,2,29/09/12,5,0.269,
PRO2,2,29/09/12,6,0.206,
PRO2,2,29/09/12,7,0.206,
PRO2,2,29/09/12,8,0.206,
PRO2,2,29/09/12,9,0.206,
PRO2,2,29/09/12,10,0.206,
PRO2,2,29/09/12,11,0.206,
PRO2,2,29/09/12,12,0.206,
PRO2,2,29/09/12,13,0.206,
PRO2,2,29/09/12,14,0.206,
PRO2,2,29/09/12,15,0.269,
PRO2,2,29/09/12,16,0.206,
PRO2,2,29/09/12,17,0.269,
PRO2,2,29/09/12,18,0.206,
PRO2,2,29/09/12,19,0.206,
PRO2,2,29/09/12,20,0.269,
PRO2,2,29/09/12,21,0.206,
PRO2,2,29/09/12,22,0.269,
PRO2,2,29/09/12,23,0.206,
PRO2,2,30/09/12,0,0.269,
PRO2,2,30/09/12,1,0.269,
PRO2,2,30/09/12,2,0.206,
PRO2,2,30/09/12,3,0.206,
PRO2,2,30/09/12,4,0.269,
PRO2,2,30/09/12,5,0.206,
PRO2,2,30/09/12,6,0.269,
PRO2,2,30/09/12,7,0.269,
PRO2,2,30/09/12,8,0.269,
PRO2,2,30/09/12,9,0.269,
PRO2,2,30/09/12,10,0.206,
PRO2,2,30/09/12,11,0.269,
PRO2,2,30/09/12,12,0.269,
PRO2,2,30/09/12,13,0.269,
PRO2,2,30/09/12,14,0.269,
PRO2,2,30/09/12,15,0.269,
PRO2,2,30/09/12,16,0.269,
PRO2,2,30/09/12,17,0.269,
PRO2,2,30/09/12,18,0.269,
PRO2,2,30/09/12,19,0.269,
PRO2,2,30/09/12,20,0.269,
PRO2,2,30/09/12,21,0.206,
PRO2,2,30/09/12,22,0.269,
PRO2,2,30/09/12,23,0.206,
PRO2,2,01/10/12,0,0.206,
PRO2,2,01/10/12,1,0.206,
PRO2,2,01/10/12,2,0.269,
PRO2,2,01/10/12,3,0.269,
PRO2,2,01/10/12,4,0.269,
PRO2,2,01/10/12,5,0.269,
PRO2,2,01/10/12,6,0.206,
PRO2,2,01/10/12,7,0.269,
PRO2,2,01/10/12,8,0.269,
PRO2,2,01/10/12,9,0.269,
PRO2,2,01/10/12,10,0.269,
PRO2,2,01/10/12,11,0.269,
PRO2,2,01/10/12,12,0.206,
PRO2,2,01/10/12,13,0.269,
PRO2,2,01/10/12,14,0.269,
PRO2,2,01/10/12,15,0.269,
PRO2,2,01/10/12,16,0.269,
PRO2,2,01/10/12,17,0.206,
PRO2,2,01/10/12,18,0.206,
PRO2,2,01/10/12,19,0.269,
PRO2,2,01/10/12,20,0.269,
PRO2,2,01/10/12,21,0.269,
PRO2,2,01/10/12,22,0.269,
PRO2,2,01/10/12,23,0.206,
PRO2,2,02/10/12,0,0.269,
PRO2,2,02/10/12,1,0.206,
PRO2,2,02/10/12,2,0.269,
PRO2,2,02/10/12,3,0.206,
PRO2,2,02/10/12,4,0.269,
PRO2,2,02/10/12,5,0.206,
PRO2,2,02/10/12,6,0.269,
PRO2,2,02/10/12,7,0.269,
PRO2,2,02/10/12,8,0.269,
PRO2,2,02/10/12,9,0.206,
PRO2,2,02/10/12,10,0.269,
PRO2,2,02/10/12,11,0.269,
PRO2,2,02/10/12,12,0.269,
PRO2,2,02/10/12,13,0.269,
PRO2,2,02/10/12,14,0.269,
PRO2,2,02/10/12,15,0.269,
PRO2,2,02/10/12,16,0.269,
PRO2,2,02/10/12,17,0.269,
PRO2,2,02/10/12,18,0.206,
PRO2,2,02/10/12,19,0.269,
PRO2,2,02/10/12,20,0.206,
PRO2,2,02/10/12,21,0.206,
PRO2,2,02/10/12,22,0.206,
PRO2,2,02/10/12,23,0.206,
PRO2,2,03/10/12,0,0.269,
PRO2,2,03/10/12,1,0.206,
PRO2,2,03/10/12,2,0.206,
PRO2,2,03/10/12,3,0.206,
PRO2,2,03/10/12,4,0.206,
PRO2,2,03/10/12,5,0.206,
PRO2,2,03/10/12,6,0.206,
PRO2,2,03/10/12,7,0.269,
PRO2,2,03/10/12,8,0.206,
PRO2,2,03/10/12,9,0.206,
PRO2,2,03/10/12,10,0.206,
PRO2,2,03/10/12,11,0.269,
PRO2,2,03/10/12,12,0.269,
PRO2,2,03/10/12,13,0.269,
PRO2,2,03/10/12,14,0.206,
PRO2,2,03/10/12,15,0.206,
PRO2,2,03/10/12,16,0.206,
PRO2,2,03/10/12,17,0.206,
PRO2,2,03/10/12,18,0.206,
PRO2,2,03/10/12,19,0.206,
PRO2,2,03/10/12,20,0.206,
PRO2,2,03/10/12,21,0.206,
PRO2,2,03/10/12,22,0.206,
PRO2,2,03/10/12,23,0.206,
PRO2,2,04/10/12,0,0.206,
PRO2,2,04/10/12,1,0.206,
PRO2,2,04/10/12,2,0.206,
PRO2,2,04/10/12,3,0.206,
PRO2,2,04/10/12,4,0.206,
PRO2,2,04/10/12,5,0.206,
PRO2,2,04/10/12,6,0.206,
PRO2,2,04/10/12,7,0.206,
PRO2,2,04/10/12,8,0.206,
PRO2,2,04/10/12,9,0.206,
PRO2,2,04/10/12,10,0.206,
PRO2,2,04/10/12,11,0.206,
PRO2,2,04/10/12,12,0.206,
PRO2,2,04/10/12,13,0.206,
PRO2,2,04/10/12,14,0.206,
PRO2,2,04/10/12,15,0.206,
PRO2,2,04/10/12,16,0.206,
PRO2,2,04/10/12,17,0.206,
PRO2,2,04/10/12,18,0.206,
PRO2,2,04/10/12,19,0.206,
PRO2,2,04/10/12,20,0.206,
PRO2,2,04/10/12,21,0.206,
PRO2,2,04/10/12,22,0.206,
PRO2,2,04/10/12,23,0.206,
PRO2,2,05/10/12,0,0.206,
PRO2,2,05/10/12,1,0.206,
PRO2,2,05/10/12,2,0.206,
PRO2,2,05/10/12,3,0.206,
PRO2,2,05/10/12,4,0.206,
PRO2,2,05/10/12,5,0.206,
PRO2,2,05/10/12,6,0.206,
PRO2,2,05/10/12,7,0.206,
PRO2,2,05/10/12,8,0.206,
