"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832569, SEN S/N: 9818209, LBL: Ambient)","RH, % (LGR S/N: 9832569, SEN S/N: 9818209)","Temp, °C (LGR S/N: 9832569, SEN S/N: 9824746, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832569, SEN S/N: 9833753, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832569, SEN S/N: 9833755, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832569, SEN S/N: 9818209)"
19/11/17,12:00:01,20.817,68.000,12.195,0.2530,0.2705,14.7
19/11/17,13:00:01,29.865,51.200,13.666,0.2523,0.2705,18.7
19/11/17,14:00:01,28.518,49.600,16.511,0.2509,0.2690,17.0
19/11/17,15:00:01,25.113,51.200,17.962,0.2494,0.2668,14.3
19/11/17,16:00:01,23.761,46.800,19.341,0.2487,0.2661,11.7
19/11/17,17:00:01,19.389,50.800,20.007,0.2472,0.2639,9.0
19/11/17,18:00:01,14.290,58.200,19.080,0.2465,0.2618,6.2
19/11/17,19:00:01,13.546,72.000,17.058,0.2465,0.2603,8.6
19/11/17,20:00:01,11.370,82.500,15.581,0.2458,0.2596,8.5
19/11/17,21:00:01,8.494,85.800,14.481,0.2451,0.2589,6.3
19/11/17,22:00:01,4.662,87.200,13.377,0.2443,0.2574,2.7
19/11/17,23:00:01,3.142,90.800,12.292,0.2443,0.2567,1.8
20/11/17,00:00:01,2.956,92.000,11.419,0.2436,0.2560,1.8
20/11/17,01:00:01,1.886,92.200,10.687,0.2436,0.2552,0.8
20/11/17,02:00:01,2.557,94.000,10.075,0.2429,0.2545,1.7
20/11/17,03:00:01,1.180,93.500,9.583,0.2429,0.2538,0.2
20/11/17,04:00:01,0.550,92.300,9.064,0.2422,0.2530,-0.6
20/11/17,05:00:01,0.522,93.500,8.593,0.2422,0.2530,-0.4
20/11/17,06:00:01,-0.479,92.100,8.145,0.2414,0.2523,-1.6
20/11/17,07:00:01,4.246,93.400,7.795,0.2414,0.2523,3.3
20/11/17,08:00:01,18.652,77.800,7.870,0.2422,0.2545,14.7
20/11/17,09:00:01,23.521,54.500,8.543,0.2422,0.2560,13.8
20/11/17,10:00:01,26.378,45.700,9.558,0.2414,0.2567,13.7
20/11/17,11:00:01,29.439,41.400,11.029,0.2414,0.2574,15.0
