"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832567, SEN S/N: 9818210, LBL: Ambient)","RH, % (LGR S/N: 9832567, SEN S/N: 9818210)","Temp, °C (LGR S/N: 9832567, SEN S/N: 9824742, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832567, SEN S/N: 9833751, LBL: 5cmBG)","DewPt, °C (LGR S/N: 9832567, SEN S/N: 9818210)"
19/11/17,11:00:01,18.295,64.600,14.553,0.1775,11.5
19/11/17,12:00:01,19.032,70.900,15.079,0.1906,13.7
19/11/17,13:00:01,24.847,60.200,19.032,0.1688,16.6
19/11/17,14:00:01,24.581,58.500,21.318,0.1550,15.9
19/11/17,15:00:01,21.390,56.600,20.555,0.1419,12.4
19/11/17,16:00:01,20.913,54.100,20.531,0.1325,11.3
19/11/17,17:00:01,18.271,56.400,17.915,0.1477,9.5
19/11/17,18:00:01,15.151,60.400,15.676,0.1506,7.6
19/11/17,19:00:01,13.858,73.300,13.786,0.1499,9.2
19/11/17,20:00:01,12.001,80.900,12.606,0.1485,8.8
19/11/17,21:00:01,9.879,84.000,11.565,0.1477,7.3
19/11/17,22:00:01,7.594,86.700,9.903,0.1267,5.5
19/11/17,23:00:01,5.796,88.800,8.767,0.1456,4.1
20/11/17,00:00:01,5.128,89.800,7.795,0.1477,3.6
20/11/17,01:00:01,4.220,90.600,7.041,0.1463,2.8
20/11/17,02:00:01,3.906,91.800,6.611,0.1456,2.7
20/11/17,03:00:01,2.983,91.800,5.924,0.1456,1.8
20/11/17,04:00:01,2.155,91.500,5.693,0.1448,0.9
20/11/17,05:00:01,1.724,91.300,5.282,0.1274,0.5
20/11/17,06:00:01,1.235,91.100,4.792,0.1274,-0.1
20/11/17,07:00:01,4.610,91.900,4.584,0.1448,3.4
20/11/17,08:00:01,15.366,85.800,8.020,0.1521,13.0
20/11/17,09:00:01,19.841,63.500,10.173,0.1521,12.7
20/11/17,10:00:01,23.472,52.900,12.122,0.1506,13.3
20/11/17,11:00:01,26.231,46.700,14.792,0.1390,13.9
