Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163, LBL: Rain)",,"Temp, ÁC (SEN S/N: 684639, LBL: Temp (10cm))","Temp, ÁC (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, ÁC (SEN S/N: 2279300, LBL: Temp (Surface))","Temp, ÁC (SEN S/N: 2429935, LBL: Ambient Temp)","RH, % (SEN S/N: 2429935, LBL: RH)","DewPt, ÁC (SEN S/N: 2429935)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
10/07/11,02:00:00,0,,1.48,1.153,0.522,-4.227,97.1,-4.6,1.2,6.85,11.8,,0.1382
10/07/11,03:00:00,0,,1.453,1.126,0.522,-4.348,97.1,-4.7,1.2,7.61,11.8,,0.1382
10/07/11,04:00:00,0,,1.48,1.153,0.522,-4.621,97,-5,1.2,6.47,12.18,,0.1382
10/07/11,05:00:00,0,,1.48,1.153,0.522,-4.743,96.9,-5.2,1.2,7.23,11.8,,0.1382
10/07/11,06:00:00,0,,1.453,1.153,0.522,-5.049,96.8,-5.5,1.2,6.85,11.42,,0.1378
10/07/11,07:00:00,0,,1.453,1.153,0.522,-5.202,96.7,-5.7,1.2,6.09,10.28,,0.1378
10/07/11,08:00:00,0,,1.453,1.126,0.522,-5.326,96.6,-5.8,18.7,4.95,10.28,,0.1378
10/07/11,09:00:00,0,,1.453,1.126,0.522,-4.987,96.7,-5.4,116.2,5.33,9.52,,0.1378
10/07/11,10:00:00,0,,1.48,1.126,0.522,-4.439,96.9,-4.9,191.2,4.95,8.76,,0.1378
10/07/11,11:00:00,0,,1.48,1.126,0.522,-3.836,97.1,-4.2,326.2,4.19,8.76,,0.1378
10/07/11,12:00:00,0,,1.453,1.126,0.522,-3.124,97.5,-3.5,623.7,3.81,8.38,,0.1378
10/07/11,13:00:00,0,,1.453,1.099,0.522,-2.392,97.8,-2.7,718.7,3.43,7.61,,0.1378
10/07/11,14:00:00,0,,1.453,1.099,0.522,-2.218,98,-2.5,621.2,4.95,13.32,,0.1378
10/07/11,15:00:00,0,,1.453,1.126,0.522,-2.16,98.1,-2.4,431.2,7.61,14.09,,0.1374
10/07/11,16:00:00,0,,1.453,1.099,0.522,-1.641,98.3,-1.9,243.7,6.85,14.85,,0.1374
10/07/11,17:00:00,0,,1.453,1.126,0.522,-1.356,98.6,-1.6,66.2,7.99,16.37,,0.1378
10/07/11,18:00:00,0,,1.453,1.126,0.522,-1.1,98.8,-1.3,1.2,7.61,14.85,,0.1374
10/07/11,19:00:00,0,,1.453,1.126,0.522,-0.845,99,-1,1.2,7.61,14.47,,0.1374
10/07/11,20:00:00,0,,1.453,1.126,0.522,-1.67,98.9,-1.8,1.2,7.23,15.61,,0.1374
10/07/11,21:00:00,0,,1.453,1.126,0.55,-3.153,98.2,-3.4,1.2,7.61,18.65,,0.1374
10/07/11,22:00:00,0,,1.453,1.153,0.55,-4.016,97.7,-4.3,1.2,6.85,12.56,,0.1374
10/07/11,23:00:00,0,,1.48,1.153,0.55,-4.621,97.3,-5,1.2,5.71,9.9,,0.1374
11/07/11,00:00:00,0,,1.48,1.153,0.55,-5.049,97.1,-5.4,1.2,3.81,8.76,,0.1374
11/07/11,01:00:00,0,,1.48,1.153,0.55,-5.698,96.8,-6.1,1.2,2.66,6.85,,0.1374
11/07/11,02:00:00,0,,1.48,1.18,0.577,-5.791,96.6,-6.3,1.2,2.66,6.85,,0.1374
11/07/11,03:00:00,0,,1.48,1.18,0.577,-5.791,96.5,-6.3,1.2,2.66,7.23,,0.1374
11/07/11,04:00:00,0,,1.48,1.18,0.55,-5.916,96.5,-6.4,1.2,2.66,6.85,,0.1374
11/07/11,05:00:00,0,,1.48,1.18,0.55,-5.698,96.5,-6.2,1.2,2.66,7.23,,0.1374
11/07/11,06:00:00,0,,1.48,1.153,0.522,-5.76,96.4,-6.3,1.2,2.28,6.09,,0.1374
11/07/11,07:00:00,0,,1.48,1.153,0.522,-5.823,96.4,-6.3,1.2,1.14,7.61,,0.1374
11/07/11,08:00:00,0,,1.48,1.153,0.495,-5.326,96.4,-5.8,33.7,2.28,6.47,,0.137
11/07/11,09:00:00,0,,1.48,1.126,0.495,-4.348,96.4,-4.8,386.2,3.43,8.76,,0.137
11/07/11,10:00:00,0,,1.453,1.126,0.467,-3.896,96.2,-4.4,728.7,3.43,8.76,,0.137
11/07/11,11:00:00,0.76,,1.453,1.099,0.439,-3.183,95.9,-3.8,978.7,3.43,7.61,,0.137
11/07/11,12:00:00,0.25,,1.453,1.099,0.439,-2.683,95.7,-3.3,1046.2,4.19,8.76,,0.137
11/07/11,13:00:00,0.25,,1.453,1.099,0.439,-2.247,95.2,-2.9,1163.7,3.05,7.61,,0.137
11/07/11,14:00:00,0,,1.453,1.071,0.439,-1.641,94.3,-2.4,1118.7,3.05,10.28,,0.137
11/07/11,15:00:00,0.25,,1.453,1.071,0.412,-1.527,96,-2.1,926.2,1.9,5.33,,0.137
11/07/11,16:00:00,0,,1.453,1.071,0.412,-1.699,97.4,-2.1,431.2,2.66,6.85,,0.137
11/07/11,17:00:00,0,,1.453,1.071,0.412,-2.247,97.9,-2.5,98.7,2.66,6.85,,0.137
11/07/11,18:00:00,0,,1.453,1.071,0.439,-2.218,98.1,-2.5,3.7,3.81,7.61,,0.1365
11/07/11,19:00:00,0,,1.425,1.071,0.439,-2.771,97.7,-3.1,1.2,4.57,8.38,,0.137
11/07/11,20:00:00,0,,1.425,1.071,0.439,-3.183,97.4,-3.5,1.2,3.81,8.76,,0.137
11/07/11,21:00:00,0,,1.425,1.099,0.439,-3.449,96.8,-3.9,1.2,3.43,8.76,,0.137
11/07/11,22:00:00,0,,1.425,1.099,0.439,-3.479,96.9,-3.9,1.2,3.81,7.99,,0.137
11/07/11,23:00:00,0,,1.425,1.099,0.439,-3.271,97.2,-3.7,1.2,4.57,11.04,,0.1365
12/07/11,00:00:00,0,,1.425,1.071,0.439,-3.153,97.9,-3.4,1.2,4.95,9.9,,0.1365
12/07/11,01:00:00,0,,1.425,1.071,0.439,-3.568,97.9,-3.9,1.2,4.95,11.04,,0.1365
12/07/11,02:00:00,0,,1.425,1.099,0.439,-3.836,97.5,-4.2,1.2,3.43,8.38,,0.1365
12/07/11,03:00:00,0,,1.425,1.071,0.439,-3.538,97.9,-3.8,1.2,5.33,10.66,,0.1365
12/07/11,04:00:00,0,,1.425,1.071,0.439,-3.986,97.8,-4.3,1.2,4.95,9.52,,0.1365
12/07/11,05:00:00,0,,1.425,1.071,0.439,-3.896,97.7,-4.2,1.2,4.57,9.14,,0.1365
12/07/11,06:00:00,0,,1.425,1.071,0.439,-4.59,97.2,-5,1.2,4.19,7.23,,0.1365
12/07/11,07:00:00,0,,1.425,1.071,0.412,-4.834,92.7,-5.8,1.2,4.95,9.52,,0.1365
12/07/11,08:00:00,0,,1.425,1.071,0.412,-4.773,95.3,-5.4,36.2,5.33,11.8,,0.1365
12/07/11,09:00:00,0,,1.425,1.071,0.412,-4.076,96.3,-4.6,296.2,6.09,12.18,,0.1365
12/07/11,10:00:00,0,,1.425,1.071,0.412,-3.33,96.1,-3.9,731.2,6.09,11.42,,0.1361
12/07/11,11:00:00,0,,1.425,1.044,0.412,-3.153,97,-3.6,768.7,6.47,12.56,,0.1361
12/07/11,12:00:00,0,,1.398,1.044,0.412,-2.976,97.3,-3.4,761.2,7.61,12.94,,0.1361
12/07/11,13:00:00,0,,1.398,1.044,0.412,-2.712,97.5,-3.1,818.7,8.38,14.09,,0.1361
12/07/11,14:00:00,0.25,,1.425,1.044,0.412,-2.537,97.7,-2.9,676.2,8.76,15.61,,0.1361
12/07/11,15:00:00,0,,1.398,1.044,0.412,-2.566,97.9,-2.9,483.7,7.99,13.7,,0.1361
12/07/11,16:00:00,0,,1.398,1.044,0.412,-2.683,98.1,-3,321.2,7.61,13.32,,0.1361
12/07/11,17:00:00,0,,1.398,1.044,0.412,-2.947,98.1,-3.2,101.2,6.09,12.56,,0.1361
12/07/11,18:00:00,0,,1.398,1.071,0.439,-3.183,98.1,-3.4,1.2,6.09,11.42,,0.1361
12/07/11,19:00:00,0,,1.398,1.071,0.439,-3.242,97.9,-3.5,1.2,6.85,12.56,,0.1361
12/07/11,20:00:00,0,,1.425,1.071,0.439,-3.035,98,-3.3,1.2,6.85,13.7,,0.1361
12/07/11,21:00:00,0,,1.398,1.071,0.439,-3.035,98.1,-3.3,1.2,7.61,13.7,,0.1361
12/07/11,22:00:00,0,,1.398,1.071,0.439,-2.918,98.1,-3.2,1.2,7.23,12.94,,0.1361
12/07/11,23:00:00,0,,1.398,1.071,0.439,-3.212,97.9,-3.5,1.2,7.23,12.94,,0.1361
13/07/11,00:00:00,0,,1.398,1.071,0.467,-3.065,98.1,-3.3,1.2,7.99,14.85,,0.1357
13/07/11,01:00:00,0,,1.398,1.071,0.467,-2.888,98.1,-3.2,1.2,8.76,14.85,,0.1357
13/07/11,02:00:00,0,,1.398,1.071,0.467,-2.976,98.2,-3.2,1.2,7.99,13.7,,0.1357
13/07/11,03:00:00,0,,1.398,1.071,0.467,-3.094,98.1,-3.4,1.2,7.23,12.56,,0.1357
13/07/11,04:00:00,0,,1.398,1.071,0.467,-2.918,98.2,-3.2,1.2,6.85,13.7,,0.1357
13/07/11,05:00:00,0,,1.425,1.071,0.467,-2.8,98.2,-3.1,1.2,7.23,12.94,,0.1357
13/07/11,06:00:00,0.25,,1.398,1.071,0.467,-2.918,98.3,-3.2,1.2,7.23,12.18,,0.1357
13/07/11,07:00:00,0.76,,1.425,1.071,0.467,-2.976,98.2,-3.2,1.2,7.61,13.32,,0.1357
13/07/11,08:00:00,0,,1.398,1.071,0.467,-3.006,98.1,-3.3,21.2,7.23,11.8,,0.1357
13/07/11,09:00:00,0,,1.425,1.071,0.495,-2.392,98.4,-2.6,116.2,6.09,10.28,,0.1357
13/07/11,10:00:00,0,,1.425,1.071,0.495,-1.871,98.5,-2.1,376.2,5.71,9.52,,0.1357
13/07/11,11:00:00,0,,1.425,1.071,0.495,-1.498,98.7,-1.7,603.7,4.57,8.76,,0.1357
13/07/11,12:00:00,0,,1.425,1.071,0.495,-1.157,98.8,-1.3,796.2,4.19,9.14,,0.1357
13/07/11,13:00:00,0,,1.425,1.071,0.495,-1.185,98.9,-1.3,593.7,0.38,6.09,,0.1353
13/07/11,14:00:00,0,,1.425,1.071,0.522,-1.185,98.9,-1.3,611.2,0,0,,0.1353
13/07/11,15:00:00,0,,1.425,1.071,0.522,-1.242,98.9,-1.4,496.2,0,0,,0.1353
13/07/11,16:00:00,0,,1.425,1.099,0.522,-1.47,98.8,-1.6,268.7,0,0,,0.1353
13/07/11,17:00:00,0,,1.425,1.099,0.55,-2.508,98,-2.8,96.2,0,0,,0.1353
13/07/11,18:00:00,0,,1.425,1.099,0.55,-2.625,98.1,-2.9,3.7,0,0,,0.1353
13/07/11,19:00:00,0,,1.425,1.126,0.55,-2.566,98.3,-2.8,1.2,0,0,,0.1353
13/07/11,20:00:00,0,,1.425,1.126,0.55,-2.859,97.8,-3.2,1.2,0,0,,0.1353
13/07/11,21:00:00,0,,1.425,1.126,0.55,-3.271,97.6,-3.6,1.2,0,0,,0.1353
13/07/11,22:00:00,0,,1.453,1.126,0.55,-3.33,97.4,-3.7,1.2,0,0,,0.1353
13/07/11,23:00:00,0,,1.425,1.126,0.55,-3.926,96,-4.5,1.2,0,0,,0.1353
14/07/11,00:00:00,0,,1.453,1.126,0.55,-3.896,95.2,-4.6,1.2,0,0,,0.1353
14/07/11,01:00:00,0,,1.453,1.126,0.577,-4.106,95,-4.8,1.2,0,0,,0.1353
14/07/11,02:00:00,0,,1.453,1.153,0.577,-4.59,95.9,-5.2,1.2,0,0,,0.1353
14/07/11,03:00:00,0,,1.453,1.153,0.577,-4.621,94.9,-5.3,1.2,0,0,,0.1353
14/07/11,04:00:00,0,,1.453,1.153,0.577,-4.53,96,-5.1,1.2,0,0,,0.1353
14/07/11,05:00:00,0,,1.453,1.153,0.577,-4.408,96.2,-4.9,1.2,0,0,,0.1353
14/07/11,06:00:00,0,,1.453,1.153,0.55,-4.227,96.2,-4.8,1.2,0,0,,0.1353
14/07/11,07:00:00,0,,1.453,1.153,0.55,-4.499,96.1,-5,1.2,0,0,,0.1353
14/07/11,08:00:00,0,,1.453,1.153,0.55,-4.257,96.1,-4.8,33.7,0,0,,0.1353
14/07/11,09:00:00,0,,1.453,1.126,0.55,-3.747,96.7,-4.2,323.7,0,0,,0.1348
14/07/11,10:00:00,0,,1.453,1.126,0.55,-3.926,95.9,-4.5,768.7,0,0,,0.1348
14/07/11,11:00:00,0,,1.453,1.126,0.55,-3.419,94,-4.3,1001.2,0,0,,0.1348
14/07/11,12:00:00,0.76,,1.453,1.126,0.55,-2.947,94.3,-3.7,1061.2,0,0,,0.1348
14/07/11,13:00:00,0.25,,1.453,1.126,0.55,-2.859,91.3,-4.1,1138.7,0,0,,0.1348
14/07/11,14:00:00,0,,1.453,1.126,0.55,-2.918,89.7,-4.4,1086.2,0,0,,0.1348
14/07/11,15:00:00,0,,1.453,1.126,0.55,-2.947,90.9,-4.2,913.7,0,0,,0.1348
14/07/11,16:00:00,0,,1.453,1.153,0.577,-2.947,88.1,-4.6,603.7,0,0,,0.1348
14/07/11,17:00:00,0,,1.453,1.153,0.577,-4.016,87.9,-5.7,218.7,0,0,,0.1348
14/07/11,18:00:00,0,,1.453,1.153,0.577,-4.469,92.4,-5.5,3.7,0,0,,0.1348
14/07/11,19:00:00,0,,1.453,1.153,0.577,-4.987,95.3,-5.6,1.2,0,0,,0.1348
14/07/11,20:00:00,0,,1.453,1.153,0.577,-4.621,96.3,-5.1,1.2,0,0,,0.1348
14/07/11,21:00:00,0,,1.453,1.153,0.577,-4.137,97.2,-4.5,1.2,0,0,,0.1348
14/07/11,22:00:00,0,,1.453,1.153,0.577,-4.378,97.2,-4.8,1.2,0,0,,0.1348
14/07/11,23:00:00,0,,1.453,1.153,0.55,-4.59,97,-5,1.2,0,0,,0.1348
15/07/11,00:00:00,0,,1.453,1.153,0.55,-5.079,96.9,-5.5,1.2,0,0,,0.1344
15/07/11,01:00:00,0,,1.453,1.153,0.55,-5.574,96.7,-6,1.2,0,0,,0.1344
15/07/11,02:00:00,0,,1.453,1.153,0.55,-6.073,96.5,-6.6,1.2,0,0,,0.1344
15/07/11,03:00:00,0,,1.453,1.153,0.55,-6.136,96.3,-6.6,1.2,0,0,,0.1344
15/07/11,04:00:00,0,,1.453,1.153,0.55,-5.916,92.5,-6.9,1.2,0,0,,0.1344
15/07/11,05:00:00,0,,1.453,1.153,0.522,-4.712,85.9,-6.7,1.2,0,0,,0.1344
15/07/11,06:00:00,0,,1.453,1.153,0.522,-5.11,64.6,-10.7,1.2,0,0,,0.1344
15/07/11,07:00:00,0,,1.453,1.153,0.522,-4.651,45.1,-14.7,1.2,0,0,,0.1344
15/07/11,08:00:00,0,,1.453,1.153,0.522,-3.717,35.4,-16.8,31.2,0,0,,0.1344
15/07/11,09:00:00,0,,1.453,1.126,0.495,-1.299,29.6,-16.8,368.7,0,0,,0.1344
15/07/11,10:00:00,0,,1.453,1.099,0.495,-1.157,29.8,-16.6,723.7,0,1.14,,0.1344
15/07/11,11:00:00,0,,1.453,1.099,0.467,-1.071,32.7,-15.4,988.7,0.76,3.43,,0.1344
15/07/11,12:00:00,0,,1.453,1.099,0.467,-0.143,33.1,-14.4,1156.2,2.28,4.95,,0.1344
15/07/11,13:00:00,0,,1.453,1.071,0.439,0.163,31.8,-14.6,1206.2,2.28,4.95,,0.1344
15/07/11,14:00:00,0.25,,1.425,1.071,0.439,0.825,33.4,-13.5,1123.7,3.05,5.71,,0.1344
15/07/11,15:00:00,1.02,,1.425,1.044,0.412,1.534,33.5,-12.8,918.7,1.52,4.57,,0.1344
15/07/11,16:00:00,0.51,,1.425,1.044,0.412,0.163,37.1,-12.8,608.7,0.76,2.66,,0.1344
15/07/11,17:00:00,0,,1.425,1.044,0.412,-2.16,43.7,-12.8,221.2,1.14,2.66,,0.134
15/07/11,18:00:00,0,,1.398,1.044,0.384,-0.451,46.7,-10.5,3.7,0.76,3.05,,0.1344
15/07/11,19:00:00,0,,1.425,1.044,0.384,-0.227,28.5,-16.3,1.2,0.38,2.66,,0.1344
15/07/11,20:00:00,0,,1.398,1.044,0.384,1.697,26,-15.7,1.2,0,1.52,,0.1344
15/07/11,21:00:00,0,,1.398,1.017,0.356,0.329,19.1,-20.5,1.2,0,1.14,,0.134
15/07/11,22:00:00,0,,1.398,1.044,0.356,-2.218,29,-17.8,1.2,0,0.76,,0.134
15/07/11,23:00:00,0,,1.398,1.044,0.356,-1.213,29.9,-16.6,1.2,0.38,1.9,,0.134
16/07/11,00:00:00,0,,1.398,1.044,0.356,1.967,24.5,-16.2,1.2,1.14,3.43,,0.134
16/07/11,01:00:00,0,,1.371,1.017,0.329,-3.568,41.6,-14.7,1.2,1.52,4.57,,0.134
16/07/11,02:00:00,0,,1.371,1.017,0.329,-4.106,80.9,-6.9,1.2,3.81,7.61,,0.134
16/07/11,03:00:00,0,,1.371,0.989,0.301,-2.947,88,-4.7,1.2,5.71,11.8,,0.134
16/07/11,04:00:00,0,,1.371,0.962,0.273,-2.947,92.1,-4.1,1.2,8.76,12.94,,0.134
16/07/11,05:00:00,0,,1.344,0.962,0.273,-2.742,93,-3.7,1.2,8.38,11.8,,0.134
16/07/11,06:00:00,0,,1.344,0.934,0.246,-2.218,92.5,-3.3,1.2,3.81,6.85,,0.134
16/07/11,07:00:00,0,,1.344,0.934,0.246,-1.756,94.6,-2.5,1.2,3.05,7.61,,0.134
16/07/11,08:00:00,0,,1.344,0.907,0.218,-1.327,96.2,-1.9,38.7,4.19,8.76,,0.134
16/07/11,09:00:00,0,,1.317,0.88,0.218,-0.873,96.8,-1.3,328.7,4.19,9.14,,0.134
16/07/11,10:00:00,0,,1.317,0.88,0.218,-0.62,94.2,-1.4,531.2,3.05,6.47,,0.134
16/07/11,11:00:00,0.25,,1.317,0.88,0.218,1.071,92,-0.1,746.2,2.66,5.33,,0.134
16/07/11,12:00:00,2.29,,1.289,0.852,0.218,0.329,89.7,-1.2,1248.7,4.57,7.99,,0.134
16/07/11,13:00:00,0.76,,1.289,0.852,0.218,-0.004,91.7,-1.2,1006.2,4.57,8.38,,0.134
16/07/11,14:00:00,1.02,,1.289,0.852,0.218,0.079,89.1,-1.5,1028.7,3.81,6.85,,0.1336
16/07/11,15:00:00,0.25,,1.289,0.852,0.218,0.107,88.3,-1.6,846.2,3.81,7.99,,0.1336
16/07/11,16:00:00,0.25,,1.289,0.88,0.218,-0.704,87.4,-2.5,308.7,4.19,7.61,,0.1336
16/07/11,17:00:00,0,,1.289,0.88,0.218,-1.015,90.6,-2.4,133.7,3.81,7.61,,0.1336
16/07/11,18:00:00,0,,1.289,0.88,0.218,-0.845,85.6,-3,1.2,6.09,9.52,,0.1336
16/07/11,19:00:00,0,,1.289,0.88,0.246,-0.507,80.6,-3.4,1.2,6.85,11.04,,0.1336
16/07/11,20:00:00,0,,1.289,0.907,0.246,-0.367,82.3,-3,1.2,7.23,10.66,,0.1336
16/07/11,21:00:00,0,,1.289,0.907,0.246,-0.479,86,-2.5,1.2,7.61,12.18,,0.1336
16/07/11,22:00:00,0,,1.289,0.907,0.246,-0.704,85.4,-2.8,1.2,6.09,10.66,,0.1336
16/07/11,23:00:00,0,,1.289,0.907,0.246,-0.789,88.3,-2.5,1.2,4.19,7.99,,0.1331
17/07/11,00:00:00,0,,1.289,0.907,0.246,-1.584,91.1,-2.9,1.2,4.19,7.99,,0.1336
17/07/11,01:00:00,0,,1.289,0.907,0.273,-1.213,94,-2.1,1.2,4.57,7.61,,0.1336
17/07/11,02:00:00,0,,1.289,0.907,0.273,-0.676,95.1,-1.4,1.2,6.85,12.18,,0.1336
17/07/11,03:00:00,0,,1.289,0.907,0.273,-1.015,96.6,-1.5,1.2,7.99,13.32,,0.1336
17/07/11,04:00:00,0,,1.289,0.907,0.273,-1.213,97.3,-1.6,1.2,6.85,12.18,,0.1336
17/07/11,05:00:00,0,,1.289,0.907,0.273,-1.128,97.8,-1.4,1.2,5.71,9.9,,0.1331
17/07/11,06:00:00,0,,1.289,0.934,0.273,-1.1,98.2,-1.4,1.2,5.71,9.14,,0.1331
17/07/11,07:00:00,0,,1.289,0.907,0.273,-1.1,98.3,-1.3,1.2,5.33,9.14,,0.1331
17/07/11,08:00:00,0,,1.289,0.934,0.301,-0.817,98.4,-1,28.7,7.61,13.32,,0.1331
17/07/11,09:00:00,0,,1.289,0.907,0.301,-0.199,98.6,-0.4,246.2,9.52,14.85,,0.1331
17/07/11,10:00:00,0,,1.289,0.907,0.301,-0.227,98.7,-0.4,381.2,8.38,13.7,,0.1331
17/07/11,11:00:00,0,,1.289,0.934,0.301,-0.116,98.8,-0.3,431.2,5.71,10.28,,0.1331
17/07/11,12:00:00,0,,1.289,0.934,0.329,-0.06,98.9,-0.2,408.7,5.33,9.14,,0.1331
17/07/11,13:00:00,0.25,,1.289,0.934,0.329,0.024,99,-0.1,486.2,5.71,10.28,,0.1331
17/07/11,14:00:00,0.51,,1.289,0.934,0.329,0.163,99,0,493.7,6.09,10.28,,0.1331
17/07/11,15:00:00,0.51,,1.289,0.934,0.329,0.439,99.1,0.3,378.7,5.71,9.9,,0.1331
17/07/11,16:00:00,0.76,,1.289,0.934,0.356,0.522,99.1,0.4,238.7,6.47,11.42,,0.1331
17/07/11,17:00:00,0.76,,1.289,0.934,0.356,0.495,99.1,0.4,68.7,6.85,11.42,,0.1331
17/07/11,18:00:00,1.02,,1.289,0.934,0.356,0.439,99.2,0.3,1.2,6.85,11.42,,0.1331
17/07/11,19:00:00,0,,1.289,0.934,0.356,0.632,99.3,0.5,1.2,7.61,12.94,,0.1336
17/07/11,20:00:00,1.02,,1.289,0.962,0.384,0.605,99.3,0.5,1.2,7.61,12.56,,0.1353
17/07/11,21:00:00,0,,1.289,0.962,0.384,0.495,99.3,0.4,1.2,7.61,12.56,,0.1386
17/07/11,22:00:00,0.76,,1.289,0.962,0.384,0.632,99.4,0.5,1.2,7.99,13.32,,0.1425
17/07/11,23:00:00,0.51,,1.289,0.962,0.412,0.55,99.4,0.5,1.2,7.99,13.7,,0.1463
18/07/11,00:00:00,0.51,,1.289,0.962,0.412,0.55,99.4,0.5,1.2,7.61,12.56,,0.1493
18/07/11,01:00:00,1.27,,1.289,0.962,0.412,0.467,99.4,0.4,1.2,8.76,14.47,,0.1514
18/07/11,02:00:00,1.02,,1.289,0.962,0.439,-0.227,99.4,-0.3,1.2,8.38,13.32,,0.1531
18/07/11,03:00:00,0,,1.289,0.989,0.439,-0.845,99.3,-0.9,1.2,5.33,10.28,,0.1543
18/07/11,04:00:00,0,,1.317,0.989,0.439,-1.185,99.2,-1.3,1.2,3.43,6.47,,0.1539
18/07/11,05:00:00,0,,1.317,0.989,0.439,-0.732,99.1,-0.9,1.2,4.19,7.61,,0.1531
18/07/11,06:00:00,0,,1.317,1.017,0.467,-0.817,99.2,-0.9,1.2,3.81,7.23,,0.1522
18/07/11,07:00:00,0,,1.317,1.017,0.467,-0.507,99.2,-0.6,1.2,3.81,10.66,,0.1518
18/07/11,08:00:00,0,,1.317,1.017,0.467,-0.591,99.3,-0.7,41.2,5.33,9.14,,0.151
18/07/11,09:00:00,0,,1.317,1.017,0.467,-1.527,99.1,-1.7,148.7,0.38,6.47,,0.1505
18/07/11,10:00:00,0,,1.317,1.017,0.467,-1.356,99,-1.5,388.7,0,0,,0.1501
18/07/11,11:00:00,0,,1.317,1.017,0.495,-1.327,98.9,-1.5,486.2,0,0,,0.1497
18/07/11,12:00:00,0.51,,1.344,1.017,0.495,-1.413,98.9,-1.6,916.2,0,0,,0.1493
18/07/11,13:00:00,0,,1.344,1.044,0.495,-1.641,98.7,-1.8,611.2,0,0,,0.1488
18/07/11,14:00:00,0.76,,1.344,1.044,0.495,-2.073,98.6,-2.3,771.2,0,0,,0.1484
18/07/11,15:00:00,0.25,,1.344,1.044,0.495,-2.218,98.5,-2.4,493.7,0,0,,0.1484
18/07/11,16:00:00,0,,1.344,1.044,0.495,-2.683,98.2,-2.9,276.2,0,0,,0.148
18/07/11,17:00:00,0,,1.344,1.071,0.495,-3.598,98,-3.9,113.7,0,0,,0.1476
18/07/11,18:00:00,0,,1.344,1.071,0.495,-4.106,97.6,-4.4,3.7,0,0,,0.1476
18/07/11,19:00:00,0,,1.344,1.071,0.495,-4.682,97.3,-5.1,1.2,0,0,,0.1471
18/07/11,20:00:00,0,,1.344,1.099,0.522,-4.56,97.2,-4.9,1.2,0,0,,0.1471
18/07/11,21:00:00,0,,1.371,1.071,0.522,-4.957,97.2,-5.3,1.2,0,0,,0.1467
18/07/11,22:00:00,0,,1.344,1.099,0.522,-3.926,97.4,-4.3,1.2,0,0,,0.1471
18/07/11,23:00:00,0,,1.344,1.071,0.522,-2.8,97.9,-3.1,1.2,0,0,,0.1463
19/07/11,00:00:00,0,,1.371,1.071,0.522,-2.45,98.2,-2.7,1.2,0,0,,0.1463
19/07/11,01:00:00,0,,1.371,1.071,0.522,-1.929,98.5,-2.1,1.2,0,0,,0.1459
19/07/11,02:00:00,0,,1.371,1.071,0.522,-1.299,98.8,-1.5,1.2,0,0,,0.1459
19/07/11,03:00:00,0,,1.371,1.071,0.522,-1.071,99,-1.2,1.2,0,0,,0.1459
19/07/11,04:00:00,0,,1.371,1.071,0.522,-0.902,99.1,-1,1.2,0,0,,0.1454
19/07/11,05:00:00,0,,1.371,1.071,0.522,-0.732,99.2,-0.8,1.2,0,0,,0.1454
19/07/11,06:00:00,0,,1.371,1.071,0.522,-0.479,99.3,-0.6,1.2,0,0,,0.1454
19/07/11,07:00:00,0,,1.371,1.071,0.522,-0.395,99.4,-0.5,1.2,0,0,,0.145
19/07/11,08:00:00,0,,1.371,1.071,0.522,-0.255,99.5,-0.3,21.2,0,0,,0.145
19/07/11,09:00:00,0,,1.371,1.071,0.55,-0.143,99.6,-0.2,143.7,0,0,,0.145
19/07/11,10:00:00,0,,1.371,1.071,0.55,-0.088,99.6,-0.1,413.7,5.33,19.03,,0.1446
19/07/11,11:00:00,0,,1.371,1.071,0.55,-0.088,99.5,-0.2,498.7,11.8,19.03,,0.1446
19/07/11,12:00:00,0.76,,1.371,1.071,0.55,-0.06,99.6,-0.1,513.7,10.66,17.51,,0.1446
19/07/11,13:00:00,3.81,,1.371,1.071,0.55,-0.004,99.7,-0.1,773.7,10.28,18.27,,0.1446
19/07/11,14:00:00,2.79,,1.398,1.071,0.55,0.66,99.7,0.6,726.2,10.66,18.65,,0.1442
19/07/11,15:00:00,1.27,,1.398,1.071,0.55,0.797,99.7,0.8,511.2,10.28,17.51,,0.1442
19/07/11,16:00:00,0.51,,1.398,1.071,0.55,0.962,99.7,0.9,306.2,11.42,19.03,,0.1442
19/07/11,17:00:00,0.25,,1.398,1.071,0.55,1.153,99.7,1.1,111.2,10.28,18.27,,0.1446
19/07/11,18:00:00,0.25,,1.398,1.071,0.55,1.153,99.7,1.1,3.7,10.28,19.03,,0.1476
19/07/11,19:00:00,0.25,,1.398,1.071,0.522,1.235,99.7,1.2,1.2,9.52,16.75,,0.151
19/07/11,20:00:00,0.51,,1.398,1.099,0.495,0.825,99.8,0.8,1.2,11.42,21.32,,0.1543
19/07/11,21:00:00,0,,1.398,1.071,0.467,0.77,99.8,0.7,1.2,11.04,19.8,,0.1569
19/07/11,22:00:00,0.51,,1.398,1.099,0.495,0.907,99.8,0.9,1.2,12.18,20.94,,0.1582
