Date,"Time, GMT+10:00","Rain, mm (SEN S/N: 668163, LBL: Rain)",,"Temp, ÁC (SEN S/N: 684639, LBL: Temp (10cm))","Temp, ÁC (SEN S/N: 9824744, LBL: Temp (5cm))","Temp, ÁC (SEN S/N: 2279300, LBL: Temp (Surface))","Temp, ÁC (SEN S/N: 2429935, LBL: Ambient Temp)","RH, % (SEN S/N: 2429935, LBL: RH)","DewPt, ÁC (SEN S/N: 2429935)","PAR, uE (SEN S/N: 700672)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)",,"Water Content, m?/m? (SEN S/N: 2282783)"
26/05/11,13:00:00,0,,3.854,6.102,9.336,4.766,85.5,2.5,1171.2,1.9,4.57,,0.1386
26/05/11,14:00:00,0,,4.011,5.539,9.213,4.48,85.3,2.2,1113.7,2.66,5.33,,0.1382
26/05/11,15:00:00,0,,4.115,5.205,8.17,2.45,90.3,1,861.2,3.05,6.85,,0.1386
26/05/11,16:00:00,0,,4.194,4.973,6.102,0.825,96.9,0.4,123.7,3.43,6.47,,0.1391
26/05/11,17:00:00,0,,4.246,4.61,4.688,0.163,98.4,-0.1,31.2,1.9,6.09,,0.1391
26/05/11,18:00:00,0,,4.22,4.298,3.906,0.107,98.8,-0.1,1.2,0.76,3.05,,0.1391
26/05/11,19:00:00,0,,4.194,4.037,3.433,-0.227,99,-0.4,1.2,0.76,3.43,,0.1391
26/05/11,20:00:00,0,,4.141,3.854,3.089,-0.227,98.4,-0.5,1.2,0.76,3.43,,0.1391
26/05/11,21:00:00,0,,4.089,3.696,2.823,-0.395,97.9,-0.7,1.2,0.38,3.05,,0.1391
26/05/11,22:00:00,0,,4.037,3.538,2.37,-0.902,98.4,-1.1,1.2,0,3.05,,0.1391
26/05/11,23:00:00,0,,3.985,3.327,1.94,-0.93,96,-1.5,1.2,0.38,4.57,,0.1391
27/05/11,00:00:00,0,,3.906,3.116,1.751,-0.873,97.4,-1.2,1.2,0,0.38,,0.1391
27/05/11,01:00:00,0,,3.801,2.956,1.615,-1.27,96.6,-1.7,1.2,0,0,,0.1391
27/05/11,02:00:00,0,,3.722,2.823,1.289,-1.958,96.8,-2.4,1.2,0,0,,0.1391
27/05/11,03:00:00,0,,3.643,2.637,1.017,-1.814,96.8,-2.3,1.2,0,0,,0.1391
27/05/11,04:00:00,0,,3.564,2.477,0.852,-1.413,94.7,-2.2,1.2,0,0,,0.1391
27/05/11,05:00:00,0,,3.459,2.343,0.687,-1.213,86.2,-3.2,1.2,0.38,6.47,,0.1395
27/05/11,06:00:00,0,,3.38,2.209,0.577,-0.958,92.5,-2,1.2,4.19,7.99,,0.1391
27/05/11,07:00:00,0,,3.301,2.128,0.495,-0.845,90.1,-2.3,1.2,3.81,6.47,,0.1391
27/05/11,08:00:00,0,,3.221,2.047,0.439,0.107,84.5,-2.2,56.2,3.43,6.85,,0.1391
27/05/11,09:00:00,0,,3.168,1.994,0.467,0.742,82,-2,458.7,3.43,5.71,,0.1391
27/05/11,10:00:00,0,,3.116,1.94,0.605,2.77,79.3,-0.5,771.2,3.05,6.09,,0.1386
27/05/11,11:00:00,0,,3.063,1.967,2.423,3.749,76.9,0.1,1003.7,3.05,5.71,,0.1382
27/05/11,12:00:00,0,,3.063,2.316,6.23,3.958,82.9,1.3,1056.2,2.66,5.71,,0.1378
27/05/11,13:00:00,0,,3.195,3.063,7.92,4.272,83.4,1.7,1158.7,1.9,6.09,,0.1378
27/05/11,14:00:00,0,,3.433,3.801,8.419,3.538,84.9,1.2,846.2,2.66,5.33,,0.1374
27/05/11,15:00:00,0,,3.67,4.298,8.245,3.67,83.8,1.2,811.2,2.28,4.95,,0.1374
27/05/11,16:00:00,0,,3.932,4.532,6.788,2.289,92.9,1.3,153.7,0.76,3.05,,0.1374
27/05/11,17:00:00,0,,4.089,4.532,5.488,1.94,97.1,1.5,33.7,0.38,2.28,,0.1374
27/05/11,18:00:00,0,,4.194,4.35,3.932,0.934,93.3,0,1.2,1.52,3.81,,0.1374
27/05/11,19:00:00,0,,4.194,3.932,2.53,0.55,93.7,-0.4,1.2,1.9,4.19,,0.1374
27/05/11,20:00:00,0,,4.115,3.485,1.994,0.797,93.9,-0.1,1.2,2.28,4.57,,0.1374
27/05/11,21:00:00,0,,4.011,3.248,2.074,0.825,93.5,-0.1,1.2,1.52,3.43,,0.1374
27/05/11,22:00:00,0,,3.932,3.195,2.047,0.66,91.2,-0.6,1.2,1.14,3.05,,0.1374
27/05/11,23:00:00,0,,3.88,3.142,1.94,0.715,91.9,-0.5,1.2,0.38,2.28,,0.1374
28/05/11,00:00:00,0,,3.854,3.089,2.101,0.687,92.4,-0.4,1.2,0,1.52,,0.1374
28/05/11,01:00:00,0,,3.801,3.116,2.128,0.051,93.3,-0.9,1.2,0,2.28,,0.137
28/05/11,02:00:00,0,,3.775,3.063,1.344,-0.789,92.5,-1.9,1.2,0,1.9,,0.137
28/05/11,03:00:00,0,,3.722,2.77,0.934,-0.451,92.3,-1.6,1.2,1.9,3.81,,0.1374
28/05/11,04:00:00,0,,3.617,2.557,0.77,-0.76,92.8,-1.8,1.2,2.28,3.43,,0.1374
28/05/11,05:00:00,0,,3.538,2.423,0.605,-1.043,93.7,-1.9,1.2,1.52,3.05,,0.1374
28/05/11,06:00:00,0,,3.433,2.289,0.439,-1.9,93.8,-2.8,1.2,1.14,1.9,,0.1374
28/05/11,07:00:00,0,,3.354,2.182,0.19,-0.704,92,-1.8,1.2,1.14,2.28,,0.1374
28/05/11,08:00:00,0,,3.274,2.074,0.107,0.273,92.2,-0.8,58.7,1.9,3.43,,0.1374
28/05/11,09:00:00,0,,3.195,1.967,0.19,1.94,90.4,0.5,411.2,1.14,3.43,,0.1374
28/05/11,10:00:00,0,,3.116,1.94,0.412,3.301,86.3,1.2,756.2,2.28,4.95,,0.137
28/05/11,11:00:00,0,,3.089,2.128,3.036,3.009,83.4,0.5,1028.7,2.66,6.85,,0.1365
28/05/11,12:00:00,0,,3.195,3.089,6.509,3.354,85,1.1,798.7,3.05,6.47,,0.1365
28/05/11,13:00:00,0,,3.433,3.801,6.408,3.142,85,0.9,728.7,3.43,6.85,,0.1361
28/05/11,14:00:00,0,,3.643,4.168,6.687,2.477,87.9,0.7,438.7,3.05,5.71,,0.1361
28/05/11,15:00:00,0,,3.854,4.428,5.616,1.94,90.5,0.5,183.7,1.9,4.57,,0.1357
28/05/11,16:00:00,0,,3.985,4.376,4.688,1.235,91.3,0,118.7,1.52,3.81,,0.1361
28/05/11,17:00:00,0,,4.063,4.168,3.564,0.88,93.1,-0.1,81.2,1.52,3.81,,0.1361
28/05/11,18:00:00,0,,4.063,3.88,2.983,0.495,93.1,-0.5,1.2,0.38,1.9,,0.1361
28/05/11,19:00:00,0,,4.011,3.643,2.047,-1.015,93.7,-1.9,1.2,0,0,,0.1357
28/05/11,20:00:00,0,,3.932,3.248,1.262,-1.242,95.6,-1.9,1.2,0,0,,0.1361
28/05/11,21:00:00,0,,3.801,2.85,0.825,-0.845,93.5,-1.8,1.2,0,0,,0.1361
28/05/11,22:00:00,0,,3.67,2.584,0.467,-1.384,92.2,-2.5,1.2,0,2.28,,0.1361
28/05/11,23:00:00,0,,3.538,2.37,0.163,-2.044,94.1,-2.9,1.2,0,0.38,,0.1365
29/05/11,00:00:00,0,,3.406,2.182,-0.06,-0.283,91.9,-1.4,1.2,1.14,3.81,,0.1361
29/05/11,01:00:00,0,,3.301,2.074,-0.004,-0.116,92.1,-1.2,1.2,2.66,5.33,,0.1365
29/05/11,02:00:00,0,,3.221,1.994,0.024,-0.563,95.2,-1.2,1.2,3.05,6.47,,0.1365
29/05/11,03:00:00,0,,3.142,1.913,-0.004,-0.591,95.4,-1.2,1.2,3.05,6.47,,0.1365
29/05/11,04:00:00,0,,3.063,1.859,-0.032,-0.789,96.1,-1.3,1.2,2.66,4.95,,0.1365
29/05/11,05:00:00,0,,3.009,1.832,-0.088,-1.213,93,-2.2,1.2,1.9,5.71,,0.1361
29/05/11,06:00:00,0,,2.956,1.778,-0.116,-0.845,90.3,-2.2,1.2,3.05,5.33,,0.1365
29/05/11,07:00:00,0,,2.877,1.724,-0.116,-0.451,96.2,-1,1.2,3.43,6.09,,0.1365
29/05/11,08:00:00,0,,2.85,1.697,-0.032,-0.199,98.2,-0.5,31.2,3.05,5.71,,0.1361
29/05/11,09:00:00,0,,2.797,1.67,0.051,1.67,95.3,1,371.2,3.05,5.71,,0.1361
29/05/11,10:00:00,0,,2.77,1.643,0.19,2.797,92,1.6,741.2,2.66,5.71,,0.1357
29/05/11,11:00:00,0,,2.717,1.643,1.071,4.35,81.9,1.5,1003.7,2.66,5.33,,0.1353
29/05/11,12:00:00,0,,2.744,1.913,5.024,4.428,73.6,0.1,1108.7,2.66,5.33,,0.1353
29/05/11,13:00:00,0,,2.85,2.717,7.242,5.642,64.9,-0.4,1168.7,2.28,5.71,,0.1348
29/05/11,14:00:00,0,,3.089,3.512,8.02,5.539,66.4,-0.2,1048.7,1.9,4.57,,0.1344
29/05/11,15:00:00,0,,3.327,3.958,7.569,4.714,74.8,0.6,906.2,1.52,5.33,,0.1344
29/05/11,16:00:00,0,,3.538,4.168,6.839,2.717,87.5,0.9,681.2,1.52,4.57,,0.1344
29/05/11,17:00:00,0,,3.722,4.246,5.024,1.398,96.4,0.9,58.7,0.76,2.28,,0.1344
29/05/11,18:00:00,0,,3.801,3.985,3.406,1.344,97.4,1,1.2,0.38,2.66,,0.1344
29/05/11,19:00:00,0,,3.827,3.643,2.744,0.163,97.9,-0.1,1.2,0.76,3.05,,0.1344
29/05/11,20:00:00,0,,3.775,3.38,2.503,0.329,98.3,0.1,1.2,0.76,2.66,,0.1344
29/05/11,21:00:00,0,,3.749,3.248,2.557,0.632,98.5,0.4,1.2,1.14,3.05,,0.1344
29/05/11,22:00:00,0,,3.696,3.221,2.557,0.605,98.6,0.4,1.2,0.76,3.05,,0.1344
29/05/11,23:00:00,0,,3.696,3.195,2.45,0.19,98.7,0,1.2,1.14,4.19,,0.1344
30/05/11,00:00:00,0,,3.67,3.142,2.182,-0.199,98.7,-0.4,1.2,0.76,3.05,,0.1344
30/05/11,01:00:00,0,,3.643,3.036,2.101,0.218,98.8,0,1.2,0.76,3.43,,0.1344
30/05/11,02:00:00,0,,3.617,2.983,2.182,0.163,98.9,0,1.2,0.76,2.66,,0.1344
30/05/11,03:00:00,0,,3.591,2.956,2.182,0.107,99,0,1.2,0.38,2.66,,0.1344
30/05/11,04:00:00,0,,3.564,2.956,2.101,-0.143,99,-0.3,1.2,0,1.9,,0.1344
30/05/11,05:00:00,0,,3.538,2.93,2.074,-0.143,99.1,-0.3,1.2,0.76,3.05,,0.134
30/05/11,06:00:00,0,,3.538,2.903,2.074,-0.451,99.1,-0.6,1.2,0.76,3.05,,0.134
30/05/11,07:00:00,0,,3.512,2.877,1.994,-0.845,99.1,-1,1.2,0.76,3.05,,0.134
30/05/11,08:00:00,0,,3.485,2.797,1.859,-0.395,99.2,-0.5,11.2,1.9,4.95,,0.134
30/05/11,09:00:00,0,,3.459,2.744,1.94,-0.451,99.1,-0.6,48.7,3.05,5.71,,0.134
30/05/11,10:00:00,0,,3.433,2.744,2.316,-0.06,99.1,-0.2,148.7,2.28,6.09,,0.134
30/05/11,11:00:00,0,,3.433,2.93,4.063,0.384,99.3,0.3,601.2,3.05,6.85,,0.134
30/05/11,12:00:00,0,,3.512,3.512,7.091,1.017,99,0.9,948.7,3.05,6.09,,0.1336
30/05/11,13:00:00,0,,3.696,4.194,6.94,0.934,98.4,0.7,578.7,2.66,5.71,,0.1336
30/05/11,14:00:00,0,,3.906,4.506,6.965,0.825,96.8,0.4,568.7,3.05,7.23,,0.1331
30/05/11,15:00:00,0,,4.089,4.61,6.179,0.301,96.3,-0.2,368.7,3.43,6.85,,0.1331
30/05/11,16:00:00,0,,4.194,4.506,5.05,-0.395,96.7,-0.9,148.7,3.05,6.47,,0.1331
30/05/11,17:00:00,0,,4.22,4.246,3.932,-0.676,97.1,-1.1,28.7,1.9,4.95,,0.1331
30/05/11,18:00:00,0,,4.194,3.906,2.717,-1.498,97.6,-1.8,1.2,1.9,4.19,,0.1331
30/05/11,19:00:00,0,,4.089,3.459,2.209,-1.015,98.6,-1.2,1.2,3.05,6.09,,0.1336
30/05/11,20:00:00,0,,3.985,3.248,2.101,-1.213,98.9,-1.4,1.2,2.66,6.09,,0.1336
30/05/11,21:00:00,0,,3.906,3.116,1.967,-1.299,99,-1.4,1.2,3.05,6.09,,0.1336
30/05/11,22:00:00,0,,3.827,3.009,1.832,-1.527,99,-1.7,1.2,1.9,6.09,,0.1336
30/05/11,23:00:00,0,,3.749,2.903,1.588,-1.527,98.9,-1.7,1.2,2.28,5.71,,0.1336
31/05/11,00:00:00,0,,3.696,2.77,1.425,-0.143,99,-0.3,1.2,1.14,5.71,,0.1336
31/05/11,01:00:00,0,,3.617,2.69,1.697,0.742,99.3,0.6,1.2,1.52,6.47,,0.1331
31/05/11,02:00:00,0.25,,3.564,2.744,1.913,0.934,99.3,0.8,1.2,3.81,7.99,,0.1336
31/05/11,03:00:00,0,,3.564,2.823,2.047,1.017,99.4,0.9,1.2,3.81,8.38,,0.1336
31/05/11,04:00:00,0,,3.538,2.85,2.021,0.989,99.4,0.9,1.2,3.43,7.61,,0.1336
31/05/11,05:00:00,0,,3.538,2.85,1.751,1.317,99.5,1.2,1.2,2.66,7.23,,0.1336
31/05/11,06:00:00,0,,3.512,2.77,1.886,1.67,99.5,1.6,1.2,2.28,7.99,,0.1331
31/05/11,07:00:00,0,,3.485,2.823,2.209,2.128,99.5,2.1,1.2,0.76,4.95,,0.1331
31/05/11,08:00:00,0,,3.485,2.93,2.503,2.664,99.6,2.6,38.7,0.76,4.95,,0.1331
31/05/11,09:00:00,0,,3.512,3.089,3.591,3.775,99.6,3.7,361.2,0.76,4.19,,0.1331
31/05/11,10:00:00,0,,3.591,3.512,5.102,4.428,99.6,4.4,646.2,1.52,5.33,,0.1327
31/05/11,11:00:00,0,,3.749,3.985,7.242,5.924,96,5.3,961.2,0.76,4.19,,0.1323
31/05/11,12:00:00,0,,3.932,4.428,9.78,6.687,89.9,5.2,1128.7,0.76,3.81,,0.1323
31/05/11,13:00:00,0,,4.141,4.921,11.078,8.717,85.2,6.4,1201.2,1.52,4.57,,0.1319
31/05/11,14:00:00,0,,4.376,5.514,11.224,9.336,73.1,4.8,1071.2,1.9,4.95,,0.1319
31/05/11,15:00:00,0,,4.662,5.898,10.1,8.817,72.3,4.1,856.2,2.28,5.33,,0.1319
31/05/11,16:00:00,0,,4.895,5.975,8.369,7.92,77.1,4.2,546.2,1.9,4.57,,0.1319
31/05/11,17:00:00,0,,5.05,5.796,6.128,5.231,80.2,2.1,166.2,0.76,2.66,,0.1319
31/05/11,18:00:00,0,,5.076,5.334,3.958,1.832,85,-0.4,1.2,0.38,1.52,,0.1323
31/05/11,19:00:00,0,,4.999,4.688,2.744,2.182,88.3,0.4,1.2,0.76,1.52,,0.1323
31/05/11,20:00:00,0,,4.844,4.141,2.128,2.503,94.3,1.7,1.2,0.38,1.14,,0.1327
31/05/11,21:00:00,0,,4.688,3.775,1.643,4.584,88.2,2.8,1.2,0.76,2.28,,0.1327
31/05/11,22:00:00,0,,4.506,3.459,1.344,1.398,64.1,-4.6,1.2,1.52,2.66,,0.1327
31/05/11,23:00:00,0,,4.376,3.221,1.099,2.45,67.9,-2.9,1.2,0.38,1.52,,0.1327
01/06/11,00:00:00,0,,4.22,3.036,0.907,2.45,71.9,-2.1,1.2,1.14,2.28,,0.1331
01/06/11,01:00:00,0,,4.089,2.85,0.77,2.236,77,-1.4,1.2,0.76,1.9,,0.1331
01/06/11,02:00:00,0,,3.958,2.69,0.55,2.664,78.2,-0.7,1.2,0,1.14,,0.1327
01/06/11,03:00:00,0,,3.854,2.557,0.356,2.503,80,-0.6,1.2,0,1.14,,0.1327
01/06/11,04:00:00,0,,3.722,2.423,0.19,1.805,79.6,-1.3,1.2,0.38,1.14,,0.1331
01/06/11,05:00:00,0,,3.617,2.316,0.079,1.48,83,-1.1,1.2,0.38,1.14,,0.1327
01/06/11,06:00:00,0,,3.512,2.209,-0.004,1.615,81.1,-1.3,1.2,0.38,1.52,,0.1327
01/06/11,07:00:00,0,,3.433,2.128,-0.06,1.994,82.1,-0.7,1.2,0.76,2.28,,0.1327
01/06/11,08:00:00,0,,3.327,2.047,-0.088,4.506,80.6,1.5,43.7,0.76,3.43,,0.1327
01/06/11,09:00:00,0,,3.274,1.967,0.079,5.719,75.3,1.7,383.7,1.14,3.81,,0.1327
01/06/11,10:00:00,0,,3.195,1.913,0.301,7.167,71.3,2.3,713.7,1.9,4.57,,0.1327
01/06/11,11:00:00,0,,3.142,1.967,2.101,7.87,67.4,2.2,958.7,2.28,4.57,,0.1323
01/06/11,12:00:00,0,,3.142,2.477,6.128,8.419,69.3,3.1,1116.2,2.28,5.71,,0.1319
01/06/11,13:00:00,0,,3.301,3.327,7.945,9.089,65.6,3,1148.7,2.66,5.71,,0.1314
01/06/11,14:00:00,0,,3.538,4.011,8.394,8.742,66,2.8,1058.7,2.66,5.71,,0.1314
01/06/11,15:00:00,0,,3.801,4.428,7.745,7.92,72.4,3.3,851.2,2.66,5.33,,0.131
01/06/11,16:00:00,0,,4.011,4.584,6.433,6.357,77.1,2.6,541.2,2.28,4.57,,0.131
01/06/11,17:00:00,0,,4.141,4.506,4.662,3.38,85.9,1.2,166.2,1.14,3.43,,0.131
01/06/11,18:00:00,0,,4.194,4.141,2.61,1.913,91,0.6,1.2,0.38,1.9,,0.131
01/06/11,19:00:00,0,,4.141,3.538,1.751,2.664,91.1,1.4,1.2,0.76,1.9,,0.1314
01/06/11,20:00:00,0,,4.011,3.142,1.262,2.45,87,0.5,1.2,0.38,2.28,,0.1314
01/06/11,21:00:00,0,,3.88,2.877,0.934,2.823,81.8,0,1.2,0.76,2.28,,0.1314
01/06/11,22:00:00,0,,3.749,2.664,0.66,2.69,73.7,-1.5,1.2,0,1.52,,0.1314
01/06/11,23:00:00,0,,3.643,2.477,0.384,1.371,72.9,-3,1.2,0,1.52,,0.1319
02/06/11,00:00:00,0,,3.538,2.316,0.19,0.962,79.3,-2.2,1.2,0.76,2.28,,0.1319
02/06/11,01:00:00,0,,3.433,2.182,0.107,1.153,90.5,-0.2,1.2,1.9,3.43,,0.1319
02/06/11,02:00:00,0,,3.327,2.101,0.051,1.153,92.8,0.1,1.2,0.76,2.66,,0.1319
02/06/11,03:00:00,0,,3.248,2.021,-0.143,1.913,86.7,-0.1,1.2,0.38,2.28,,0.1319
02/06/11,04:00:00,0,,3.168,1.913,-0.227,0.907,78.9,-2.3,1.2,0.38,2.28,,0.1319
02/06/11,05:00:00,0,,3.089,1.832,-0.255,1.805,75.3,-2.1,1.2,1.14,2.28,,0.1319
02/06/11,06:00:00,0,,3.009,1.751,-0.283,2.903,61.6,-3.7,1.2,1.9,3.05,,0.1319
02/06/11,07:00:00,0,,2.956,1.697,-0.255,3.617,61.2,-3.2,1.2,2.28,4.19,,0.1319
02/06/11,08:00:00,0,,2.903,1.643,-0.227,3.985,74.2,-0.2,43.7,1.9,4.57,,0.1319
02/06/11,09:00:00,0,,2.823,1.588,-0.143,5.179,76.7,1.4,383.7,1.14,3.05,,0.1319
02/06/11,10:00:00,0,,2.797,1.561,-0.004,7.116,72.6,2.5,713.7,1.9,4.19,,0.1314
02/06/11,11:00:00,0,,2.744,1.561,1.017,7.945,64.5,1.7,958.7,1.9,3.81,,0.131
02/06/11,12:00:00,0,,2.717,1.67,4.74,8.17,61.7,1.3,1116.2,1.52,4.19,,0.1306
02/06/11,13:00:00,0,,2.797,2.316,7.293,8.494,61.8,1.6,1148.7,1.14,3.81,,0.1306
02/06/11,14:00:00,0,,2.983,3.168,7.795,7.569,62.9,1,983.7,1.52,3.81,,0.1302
02/06/11,15:00:00,0,,3.248,3.67,7.015,7.619,64,1.3,851.2,0.76,2.66,,0.1302
02/06/11,16:00:00,0,,3.433,3.827,5.591,6.611,68.4,1.2,548.7,0.76,3.43,,0.1302
02/06/11,17:00:00,0,,3.564,3.749,3.854,3.248,81.8,0.4,136.2,0.38,2.28,,0.1302
02/06/11,18:00:00,0,,3.617,3.433,1.994,1.534,84.2,-0.8,1.2,0,1.9,,0.1306
02/06/11,19:00:00,0,,3.564,2.93,1.153,1.453,85.1,-0.8,1.2,0,1.9,,0.1306
02/06/11,20:00:00,0,,3.459,2.584,0.77,3.749,80.8,0.8,1.2,0,1.52,,0.1306
02/06/11,21:00:00,0,,3.354,2.343,0.439,2.236,71.2,-2.4,1.2,0.38,3.05,,0.1306
02/06/11,22:00:00,0,,3.274,2.182,0.329,1.588,82.3,-1.1,1.2,1.9,4.57,,0.1306
02/06/11,23:00:00,0,,3.168,2.074,0.412,2.128,96.4,1.6,1.2,2.66,5.71,,0.1306
03/06/11,00:00:00,0,,3.116,2.021,0.577,1.913,97.3,1.5,1.2,3.81,7.23,,0.1306
03/06/11,01:00:00,0,,3.063,1.994,0.825,1.778,97.7,1.5,1.2,4.57,7.61,,0.1306
03/06/11,02:00:00,0,,3.036,2.047,1.18,1.967,97.6,1.6,1.2,4.95,9.52,,0.1306
03/06/11,03:00:00,0,,3.009,2.236,1.48,1.967,97.7,1.6,1.2,6.09,11.42,,0.1306
03/06/11,04:00:00,0,,3.036,2.396,1.67,1.967,96.9,1.5,1.2,4.57,9.9,,0.1306
03/06/11,05:00:00,0,,3.089,2.503,1.859,1.859,97.2,1.5,1.2,3.43,8.38,,0.1306
03/06/11,06:00:00,0,,3.089,2.557,1.94,1.724,96.7,1.3,1.2,3.81,9.14,,0.1306
03/06/11,07:00:00,0,,3.116,2.584,1.994,1.615,97.1,1.2,1.2,3.81,9.14,,0.1306
03/06/11,08:00:00,0,,3.116,2.61,2.074,1.67,98,1.4,16.2,5.71,11.8,,0.1306
03/06/11,09:00:00,0,,3.142,2.69,2.289,1.805,97.5,1.4,73.7,7.61,13.7,,0.1306
03/06/11,10:00:00,0,,3.168,2.77,2.53,1.778,96.6,1.3,128.7,7.61,14.09,,0.1306
03/06/11,11:00:00,0,,3.221,2.93,3.801,2.797,94.6,2,628.7,8.38,15.23,,0.1302
03/06/11,12:00:00,0,,3.301,3.327,4.194,3.327,94.9,2.6,458.7,8.38,14.09,,0.1302
03/06/11,13:00:00,0,,3.433,3.617,4.61,2.61,96.6,2.1,363.7,7.99,13.7,,0.1302
03/06/11,14:00:00,0,,3.564,3.801,4.402,2.584,97.8,2.3,301.2,7.99,13.32,,0.1297
03/06/11,15:00:00,0,,3.67,3.88,4.324,2.557,98.5,2.3,206.2,7.61,13.7,,0.1297
03/06/11,16:00:00,0,,3.749,3.88,3.932,2.69,98.8,2.5,88.7,6.85,12.18,,0.1297
03/06/11,17:00:00,0.25,,3.801,3.775,3.617,2.85,98.9,2.7,18.7,7.61,13.7,,0.1297
03/06/11,18:00:00,0,,3.801,3.696,3.406,2.61,99,2.5,1.2,9.52,15.23,,0.1297
03/06/11,19:00:00,0,,3.801,3.617,3.301,3.009,99,2.9,1.2,8.76,15.61,,0.1297
03/06/11,20:00:00,0,,3.801,3.564,3.248,2.45,99.1,2.3,1.2,9.52,16.75,,0.1297
03/06/11,21:00:00,0,,3.801,3.538,3.116,2.877,99.1,2.7,1.2,7.61,14.85,,0.1297
03/06/11,22:00:00,0,,3.801,3.512,3.221,3.089,99.2,3,1.2,6.85,13.32,,0.1297
03/06/11,23:00:00,0.51,,3.801,3.538,3.248,3.195,99.2,3.1,1.2,7.23,13.7,,0.1297
04/06/11,00:00:00,0.25,,3.801,3.564,3.274,3.116,99.2,3,1.2,7.61,14.47,,0.1297
04/06/11,01:00:00,1.27,,3.827,3.591,3.301,3.009,99.2,2.9,1.2,8.38,14.47,,0.1297
04/06/11,02:00:00,0.25,,3.827,3.591,3.221,2.877,99.2,2.8,1.2,8.76,15.61,,0.1297
04/06/11,03:00:00,0,,3.854,3.564,3.195,2.717,99.3,2.6,1.2,9.52,15.99,,0.1302
04/06/11,04:00:00,0.51,,3.854,3.564,3.168,2.664,99.3,2.6,1.2,9.14,15.99,,0.1302
04/06/11,05:00:00,3.81,,3.827,3.538,2.77,1.886,99.3,1.8,1.2,9.14,17.13,,0.131
04/06/11,06:00:00,5.34,,3.749,3.301,1.453,0.934,99.3,0.8,1.2,6.85,12.56,,0.1382
04/06/11,07:00:00,1.27,,3.591,2.903,1.044,-0.06,99.3,-0.2,1.2,5.33,11.42,,0.1459
04/06/11,08:00:00,0,,3.512,2.69,1.208,-0.004,99.3,-0.1,6.2,3.05,7.61,,0.1471
04/06/11,09:00:00,0,,3.459,2.61,1.317,-0.06,99.3,-0.2,43.7,1.52,4.57,,0.1467
04/06/11,10:00:00,0,,3.406,2.557,1.371,-0.088,99.3,-0.2,123.7,1.9,4.95,,0.1459
04/06/11,11:00:00,0,,3.354,2.584,1.453,-0.032,99.3,-0.1,278.7,2.66,7.23,,0.1454
04/06/11,12:00:00,1.52,,3.327,2.61,1.507,-0.032,99.3,-0.1,281.2,3.43,7.61,,0.145
04/06/11,13:00:00,1.78,,3.327,2.61,1.534,-0.004,99.3,-0.1,383.7,2.66,6.47,,0.1446
04/06/11,14:00:00,1.27,,3.301,2.637,1.697,0.495,99,0.4,701.2,3.81,7.99,,0.1442
04/06/11,15:00:00,0,,3.274,2.664,1.886,0.246,97,-0.2,538.7,3.43,7.61,,0.1442
04/06/11,16:00:00,0,,3.274,2.664,2.021,0.107,96.2,-0.4,333.7,3.05,7.23,,0.1454
04/06/11,17:00:00,0,,3.274,2.637,1.886,-0.704,94.8,-1.4,98.7,2.66,5.33,,0.1454
04/06/11,18:00:00,0,,3.248,2.584,1.643,-0.591,96.6,-1.1,1.2,2.66,6.09,,0.145
04/06/11,19:00:00,0,,3.248,2.503,1.453,-1.185,96.5,-1.7,1.2,3.81,8.38,,0.1446
04/06/11,20:00:00,0,,3.195,2.396,1.235,-1.299,97.2,-1.7,1.2,3.81,6.85,,0.1442
04/06/11,21:00:00,0,,3.142,2.289,1.044,-1.699,97.1,-2.1,1.2,3.81,7.61,,0.1442
04/06/11,22:00:00,0,,3.089,2.209,0.88,-1.727,97.7,-2,1.2,3.43,6.09,,0.1437
04/06/11,23:00:00,0,,3.036,2.101,0.797,-2.073,98,-2.4,1.2,3.43,6.47,,0.1433
05/06/11,00:00:00,0,,2.983,2.047,0.687,-2.16,98.3,-2.4,1.2,3.05,5.71,,0.1433
05/06/11,01:00:00,0,,2.93,1.967,0.632,-2.102,98.5,-2.3,1.2,4.57,8.76,,0.1433
05/06/11,02:00:00,0,,2.877,1.913,0.605,-2.218,98.1,-2.5,1.2,5.33,9.52,,0.1429
05/06/11,03:00:00,0,,2.85,1.859,0.577,-2.537,97.9,-2.8,1.2,5.33,8.76,,0.1429
05/06/11,04:00:00,0,,2.797,1.832,0.55,-2.742,97.7,-3.1,1.2,4.19,8.38,,0.1425
05/06/11,05:00:00,0,,2.77,1.805,0.522,-2.771,97,-3.2,1.2,4.57,10.28,,0.1425
05/06/11,06:00:00,0,,2.744,1.778,0.467,-2.566,97.3,-2.9,1.2,5.71,12.94,,0.1425
05/06/11,07:00:00,0,,2.69,1.751,0.439,-2.45,97.5,-2.8,1.2,7.61,13.32,,0.142
05/06/11,08:00:00,0,,2.664,1.697,0.356,-2.918,97.1,-3.3,13.7,8.38,15.23,,0.142
05/06/11,09:00:00,0,,2.637,1.67,0.329,-2.683,96,-3.2,123.7,9.14,15.99,,0.142
05/06/11,10:00:00,0,,2.61,1.643,0.356,-2.218,95.1,-2.9,411.2,9.52,16.75,,0.1416
