"Date","Time, GMT+11:00","Rain, mm (SEN S/N: 668163)","Temp, ¡C (SEN S/N: 684638)","Temp, ¡C (SEN S/N: 684639)","PAR, uE (SEN S/N: 700672)","Temp, ¡C (SEN S/N: 2279300)","Wind Speed, m/s (SEN S/N: 2282103)","Gust Speed, m/s (SEN S/N: 2282103)","Water Content, m?/m? (SEN S/N: 2282783)","Temp, ¡C (SEN S/N: 2429935)","RH, % (SEN S/N: 2429935)","Batt, V"
18-05-2011,11:00:00,0.00,-91.857,2.930,668.7,0.687,3.05,6.85,0.1323,6.051,29.000,4.381
18-05-2011,12:00:00,0.00,-91.857,2.930,931.2,0.797,2.66,6.09,0.1319,7.444,34.100,4.393
18-05-2011,13:00:00,0.00,-91.857,2.903,1008.7,1.017,3.05,6.85,0.1314,7.920,35.600,4.363
18-05-2011,14:00:00,0.00,-91.857,2.930,853.7,1.480,3.43,7.23,0.1314,7.066,44.900,4.363
18-05-2011,15:00:00,0.00,-91.857,3.009,1098.7,2.262,3.43,6.85,0.1314,7.444,51.100,4.393
18-05-2011,16:00:00,0.00,-91.857,3.116,666.2,3.036,3.43,6.85,0.1319,4.141,57.200,4.363
18-05-2011,17:00:00,0.00,-91.857,3.221,461.2,2.956,2.66,5.71,0.1319,4.740,64.700,4.363
18-05-2011,18:00:00,0.00,-91.857,3.327,93.7,2.717,2.66,5.33,0.1323,3.142,55.400,4.351
18-05-2011,19:00:00,0.00,-91.857,3.406,1.2,2.182,2.66,5.33,0.1323,3.327,33.800,4.339
18-05-2011,20:00:00,0.00,-91.857,3.433,1.2,1.751,2.66,4.57,0.1323,3.433,24.700,4.333
18-05-2011,21:00:00,0.00,-91.857,3.433,1.2,1.371,3.05,5.33,0.1323,3.564,25.500,4.339
18-05-2011,22:00:00,0.00,-91.857,3.433,1.2,1.099,4.57,7.23,0.1323,3.801,26.100,4.321
18-05-2011,23:00:00,0.00,-91.857,3.380,1.2,0.934,3.81,7.23,0.1323,3.009,28.700,4.321
19-05-2011,00:00:00,0.00,-91.857,3.354,1.2,0.852,3.05,5.33,0.1323,2.289,30.900,4.315
19-05-2011,01:00:00,0.00,-91.857,3.301,1.2,0.797,3.05,5.33,0.1323,2.823,37.600,4.309
19-05-2011,02:00:00,0.00,-91.857,3.274,1.2,0.715,3.43,6.09,0.1319,2.584,36.200,4.303
19-05-2011,03:00:00,0.00,-91.857,3.221,1.2,0.632,3.81,5.71,0.1319,1.507,55.400,4.303
19-05-2011,04:00:00,0.00,-91.857,3.195,1.2,0.605,4.19,7.61,0.1319,1.398,73.900,4.303
19-05-2011,05:00:00,0.00,-91.857,3.142,1.2,0.605,4.19,8.38,0.1314,2.850,63.600,4.303
19-05-2011,06:00:00,0.00,-91.857,3.116,1.2,0.550,4.57,8.38,0.1319,2.850,44.900,4.309
19-05-2011,07:00:00,0.00,-91.857,3.089,1.2,0.550,2.66,6.47,0.1314,3.168,37.600,4.297
19-05-2011,08:00:00,0.00,-91.857,3.063,1.2,0.522,3.05,6.09,0.1314,2.983,35.400,4.297
19-05-2011,09:00:00,0.00,-91.857,3.036,38.7,0.522,2.66,6.09,0.1314,3.880,28.300,4.303
19-05-2011,10:00:00,0.00,-91.857,3.009,168.7,0.550,3.81,7.61,0.1310,4.714,21.600,4.363
19-05-2011,11:00:00,0.00,-91.857,2.983,296.2,0.605,1.90,5.71,0.1306,4.921,26.700,4.400
19-05-2011,12:00:00,0.00,-91.857,2.956,423.7,0.797,4.19,7.23,0.1306,5.437,27.000,4.363
19-05-2011,13:00:00,0.00,-91.857,2.956,511.2,1.153,3.43,7.23,0.1302,6.255,27.400,4.363
19-05-2011,14:00:00,0.00,-91.857,2.983,1073.7,2.316,3.43,7.99,0.1297,8.295,28.100,4.363
19-05-2011,15:00:00,0.00,-91.857,3.036,1123.7,4.220,4.57,9.14,0.1297,6.940,30.800,4.393
19-05-2011,16:00:00,0.00,-91.857,3.142,826.2,4.324,4.19,7.23,0.1293,6.914,38.400,4.381
19-05-2011,17:00:00,0.00,-91.857,3.274,296.2,3.932,3.05,6.47,0.1293,4.947,40.000,4.363
19-05-2011,18:00:00,0.00,-91.857,3.406,76.2,3.168,2.66,4.57,0.1293,5.282,30.500,4.345
19-05-2011,19:00:00,0.00,-91.857,3.485,1.2,2.530,1.52,5.71,0.1293,3.564,30.100,4.333
19-05-2011,20:00:00,0.00,-91.857,3.512,1.2,2.101,3.05,4.95,0.1293,4.220,28.100,4.327
19-05-2011,21:00:00,0.00,-91.857,3.538,1.2,1.805,2.28,4.57,0.1293,4.792,24.600,4.321
19-05-2011,22:00:00,0.00,-91.857,3.538,1.2,1.724,1.90,3.81,0.1293,4.999,22.800,4.321
19-05-2011,23:00:00,0.00,-91.857,3.512,1.2,1.534,1.90,4.19,0.1293,5.282,22.100,4.315
20-05-2011,00:00:00,0.00,-91.857,3.485,1.2,1.371,1.52,3.81,0.1293,5.179,21.100,4.315
20-05-2011,01:00:00,0.00,-91.857,3.485,1.2,1.153,1.52,3.43,0.1293,4.792,20.300,4.309
20-05-2011,02:00:00,0.00,-91.857,3.433,1.2,0.989,1.52,3.81,0.1293,5.024,20.100,4.303
20-05-2011,03:00:00,0.00,-91.857,3.406,1.2,0.962,1.52,3.05,0.1293,5.770,19.300,4.303
20-05-2011,04:00:00,0.00,-91.857,3.354,1.2,1.017,1.90,3.81,0.1293,5.949,18.700,4.303
20-05-2011,05:00:00,0.00,-91.857,3.327,1.2,1.099,2.28,3.81,0.1289,6.026,18.100,4.303
20-05-2011,06:00:00,0.00,-91.857,3.301,1.2,1.180,2.66,4.57,0.1293,6.408,18.000,4.297
20-05-2011,07:00:00,0.00,-91.857,3.301,1.2,1.289,1.90,4.95,0.1289,5.847,18.500,4.297
20-05-2011,08:00:00,0.00,-91.857,3.274,1.2,1.371,1.90,3.43,0.1289,5.360,19.200,4.297
20-05-2011,09:00:00,0.00,-91.857,3.274,26.2,1.507,1.52,3.81,0.1285,7.494,24.200,4.297
20-05-2011,10:00:00,0.00,-91.857,3.274,106.2,1.913,1.52,3.81,0.1285,5.591,29.700,4.339
20-05-2011,11:00:00,0.00,-91.857,3.274,318.7,2.664,0.38,2.66,0.1285,6.611,31.800,4.363
20-05-2011,12:00:00,0.00,-91.857,3.301,426.2,3.932,0.00,1.90,0.1280,7.770,34.900,4.393
20-05-2011,13:00:00,0.00,-91.857,3.354,538.7,5.076,0.00,1.14,0.1276,8.817,31.200,4.369
20-05-2011,14:00:00,0.00,-91.857,3.459,593.7,6.000,0.38,3.05,0.1276,7.870,28.100,4.381
20-05-2011,15:00:00,0.00,-91.857,3.591,706.2,6.357,1.52,4.19,0.1272,7.895,42.500,4.363
20-05-2011,16:00:00,0.00,-91.857,3.722,778.7,6.940,1.14,3.43,0.1272,8.195,45.300,4.393
20-05-2011,17:00:00,0.00,-91.857,3.880,668.7,6.357,0.38,2.28,0.1272,8.419,46.000,4.363
20-05-2011,18:00:00,0.00,-91.857,4.037,133.7,4.792,0.00,1.14,0.1272,3.827,60.400,4.351
20-05-2011,19:00:00,0.00,-91.857,4.141,1.2,3.195,0.00,0.76,0.1276,4.636,66.700,4.339
20-05-2011,20:00:00,0.00,-91.857,4.194,1.2,2.823,0.00,0.38,0.1272,4.480,54.800,4.333
20-05-2011,21:00:00,0.00,-91.857,4.194,1.2,2.584,0.00,1.14,0.1276,4.246,31.000,4.321
20-05-2011,22:00:00,0.00,-91.857,4.168,1.2,2.236,2.28,4.95,0.1276,4.246,35.500,4.321
20-05-2011,23:00:00,0.00,-91.857,4.141,1.2,2.101,1.14,3.43,0.1276,4.376,29.800,4.315
21-05-2011,00:00:00,0.00,-91.857,4.089,1.2,1.724,2.28,5.33,0.1276,1.751,56.900,4.315
21-05-2011,01:00:00,0.00,-91.857,4.037,1.2,1.398,3.43,6.85,0.1276,2.343,75.100,4.309
21-05-2011,02:00:00,0.00,-91.857,3.985,1.2,1.289,3.81,6.85,0.1276,2.557,65.100,4.303
21-05-2011,03:00:00,0.00,-91.857,3.932,1.2,1.317,3.05,6.09,0.1276,2.155,67.800,4.303
21-05-2011,04:00:00,0.00,-91.857,3.854,1.2,1.208,5.33,9.14,0.1276,3.512,62.500,4.303
21-05-2011,05:00:00,0.00,-91.857,3.801,1.2,1.289,6.47,10.28,0.1276,3.301,60.000,4.297
21-05-2011,06:00:00,0.00,-91.857,3.775,1.2,1.398,6.85,12.18,0.1276,3.195,66.900,4.297
21-05-2011,07:00:00,0.00,-91.857,3.722,1.2,1.371,6.09,10.28,0.1276,2.930,71.700,4.297
21-05-2011,08:00:00,0.00,-91.857,3.696,1.2,1.289,6.09,10.66,0.1276,3.274,74.200,4.297
21-05-2011,09:00:00,0.00,-91.857,3.670,68.7,1.425,6.09,11.04,0.1272,3.827,76.000,4.327
21-05-2011,10:00:00,0.00,-91.857,3.643,313.7,1.859,6.47,11.42,0.1272,5.437,75.500,4.363
21-05-2011,11:00:00,0.00,-91.857,3.617,801.2,3.116,6.47,11.80,0.1268,6.712,71.900,4.363
21-05-2011,12:00:00,0.00,-91.857,3.643,1116.2,4.714,6.47,12.56,0.1263,6.204,73.400,4.363
21-05-2011,13:00:00,0.00,-91.857,3.696,1118.7,5.872,5.71,11.04,0.1259,5.847,79.300,4.369
21-05-2011,14:00:00,0.00,-91.857,3.801,488.7,6.204,4.95,9.52,0.1259,5.154,86.200,4.363
21-05-2011,15:00:00,0.00,-91.857,3.932,278.7,6.000,5.33,9.90,0.1259,5.076,93.800,4.369
21-05-2011,16:00:00,0.00,-91.857,4.037,248.7,5.796,6.09,14.47,0.1259,5.385,94.800,4.363
21-05-2011,17:00:00,0.00,-91.857,4.168,158.7,5.539,5.71,11.04,0.1259,5.231,94.700,4.363
21-05-2011,18:00:00,0.00,-91.857,4.246,33.7,5.050,5.33,9.52,0.1259,4.869,96.300,4.339
21-05-2011,19:00:00,0.00,-91.857,4.324,1.2,4.792,5.33,9.90,0.1259,4.818,97.500,4.333
21-05-2011,20:00:00,0.00,-91.857,4.376,1.2,4.662,4.95,9.90,0.1259,4.766,97.800,4.321
21-05-2011,21:00:00,0.00,-85.581,4.428,1.2,4.558,5.71,10.66,0.1259,4.688,98.100,4.321
21-05-2011,22:00:00,0.00,-84.007,4.454,1.2,4.220,5.71,11.42,0.1259,4.662,97.800,4.315
21-05-2011,23:00:00,0.00,-85.581,4.480,1.2,3.985,6.85,12.18,0.1259,4.714,96.800,4.309
22-05-2011,00:00:00,0.00,-91.857,4.506,1.2,3.932,7.61,14.09,0.1259,5.128,96.000,4.309
22-05-2011,01:00:00,0.00,-91.857,4.506,1.2,4.141,8.76,14.47,0.1259,5.128,96.400,4.303
22-05-2011,02:00:00,0.00,-69.993,4.532,1.2,4.454,7.61,13.32,0.1255,5.437,98.200,4.303
22-05-2011,03:00:00,0.00,-36.059,4.532,1.2,4.636,7.23,12.94,0.1259,5.334,98.500,4.303
22-05-2011,04:00:00,0.00,-32.069,4.558,1.2,4.714,6.85,13.32,0.1255,5.257,98.600,4.303
22-05-2011,05:00:00,0.00,-38.210,4.610,1.2,4.740,7.23,14.47,0.1255,5.308,98.800,4.297
22-05-2011,06:00:00,0.00,-45.562,4.636,1.2,4.792,7.61,14.09,0.1255,5.488,98.800,4.297
22-05-2011,07:00:00,0.00,-50.868,4.662,1.2,4.895,9.52,16.37,0.1255,5.693,99.000,4.297
22-05-2011,08:00:00,0.00,-55.244,4.688,1.2,5.024,9.90,15.61,0.1255,5.745,99.000,4.297
22-05-2011,09:00:00,0.00,-55.481,4.714,13.7,5.102,9.90,19.03,0.1255,5.796,99.000,4.297
22-05-2011,10:00:00,0.00,-57.502,4.740,48.7,5.257,10.66,17.51,0.1255,5.872,99.100,4.297
22-05-2011,11:00:00,0.00,-56.212,4.792,81.2,5.385,9.90,17.89,0.1255,5.898,99.100,4.303
22-05-2011,12:00:00,5.34,-64.713,4.818,113.7,5.462,10.28,18.27,0.1327,4.947,99.100,4.333
22-05-2011,13:00:00,0.51,-63.528,4.869,101.2,5.411,11.42,19.41,0.1365,5.642,99.200,4.339
22-05-2011,14:00:00,5.08,-68.371,4.921,71.2,5.154,10.28,18.27,0.1501,4.895,99.200,4.327
22-05-2011,15:00:00,2.29,-70.572,4.947,108.7,5.050,11.80,20.18,0.1577,6.077,99.300,4.339
22-05-2011,16:00:00,1.27,-58.894,4.999,88.7,5.437,11.80,20.18,0.1565,6.458,99.300,4.339
22-05-2011,17:00:00,0.00,-47.637,5.024,73.7,5.796,12.18,19.80,0.1522,6.611,99.300,4.327
22-05-2011,18:00:00,0.25,-53.029,5.050,16.2,5.693,11.42,22.46,0.1497,5.719,98.400,4.321
22-05-2011,19:00:00,0.00,-55.721,5.102,1.2,5.411,9.14,17.89,0.1480,5.565,97.500,4.309
22-05-2011,20:00:00,0.00,-71.175,5.128,1.2,5.334,9.90,17.51,0.1582,5.282,98.300,4.303
22-05-2011,21:00:00,0.00,-91.857,5.179,1.2,5.231,7.99,14.47,0.1989,5.231,98.700,4.303
22-05-2011,22:00:00,0.00,-91.857,5.205,1.2,5.076,11.04,19.03,0.1921,4.558,98.700,4.297
22-05-2011,23:00:00,0.00,-91.857,5.231,1.2,4.844,9.14,14.85,0.1781,4.037,99.100,4.297
23-05-2011,00:00:00,0.00,-82.596,5.231,1.2,4.714,10.66,17.51,0.1641,4.428,99.200,4.291
23-05-2011,01:00:00,0.25,-91.857,5.231,1.2,4.740,12.18,20.18,0.1582,4.584,99.300,4.291
23-05-2011,02:00:00,0.00,-91.857,5.205,1.2,4.740,11.42,18.65,0.1560,4.272,99.400,4.291
23-05-2011,03:00:00,0.00,-91.857,5.205,1.2,4.610,11.42,19.03,0.1633,4.272,99.400,4.291
23-05-2011,04:00:00,1.02,-87.363,5.205,1.2,4.428,12.56,20.56,0.1662,3.801,99.400,4.291
23-05-2011,05:00:00,3.05,-91.857,5.179,1.2,4.272,12.94,21.32,0.1713,3.009,99.500,4.291
23-05-2011,06:00:00,1.02,-81.316,5.154,1.2,3.985,11.42,21.70,0.1649,2.850,99.400,4.291
23-05-2011,07:00:00,1.02,-85.581,5.128,1.2,3.880,10.28,20.56,0.1616,3.036,99.500,4.291
23-05-2011,08:00:00,0.25,-78.053,5.076,1.2,3.854,9.90,17.89,0.1573,2.877,99.500,4.291
23-05-2011,09:00:00,0.76,-81.316,5.050,18.7,3.827,9.52,16.75,0.1556,2.903,99.600,4.291
23-05-2011,10:00:00,1.52,-87.363,4.999,81.2,3.906,8.76,14.85,0.1582,3.221,99.600,4.315
23-05-2011,11:00:00,2.54,-91.857,4.973,211.2,4.220,7.23,13.70,0.1616,3.459,99.600,4.351
23-05-2011,12:00:00,1.02,-91.857,4.947,278.7,4.688,7.99,15.99,0.1633,3.538,99.600,4.369
23-05-2011,13:00:00,0.00,-91.857,4.921,336.2,4.999,6.47,11.42,0.1645,3.617,99.700,4.357
23-05-2011,14:00:00,0.00,-91.857,4.921,338.7,5.437,5.33,11.42,0.1654,3.985,99.600,4.363
23-05-2011,15:00:00,0.00,-91.857,4.947,473.7,6.051,4.57,8.38,0.1633,4.376,99.700,4.381
23-05-2011,16:00:00,0.00,-84.007,4.999,498.7,6.940,3.81,7.99,0.1599,4.662,99.700,4.393
23-05-2011,17:00:00,0.00,-85.581,5.050,128.7,6.560,3.43,7.23,0.1573,3.722,99.700,4.400
23-05-2011,18:00:00,0.00,-85.581,5.128,51.2,5.821,2.66,5.71,0.1556,3.591,99.700,4.339
23-05-2011,19:00:00,0.00,-85.581,5.179,1.2,5.308,1.90,6.09,0.1535,3.459,99.700,4.327
23-05-2011,20:00:00,0.00,-87.363,5.231,1.2,4.999,1.90,6.47,0.1522,3.248,99.700,4.321
23-05-2011,21:00:00,0.00,-85.581,5.231,1.2,4.792,2.28,5.33,0.1510,2.903,99.700,4.315
23-05-2011,22:00:00,0.00,-91.857,5.231,1.2,4.376,1.14,4.57,0.1510,2.503,99.700,4.303
23-05-2011,23:00:00,0.00,-89.421,5.231,1.2,4.272,0.38,4.95,0.1514,2.370,99.700,4.303
24-05-2011,00:00:00,0.00,-91.857,5.231,1.2,4.115,2.28,6.47,0.1510,1.643,99.700,4.303
24-05-2011,01:00:00,0.00,-89.421,5.205,1.2,3.696,2.66,6.09,0.1505,0.934,99.700,4.297
24-05-2011,02:00:00,0.00,-87.363,5.154,1.2,3.274,2.66,6.85,0.1493,0.770,99.600,4.291
24-05-2011,03:00:00,0.00,-87.363,5.128,1.2,2.930,3.05,6.09,0.1484,0.550,99.700,4.291
24-05-2011,04:00:00,0.00,-84.007,5.050,1.2,2.850,1.14,3.43,0.1476,0.384,99.700,4.291
24-05-2011,05:00:00,0.00,-87.363,4.999,1.2,3.009,0.00,1.52,0.1467,0.577,99.700,4.291
24-05-2011,06:00:00,0.00,-91.857,4.947,1.2,3.063,1.90,5.33,0.1459,0.273,99.700,4.291
24-05-2011,07:00:00,0.00,-91.857,4.895,1.2,2.903,3.43,7.23,0.1450,-0.339,99.600,4.291
24-05-2011,08:00:00,0.00,-91.857,4.844,1.2,2.610,3.81,7.99,0.1446,-0.395,99.500,4.291
24-05-2011,09:00:00,0.00,-91.857,4.792,51.2,2.503,3.81,8.76,0.1442,-0.563,99.300,4.309
24-05-2011,10:00:00,0.00,-81.316,4.714,183.7,2.637,0.00,5.71,0.1433,-0.367,99.400,4.363
24-05-2011,11:00:00,0.00,-78.053,4.662,251.2,2.930,0.38,6.85,0.1429,0.135,98.900,4.393
24-05-2011,12:00:00,0.00,-80.143,4.636,491.2,3.564,4.19,7.61,0.1420,0.660,98.700,4.357
24-05-2011,13:00:00,0.00,-75.392,4.610,618.7,4.376,4.95,11.04,0.1416,1.044,98.500,4.357
24-05-2011,14:00:00,0.00,-77.111,4.584,258.7,4.402,4.57,9.14,0.1412,0.605,98.300,4.387
24-05-2011,15:00:00,0.00,-75.392,4.610,388.7,4.089,4.95,9.90,0.1408,0.825,99.100,4.363
24-05-2011,16:00:00,0.00,-76.227,4.636,211.2,3.985,5.71,10.28,0.1403,0.660,99.200,4.363
24-05-2011,17:00:00,0.00,-79.060,4.636,221.2,3.827,5.71,11.04,0.1403,0.384,99.500,4.369
24-05-2011,18:00:00,0.00,-85.581,4.662,58.7,3.354,6.09,12.18,0.1399,-0.171,99.500,4.345
24-05-2011,19:00:00,0.00,-87.363,4.662,1.2,2.903,4.19,8.76,0.1399,-0.227,99.500,4.333
24-05-2011,20:00:00,0.00,-87.363,4.662,1.2,2.610,5.71,11.04,0.1395,-0.311,99.600,4.321
24-05-2011,21:00:00,0.00,-91.857,4.610,1.2,2.396,4.57,10.66,0.1395,-0.479,99.600,4.309
24-05-2011,22:00:00,0.00,-91.857,4.584,1.2,2.262,3.81,8.38,0.1395,-0.535,99.600,4.303
24-05-2011,23:00:00,0.00,-91.857,4.532,1.2,2.155,3.05,8.76,0.1395,-0.676,99.500,4.297
25-05-2011,00:00:00,0.00,-91.857,4.480,1.2,2.074,0.00,0.00,0.1395,-0.732,99.500,4.297
25-05-2011,01:00:00,0.00,-91.857,4.428,1.2,1.967,0.00,0.00,0.1391,-1.384,99.500,4.291
25-05-2011,02:00:00,0.00,-91.857,4.376,1.2,1.886,0.00,0.00,0.1391,-1.756,99.500,4.291
25-05-2011,03:00:00,0.00,-91.857,4.350,1.2,1.805,0.00,0.00,0.1391,-2.450,99.000,4.291
25-05-2011,04:00:00,0.00,-91.857,4.298,1.2,1.615,0.00,0.00,0.1391,-3.390,98.400,4.291
25-05-2011,05:00:00,0.00,-91.857,4.246,1.2,1.371,0.00,0.00,0.1391,-3.896,98.000,4.291
25-05-2011,06:00:00,0.00,-91.857,4.168,1.2,1.180,0.00,0.00,0.1386,-3.390,98.000,4.285
25-05-2011,07:00:00,0.00,-91.857,4.115,1.2,1.099,0.00,0.00,0.1386,-2.947,98.400,4.285
25-05-2011,08:00:00,0.00,-91.857,4.037,1.2,1.071,0.00,0.00,0.1382,-3.006,98.400,4.285
25-05-2011,09:00:00,0.00,-91.857,3.985,46.2,1.044,0.00,0.00,0.1382,-2.947,98.400,4.297
25-05-2011,10:00:00,0.00,-91.857,3.932,228.7,1.017,0.00,0.00,0.1382,-2.625,98.400,4.357
25-05-2011,11:00:00,0.00,-91.857,3.854,491.2,1.071,0.00,0.00,0.1378,-2.160,98.500,4.363
25-05-2011,12:00:00,0.00,-91.857,3.801,563.7,1.153,0.00,0.00,0.1378,-1.900,98.700,4.369
25-05-2011,13:00:00,0.00,-80.143,3.775,703.7,1.317,0.00,0.00,0.1374,-1.356,98.800,4.375
25-05-2011,14:00:00,0.00,-81.316,3.722,896.2,1.507,0.00,0.00,0.1374,-0.958,99.100,4.490
25-05-2011,15:00:00,0.00,-91.857,3.696,558.7,1.724,0.00,0.00,0.1374,-0.930,99.200,4.363
25-05-2011,16:00:00,0.00,-91.857,3.670,328.7,1.913,0.00,0.00,0.1374,-1.356,99.200,4.363
25-05-2011,17:00:00,0.00,-91.857,3.643,328.7,1.913,0.00,0.00,0.1374,-1.756,99.000,4.381
25-05-2011,18:00:00,0.00,-91.857,3.643,63.7,1.832,0.00,0.00,0.1374,-2.044,98.900,4.345
25-05-2011,19:00:00,0.00,-91.857,3.643,1.2,1.670,0.00,0.00,0.1374,-2.625,98.700,4.333
25-05-2011,20:00:00,0.00,-91.857,3.643,1.2,1.425,0.00,0.00,0.1374,-2.218,98.700,4.321
25-05-2011,21:00:00,0.00,-91.857,3.617,1.2,1.317,0.00,0.00,0.1374,-2.218,98.800,4.309
25-05-2011,22:00:00,0.00,-91.857,3.617,1.2,1.262,0.00,0.00,0.1370,-2.218,98.800,4.303
25-05-2011,23:00:00,0.00,-91.857,3.591,1.2,1.153,0.00,0.00,0.1370,-2.131,98.700,4.297
26-05-2011,00:00:00,0.00,-91.857,3.564,1.2,1.126,0.00,0.00,0.1370,-2.073,98.800,4.291
26-05-2011,01:00:00,0.00,-91.857,3.538,1.2,1.126,0.00,0.00,0.1370,-2.625,98.700,4.291
26-05-2011,02:00:00,0.00,-91.857,3.512,1.2,1.044,0.00,0.00,0.1370,-2.479,98.600,4.291
26-05-2011,03:00:00,0.00,-91.857,3.485,1.2,1.017,0.00,0.00,0.1365,-2.421,98.600,4.291
26-05-2011,04:00:00,0.00,-91.857,3.459,1.2,1.044,0.00,0.00,0.1365,-2.305,98.600,4.291
26-05-2011,05:00:00,0.00,-91.857,3.433,1.2,1.044,0.00,0.00,0.1365,-2.160,98.700,4.291
26-05-2011,06:00:00,0.00,-91.857,3.406,1.2,1.044,0.00,0.00,0.1361,-2.450,98.700,4.285
26-05-2011,07:00:00,0.00,-91.857,3.380,1.2,0.989,0.00,0.00,0.1361,-3.360,98.300,4.285
26-05-2011,08:00:00,0.00,-91.857,3.354,1.2,0.852,0.00,0.00,0.1361,-2.712,98.500,4.285
26-05-2011,09:00:00,0.00,-91.857,3.354,58.7,0.742,0.00,0.00,0.1361,-0.902,98.700,4.285
26-05-2011,10:00:00,0.25,-68.371,3.327,511.2,0.742,0.00,0.00,0.1357,0.605,99.300,4.357
26-05-2011,11:00:00,0.00,-81.316,3.301,788.7,0.852,0.38,2.66,0.1357,1.262,99.300,4.363
26-05-2011,12:00:00,0.00,-58.045,3.274,1016.2,1.126,1.90,4.57,0.1361,3.433,95.300,4.357
