"Date","Time, GMT+10:00","Temp, °C (SEN S/N: 2426035)","Temp, °C (SEN S/N: 2426035)","Temp, °C (SEN S/N: 2426035)","Temp, °C (SEN S/N: 2426035)"
06/05/16,15:14:47,9.608,6.965,6.433,6.433
06/05/16,16:14:47,8.319,6.940,6.535,6.509
06/05/16,17:14:47,7.318,6.813,6.611,6.560
06/05/16,18:14:47,6.535,6.661,6.636,6.611
06/05/16,19:14:47,5.770,6.509,6.636,6.661
06/05/16,20:14:47,3.433,6.153,6.611,6.661
06/05/16,21:14:47,1.371,5.668,6.535,6.687
06/05/16,22:14:47,3.301,5.411,6.382,6.661
06/05/16,23:14:47,2.770,5.257,6.255,6.611
07/05/16,00:14:47,4.194,5.257,6.153,6.535
07/05/16,01:14:47,3.801,5.308,6.051,6.484
07/05/16,02:14:47,3.880,5.282,6.000,6.433
07/05/16,03:14:47,3.538,5.231,5.949,6.382
07/05/16,04:14:47,2.797,5.179,5.924,6.331
07/05/16,05:14:47,1.289,4.921,5.872,6.306
07/05/16,06:14:47,0.660,4.688,5.796,6.281
07/05/16,07:14:47,1.126,4.480,5.719,6.230
07/05/16,08:14:47,3.854,4.402,5.642,6.179
07/05/16,09:14:47,5.975,4.688,5.565,6.102
07/05/16,10:14:47,6.889,5.102,5.488,6.051
07/05/16,11:14:47,9.040,5.539,5.514,6.026
07/05/16,12:14:47,12.001,6.331,5.565,6.026
07/05/16,13:14:47,11.904,6.914,5.719,6.026
07/05/16,14:14:47,13.666,7.293,5.898,6.102
07/05/16,15:14:47,12.001,7.569,6.051,6.179
07/05/16,16:14:47,10.712,7.619,6.230,6.255
07/05/16,17:14:47,7.494,7.368,6.357,6.357
07/05/16,18:14:47,4.037,6.788,6.458,6.458
07/05/16,19:14:47,2.770,6.128,6.408,6.509
07/05/16,20:14:47,3.617,5.770,6.281,6.509
07/05/16,21:14:47,4.714,5.693,6.153,6.484
07/05/16,22:14:47,5.179,5.796,6.051,6.433
07/05/16,23:14:47,5.591,5.898,6.026,6.382
08/05/16,00:14:47,5.437,5.924,6.026,6.382
08/05/16,01:14:47,5.668,5.949,6.026,6.357
08/05/16,02:14:47,5.975,6.000,6.051,6.357
08/05/16,03:14:47,6.026,6.051,6.077,6.357
08/05/16,04:14:47,5.975,6.102,6.102,6.357
08/05/16,05:14:47,6.179,6.153,6.128,6.382
08/05/16,06:14:47,6.484,6.230,6.153,6.408
08/05/16,07:14:47,7.116,6.331,6.204,6.433
08/05/16,08:14:47,8.195,6.585,6.255,6.458
08/05/16,09:14:47,8.693,7.015,6.331,6.484
08/05/16,10:14:47,8.841,7.343,6.509,6.560
08/05/16,11:14:47,8.643,7.594,6.687,6.636
08/05/16,12:14:47,8.593,7.720,6.889,6.763
08/05/16,13:14:47,8.444,7.745,7.041,6.889
08/05/16,14:14:47,8.295,7.745,7.142,6.990
08/05/16,15:14:47,8.245,7.770,7.217,7.066
08/05/16,16:14:47,8.245,7.770,7.293,7.142
08/05/16,17:14:47,8.195,7.770,7.343,7.217
08/05/16,18:14:47,8.295,7.770,7.393,7.293
08/05/16,19:14:47,8.394,7.770,7.419,7.318
08/05/16,20:14:47,8.519,7.795,7.419,7.343
08/05/16,21:14:47,8.618,7.820,7.419,7.368
08/05/16,22:14:47,8.792,7.895,7.419,7.368
08/05/16,23:14:47,8.916,7.970,7.444,7.393
09/05/16,00:14:47,9.040,8.045,7.469,7.419
09/05/16,01:14:47,9.213,8.120,7.494,7.444
09/05/16,02:14:47,9.238,8.195,7.519,7.469
09/05/16,03:14:47,9.386,8.220,7.544,7.494
09/05/16,04:14:47,9.386,8.245,7.594,7.519
09/05/16,05:14:47,9.706,8.319,7.619,7.544
09/05/16,06:14:47,9.682,8.344,7.645,7.569
09/05/16,07:14:47,9.731,8.394,7.670,7.594
09/05/16,08:14:47,9.756,8.419,7.720,7.619
