"Date","Time, GMT+11:00","Temp, °C (SEN S/N: 2426030)","Temp, °C (SEN S/N: 2426030)","Temp, °C (SEN S/N: 2426030)","Temp, °C (SEN S/N: 2426030)"
06/05/16,15:59:55,8.941,8.295,7.217,-94.792
06/05/16,16:59:55,8.369,8.295,7.368,-94.792
06/05/16,17:59:55,7.670,8.070,7.469,-94.792
06/05/16,18:59:55,6.990,7.770,7.494,-94.792
06/05/16,19:59:55,6.712,7.419,7.469,-94.792
06/05/16,20:59:55,5.796,7.041,7.368,-94.792
06/05/16,21:59:55,4.895,6.509,7.268,-94.792
06/05/16,22:59:55,5.128,6.000,7.091,-94.792
06/05/16,23:59:55,5.076,5.796,6.889,-94.792
07/05/16,00:59:55,5.360,5.642,6.737,-94.792
07/05/16,01:59:55,5.462,5.668,6.611,-94.792
07/05/16,02:59:55,5.411,5.642,6.509,-94.792
07/05/16,03:59:55,5.257,5.591,6.408,-94.792
07/05/16,04:59:55,5.076,5.462,6.331,-94.792
07/05/16,05:59:55,4.454,5.334,6.230,-94.792
07/05/16,06:59:55,4.011,5.050,6.128,-94.792
07/05/16,07:59:55,3.670,4.740,6.000,-94.792
07/05/16,08:59:55,4.792,4.584,5.872,-94.792
07/05/16,09:59:55,7.569,5.128,5.796,-94.792
07/05/16,10:59:55,9.805,6.331,5.924,-94.792
07/05/16,11:59:55,10.834,7.720,6.306,-94.792
07/05/16,12:59:55,12.122,9.139,6.839,-94.792
07/05/16,13:59:55,12.437,10.198,7.368,-94.792
07/05/16,14:59:55,11.346,10.467,7.745,-94.792
07/05/16,15:59:55,11.589,10.443,8.045,-94.792
07/05/16,16:59:55,10.932,10.345,8.245,-94.792
07/05/16,17:59:55,9.188,9.952,8.344,-94.792
07/05/16,18:59:55,6.408,9.139,8.369,-94.792
07/05/16,19:59:55,4.714,8.095,8.220,-94.792
07/05/16,20:59:55,5.024,7.318,7.995,-94.792
07/05/16,21:59:55,5.796,6.889,7.745,-94.792
07/05/16,22:59:55,6.000,6.737,7.519,-94.792
07/05/16,23:59:55,6.102,6.712,7.343,-94.792
08/05/16,00:59:55,6.255,6.712,7.217,-94.792
08/05/16,01:59:55,6.153,6.687,7.142,-94.792
08/05/16,02:59:55,6.331,6.661,7.066,-94.792
08/05/16,03:59:55,6.357,6.687,7.015,-94.792
08/05/16,04:59:55,6.153,6.737,6.965,-94.792
08/05/16,05:59:55,6.382,6.737,6.940,-94.792
08/05/16,06:59:55,6.535,6.788,6.914,-94.792
08/05/16,07:59:55,6.763,6.839,6.914,-94.792
08/05/16,08:59:55,7.343,6.940,6.914,-94.792
08/05/16,09:59:55,8.245,7.116,6.940,-94.792
08/05/16,10:59:55,8.444,7.293,6.990,-94.792
08/05/16,11:59:55,8.419,7.494,7.041,-94.792
08/05/16,12:59:55,8.444,7.645,7.116,-94.792
08/05/16,13:59:55,8.344,7.720,7.192,-94.792
08/05/16,14:59:55,8.270,7.795,7.268,-94.792
08/05/16,15:59:55,8.245,7.845,7.343,-94.792
08/05/16,16:59:55,8.220,7.870,7.393,-94.792
08/05/16,17:59:55,8.145,7.870,7.444,-94.792
08/05/16,18:59:55,8.145,7.870,7.494,-94.792
08/05/16,19:59:55,8.270,7.845,7.519,-94.792
08/05/16,20:59:55,8.444,7.845,7.544,-94.792
08/05/16,21:59:55,8.469,7.895,7.569,-94.792
08/05/16,22:59:55,8.618,7.920,7.569,-94.792
08/05/16,23:59:55,8.717,7.970,7.594,-94.792
09/05/16,00:59:55,8.866,8.020,7.619,-94.792
09/05/16,01:59:55,9.015,8.095,7.645,-94.792
09/05/16,02:59:55,9.114,8.170,7.695,-94.792
09/05/16,03:59:55,9.114,8.220,7.720,-94.792
09/05/16,04:59:55,9.089,8.295,7.770,-94.792
09/05/16,05:59:55,9.509,8.369,7.795,-94.792
09/05/16,06:59:55,9.336,8.419,7.845,-94.792
09/05/16,07:59:55,9.485,8.469,7.870,-94.792
09/05/16,08:59:55,9.460,8.519,7.920,-94.792
09/05/16,09:59:55,9.485,8.593,7.970,-94.792
09/05/16,10:59:55,9.632,8.717,7.995,-94.792
09/05/16,11:59:55,10.100,8.866,8.070,-94.792
09/05/16,12:59:55,10.051,9.040,8.145,-94.792
09/05/16,13:59:55,9.928,9.139,8.220,-94.792
09/05/16,14:59:55,9.163,9.262,8.319,-94.792
09/05/16,15:59:55,4.584,8.891,8.469,-94.792
09/05/16,16:59:55,3.985,8.295,8.469,-94.792
09/05/16,17:59:55,3.696,7.770,8.344,-94.792
09/05/16,18:59:55,4.428,7.368,8.170,-94.792
09/05/16,19:59:55,5.205,7.167,7.995,-94.792
09/05/16,20:59:55,5.437,7.066,7.870,-94.792
09/05/16,21:59:55,5.308,6.990,7.770,-94.792
09/05/16,22:59:55,5.128,6.889,7.670,-94.792
09/05/16,23:59:55,5.179,6.788,7.594,-94.792
10/05/16,00:59:55,5.360,6.737,7.519,-94.792
10/05/16,01:59:55,5.411,6.661,7.444,-94.792
10/05/16,02:59:55,5.385,6.535,7.368,-94.792
10/05/16,03:59:55,5.334,6.382,7.293,-94.792
10/05/16,04:59:55,5.102,6.306,7.192,-94.792
10/05/16,05:59:55,4.818,6.230,7.142,-94.792
10/05/16,06:59:55,4.636,6.153,7.091,-94.792
10/05/16,07:59:55,3.985,6.077,7.015,-94.792
10/05/16,08:59:55,4.220,5.975,6.965,-94.792
10/05/16,09:59:55,4.168,5.975,6.889,-94.792
10/05/16,10:59:55,4.895,6.026,6.864,-94.792
10/05/16,11:59:55,5.514,6.204,6.839,-94.792
10/05/16,12:59:55,5.591,6.408,6.864,-94.792
10/05/16,13:59:55,1.670,6.458,6.914,-94.792
10/05/16,14:59:55,5.024,5.872,6.914,-94.792
10/05/16,15:59:55,4.558,6.051,6.864,-94.792
10/05/16,16:59:55,3.801,6.000,6.864,-94.792
10/05/16,17:59:55,2.584,5.847,6.839,-94.792
10/05/16,18:59:55,0.329,5.488,6.788,-94.792
10/05/16,19:59:55,0.218,4.973,6.687,-94.792
10/05/16,20:59:55,0.467,4.584,6.509,-94.792
10/05/16,21:59:55,0.356,4.350,6.331,-94.792
10/05/16,22:59:55,0.135,4.168,6.153,-94.792
10/05/16,23:59:55,0.079,3.932,6.026,-94.792
11/05/16,00:59:55,0.051,3.722,5.898,-94.792
11/05/16,01:59:55,0.246,3.591,5.745,-94.792
11/05/16,02:59:55,0.246,3.512,5.616,-94.792
11/05/16,03:59:55,0.163,3.485,5.488,-94.792
11/05/16,04:59:55,0.218,3.459,5.385,-94.792
11/05/16,05:59:55,0.412,3.406,5.308,-94.792
11/05/16,06:59:55,0.301,3.433,5.231,-94.792
11/05/16,07:59:55,0.329,3.433,5.154,-94.792
11/05/16,08:59:55,0.329,3.406,5.102,-94.792
11/05/16,09:59:55,0.439,3.433,5.050,-94.792
11/05/16,10:59:55,0.439,3.459,4.999,-94.792
11/05/16,11:59:55,0.495,3.538,4.999,-94.792
11/05/16,12:59:55,0.522,3.643,4.999,-94.792
11/05/16,13:59:55,0.412,3.827,5.050,-94.792
11/05/16,14:59:55,0.660,3.906,5.154,-94.792
11/05/16,15:59:55,0.660,3.985,5.231,-94.792
11/05/16,16:59:55,0.989,3.958,5.282,-94.792
11/05/16,17:59:55,1.262,3.880,5.308,-94.792
11/05/16,18:59:55,1.913,3.827,5.308,-94.792
11/05/16,19:59:55,2.316,3.854,5.282,-94.792
11/05/16,20:59:55,2.637,3.932,5.257,-94.792
11/05/16,21:59:55,2.903,4.011,5.231,-94.792
11/05/16,22:59:55,3.274,4.089,5.231,-94.792
11/05/16,23:59:55,3.485,4.194,5.205,-94.792
12/05/16,00:59:55,3.749,4.298,5.231,-94.792
12/05/16,01:59:55,3.958,4.402,5.231,-94.792
12/05/16,02:59:55,4.220,4.506,5.231,-94.792
12/05/16,03:59:55,4.402,4.610,5.257,-94.792
12/05/16,04:59:55,4.610,4.688,5.282,-94.792
12/05/16,05:59:55,4.792,4.792,5.334,-94.792
12/05/16,06:59:55,4.921,4.921,5.360,-94.792
12/05/16,07:59:55,4.947,4.999,5.385,-94.792
12/05/16,08:59:55,5.282,5.102,5.437,-94.792
12/05/16,09:59:55,5.975,5.257,5.462,-94.792
12/05/16,10:59:55,6.585,5.565,5.539,-94.792
12/05/16,11:59:55,7.293,5.975,5.642,-94.792
12/05/16,12:59:55,7.670,6.408,5.821,-94.792
12/05/16,13:59:55,7.770,6.788,6.026,-94.792
12/05/16,14:59:55,7.444,7.066,6.255,-94.792
12/05/16,15:59:55,7.242,7.142,6.484,-94.792
12/05/16,16:59:55,6.914,7.091,6.611,-94.792
12/05/16,17:59:55,6.382,6.965,6.737,-94.792
12/05/16,18:59:55,6.128,6.763,6.763,-94.792
12/05/16,19:59:55,6.204,6.585,6.737,-94.792
12/05/16,20:59:55,5.975,6.458,6.712,-94.792
12/05/16,21:59:55,5.565,6.382,6.661,-94.792
12/05/16,22:59:55,5.179,6.255,6.611,-94.792
12/05/16,23:59:55,5.128,6.102,6.560,-94.792
13/05/16,00:59:55,5.257,6.026,6.509,-94.792
13/05/16,01:59:55,4.792,5.949,6.458,-94.792
13/05/16,02:59:55,4.921,5.872,6.382,-94.792
13/05/16,03:59:55,5.128,5.847,6.357,-94.792
13/05/16,04:59:55,4.869,5.821,6.306,-94.792
13/05/16,05:59:55,4.792,5.796,6.281,-94.792
13/05/16,06:59:55,4.818,5.770,6.230,-94.792
13/05/16,07:59:55,4.740,5.745,6.204,-94.792
13/05/16,08:59:55,4.921,5.719,6.179,-94.792
13/05/16,09:59:55,5.975,5.796,6.153,-94.792
13/05/16,10:59:55,7.116,6.077,6.153,-94.792
13/05/16,11:59:55,8.145,6.585,6.255,-94.792
13/05/16,12:59:55,8.469,7.242,6.484,-94.792
13/05/16,13:59:55,8.593,7.645,6.788,-94.792
13/05/16,14:59:55,8.941,7.945,6.990,-94.792
13/05/16,15:59:55,8.344,8.245,7.192,-94.792
13/05/16,16:59:55,7.242,8.245,7.368,-94.792
13/05/16,17:59:55,5.154,7.870,7.444,-94.792
13/05/16,18:59:55,4.428,7.293,7.419,-94.792
13/05/16,19:59:55,4.089,6.788,7.293,-94.792
13/05/16,20:59:55,3.827,6.382,7.116,-94.792
13/05/16,21:59:55,3.591,6.102,6.914,-94.792
13/05/16,22:59:55,3.670,5.872,6.737,-94.792
13/05/16,23:59:55,3.670,5.693,6.560,-94.792
14/05/16,00:59:55,3.354,5.539,6.433,-94.792
14/05/16,01:59:55,3.274,5.385,6.281,-94.792
14/05/16,02:59:55,3.248,5.308,6.153,-94.792
14/05/16,03:59:55,3.274,5.205,6.026,-94.792
14/05/16,04:59:55,3.248,5.102,5.924,-94.792
14/05/16,05:59:55,3.512,5.050,5.821,-94.792
14/05/16,06:59:55,3.880,5.076,5.745,-94.792
14/05/16,07:59:55,3.906,5.154,5.693,-94.792
14/05/16,08:59:55,4.272,5.179,5.668,-94.792
14/05/16,09:59:55,4.662,5.308,5.668,-94.792
14/05/16,10:59:55,4.973,5.462,5.668,-94.792
14/05/16,11:59:55,5.462,5.668,5.719,-94.792
14/05/16,12:59:55,5.616,5.898,5.796,-94.792
14/05/16,13:59:55,6.000,6.051,5.898,-94.792
14/05/16,14:59:55,6.077,6.179,5.975,-94.792
14/05/16,15:59:55,5.949,6.230,6.077,-94.792
14/05/16,16:59:55,5.821,6.255,6.153,-94.792
14/05/16,17:59:55,5.514,6.230,6.204,-94.792
14/05/16,18:59:55,5.205,6.128,6.255,-94.792
14/05/16,19:59:55,5.257,6.051,6.230,-94.792
14/05/16,20:59:55,5.539,5.975,6.230,-94.792
14/05/16,21:59:55,5.821,5.975,6.204,-94.792
14/05/16,22:59:55,5.616,6.026,6.204,-94.792
14/05/16,23:59:55,5.745,6.026,6.204,-94.792
15/05/16,00:59:55,5.591,6.026,6.179,-94.792
15/05/16,01:59:55,5.796,6.051,6.179,-94.792
15/05/16,02:59:55,5.360,6.026,6.179,-94.792
15/05/16,03:59:55,5.411,6.000,6.179,-94.792
15/05/16,04:59:55,5.308,5.975,6.153,-94.792
15/05/16,05:59:55,4.895,5.924,6.153,-94.792
15/05/16,06:59:55,4.402,5.821,6.128,-94.792
15/05/16,07:59:55,4.584,5.719,6.102,-94.792
15/05/16,08:59:55,4.584,5.642,6.051,-94.792
15/05/16,09:59:55,5.282,5.642,6.000,-94.792
15/05/16,10:59:55,7.015,5.975,6.000,-94.792
15/05/16,11:59:55,7.343,6.611,6.153,-94.792
15/05/16,12:59:55,7.995,7.343,6.433,-94.792
15/05/16,13:59:55,7.820,7.870,6.763,-94.792
15/05/16,14:59:55,7.645,8.020,6.990,-94.792
15/05/16,15:59:55,7.343,7.970,7.116,-94.792
15/05/16,16:59:55,6.230,7.820,7.192,-94.792
15/05/16,17:59:55,4.973,7.393,7.242,-94.792
15/05/16,18:59:55,4.402,6.914,7.167,-94.792
15/05/16,19:59:55,3.906,6.509,7.041,-94.792
15/05/16,20:59:55,3.248,6.153,6.889,-94.792
15/05/16,21:59:55,3.168,5.796,6.712,-94.792
15/05/16,22:59:55,3.564,5.488,6.535,-94.792
15/05/16,23:59:55,3.722,5.360,6.357,-94.792
16/05/16,00:59:55,3.195,5.334,6.204,-94.792
16/05/16,01:59:55,2.850,5.179,6.077,-94.792
16/05/16,02:59:55,1.886,4.921,5.949,-94.792
16/05/16,03:59:55,1.832,4.662,5.796,-94.792
16/05/16,04:59:55,2.155,4.480,5.668,-94.792
16/05/16,05:59:55,2.155,4.376,5.514,-94.792
16/05/16,06:59:55,1.832,4.350,5.411,-94.792
16/05/16,07:59:55,1.724,4.298,5.308,-94.792
16/05/16,08:59:55,2.690,4.272,5.205,-94.792
16/05/16,09:59:55,3.221,4.480,5.128,-94.792
16/05/16,10:59:55,4.402,4.766,5.154,-94.792
16/05/16,11:59:55,5.102,5.257,5.257,-94.792
16/05/16,12:59:55,5.719,5.924,5.462,-94.792
16/05/16,13:59:55,5.462,6.484,5.745,-94.792
16/05/16,14:59:55,6.255,6.636,5.949,-94.792
16/05/16,15:59:55,5.770,6.788,6.102,-94.792
16/05/16,16:59:55,4.921,6.737,6.255,-94.792
16/05/16,17:59:55,4.506,6.433,6.306,-94.792
16/05/16,18:59:55,4.506,6.153,6.306,-94.792
16/05/16,19:59:55,4.115,5.949,6.255,-94.792
16/05/16,20:59:55,3.591,5.616,6.179,-94.792
16/05/16,21:59:55,4.063,5.437,6.102,-94.792
16/05/16,22:59:55,4.402,5.411,6.026,-94.792
16/05/16,23:59:55,4.610,5.411,5.975,-94.792
17/05/16,00:59:55,4.662,5.437,5.924,-94.792
17/05/16,01:59:55,4.895,5.462,5.898,-94.792
17/05/16,02:59:55,4.947,5.514,5.872,-94.792
17/05/16,03:59:55,4.921,5.539,5.872,-94.792
17/05/16,04:59:55,4.246,5.539,5.872,-94.792
17/05/16,05:59:55,3.116,5.437,5.872,-94.792
17/05/16,06:59:55,2.209,5.231,5.821,-94.792
17/05/16,07:59:55,1.588,4.973,5.770,-94.792
17/05/16,08:59:55,1.208,4.714,5.668,-94.792
17/05/16,09:59:55,2.530,4.662,5.565,-94.792
17/05/16,10:59:55,4.636,4.947,5.539,-94.792
17/05/16,11:59:55,6.230,5.565,5.668,-94.792
17/05/16,12:59:55,6.712,6.408,5.924,-94.792
17/05/16,13:59:55,7.293,7.142,6.255,-94.792
17/05/16,14:59:55,7.091,7.494,6.509,-94.792
17/05/16,15:59:55,6.965,7.619,6.661,-94.792
17/05/16,16:59:55,6.102,7.594,6.763,-94.792
17/05/16,17:59:55,4.037,7.167,6.788,-94.792
17/05/16,18:59:55,3.775,6.535,6.712,-94.792
17/05/16,19:59:55,2.610,5.924,6.560,-94.792
17/05/16,20:59:55,2.316,5.462,6.331,-94.792
17/05/16,21:59:55,2.074,5.102,6.128,-94.792
17/05/16,22:59:55,1.534,4.818,5.924,-94.792
17/05/16,23:59:55,1.208,4.584,5.719,-94.792
18/05/16,00:59:55,0.825,4.376,5.539,-94.792
18/05/16,01:59:55,0.770,4.168,5.360,-94.792
18/05/16,02:59:55,0.852,4.011,5.205,-94.792
18/05/16,03:59:55,0.605,3.880,5.050,-94.792
18/05/16,04:59:55,0.687,3.801,4.921,-94.792
18/05/16,05:59:55,0.522,3.775,4.818,-94.792
18/05/16,06:59:55,0.495,3.696,4.740,-94.792
18/05/16,07:59:55,0.384,3.617,4.636,-94.792
18/05/16,08:59:55,0.632,3.591,4.584,-94.792
18/05/16,09:59:55,1.967,3.749,4.532,-94.792
18/05/16,10:59:55,4.610,4.272,4.558,-94.792
18/05/16,11:59:55,4.844,5.024,4.766,-94.792
18/05/16,12:59:55,4.011,5.514,5.076,-94.792
18/05/16,13:59:55,3.009,5.539,5.308,-94.792
18/05/16,14:59:55,2.664,5.334,5.462,-94.792
18/05/16,15:59:55,2.584,5.102,5.514,-94.792
