"Date","Time, GMT+11:00","Temp, °C (LGR S/N: 9832569, SEN S/N: 9818209, LBL: Ambient)","RH, % (LGR S/N: 9832569, SEN S/N: 9818209)","Temp, °C (LGR S/N: 9832569, SEN S/N: 9824746, LBL: 3cmBG)","Water Content, m³/m³ (LGR S/N: 9832569, SEN S/N: 9833753, LBL: 5cmBG)","Water Content, m³/m³ (LGR S/N: 9832569, SEN S/N: 9833755, LBL: 10cmBG)","DewPt, °C (LGR S/N: 9832569, SEN S/N: 9818209)"
08/04/18,12:00:02,20.293,30.700,9.163,0.1717,0.1412,2.5
08/04/18,13:00:02,22.250,32.500,9.657,0.1717,0.1419,5.0
08/04/18,14:00:02,21.628,35.500,10.638,0.1710,0.1412,5.7
08/04/18,15:00:02,20.698,39.400,11.759,0.1702,0.1405,6.4
08/04/18,16:00:02,17.986,43.600,12.920,0.1695,0.1405,5.4
08/04/18,17:00:02,14.936,47.100,13.642,0.1695,0.1390,3.8
08/04/18,18:00:02,12.195,51.000,13.473,0.1688,0.1383,2.4
08/04/18,19:00:02,9.558,58.900,12.001,0.1688,0.1376,1.9
08/04/18,20:00:02,9.139,58.900,10.907,0.1688,0.1368,1.5
08/04/18,21:00:02,8.717,61.900,10.271,0.1681,0.1368,1.8
08/04/18,22:00:02,6.914,66.500,9.829,0.1688,0.1368,1.1
08/04/18,23:00:02,7.720,69.000,9.386,0.1681,0.1368,2.4
09/04/18,00:00:02,8.344,63.200,9.188,0.1681,0.1361,1.8
09/04/18,01:00:02,8.767,62.800,9.040,0.1681,0.1361,2.1
09/04/18,02:00:02,9.040,58.200,8.941,0.1681,0.1368,1.3
09/04/18,03:00:02,10.222,55.600,8.891,0.1681,0.1368,1.7
09/04/18,04:00:02,9.731,53.200,8.891,0.1681,0.1368,0.7
09/04/18,05:00:02,9.558,53.000,8.817,0.1673,0.1361,0.5
09/04/18,06:00:02,9.188,53.900,8.742,0.1673,0.1354,0.3
09/04/18,07:00:02,9.410,55.200,8.643,0.1673,0.1361,0.9
09/04/18,08:00:02,9.410,61.600,8.618,0.1673,0.1361,2.4
09/04/18,09:00:02,16.082,57.100,8.742,0.1673,0.1361,7.6
09/04/18,10:00:02,20.555,47.200,9.163,0.1673,0.1361,8.9
09/04/18,11:00:02,22.417,42.700,9.805,0.1666,0.1368,9.1
09/04/18,12:00:02,24.219,42.300,10.565,0.1666,0.1368,10.6
09/04/18,13:00:02,24.363,39.400,11.394,0.1659,0.1368,9.7
09/04/18,14:00:02,23.376,41.300,12.268,0.1652,0.1368,9.5
09/04/18,15:00:02,20.555,41.400,13.161,0.1644,0.1361,7.0
09/04/18,16:00:02,19.722,46.500,14.050,0.1637,0.1354,8.0
09/04/18,17:00:02,16.796,44.400,14.984,0.1630,0.1347,4.6
09/04/18,18:00:02,12.437,51.500,15.079,0.1630,0.1332,2.7
09/04/18,19:00:02,6.737,74.000,13.353,0.1623,0.1325,2.4
09/04/18,20:00:02,2.850,87.200,11.686,0.1623,0.1318,0.9
09/04/18,21:00:02,2.047,89.700,10.467,0.1623,0.1310,0.5
09/04/18,22:00:02,0.797,90.900,9.608,0.1615,0.1318,-0.5
09/04/18,23:00:02,0.989,92.200,8.941,0.1615,0.1318,-0.1
10/04/18,00:00:02,5.050,95.000,8.543,0.1615,0.1318,4.3
10/04/18,01:00:02,6.408,89.400,8.593,0.1615,0.1325,4.8
10/04/18,02:00:02,5.514,91.800,8.593,0.1608,0.1325,4.3
10/04/18,03:00:02,6.128,96.000,8.494,0.1615,0.1325,5.5
10/04/18,04:00:02,6.357,94.500,8.494,0.1608,0.1325,5.5
10/04/18,05:00:02,8.120,92.200,8.444,0.1608,0.1332,6.9
10/04/18,06:00:02,8.519,86.100,8.543,0.1608,0.1332,6.3
10/04/18,07:00:02,10.590,79.700,8.717,0.1615,0.1332,7.2
10/04/18,08:00:02,10.834,80.100,8.965,0.1608,0.1325,7.6
10/04/18,09:00:02,12.171,71.500,9.139,0.1608,0.1332,7.2
10/04/18,10:00:02,12.485,85.800,9.410,0.1608,0.1339,10.2
10/04/18,11:00:02,20.246,67.200,9.805,0.1608,0.1339,14.0
10/04/18,12:00:02,21.700,51.300,10.516,0.1608,0.1339,11.2
10/04/18,13:00:02,17.320,51.100,11.321,0.1608,0.1339,7.1
10/04/18,14:00:02,22.441,73.000,11.686,0.1608,0.1332,17.4
10/04/18,15:00:02,22.345,49.800,12.703,0.1608,0.1339,11.4
10/04/18,16:00:02,18.557,54.700,13.570,0.1601,0.1332,9.3
10/04/18,17:00:02,17.415,54.800,14.050,0.1594,0.1332,8.2
10/04/18,18:00:02,14.337,64.500,13.570,0.1601,0.1325,7.7
10/04/18,19:00:02,13.064,72.000,12.727,0.1601,0.1318,8.1
10/04/18,20:00:02,10.345,91.100,12.147,0.1601,0.1318,9.0
10/04/18,21:00:02,8.419,94.700,11.637,0.1594,0.1310,7.6
10/04/18,22:00:02,7.569,96.600,11.151,0.1594,0.1310,7.1
10/04/18,23:00:02,8.444,97.700,10.785,0.1586,0.1303,8.1
11/04/18,00:00:02,8.643,93.400,10.541,0.1586,0.1310,7.6
11/04/18,01:00:02,9.262,87.500,10.296,0.1586,0.1303,7.3
11/04/18,02:00:02,9.336,85.000,10.100,0.1586,0.1303,7.0
11/04/18,03:00:02,8.792,85.400,9.952,0.1586,0.1303,6.5
11/04/18,04:00:02,9.163,84.500,9.805,0.1586,0.1303,6.7
11/04/18,05:00:02,9.485,80.300,9.731,0.1586,0.1303,6.3
11/04/18,06:00:02,9.928,81.800,9.682,0.1586,0.1303,7.0
11/04/18,07:00:02,10.345,79.500,9.657,0.1586,0.1303,7.0
11/04/18,08:00:02,11.953,74.700,9.731,0.1586,0.1303,7.6
11/04/18,09:00:02,13.353,69.700,9.977,0.1579,0.1303,7.9
11/04/18,10:00:02,14.912,67.600,10.320,0.1586,0.1310,9.0
11/04/18,11:00:02,23.376,58.700,10.785,0.1586,0.1310,14.9
11/04/18,12:00:02,24.339,44.100,11.565,0.1579,0.1318,11.4
11/04/18,13:00:02,25.501,42.100,12.340,0.1572,0.1318,11.7
11/04/18,14:00:02,20.365,46.100,13.088,0.1564,0.1310,8.4
11/04/18,15:00:02,20.317,48.700,13.281,0.1564,0.1303,9.2
11/04/18,16:00:02,17.558,47.900,13.810,0.1557,0.1303,6.4
