"Plot Title: ITEX1U_7_CTL"
"#","Date","Time, GMT+11:00","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)","Temp, °C (LGR S/N: 2426036, SEN S/N: 2426036)"
1,16/01/14,10:00:00,33.600,18.723,18.485,15.963
2,16/01/14,11:00:00,37.425,23.064,21.103,16.820
3,16/01/14,12:00:00,36.769,27.284,23.641,17.938
4,16/01/14,13:00:00,39.375,30.874,25.428,19.056
5,16/01/14,14:00:00,39.318,34.229,26.622,20.031
6,16/01/14,15:00:00,42.893,36.796,26.940,20.793
7,16/01/14,16:00:00,32.278,32.924,26.231,21.246
8,16/01/14,17:00:00,32.949,32.846,24.895,21.175
9,16/01/14,18:00:00,23.785,26.598,23.641,20.936
10,16/01/14,19:00:00,15.772,23.136,22.226,20.507
11,16/01/14,20:00:00,15.318,21.056,20.674,19.912
12,16/01/14,21:00:00,15.414,19.008,19.436,19.270
13,16/01/14,22:00:00,13.425,17.701,18.461,18.652
14,16/01/14,23:00:00,11.321,16.654,17.724,18.105
15,17/01/14,00:00:00,12.001,15.796,17.034,17.629
16,17/01/14,01:00:00,13.353,15.055,16.439,17.177
17,17/01/14,02:00:00,14.625,14.505,15.891,16.749
18,17/01/14,03:00:00,12.654,14.026,15.438,16.344
19,17/01/14,04:00:00,12.364,13.618,15.031,15.986
20,17/01/14,05:00:00,13.088,13.185,14.649,15.676
21,17/01/14,06:00:00,14.026,12.823,14.242,15.342
22,17/01/14,07:00:00,18.985,12.582,13.930,15.031
23,17/01/14,08:00:00,23.352,13.064,14.074,14.792
24,17/01/14,09:00:00,27.210,14.122,15.366,14.912
25,17/01/14,10:00:00,28.667,16.296,17.534,15.461
26,17/01/14,11:00:00,31.433,19.508,19.841,16.296
27,17/01/14,12:00:00,34.836,23.593,22.226,17.296
28,17/01/14,13:00:00,37.151,27.481,24.219,18.414
29,17/01/14,14:00:00,40.000,30.672,25.404,19.413
30,17/01/14,15:00:00,40.372,32.433,25.866,20.174
31,17/01/14,16:00:00,41.007,32.924,25.380,20.603
32,17/01/14,17:00:00,39.177,31.433,24.460,20.722
33,17/01/14,18:00:00,34.995,28.320,23.424,20.603
34,17/01/14,19:00:00,31.893,25.016,22.369,20.317
35,17/01/14,20:00:00,21.032,22.202,21.223,19.936
36,17/01/14,21:00:00,11.297,19.651,19.912,19.413
37,17/01/14,22:00:00,8.568,17.772,18.628,18.794
