"Plot Title: ITEX1U_10_OTC"
"#","Date","Time, GMT+11:00","Temp, °C (LGR S/N: 2426030, SEN S/N: 2426030)","Temp, °C (LGR S/N: 2426030, SEN S/N: 2426030)","Temp, °C (LGR S/N: 2426030, SEN S/N: 2426030)","Temp, °C (LGR S/N: 2426030, SEN S/N: 2426030)"
1,18/04/13,16:59:55,8.767,11.200,9.682,8.941
2,18/04/13,17:59:55,7.619,9.780,9.829,9.163
3,18/04/13,18:59:55,4.324,8.170,9.756,9.312
4,18/04/13,19:59:55,3.406,7.393,9.558,9.336
5,18/04/13,20:59:55,3.459,7.444,9.238,9.287
6,18/04/13,21:59:55,2.370,7.116,8.916,9.188
7,18/04/13,22:59:55,1.886,6.661,8.643,9.040
8,18/04/13,23:59:55,1.344,6.433,8.344,8.891
9,19/04/13,00:59:55,1.480,6.077,8.070,8.742
10,19/04/13,01:59:55,0.715,5.821,7.845,8.568
11,19/04/13,02:59:55,0.577,5.539,7.619,8.419
12,19/04/13,03:59:55,0.024,5.257,7.419,8.270
13,19/04/13,04:59:55,0.356,5.102,7.217,8.120
14,19/04/13,05:59:55,0.273,4.999,7.041,7.995
15,19/04/13,06:59:55,-0.535,4.740,6.889,7.845
16,19/04/13,07:59:55,-0.563,4.402,6.737,7.720
17,19/04/13,08:59:55,-0.648,4.324,6.636,7.594
18,19/04/13,09:59:55,0.273,4.376,6.509,7.494
19,19/04/13,10:59:55,1.425,4.584,6.408,7.393
20,19/04/13,11:59:55,2.128,4.921,6.331,7.318
21,19/04/13,12:59:55,2.797,5.514,6.306,7.242
22,19/04/13,13:59:55,3.591,5.821,6.306,7.192
23,19/04/13,14:59:55,2.983,5.872,6.382,7.167
24,19/04/13,15:59:55,2.128,5.565,6.458,7.167
25,19/04/13,16:59:55,0.687,5.231,6.509,7.167
26,19/04/13,17:59:55,0.301,4.766,6.484,7.167
27,19/04/13,18:59:55,-0.143,4.376,6.408,7.142
28,19/04/13,19:59:55,-0.760,4.037,6.281,7.091
29,19/04/13,20:59:55,-0.479,3.801,6.128,6.990
30,19/04/13,21:59:55,-0.479,3.617,5.975,6.914
31,19/04/13,22:59:55,-0.255,3.512,5.847,6.813
32,19/04/13,23:59:55,-0.060,3.459,5.719,6.712
33,20/04/13,00:59:55,0.079,3.433,5.616,6.636
34,20/04/13,01:59:55,0.218,3.406,5.539,6.560
35,20/04/13,02:59:55,0.329,3.433,5.462,6.484
36,20/04/13,03:59:55,0.356,3.433,5.411,6.408
37,20/04/13,04:59:55,0.356,3.485,5.334,6.331
38,20/04/13,05:59:55,0.522,3.538,5.282,6.281
39,20/04/13,06:59:55,0.522,3.564,5.257,6.230
40,20/04/13,07:59:55,0.742,3.643,5.205,6.179
41,20/04/13,08:59:55,2.021,3.932,5.179,6.128
42,20/04/13,09:59:55,2.477,4.376,5.154,6.102
43,20/04/13,10:59:55,3.063,4.766,5.179,6.077
44,20/04/13,11:59:55,4.350,5.411,5.257,6.051
45,20/04/13,12:59:55,5.898,6.077,5.411,6.102
46,20/04/13,13:59:55,6.357,6.763,5.642,6.153
47,20/04/13,14:59:55,9.262,7.444,5.898,6.255
48,20/04/13,15:59:55,5.668,7.142,6.179,6.408
49,20/04/13,16:59:55,4.999,6.940,6.433,6.560
50,20/04/13,17:59:55,3.749,6.408,6.585,6.687
51,20/04/13,18:59:55,2.637,5.924,6.636,6.788
52,20/04/13,19:59:55,2.690,5.539,6.611,6.839
53,20/04/13,20:59:55,1.967,5.334,6.535,6.864
54,20/04/13,21:59:55,2.021,5.102,6.433,6.864
55,20/04/13,22:59:55,1.751,5.050,6.306,6.813
56,20/04/13,23:59:55,2.128,4.999,6.204,6.763
57,21/04/13,00:59:55,2.477,4.688,6.077,6.712
58,21/04/13,01:59:55,0.329,4.324,5.975,6.636
59,21/04/13,02:59:55,-0.591,3.958,5.872,6.560
60,21/04/13,03:59:55,0.522,3.854,5.745,6.509
61,21/04/13,04:59:55,0.273,3.749,5.591,6.408
62,21/04/13,05:59:55,0.051,3.643,5.437,6.306
63,21/04/13,06:59:55,-0.817,3.512,5.308,6.230
64,21/04/13,07:59:55,-0.451,3.433,5.205,6.128
65,21/04/13,08:59:55,1.235,3.459,5.076,6.026
66,21/04/13,09:59:55,3.906,4.115,4.973,5.949
67,21/04/13,10:59:55,5.898,4.714,4.921,5.872
68,21/04/13,11:59:55,6.763,5.462,4.973,5.821
69,21/04/13,12:59:55,8.270,6.357,5.205,5.821
70,21/04/13,13:59:55,11.248,6.889,5.539,5.924
71,21/04/13,14:59:55,6.433,6.661,5.949,6.077
72,21/04/13,15:59:55,5.334,6.026,6.281,6.255
73,21/04/13,16:59:55,7.066,5.872,6.458,6.433
74,21/04/13,17:59:55,3.643,5.539,6.535,6.560
75,21/04/13,18:59:55,2.850,4.973,6.560,6.636
76,21/04/13,19:59:55,3.063,4.818,6.509,6.687
77,21/04/13,20:59:55,3.142,4.558,6.382,6.687
78,21/04/13,21:59:55,3.327,4.480,6.281,6.661
